song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood,spotify_id,spotify_url
Angaile Aagasa Thoro,S. Janaki|Madhavapeddi Satyam,/artist/s-janaki|/artist/madhavapeddi-satyam,0.0,Kannada,2000-08-04,0.21,0.84,0.833,0.1,-11.15,0.03,204.068,1,0,0.047,4,74,668011,0,0,0,Sad,0dnD35BD4KDr3b5WwQDELH,https://open.spotify.com/track/0dnD35BD4KDr3b5WwQDELH
Yelliddharo Avaru,Janni,/artist/janni,0.0,Kannada,2000-08-12,0.49,0.67,0.793,0.7,-7.984,0.016,199.772,0,4,0.08,4,57,7816336,0,0,0,Happy,2eJXGCkb1TKLdVBHizVCQt,https://open.spotify.com/track/2eJXGCkb1TKLdVBHizVCQt
Gangi Ninmele Manasa,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,0.0,Kannada,2000-09-06,0.32,0.96,0.122,1.0,-9.523,0.09,167.026,1,0,0.09,4,58,3080927,0,0,0,Sad,2z5O5lzyoOuQ6AoYQEjkbp,https://open.spotify.com/track/2z5O5lzyoOuQ6AoYQEjkbp
Kodaginolu Bedaginolu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2000-09-10,0.25,0.774,0.341,0.241,-13.508,0.09,145.985,1,6,0.0679,4,55,909605,0,0,0,Sad,4CtWRKnmCL4gFNsENdqwCj,https://open.spotify.com/track/4CtWRKnmCL4gFNsENdqwCj
Shravana Mangalavaaragalalli,B.K. Sumitra,/artist/bk-sumitra-2,0.0,Kannada,2000-10-05,0.81,0.252,0.465,0.116,-13.7,0.05,174.762,1,11,0.0932,4,29,8616111,0,0,0,Sad,4kpKZPPB11uZfS5Mg354yi,https://open.spotify.com/track/4kpKZPPB11uZfS5Mg354yi
Ee Prema Sangama,Vani Jairam|P.B. Sreenivas,/artist/vani-jayaram|/artist/pb-sreenivas,0.0,Kannada,2000-11-02,0.82,0.118,0.515,0.791,-7.564,0.072,137.934,0,10,0.02,4,37,5406405,0,0,0,Happy,3ZNTprmzNn2l2Qd49uu5y9,https://open.spotify.com/track/3ZNTprmzNn2l2Qd49uu5y9
Naanu Neenu Ondadamelaey,Manjula Gururaj|S. P. Balasubrahmanyam,/artist/manjula-gururaj|/artist/s-p-balasubrahamanyam,0.0,Kannada,2000-11-05,0.07,0.83,0.772,0.6,-10.06,0.08,124.953,0,1,0.005,4,91,10929473,0,0,0,Energetic,0GbZa6LNP4Y0gq01LYmZVm,https://open.spotify.com/track/0GbZa6LNP4Y0gq01LYmZVm
Sharanadeya,P. Jayachandran,/artist/p-jayachandran-1,0.0,Kannada,2000-11-09,0.03,0.69,0.304,0.55,-10.788,0.073,124.113,1,4,0.08,4,66,10974009,0,0,0,Sad,4KiHs7wFsp6NtdNmDxOhyF,https://open.spotify.com/track/4KiHs7wFsp6NtdNmDxOhyF
Beso Galiyalli Hariva Nerale,P.B. Sreenivas|Vani Jairam,/artist/pb-sreenivas|/artist/vani-jayaram,0.0,Kannada,2000-12-06,0.61,0.17,0.224,0.1,-5.548,0.042,132.022,1,1,0.08,4,87,5519275,0,0,0,Sad,39mwfKczNxj1x1LxDns8Gi,https://open.spotify.com/track/39mwfKczNxj1x1LxDns8Gi
Kanasonda Kande Kannadamaate,S. Janaki,/artist/s-janaki,0.0,Kannada,2000-12-12,0.38,0.71,0.95,0.8,-5.975,0.02,212.434,0,5,0.032,4,85,4144728,0,0,0,Happy,6Ot9buxpZndiYA5346ehfh,https://open.spotify.com/track/6Ot9buxpZndiYA5346ehfh
Ellelli Nodali,Dr. Rajkumar|S. Janaki,/artist/dr-rajkumar-1|/artist/s-janaki,0.0,Kannada,2001-01-06,0.37,0.67,0.832,0.7,-7.847,0.006,165.019,1,1,0.094,4,74,1428018,0,0,0,Sad,7sCrCBNwxZuYmHU8XPpSOU,https://open.spotify.com/track/7sCrCBNwxZuYmHU8XPpSOU
Aadaddhu Ondu,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Kannada,2001-01-09,0.94,0.386,0.071,0.478,-13.388,0.01,191.936,1,1,0.0594,4,80,8093086,0,0,0,Sad,7ALiTbH4Tcuc7acpMSatd4,https://open.spotify.com/track/7ALiTbH4Tcuc7acpMSatd4
Asathoma Sadgamaya,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Kannada,2001-01-11,0.44,0.269,0.785,0.592,-3.72,0.0206,130.124,1,7,0.07,4,86,6968447,0,0,0,Energetic,7EPehuqAgtj3ZTT5qF3WWg,https://open.spotify.com/track/7EPehuqAgtj3ZTT5qF3WWg
Aygiri Nandhini Nanditha,Ghanatasala,/artist/ghanatasala,0.0,Kannada,2001-02-03,0.95,0.04,0.031,0.5,-6.324,0.02,179.856,1,5,0.0423,4,80,8598820,0,0,0,Sad,24ABx2uZSJ7FxkUZOMLCmN,https://open.spotify.com/track/24ABx2uZSJ7FxkUZOMLCmN
Besuge Besuge,Vani Jairam|S. P. Balasubrahmanyam,/artist/vani-jayaram|/artist/s-p-balasubrahamanyam,0.0,Kannada,2001-02-06,0.09,0.487,0.014,0.23,-8.01,0.05,128.209,1,7,0.0204,4,86,2339646,0,0,0,Sad,0mdu5rkngKCjxwiYWyEd6I,https://open.spotify.com/track/0mdu5rkngKCjxwiYWyEd6I
Virasavemba Vishake,G.K.Venkatesh,/artist/gkvenkatesh,0.0,Kannada,2001-02-10,0.88,0.572,0.658,0.84,-12.115,0.0911,139.926,1,8,0.08,4,51,4034806,0,0,0,Happy,2XRkAAZrMEML4JOFxbVnRl,https://open.spotify.com/track/2XRkAAZrMEML4JOFxbVnRl
Kailasa Girivasa,P. Mangapathy,/artist/p-mangapathy-1,0.0,Kannada,2001-02-12,0.34,0.066,0.18,0.901,-3.101,0.0859,192.021,1,9,0.01,4,97,5305269,0,0,0,Sad,31AfUkKeeIu7SXE69lGpLI,https://open.spotify.com/track/31AfUkKeeIu7SXE69lGpLI
Sri Parvathiya,Bangalore Latha|Chorus,/artist/bangalore-latha|/artist/chorus,0.0,Kannada,2001-03-03,0.09,0.889,0.003,0.963,-7.521,0.002,160.083,1,5,0.0501,4,46,4842106,0,0,0,Sad,7FmpLwSIjGbFDopijOquP7,https://open.spotify.com/track/7FmpLwSIjGbFDopijOquP7
Irulada Hagella,C Aswath,/artist/c-aswath,0.0,Kannada,2001-03-04,0.89,0.77,0.553,0.6,-11.781,0.02,199.992,0,8,0.046,4,65,10846269,0,0,0,Happy,6sHQbYK0T1FewQrKVTydcu,https://open.spotify.com/track/6sHQbYK0T1FewQrKVTydcu
Ravi Kaanaddella,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2001-03-07,0.48,0.21,0.23,0.3,-9.781,0.0722,154.837,0,11,0.09,4,35,7830537,0,0,0,Sad,5RK7Lcc7OJB3NjyEPpN5KF,https://open.spotify.com/track/5RK7Lcc7OJB3NjyEPpN5KF
Collegina Kanasina Rani,S. P. Balasubrahmanyam|Latha Hamsalekha|Chorus,/artist/s-p-balasubrahamanyam|/artist/latha-hamsalekha|/artist/chorus,0.0,Kannada,2001-03-10,0.76,0.747,0.418,0.237,-3.197,0.0748,110.002,1,9,0.06,4,33,8517105,0,0,0,Sad,2oB7ihUwZSReWZxnmtuqZD,https://open.spotify.com/track/2oB7ihUwZSReWZxnmtuqZD
Pavadisu Phalaakshai,P Leela,/artist/p-leela,0.0,Kannada,2001-04-01,0.67,0.75,0.723,0.7,-8.719,0.026,120.058,0,10,0.086,4,93,7623515,0,0,0,Happy,2BU4bbZwABigFVqBuouJ0K,https://open.spotify.com/track/2BU4bbZwABigFVqBuouJ0K
Chinna Nanna Ninna,K J Yesudas,/artist/k-j-yesudas,0.0,Kannada,2001-04-06,0.76,0.888,0.182,0.48,-3.598,0.02,136.139,1,8,0.0692,4,37,8589971,0,0,0,Sad,5rHCrk0C5aAri8KRGJDK41,https://open.spotify.com/track/5rHCrk0C5aAri8KRGJDK41
Nanyake Neehage,Ghanatasala|Renuka,/artist/ghanatasala|/artist/renuka,0.0,Kannada,2001-04-08,0.93,0.22,0.484,0.7,-4.975,0.009,179.883,0,5,0.0009,4,51,10511167,0,0,0,Sad,0aouyG3UrHLmbRjgzN7OKZ,https://open.spotify.com/track/0aouyG3UrHLmbRjgzN7OKZ
Joke Nannu Balliya Minchu,L.R. Eswari,/artist/lr-eswari-2,0.0,Kannada,2001-04-11,0.77,0.251,0.243,0.323,-7.848,0.058,144.068,0,1,0.0821,4,99,9920581,0,0,0,Sad,7yvwrx1wSqydt0YNcqrKvc,https://open.spotify.com/track/7yvwrx1wSqydt0YNcqrKvc
Kanda Neenu Kelindu,Vani Jairam,/artist/vani-jayaram,0.0,Kannada,2001-05-04,0.84,0.689,0.099,0.689,-13.787,0.0636,118.008,1,2,0.05,4,32,10227857,0,0,0,Sad,5WQVye9PUsyfjTlOhsNA7X,https://open.spotify.com/track/5WQVye9PUsyfjTlOhsNA7X
Beeso Gaali Ale,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,0.0,Kannada,2001-05-08,0.05,0.55,0.553,0.6,-11.816,0.03,150.02,1,1,0.011,4,90,5924235,0,0,0,Sad,4uhCe82bFx5vWJYXIFo2l2,https://open.spotify.com/track/4uhCe82bFx5vWJYXIFo2l2
Panchawādyam,Instrumental,/artist/instrumental-2,0.0,Kannada,2001-06-01,0.66,0.83,0.682,1.0,-8.148,0.06,141.975,0,1,0.0663,4,33,10537699,0,0,0,Happy,2o1MmRnCVXEH2cIjFOG9NU,https://open.spotify.com/track/2o1MmRnCVXEH2cIjFOG9NU
Premisona Baara,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,0.0,Kannada,2001-06-04,0.63,0.871,0.15,0.745,-2.346,0.051,126.066,1,1,0.029,4,32,2898224,0,0,0,Sad,6XvG2tUhniCU0DZR7Wjekl,https://open.spotify.com/track/6XvG2tUhniCU0DZR7Wjekl
Priyaa Priyaa,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,0.0,Kannada,2001-06-04,1.0,0.9,0.282,0.3,-3.811,0.076,136.151,0,6,0.0813,4,74,3684687,0,0,0,Sad,74jngp9rLBRXhEDEpqOuOY,https://open.spotify.com/track/74jngp9rLBRXhEDEpqOuOY
Kalyanadbuta Tirupatigirivasa,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,0.0,Kannada,2001-06-11,0.48,0.68,0.691,0.76,-13.151,0.0184,139.961,0,6,0.09,4,41,11265084,0,0,0,Sad,26z04Pom9AzPGu2xVkeFJP,https://open.spotify.com/track/26z04Pom9AzPGu2xVkeFJP
Usire Odala Thoreyuveya,P. Susheela,/artist/p-suseela-2,0.0,Kannada,2001-07-07,0.52,0.493,0.816,0.003,-4.25,0.072,123.991,1,6,0.0876,4,37,10002710,0,0,0,Energetic,0IFsPZMqTK8S6kUnT41KV2,https://open.spotify.com/track/0IFsPZMqTK8S6kUnT41KV2
Endu Ninna Noduve,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Kannada,2001-07-09,0.62,0.14,0.188,0.2,-13.841,0.0872,128.0,1,2,0.068,4,64,505307,0,0,0,Sad,78KAhwQNVB32ivPUC4vSZW,https://open.spotify.com/track/78KAhwQNVB32ivPUC4vSZW
Bathroominalli,Vani Jairam,/artist/vani-jayaram,0.0,Kannada,2001-07-10,0.13,0.108,0.455,0.756,-11.956,0.066,122.429,0,4,0.094,4,63,5453758,0,0,0,Sad,1l86HfFUmSXJsg8X51EKe5,https://open.spotify.com/track/1l86HfFUmSXJsg8X51EKe5
Hakkiya Koralige,Hiranmayi,/artist/hiranmayi,0.0,Kannada,2001-09-01,0.99,0.61,0.653,0.94,-9.817,0.03,147.907,0,6,0.074,4,58,11207301,0,0,0,Sad,5D756lJoXslk9ADmIq6WrE,https://open.spotify.com/track/5D756lJoXslk9ADmIq6WrE
Okkalagitti Nakku Haadyaala,S. Janaki,/artist/s-janaki,0.0,Kannada,2001-09-02,0.99,0.94,0.075,0.69,-3.708,0.029,154.117,1,6,0.0815,4,68,8162988,0,0,0,Sad,1WCzjN4T11BWi0SLRgM5PO,https://open.spotify.com/track/1WCzjN4T11BWi0SLRgM5PO
Taanonda Nenedare Maanava,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2001-09-05,0.4,0.32,0.809,1.0,-10.713,0.0712,174.03,0,7,0.0433,4,37,3152964,0,0,0,Energetic,4s6y2NHW5rZ94dvRurHtlY,https://open.spotify.com/track/4s6y2NHW5rZ94dvRurHtlY
Naa Marethu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2001-09-06,0.65,0.355,0.892,0.342,-9.593,0.06,143.809,1,2,0.016,4,73,3554272,0,0,0,Happy,17uyzC0PVuU1cTqSxYo8aM,https://open.spotify.com/track/17uyzC0PVuU1cTqSxYo8aM
Ellaninagage,Ghanatasala|P Leela,/artist/ghanatasala|/artist/p-leela,0.0,Kannada,2001-09-07,0.84,0.44,0.242,0.4,-2.496,0.02,110.007,1,7,0.01,4,52,1714414,0,0,0,Sad,0RJPDcOqxnTGVxHrdHq0wK,https://open.spotify.com/track/0RJPDcOqxnTGVxHrdHq0wK
Hari Sarvothama,Bellur Sisters,/artist/bellur-sisters,0.0,Kannada,2001-10-02,0.3,0.585,0.231,0.623,-12.77,0.0351,104.975,0,6,0.09,4,35,9159402,0,0,0,Sad,1ttYWNqQPN3td4O6ieABRP,https://open.spotify.com/track/1ttYWNqQPN3td4O6ieABRP
Moodanade Okuliya,B.K. Sumitra|Chorus,/artist/bk-sumitra-2|/artist/chorus,0.0,Kannada,2001-10-03,0.38,0.71,0.574,0.08,-4.157,0.055,125.04,0,2,0.07,4,99,3103927,0,0,0,Sad,33NUjddZagWHaiuyWlLDUp,https://open.spotify.com/track/33NUjddZagWHaiuyWlLDUp
Yaava Huvvu Yaara Mudigo,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2001-10-08,0.83,0.05,0.554,0.1,-2.166,0.085,160.112,1,7,0.04,4,74,8982248,0,0,0,Sad,5ONu2q8VUE3tJ33JFLaUss,https://open.spotify.com/track/5ONu2q8VUE3tJ33JFLaUss
Nee Naduguve Eke,Dr. Rajkumar|S. Janaki,/artist/dr-rajkumar-1|/artist/s-janaki,0.0,Kannada,2001-10-09,0.87,0.79,0.782,0.0,-13.272,0.03,121.974,0,0,0.07,4,94,928068,0,0,0,Happy,5Ol3eISL6Kl88AsmjFe1Dq,https://open.spotify.com/track/5Ol3eISL6Kl88AsmjFe1Dq
Hadinalku Varusha,P. Susheela,/artist/p-suseela-2,0.0,Kannada,2001-10-12,0.54,0.14,0.721,0.7,-2.976,0.011,165.127,0,2,0.0564,4,39,2210641,0,0,0,Energetic,3DqlpDK6Q7O2NI79B5lmDv,https://open.spotify.com/track/3DqlpDK6Q7O2NI79B5lmDv
Swdhinavenide Narana,Gururaj Kulakarni,/artist/gururaj-kulakarni,0.0,Kannada,2001-11-04,0.98,0.3,0.176,0.11,-5.088,0.08,160.154,1,11,0.07,4,34,260675,0,0,0,Sad,4fWWDfXdCzjtlQ6GZSsM1O,https://open.spotify.com/track/4fWWDfXdCzjtlQ6GZSsM1O
Viraha Nooru Nooru Tharaha,P. Susheela,/artist/p-suseela-2,0.0,Kannada,2001-11-06,0.83,0.56,0.168,0.3,-12.125,0.08,190.438,1,3,0.059,4,37,5560001,0,0,0,Sad,7rHDgv6MNyqevB7QuvQZFF,https://open.spotify.com/track/7rHDgv6MNyqevB7QuvQZFF
Vaidehi Yenadalo,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Kannada,2001-11-10,0.11,0.177,0.004,0.697,-13.272,0.024,134.967,1,8,0.0781,4,39,8130976,0,0,0,Sad,5qyuwoHoZjKjqlhcr9XcEy,https://open.spotify.com/track/5qyuwoHoZjKjqlhcr9XcEy
Sree Siddhalingeshwara Suprabhatha,R. K. Shrikantan|H. K. Narayana|B.K. Sumitra|M. S. Sheela,/artist/r-k-shrikantan|/artist/h-k-narayana-1|/artist/bk-sumitra-2|/artist/m-s-sheela-1,0.0,Kannada,2001-12-01,0.08,0.63,0.532,0.271,-12.87,0.06,149.968,1,2,0.0005,4,61,6795774,0,0,0,Sad,3NACfCvZjqSYHHL8oKGdGX,https://open.spotify.com/track/3NACfCvZjqSYHHL8oKGdGX
Yara Kopa Yara Shapa,P. Susheela,/artist/p-suseela-2,0.0,Kannada,2001-12-06,0.13,0.89,0.66,0.67,-2.093,0.02,107.036,1,8,0.05,4,44,9876328,0,0,0,Sad,47zsnWIPoPSjJhZoKp5h21,https://open.spotify.com/track/47zsnWIPoPSjJhZoKp5h21
Sivanolidare Bayavilla,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2001-12-12,0.17,0.73,0.252,0.8,-13.076,0.03,154.902,1,0,0.073,4,74,11328388,0,0,0,Sad,2YHQuNY59MMn8KacSMqExC,https://open.spotify.com/track/2YHQuNY59MMn8KacSMqExC
Koluthudiya,S. Janaki,/artist/s-janaki,0.0,Kannada,2002-01-02,0.09,0.18,0.244,0.946,-2.966,0.025,159.955,1,9,0.1,4,65,8419671,0,0,0,Sad,7IWruqeXjnRajk5xHDaD8w,https://open.spotify.com/track/7IWruqeXjnRajk5xHDaD8w
Mathi Beku,S. Janaki,/artist/s-janaki,0.0,Kannada,2002-01-07,0.82,0.214,0.746,0.475,-4.015,0.01,131.945,1,10,0.073,4,45,8869472,0,0,0,Energetic,5QI0hDbp6hYm9VQYpakV69,https://open.spotify.com/track/5QI0hDbp6hYm9VQYpakV69
Premavide,S. Janaki,/artist/s-janaki,0.0,Kannada,2002-01-12,0.58,0.413,0.724,0.046,-11.628,0.06,120.838,1,2,0.092,4,55,8451811,0,0,0,Happy,7sRak9f3g8FSMOWLga4mvN,https://open.spotify.com/track/7sRak9f3g8FSMOWLga4mvN
420 Mayapuradalli,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2002-02-03,0.57,0.227,0.409,0.628,-8.284,0.01,164.823,1,11,0.0071,4,34,9159249,0,0,0,Sad,6iKoVDZm10kwaYnFTy4OOc,https://open.spotify.com/track/6iKoVDZm10kwaYnFTy4OOc
Preethine Aa Dyavaru Thanda,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,0.0,Kannada,2002-02-05,0.94,0.62,0.101,0.6,-12.584,0.08,111.042,1,6,0.0616,4,32,5029117,0,0,0,Sad,1DO4gYDGiTeVO88l1jDQ3W,https://open.spotify.com/track/1DO4gYDGiTeVO88l1jDQ3W
Iralaare Innu Doora,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,0.0,Kannada,2002-02-07,0.95,0.6,0.896,0.2,-7.147,0.07,140.042,1,0,0.087,4,80,5803234,0,0,0,Happy,0PgL6eq05SPSOTnz6kru6l,https://open.spotify.com/track/0PgL6eq05SPSOTnz6kru6l
Modalane Dhinave,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,0.0,Kannada,2002-02-09,0.25,0.73,0.728,0.9,-13.003,0.0034,133.027,0,1,0.083,4,35,8287820,0,0,0,Sad,5uduoYwu5F9IZaOlK4kVKa,https://open.spotify.com/track/5uduoYwu5F9IZaOlK4kVKa
Manave Mandira,P.B. Sreenivas|Dr. Rajkumar,/artist/pb-sreenivas|/artist/dr-rajkumar-1,0.0,Kannada,2002-02-10,0.28,0.689,0.64,0.229,-9.266,0.017,164.852,1,6,0.08,4,67,4198941,0,0,0,Sad,5EeVvEEjrTsTfhLWj6s4pe,https://open.spotify.com/track/5EeVvEEjrTsTfhLWj6s4pe
Beladingalondu Hennaagi Bandanthe,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2002-03-02,0.84,0.05,0.615,0.14,-2.043,0.055,164.508,0,1,0.095,4,78,66297,0,0,0,Sad,4q2dE2NOKL3vZoPiJCJROO,https://open.spotify.com/track/4q2dE2NOKL3vZoPiJCJROO
Ello Bandu Ello,Sangeetha|Shylaja,/artist/sangeetha|/artist/shylaja,0.0,Kannada,2002-03-04,0.31,0.611,0.126,0.629,-8.189,0.014,193.894,1,9,0.0817,4,54,9604484,0,0,0,Sad,6uch3tpOtt5TPBaCSV4NaF,https://open.spotify.com/track/6uch3tpOtt5TPBaCSV4NaF
Kaththarisu Kaththarisu,Pithapuram Nageswara Rao,/artist/pithapuram-nageswara-rao,0.0,Kannada,2002-03-06,0.09,0.77,0.015,0.56,-7.546,0.023,160.153,0,5,0.0954,4,64,1417339,0,0,0,Sad,6UnAj0AQmTrq1NYDBUOR8M,https://open.spotify.com/track/6UnAj0AQmTrq1NYDBUOR8M
Dhim Thana,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2002-03-09,0.93,0.43,0.021,0.7,-13.117,0.0563,159.985,0,10,0.0563,4,49,3917892,0,0,0,Sad,6qa6DualsIYVXPhpPGSssW,https://open.spotify.com/track/6qa6DualsIYVXPhpPGSssW
Cheluveya Nota Chenna,Dr. Rajkumar,/artist/dr-rajkumar-1,0.0,Kannada,2002-03-11,0.56,0.561,0.464,0.006,-7.654,0.0434,141.964,1,8,0.0849,4,37,5826242,0,0,0,Sad,1GsDiezOV27q3RZGuq4csf,https://open.spotify.com/track/1GsDiezOV27q3RZGuq4csf
Nodi Tiliyiri,Dr Mrutyunjaya Swami,/artist/dr-mrutyunjaya-swami,0.0,Kannada,2002-04-02,0.04,0.948,0.429,0.132,-7.367,0.06,150.16,0,6,0.068,4,27,2183066,0,0,0,Sad,64p4Q8D2HXYzYEAOsFT0pN,https://open.spotify.com/track/64p4Q8D2HXYzYEAOsFT0pN
