song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Geethanjali Pushpanjali,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,04:32,Kannada,11-01-2010,0.53,0.9,0.115,0.9,-10.259,0.04,163.226,0,10,0.0792,4,34,9419187
Endendu Ninnanu Maretu,Vani Jairam|P.B. Sreenivas,/artist/vani-jayaram|/artist/pb-sreenivas,04:34,Kannada,08-03-2017,0.12,0.385,0.177,0.758,-3.75,0.008,142.39,0,7,0.0785,4,25,10300307
Besuge Besuge,Vani Jairam|S. P. Balasubrahmanyam,/artist/vani-jayaram|/artist/s-p-balasubrahamanyam,03:57,Kannada,12-03-2019,0.22,0.01,0.582,0.1,-11.895,0.06,135.816,1,0,0.035,4,28,241911
Cheluveya Andada,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:31,Kannada,05-08-2008,0.75,0.971,0.005,0.467,-11.606,0.0643,113.629,1,1,0.02,4,34,4245735
Naguva Nayana,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:01,Kannada,12-07-2014,0.33,0.08,0.798,0.9,-2.286,0.0604,164.006,1,0,0.06,4,84,4274754
Jeevaneene Needu Midithadha,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:36,Kannada,04-01-2002,0.6,0.913,0.613,0.19,-6.979,0.07,119.902,0,1,0.0981,4,64,7395
Meenakshi Ninna Kanna Mele,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:37,Kannada,05-08-2005,0.32,0.68,0.786,0.6,-6.345,0.06,196.018,0,6,0.02,4,51,10923499
Muthinantha Mathondu,Dr. Rajkumar,/artist/dr-rajkumar-1,04:28,Kannada,03-10-2005,0.55,0.938,0.945,0.697,-11.422,0.05,119.95,0,5,0.008,4,100,831215
Sangeethave Nee Nudiyuna Maathella,S. Janaki|Dr. Rajkumar,/artist/s-janaki|/artist/dr-rajkumar-1,03:17,Kannada,02-02-2015,0.8,0.1,0.077,0.2,-4.352,0.057,145.915,1,0,0.017,4,67,287160
Hosa Baalige,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:04,Kannada,06-12-2008,0.81,0.752,0.431,0.704,-4.202,0,148.01,0,7,0.02,4,25,10554249
Sole Illa Ninna Haadu,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:38,Kannada,03-10-2007,0.71,0.6,0.196,0.4,-5.995,0.05,173.958,0,9,0.0174,4,38,2869390
Yaaru Thiliyaru Ninna,Dr. Rajkumar|P.B. Sreenivas,/artist/dr-rajkumar-1|/artist/pb-sreenivas,03:54,Kannada,12-03-2005,0.89,0.356,0.741,0.569,-11.241,0.023,158.984,0,7,0.07,4,90,4251192
Nee Iralu Jotheyalli,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:23,Kannada,03-05-2017,0.89,1,0.676,1,-12.309,0.09,144.966,0,11,0.09,4,78,9508907
Nannaseyaa Hoove,S. Janaki|Dr. Rajkumar,/artist/s-janaki|/artist/dr-rajkumar-1,04:31,Kannada,06-03-2020,0.42,0.092,0.94,0.12,-13.329,0.02,182.251,1,11,0.0491,4,49,4163569
Aakaashadindha,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:29,Kannada,08-04-2020,0.44,0.62,0.015,0.8,-2.238,0.07,151.958,1,2,0.003,4,80,4971397
Naliva Gulabi Hoove,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:29,Kannada,06-10-2005,0.81,0.743,0.812,0.458,-12.392,0.05,150.039,1,8,0.094,4,93,1491272
Love Me Or Hate Me,Dr. Rajkumar,/artist/dr-rajkumar-1,04:48,Kannada,06-06-2008,0.31,0.83,0.538,0.7,-9.482,0.0458,178.28,1,7,0.054,4,90,10254466
Beladingalaagi Baa,Dr. Rajkumar,/artist/dr-rajkumar-1,04:31,Kannada,11-01-2002,0.75,0.675,0.682,0.129,-8.314,0.044,189.004,0,7,0.08,4,45,8208192
Baa Baaro Baaro Ranadheera,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,07:04,Kannada,02-03-2007,0.23,0.87,0.119,0.8,-3.825,0,160,0,5,0.0211,4,83,1846677
Aadona Neenu Naanu,P.B. Sreenivas,/artist/pb-sreenivas,03:32,Kannada,02-04-2022,0.43,0.039,0.481,0.827,-7.231,0.0598,179.906,0,6,0.0776,4,93,10691902
Ninna Kangala,Dr. Rajkumar,/artist/dr-rajkumar-1,04:11,Kannada,06-01-2011,0.84,0.49,0.822,0.1,-4.856,0.07,114.044,1,6,0.027,4,35,3365600
My Name Is Raj,Dr. Rajkumar,/artist/dr-rajkumar-1,03:16,Kannada,02-02-2005,0.12,0.284,0.675,0.521,-10.056,0.091,143.972,1,7,0.02,4,60,10026152
Preethi Maadabaaradu,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,06:15,Kannada,12-12-2008,0.32,0.45,0.899,0.9,-11.103,0.039,119.985,1,10,0.0462,4,33,6337790
Yaava Huvvu Yaara Mudigo,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:25,Kannada,04-10-2002,0.27,0.695,0.626,0.459,-11.531,0.0503,203.88,1,0,0.07,4,49,1678139
Kumkumaviruvude Hanegaagi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:02,Kannada,03-07-2007,0.09,0.43,0.421,0.9,-12.707,0.01,122.96,1,5,0.0721,4,60,5380765
Ee Naada Anda,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:41,Kannada,04-07-2012,0.58,0.576,0.97,0.896,-11.715,0.013,129.955,1,2,0.01,4,51,4680048
Entha Soundarya Nodu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:32,Kannada,04-08-2001,0.65,0.64,0.588,0.6,-7.729,0.0348,118.004,1,9,0,4,81,7276755
Aakaasha Deepavu Neenu (Happy),S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:19,Kannada,08-08-2010,0.31,0.632,0.732,0.926,-5.542,0.1,178.002,1,8,0.001,4,56,4682780
Yaarivanu Ee Manmathanu,S. Janaki,/artist/s-janaki,04:49,Kannada,03-11-2007,0.4,0.37,0.983,0.3,-10.695,0.04,174.06,0,9,0.053,4,77,6381770
Hoovu Cheluvella Nandenditu,P. Susheela,/artist/p-suseela-2,03:37,Kannada,07-10-2022,0.74,0.479,0.052,1,-12.975,0.006,187.964,0,2,0.04,4,70,6935436
Notadage Nageya Meeti,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:02,Kannada,01-01-2006,0.75,0.31,0.274,0.1,-12.351,0.056,195.958,1,1,0.033,4,52,9813967
Hrudaya Rangoli,S. P. Sailaja,/artist/s-p-sailaja-2,04:06,Kannada,10-03-2000,0.4,0.887,0.31,0.738,-3.054,0.05,188.03,1,11,0.038,4,71,8927299
Bandalo Bandalo Kanchana,S. P. Balasubrahmanyam|Manjula Gururaj,/artist/s-p-balasubrahamanyam|/artist/manjula-gururaj,04:32,Kannada,07-03-2012,0.66,0.56,0.424,0.6,-7.759,0.051,120.13,1,10,0.09,4,40,3098951
Neerinalli Alaya Ungura,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,03:43,Kannada,12-02-2012,0.78,0.174,0.116,0.167,-10.321,0.07,139.975,1,4,0.061,4,63,692209
Jeeva Veene,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:33,Kannada,10-11-2001,0.92,0.17,0.875,0.6,-9.181,0.023,168.008,0,10,0.019,4,29,10572373
Naanu Neenu Ondada,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:28,Kannada,09-03-2003,0.74,0.041,0.621,0.132,-12.355,0.0456,175.96,0,1,0.01,4,54,8983107
Prema Preeti Nannusiru,S. P. Balasubrahmanyam|K J Yesudas,/artist/s-p-balasubrahamanyam|/artist/k-j-yesudas,05:51,Kannada,09-06-2004,0.81,0.58,0.127,0.5,-12.826,0.045,155.998,1,8,0.039,4,73,11040721
Yendendigu Naa Ninna Bidalare,P. Susheela,/artist/p-suseela-2,04:17,Kannada,07-05-2015,0.37,0.202,0.552,0.781,-7.509,0.0688,144.997,1,0,0.065,4,28,8807159
Boy Friend Barthaanantha,S. Janaki,/artist/s-janaki,04:25,Kannada,06-05-2018,0.53,0.27,0.391,0.5,-10.277,0.052,125.923,1,7,0.06,4,58,271467
Eke Heegaytho,S. P. Balasubrahmanyam|B.R.Chaya,/artist/s-p-balasubrahamanyam|/artist/brchaya,04:34,Kannada,09-09-2014,0.08,0.299,0.116,0.511,-2.566,0.0836,141.072,0,1,0.077,4,47,7890705
Kudiyode Nanna Weaknessu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:49,Kannada,10-05-2019,0.84,0.7,0.368,0.6,-10.355,0.06,155.067,1,9,0.033,4,67,7096606
Kaalavannu Thadeyoru Yaaru,S. Janaki|K J Yesudas,/artist/s-janaki|/artist/k-j-yesudas,04:39,Kannada,03-11-2012,0.8,0.013,0.132,0.613,-2.642,0.07,126.032,0,11,0.044,4,28,8922976
Haavina Dwesha Hanneradu Varusha,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:24,Kannada,04-06-2005,0.44,0.6,0.378,0.7,-2.846,0.0061,118.927,1,1,0.083,4,35,10015881
Jagave Ondu Ranaranga,Dr. Rajkumar,/artist/dr-rajkumar-1,04:29,Kannada,05-05-2022,0.17,0.246,0.544,0.066,-13.058,0.0484,195.724,1,8,0.089,4,54,10036943
Mosagaarana,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:22,Kannada,06-03-2021,0.41,0.03,0.481,0.2,-4.774,0.031,120.009,0,10,0.03,4,44,8147355
Ooduva Nadhi Sagarava,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,03:48,Kannada,09-06-2012,0.64,0.875,0.254,0.043,-4.217,0.077,130.061,1,2,0.08,4,88,6869121
En Hudgiro Idyakingaadthiro,S. P. Balasubrahmanyam|Master Manjunath|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/master-manjunath|/artist/s-janaki,04:47,Kannada,11-11-2003,0.49,0.58,0.458,0.7,-6.912,0.061,139.964,0,10,0.04,4,50,3967487
Poojisilandhe,S. Janaki,/artist/s-janaki,04:02,Kannada,03-11-2000,0.86,0.63,0.008,0.53,-5.887,0.0135,120.022,1,9,0.0131,4,80,6470934
Kannada Naadina Veeraramaniya,P.B. Sreenivas,/artist/pb-sreenivas,09:00,Kannada,07-09-2015,0.74,0.8,0.205,0,-11.926,0.018,120.04,1,0,0.05,4,47,8836080
Ravivarmana Kunchada Kale Bale,P.B. Sreenivas,/artist/pb-sreenivas,04:22,Kannada,04-01-2008,0.64,0.318,0.186,0.061,-9.227,0.1,182.746,0,9,0.0895,4,34,4753246
Cheluveya Nota Chenna,Dr. Rajkumar,/artist/dr-rajkumar-1,03:05,Kannada,08-10-2006,0.67,0.33,0.988,0.2,-13.807,0.04,203.934,1,8,0.06,4,60,9041076
Naavindu Haado Haadige,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:52,Kannada,02-03-2023,0.56,0.959,0.111,0.831,-5.94,0.072,119.1,0,0,0.05,4,57,1363692
Naane Rajakumara,P.B. Sreenivas,/artist/pb-sreenivas,03:07,Kannada,02-07-2002,0.74,0.9,0.962,0.7,-9.918,0.0664,133.976,1,1,0.094,4,64,5994463
Koodi Balona,S. Janaki|Dr. Rajkumar|S. P. Balasubrahmanyam|Chorus,/artist/s-janaki|/artist/dr-rajkumar-1|/artist/s-p-balasubrahamanyam|/artist/chorus,04:42,Kannada,01-09-2003,0.77,0.679,0.881,0.972,-3.554,0.05,198.054,1,2,0.08,4,80,25664
Hosa Baalu,S. Janaki,/artist/s-janaki,04:33,Kannada,02-05-2011,0.77,0.75,0.741,0.6,-6.657,0.0846,198.068,1,7,0.01,4,33,10783651
Chinna Baalalli,Dr. Rajkumar,/artist/dr-rajkumar-1,06:11,Kannada,11-03-2006,0.81,0.581,0.403,0.13,-11.509,0.0344,163.004,0,11,0.0626,4,52,5370269
Aakaradalli Gulabi Rangide,Latha Hamsalekha,/artist/latha-hamsalekha,04:35,Kannada,08-10-2007,0.04,0.95,0.941,0.5,-12.141,0.0196,179.754,0,10,0.0184,4,37,3646085
Preethine Aa Dyavaru Thanda,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,04:24,Kannada,02-02-2006,0.66,0.165,0.668,0.909,-10.925,0.033,149.952,1,10,0.051,4,97,9102864
Santhasa Araluva Samaya,S. P. Balasubrahmanyam|Rathna Mala Prakash,/artist/s-p-balasubrahamanyam|/artist/rathna-mala-prakash,05:53,Kannada,11-08-2004,0.02,0.27,0.559,1,-3.857,0.084,139.933,0,10,0.064,4,32,3295140
Naane Rajakumara,P.B. Sreenivas,/artist/pb-sreenivas,03:07,Kannada,12-01-2009,0.87,0.994,0.804,0.453,-13.952,0,173.972,1,1,0.05,4,77,6150386
Yaaru Neenu Endhu Nanna,Dr. Rajkumar,/artist/dr-rajkumar-1,04:21,Kannada,02-02-2016,0.72,0.21,0.641,0.2,-13.318,0.0819,183.758,1,9,0.052,4,34,28202
Mounave Abharana,P.B. Sreenivas,/artist/pb-sreenivas,02:55,Kannada,12-12-2010,0.24,0.53,0.076,0.403,-12.006,0.02,120.749,0,7,0.07,4,88,3932178
Baani Gondu Elle,Dr. Rajkumar,/artist/dr-rajkumar-1,03:19,Kannada,11-06-2006,0.38,0.13,0.421,0.7,-5.039,0.08,162.991,1,6,0.09,4,68,1759874
Madikeri Sipaayi,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,04:43,Kannada,02-01-2014,0.5,0.389,0.105,0.039,-6.668,0.08,106.984,0,2,0.02,4,58,2935024
Maamaravello,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:48,Kannada,02-08-2019,0.9,0.02,0.431,0.8,-12.927,0,120.077,1,2,0.001,4,100,4925250
Nammooru Mysooru,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:39,Kannada,08-03-2023,0.85,0.413,0.485,0.766,-6.621,0.002,113.018,0,0,0.0807,4,37,8124470
Kaada Noda Hode,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,04:18,Kannada,04-09-2014,0.83,0.57,0.21,0.6,-3.493,0.01,118.009,0,10,0.09,4,41,4013791
Maathonda Heluve,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:42,Kannada,11-03-2015,0.59,0.075,0.417,0.247,-2.621,0.05,123.017,0,1,0.0826,4,78,8939782
He Gangu Ee Biku Kalisikodu,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:44,Kannada,07-04-2002,0.44,0.43,0.005,0.5,-11.522,0.088,124.934,0,9,0.073,4,56,10294915
Dumdum Dol,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:36,Kannada,12-03-2006,0.98,0.308,0.024,0.073,-7.535,0.009,149.881,1,6,0.03,4,25,3657514
Ninnantha Appa Illa,Dr. Rajkumar|B.R.Chaya,/artist/dr-rajkumar-1|/artist/brchaya,04:51,Kannada,09-04-2018,0.48,0.51,0.06,0.4,-4.351,0.0272,164.012,1,4,0.02,4,47,7697929
Doni Saagali,Ramachandran|S. Janaki,/artist/ramachandran|/artist/s-janaki,05:25,Kannada,06-07-2005,0.8,0.864,0.837,0.736,-11.711,0.08,109.963,1,8,0.0061,4,28,8902700
Olavina Priyalathe,P.B. Sreenivas,/artist/pb-sreenivas,03:35,Kannada,06-10-2000,0.88,0.6,0.572,0.2,-3.985,0.0607,164.866,0,8,0.03,4,72,6841175
Bathroominalli,Vani Jairam,/artist/vani-jayaram,02:10,Kannada,07-10-2001,0.13,0.108,0.455,0.756,-11.956,0.066,122.429,0,4,0.094,4,63,5453758
O Premi O Premi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:23,Kannada,03-08-2004,0.34,0.28,0.798,0.1,-2.917,0.022,148.863,1,5,0.053,4,61,9455633
Doorada Oorininda,S. P. Balasubrahmanyam|Manjula Gururaj,/artist/s-p-balasubrahamanyam|/artist/manjula-gururaj,04:42,Kannada,11-02-2002,0.23,0.793,0.321,0.993,-9.385,0.0891,180,0,10,0.04,4,50,9043249
Naachi Odidhanu Madana,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:36,Kannada,09-10-2014,0.93,0.24,0.587,0.9,-2.646,0.0339,115.023,1,0,0.06,4,100,7770807
Premavide,S. Janaki,/artist/s-janaki,04:22,Kannada,05-09-2022,0.49,0.224,0.691,0.899,-10.643,0.07,115.981,0,5,0.026,4,86,5973805
Flute Music,Not Applicable,/artist/not-applicable,01:27,Kannada,12-12-2004,0.88,0.06,0.536,0.1,-10.406,0.05,119.607,1,1,0.0868,4,65,6784063
Muthinantha Mathondu,Dr. Rajkumar,/artist/dr-rajkumar-1,04:28,Kannada,10-02-2016,0.77,0.761,0.51,0.149,-3.585,0.0484,144.032,1,7,0.0209,4,92,6650882
Ninna Nanna,Dr. Rajkumar,/artist/dr-rajkumar-1,04:38,Kannada,05-05-2006,0.63,0.05,0.062,0.2,-9.477,0.099,164.113,0,9,0.0976,4,40,10023064
Belli Modave Yelli Oduve,Vani Jairam|S. P. Balasubrahmanyam,/artist/vani-jayaram|/artist/s-p-balasubrahamanyam,03:09,Kannada,07-03-2011,0.06,0.301,0.249,0.274,-11.617,0.0091,139.948,1,0,0.08,4,28,10214233
Aadisinodu Beelisinodu,P.B. Sreenivas,/artist/pb-sreenivas,03:02,Kannada,12-11-2009,0.84,0.89,0.221,0.8,-12.853,0.0701,165.99,0,4,0.047,4,44,1034679
Devaru Hoseda Premada Daara,Dr. Balamurali Krishna,/artist/dr-balamurali-krishna,06:02,Kannada,06-12-2017,0.02,0.568,0.176,0.563,-11.405,0.0941,143.988,1,7,0.0294,4,66,8784874
Naanu Yaaru Yaava Vooru,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:38,Kannada,09-10-2002,0.03,0.12,0.967,0.2,-7.428,0.022,127.055,1,11,0.086,4,61,725509
Maneyanu Belagidhe,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:39,Kannada,12-01-2004,0.51,0.078,0.272,0.345,-5.091,0.075,108.29,0,0,0.07,4,94,4978817
Elle Iru Hege Iru,P. Susheela,/artist/p-suseela-2,03:24,Kannada,10-10-2015,0.12,0.77,0.133,0.9,-10.721,0.0662,154.915,1,9,0.05,4,92,2709029
Hasiru Gaajina Balegale,Latha Hamsalekha,/artist/latha-hamsalekha,04:36,Kannada,08-11-2022,0.91,0.822,0.187,0.241,-8.552,0.06,199.944,0,10,0.0363,4,98,9413110
