song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Bach Ke Reha Kar Tun Nakro,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,03:59,Punjabi,01-11-2022,0.44,0.81,0.108,0.7,-3.108,0.0033,142.037,0,6,0.09,4,64,4370127
Kaali Teri Gut - Punjabi Geet,Asa Singh Mastana,/artist/asa-singh-mastana,03:01,Punjabi,10-06-2015,0.39,0.709,0.55,0.616,-4.333,0.07,105.904,0,5,0.03,4,87,11059632
Kala Doria,Surinder Kaur|Parkash Kaur,/artist/surinder-kaur|/artist/parkash-kaur,02:57,Punjabi,08-03-2011,0.41,0.69,0.757,0.26,-10.904,0.0359,136.985,1,8,0.02,4,46,9329675
Lara Lappa Lai Rakhdi,Kuldeep Manak,/artist/kuldeep-manak,02:58,Punjabi,04-05-2017,0.53,0.538,0.058,0.33,-11.095,0.0923,171.853,0,10,0.0687,4,80,1770847
Chand Kithe Gujari Ai Raat - Punjabi Lok Geet,Surinder Kaur,/artist/surinder-kaur,03:17,Punjabi,06-08-2012,0.36,0.77,0.44,0.12,-4.078,0.0663,128.047,0,6,0.086,4,58,1976938
Aa Mundiya Ve Tu,Ranjit Kaur|Mohd. Sadiq,/artist/ranjit-kaur|/artist/mohd-sadiq,03:08,Punjabi,07-02-2004,0.34,0.04,0.455,0.873,-8.754,0.067,175.985,1,1,0.0771,4,28,8300565
Aakh Ladi Ve Ladi,Mohammed Rafi|Shamshad Begum,/artist/mohammad-rafi|/artist/shamshad-begum,06:03,Punjabi,10-02-2020,0.88,0.59,0.838,0.51,-7.115,0.059,162.991,1,0,0.06,4,94,2510199
Gabroo Ho Len De,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,03:38,Punjabi,02-02-2013,0.7,0.804,0.964,0.14,-3.382,0.05,115.007,1,1,0.05,4,91,1022979
Sas Gode Thale Lai Layi,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,04:29,Punjabi,07-05-2006,0,0.05,0.989,0.33,-2.538,0.073,151.987,0,10,0.008,4,75,6245500
Put Bana Ke Chhadange,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,03:38,Punjabi,05-07-2016,0.57,0.486,0.183,0.944,-11.248,0.07,79.635,1,0,0.0574,4,70,6841410
Jis Dil Wich Sajnan Was Jayie,Nusrat Fateh Ali Khan,/artist/nusrat-fateh-ali-khan,14:15,Punjabi,09-12-2015,0.54,0.62,0.362,0.29,-13.321,0.0215,124.918,0,6,0.067,4,78,460231
Juthi Qasoori,Surinder Kaur,/artist/surinder-kaur,03:06,Punjabi,07-05-2019,0.52,0.635,0.701,0.202,-13.901,0.0014,119.099,0,8,0.0689,4,68,9123575
Vadhaiyan Jetha Tainu,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,07:12,Punjabi,08-02-2012,0.01,0.22,0.459,0.87,-12.809,0.08,118.836,1,1,0.02,4,39,4217278
Wada Karle Sajna,Nusrat Fateh Ali Khan,/artist/nusrat-fateh-ali-khan,14:46,Punjabi,08-11-2002,0.12,0.793,0.01,0.617,-3.499,0.09,129.847,1,2,0.064,4,71,1876961
Ik Kudi Jehda Naa Mohabbat,Mahendra Kapoor,/artist/mahendra-kapoor,06:48,Punjabi,09-06-2001,0.69,0.56,0.357,0.17,-10.536,0.08,119.012,1,1,0.041,4,64,10494646
Jiven Peeng Da Hulara,Kartar Ramla|Sukhwant Kaur,/artist/kartar-ramla|/artist/sukhwant-kaur,03:12,Punjabi,01-10-2022,0.69,0.237,0.174,0.282,-7.597,0.056,152.068,1,10,0.02,4,83,6076463
Putt Jattan De,Surinder Shinda,/artist/surinder-shinda,04:23,Punjabi,06-09-2022,0.4,0.86,0.393,0.68,-4.137,0.09,93.372,0,5,0.09,4,54,9712225
Koi Dardi Disda Na,Mohd. Sadiq,/artist/mohd-sadiq,05:19,Punjabi,03-04-2015,0.29,0.38,0.826,0.073,-2.656,0.0736,162.85,1,1,0.0619,4,99,375171
Aaja Sonie,Mohammed Rafi,/artist/mohammad-rafi,05:05,Punjabi,07-09-2017,0.05,0.91,0.829,0.12,-9.854,0.01,162.948,0,0,0.03,4,46,455078
Bochin Ve Mitra,Kartar Ramla|Sukhwant Kaur,/artist/kartar-ramla|/artist/sukhwant-kaur,03:11,Punjabi,05-06-2003,0.46,0.206,0.995,0.913,-3.368,0.0457,160.042,0,10,0.0982,4,67,101750
Main Kurhian De Naal Jandi Si,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,03:24,Punjabi,02-06-2016,0.11,0.81,0.767,0.28,-13.609,0.004,129.979,1,8,0.0033,4,84,7767472
Long Da Lishkara,Dilraj Kaur|Vinod Sehgal|Minoo Purshottam,/artist/dilraj-kaur|/artist/vinod-sehgal|/artist/minoo-purshottam,05:37,Punjabi,07-02-2022,0.01,0.666,0.69,0.698,-5.864,0.02,142.942,0,6,0.1,4,28,3368585
Ik Kurhi Pataka,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,02:45,Punjabi,04-02-2001,0.27,0.71,0.752,0.11,-3.087,0.0114,145.979,1,8,0.02,4,25,8256835
Mitra Main Khand Bangi,Amar Singh Chamkila|Amarjyot,/artist/amar-singh-chamkila|/artist/amarjyot,03:11,Punjabi,10-04-2022,0.53,0.197,0.433,0.737,-12.692,0.092,150.007,1,9,0.019,4,70,685340
Teri Meri Ek Jindri,Narinder Biba|Sital Singh Sital,/artist/narinder-biba|/artist/sital-singh-sital,02:51,Punjabi,07-04-2021,0.42,0.39,0.843,0.56,-5.542,0.082,146.034,1,8,0.078,4,29,4961132
Pyar De Pulekhe,Mohammed Rafi,/artist/mohammad-rafi,03:27,Punjabi,04-03-2006,0.73,0.054,0.84,0.866,-5.466,0.0449,75.016,0,7,0.05,4,56,8909519
Main Haryane Ka Jaat,Gurdas Maan,/artist/gurdas-maan-1,05:27,Punjabi,08-07-2018,0.11,0.72,0.754,0.72,-6.922,0.079,120.009,0,4,0.007,4,44,3714688
Mirja,Surinder Shinda|Ranjana,/artist/surinder-shinda|/artist/ranjana,08:06,Punjabi,01-09-2015,0.36,0.977,0.335,0.304,-11.198,0.0416,155.047,1,2,0.0494,4,26,1011777
Dhai Din Na Jawani Nal Chaldi,Jagjit Singh,/artist/jagjeet-singh-1,05:34,Punjabi,05-09-2004,0.85,0.03,0.739,0.84,-4.263,0.06,134.972,1,6,0.086,4,58,5935789
Soyi Ve Soyi Tape,Prakash Kaur|Surinder Kaur,/artist/prakash-kaur|/artist/surinder-kaur,03:21,Punjabi,12-04-2005,0.88,0.137,0.86,0.822,-3.619,0.04,142.976,1,7,0.03,4,74,10806406
Aye Mere Watan Ke Logon (Live),Lata Mangeshkar|Chorus,/artist/lata-mangeshkar|/artist/chorus,05:58,Punjabi,09-04-2019,0.37,0.64,0.829,0.19,-5.359,0.07,83.903,1,1,0.07,4,100,10724911
Rang Mastana,Minoo Purshottam|Mohammed Rafi,/artist/minoo-purshottam|/artist/mohammad-rafi,03:16,Punjabi,11-04-2006,0.73,0.973,0.002,0.623,-9.832,0.0137,163.949,1,2,0.094,4,85,3700667
Gora Rang Na - Mohdrafi,Mohammed Rafi,/artist/mohammad-rafi,03:02,Punjabi,02-03-2015,0.63,0.93,0.345,0.73,-4.717,0.053,85.687,0,1,0.088,4,62,8259441
Tappe - Pnj,Jagjit Singh|Chitra Singh,/artist/jagjeet-singh-1|/artist/chitra-singh,06:35,Punjabi,04-02-2007,0.28,0.003,0.602,0.199,-4.721,0.02,77.271,1,9,0.0293,4,39,8163824
Main Yamla Jatt,Mohammed Rafi,/artist/mohammad-rafi,03:52,Punjabi,04-04-2002,0.36,0.91,0.475,0.23,-2.756,0.0354,78.458,1,11,0.088,4,76,3767956
Ishq Hai Loko,Jagjit Singh,/artist/jagjeet-singh-1,03:36,Punjabi,07-12-2011,0.31,0.825,0.35,0.694,-9.344,0.081,142.933,1,2,0.083,4,31,853138
Main Tere Qurban Ve,Ghulam Ali,/artist/ghulam-ali,05:23,Punjabi,01-07-2019,0,0.27,0.388,0.67,-3.88,0.035,81.481,0,11,0.0877,4,95,5802767
Ik Vaari Aa Ke Mil Ja,Kartar Ramla|Sukhwant Kaur,/artist/kartar-ramla|/artist/sukhwant-kaur,05:16,Punjabi,03-01-2015,0.76,0.367,0.457,0.363,-9.816,0.086,88.284,0,11,0.06,4,94,6115554
Balle Balle - Various,Mohammed Rafi|Savita Suman,/artist/mohammad-rafi|/artist/savita-suman,08:13,Punjabi,08-03-2021,0.17,0.2,0.296,0.88,-2.201,0.0332,129.007,0,6,0.03,4,83,2302169
Ki Banu Duniya Da,Gurdas Maan,/artist/gurdas-maan-1,04:19,Punjabi,11-08-2010,0.81,0.994,0.056,0.334,-8.943,0.06,130.032,0,3,0.051,4,34,5059767
Aayi Shagnan Di Raat,Mohd. Sadiq|Surinder Kaur,/artist/mohd-sadiq|/artist/surinder-kaur,02:52,Punjabi,03-12-2011,0.56,0.27,0.303,0.68,-8.129,0.0895,142.983,1,9,0.0936,4,100,167790
Jija Akhian Na Mar We,Kuldeep Manak|Seema,/artist/kuldeep-manak|/artist/seema,02:59,Punjabi,05-01-2006,0.22,0.825,0.429,0.323,-5.463,0.094,61.309,0,5,0.09,4,68,814440
Holi Holi Nach Patlo,Kumar,/artist/kumar,05:05,Punjabi,11-07-2017,0.51,0.46,0.776,0.48,-12.014,0.06,129.829,1,1,0.08,4,29,11122461
Gal Pa Ishaq Dimhla,Kuldeep Manak,/artist/kuldeep-manak,05:03,Punjabi,03-11-2021,0.53,0.411,0.158,0.651,-9.298,0.0731,175.871,0,1,0.0273,4,91,6332645
Sohnio Makhno,Mohammed Rafi|Narinder Biba,/artist/mohammad-rafi|/artist/narinder-biba,04:35,Punjabi,08-07-2019,0.52,0.6,0.616,0.54,-8.122,0.0198,92.466,0,10,0.1,4,33,5627148
Ek Too Hover Ek Main,Salma Agha|Suresh Wadkar,/artist/salma-agha|/artist/suresh-wadkar,03:58,Punjabi,06-04-2012,0.07,0.621,0.558,0.722,-4.225,0.059,167.022,0,7,0.057,4,61,6083807
Wahe Guru Wahe Guru,Bhai Harjinder Singh Srinagar Wale,/artist/bhai-harjinder-singh-srinagar-wale-153,03:29,Punjabi,11-01-2016,0.48,0.87,0.91,0.29,-2.111,0.0066,143.015,1,11,0.052,4,46,10802057
Mahi We Mahi Mainu,Ranjit Kaur|Amar Singh Sherpuri,/artist/ranjit-kaur|/artist/amar-singh-sherpuri-1,03:11,Punjabi,11-09-2000,0.48,0.303,0.552,0.294,-8.487,0.08,163.927,1,1,0.0144,4,61,9715335
Laggi Wale Te,Mohammed Rafi,/artist/mohammad-rafi,05:48,Punjabi,06-10-2019,0.92,0.5,0.839,0.48,-3.975,0.0486,138.672,0,1,0.01,4,50,2644536
Jind Yaar Di,Surinder Shinda,/artist/surinder-shinda,04:17,Punjabi,10-11-2001,0.67,0.032,0.381,0.551,-12.226,0.0633,140.053,1,5,0.008,4,43,6880994
Sada Dil Mod De,Gurdas Maan,/artist/gurdas-maan-1,05:35,Punjabi,04-10-2009,0.78,0.39,0.933,0.51,-13.963,0.1,141.991,1,0,0.07,4,50,9801081
Teri Meri Ik Jindadi,Mohammed Rafi|Shamshad Begum,/artist/mohammad-rafi|/artist/shamshad-begum,03:23,Punjabi,05-12-2008,0.54,0.138,0.916,0.848,-5.523,0.0434,180.067,1,2,0.05,4,42,6510415
Wagdi Nadi De Wich,Narinder Biba|Didar Sandhu,/artist/narinder-biba|/artist/didar-sandhu,03:16,Punjabi,02-03-2015,0.76,0.45,0.959,0.17,-3.684,0.0757,136.103,1,7,0.0585,4,59,4011015
Charkha Mera Rangla - Live,Chitra Singh,/artist/chitra-singh,05:28,Punjabi,09-04-2011,0.08,0.778,0.698,0.291,-7.683,0.035,164.009,0,1,0.07,4,35,2236401
Aaj Din Charehya Tere Rang Varga,Mahendra Kapoor,/artist/mahendra-kapoor,04:18,Punjabi,11-03-2021,0.39,0.75,0.69,0.71,-7.846,0.071,142.039,0,9,0.07,4,41,2003881
Bindiya Chamkegi (Live),Lata Mangeshkar|Chorus,/artist/lata-mangeshkar|/artist/chorus,03:24,Punjabi,07-10-2016,0.82,0.645,0.049,0.394,-6.559,0.0169,169.982,1,5,0.016,4,56,3411547
Ramta Mema Wich,Hazara Singh Ramta,/artist/hazara-singh-ramta,03:25,Punjabi,12-07-2001,0.53,0.35,0.81,0.96,-4.853,0.0359,112.456,0,7,0.09,4,27,326848
Dhol Vajda Tali Vajdi,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,03:37,Punjabi,08-10-2005,0.08,0.082,0.995,0.242,-10.585,0.0558,98.022,0,1,0.0536,4,45,3945836
Speech - Lata Mangeshkar - Live,Lata Mangeshkar,/artist/lata-mangeshkar,01:54,Punjabi,02-11-2012,0.37,0.55,0.347,0.45,-2.24,0.08,89.09,0,10,0.0208,4,37,9263987
Gur Ka Darshan Dekh Dekh,Gurdas Maan|Sathi,/artist/gurdas-maan-1|/artist/sathi,07:01,Punjabi,11-01-2020,0.58,0.314,0.05,0.98,-5.808,0.0235,148.004,0,11,0.09,4,55,8861013
Yeh Jo Halka Halka Saroor,Nusrat Fateh Ali Khan,/artist/nusrat-fateh-ali-khan,14:33,Punjabi,03-07-2020,0.08,0.17,0.888,0.49,-10.081,0.0029,149.683,1,7,0.02,4,95,6946163
Sare Pind Ch Puare Paye - Live,Chitra Singh|Jagjit Singh,/artist/chitra-singh|/artist/jagjeet-singh-1,05:31,Punjabi,08-12-2009,0.27,0.438,0.858,0.667,-8.913,0.064,112.985,1,8,0.0245,4,90,5200464
Aaega Aane Wala - Live,Lata Mangeshkar,/artist/lata-mangeshkar,05:44,Punjabi,04-09-2018,0.65,0.22,0.126,0.54,-3.38,0.1,139.967,0,10,0.025,4,32,5509722
Galan Goriyan,Minoo Purshottam|Mohammed Rafi,/artist/minoo-purshottam|/artist/mohammad-rafi,05:05,Punjabi,08-05-2015,0.97,0.255,0.206,0.499,-12.96,0.065,128.022,0,7,0.0946,4,36,5937221
Chhad De Meri Bachiye Ranjhe Di,Kuldeep Manak,/artist/kuldeep-manak,06:22,Punjabi,04-07-2014,0.93,0.64,0.739,0.31,-2.955,0.07,159.494,0,10,0.036,4,33,1838932
Lakk Hille Majajan Jandi Da,Minoo Purshottam|Mohammed Rafi,/artist/minoo-purshottam|/artist/mohammad-rafi,05:04,Punjabi,07-09-2004,0.58,0.7,0.526,0.973,-11.835,0.1,74.383,0,1,0.07,4,76,3478314
Allah Hu,Gurdas Maan,/artist/gurdas-maan-1,04:21,Punjabi,08-07-2010,0.62,0.24,0.943,0.85,-6.593,0.0476,139.892,0,10,0.0719,4,89,617201
Sarke Sarke Jyinde Muniyare - Part 2,Prakash Kaur|Surinder Kaur,/artist/prakash-kaur|/artist/surinder-kaur,03:05,Punjabi,04-03-2005,0.32,0.165,0.999,0.03,-13.387,0.0259,96.459,0,8,0.02,4,98,5963972
Jeth - Jathni Under Sonde,Kartar Ramla|Rajinder Singh Raj,/artist/kartar-ramla|/artist/rajinder-singh-raj,03:17,Punjabi,08-09-2005,0.92,0.96,0.009,0.62,-4.309,0.096,131.965,1,1,0.0174,4,56,4092869
Na Rus Heera Meriyea,Mohammed Rafi,/artist/mohammad-rafi,04:26,Punjabi,03-06-2017,0.66,0.852,0.596,0.799,-12.309,0.0662,179.798,0,8,0.0236,4,41,9042361
Ik Kudi Jehda Naa Mohabbat,Mahendra Kapoor,/artist/mahendra-kapoor,06:48,Punjabi,08-12-2006,0.99,0.72,0.499,0.14,-2.755,0,135.033,0,3,0.0395,4,42,249021
Akhian Che Pa Le Akhian,Dilraj Kaur|Jaspal Singh,/artist/dilraj-kaur|/artist/jaspal-singh,04:55,Punjabi,06-06-2014,0.32,0.322,0.585,0.965,-9.45,0.011,125.971,1,0,0.0405,4,96,11053155
Bajare Dasitta,Prakash Kaur|Surinder Kaur,/artist/prakash-kaur|/artist/surinder-kaur,03:09,Punjabi,05-05-2007,0.03,0.01,0.438,0.78,-12.897,0.036,139.989,1,1,0.031,4,85,2243911
Loki Poojan Rub,Surinder Kaur,/artist/surinder-kaur,05:09,Punjabi,04-07-2004,0.21,0.934,0.236,0.147,-10.274,0.0954,142.005,1,11,0.01,4,64,7563358
Sadi Juti Diyan Nokan Ne,Gurdas Maan,/artist/gurdas-maan-1,04:48,Punjabi,03-06-2006,0.61,0.02,0.399,0.36,-7.871,0.0318,76.968,0,5,0.09,4,53,3243973
Pyar De Bhuleke,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:29,Punjabi,02-07-2007,0.06,0.676,0.144,0.477,-8.799,0.092,163.099,1,6,0.04,4,37,7899072
Baba Ve Kala Maror,K. Deep|Jagmohan Kaur,/artist/k-deep-1|/artist/jagmohan-kaur,03:00,Punjabi,12-02-2016,0.38,0.8,0.99,0.78,-5.824,0.0818,66.424,1,11,0.01,4,30,10569286
Nar Lifafe Wargi,Narinder Biba|Didar Sandhu,/artist/narinder-biba|/artist/didar-sandhu,03:08,Punjabi,12-07-2014,0.84,0.891,0.91,0.995,-10.662,0.06,84.008,1,1,0.0199,4,32,2423350
Gurubani 1,Guru Tegh Bahadurji|Kamini Kaushal|Prem Nath,/artist/guru-tegh-bahadurji|/artist/kamini-kaushal|/artist/prem-nath,07:56,Punjabi,08-07-2019,0.01,0.75,0.89,0.63,-6.792,0.0783,135.03,1,11,0.085,4,33,2900591
Mera Desh Mere Dildara Da,Gurdas Maan,/artist/gurdas-maan-1,06:03,Punjabi,11-01-2011,0.79,0.354,0.277,0.849,-9.519,0.087,124.011,1,9,0.0807,4,49,3221125
Hari Om Sidhaae Namah,Inderjit Singh Rahi|Jagdish Kapoor|Mohan Sanwaria,/artist/inderjit-singh-rahi|/artist/jagdish-kapoor|/artist/mohan-sanwaria,05:18,Punjabi,08-10-2002,0.32,0.27,0.873,0.28,-9.496,0.086,135.14,0,5,0.0292,4,100,7205008
Yaaran Naal Bahaaran,Mohammed Rafi|Surinder Kaur,/artist/mohammad-rafi|/artist/surinder-kaur,04:35,Punjabi,06-10-2018,0.37,0.164,0.701,0.288,-8.266,0.066,88.834,0,7,0.06,4,93,6172198
Ene Zor Di Marori Meri Baan,Mohammed Rafi|Narinder Biba,/artist/mohammad-rafi|/artist/narinder-biba,04:23,Punjabi,04-01-2018,0.45,0.64,0.496,0.26,-2.683,0.08,119.934,1,1,0.0224,4,82,1717549
Ucha Dar Babe Nanak Da,Surindra Chhinda,/artist/surindra-chhinda-1,05:16,Punjabi,05-02-2016,0.4,0.585,0.958,0.02,-4.196,0.09,139.952,1,7,0.0029,4,51,5399988
Ley Jaa Kithe Door,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,05:49,Punjabi,02-02-2008,0.74,0.37,0.503,0.73,-6.355,0.03,88.995,0,9,0.006,4,95,1860890
Kithe Chali Yen,Minoo Purshottam|Surinder Kaur,/artist/minoo-purshottam|/artist/surinder-kaur,04:53,Punjabi,10-03-2002,0.8,0.27,0.087,0.954,-3.659,0.017,139.883,0,0,0.0576,4,90,8972482
Mitter Pyare Noon,Mohammed Rafi,/artist/mohammad-rafi,03:08,Punjabi,03-08-2016,0.34,0.15,0.688,0.63,-2.456,0.08,140.042,0,0,0.041,4,84,767655
Chadh Preengh De Hulare - Punjabi Geet,Surinder Kaur,/artist/surinder-kaur,03:02,Punjabi,06-03-2001,0.25,0.819,0.012,0.199,-3.859,0.0196,142.109,1,9,0.08,4,51,10977828
Kahin Deep Jale (Live),Lata Mangeshkar|Chorus,/artist/lata-mangeshkar|/artist/chorus,02:59,Punjabi,07-12-2016,0.4,0.88,0.779,0.02,-8.832,0.08,140.101,1,5,0.0404,4,37,10256485
Jeth Mera Kam Na Kare,Kuldeep Paras|Sukhwant Kaur,/artist/kuldeep-paras|/artist/sukhwant-kaur,03:24,Punjabi,10-08-2009,0.68,0.694,0.141,0.265,-8.323,0.1,150.955,1,7,0.042,4,72,529952
Bhij Lain De,Dilraj Kaur|Suresh Wadkar,/artist/dilraj-kaur|/artist/suresh-wadkar,05:45,Punjabi,10-02-2006,0.64,0.86,0.867,0.62,-2.877,0.0704,129.957,1,1,0.078,4,44,3793308
Eh Mera Geet Kise Na Gaana,Jagjit Singh,/artist/jagjeet-singh-1,02:41,Punjabi,02-10-2003,0.48,0.082,0.699,0.919,-12.5,0,148.949,0,6,0.06,4,45,2075569
Lamba Lamba Bajre Da Sitta,Shamshad Begum,/artist/shamshad-begum,03:09,Punjabi,03-06-2011,0.56,0.53,0.02,0.01,-8.136,0.0388,120.028,0,9,0.02,4,53,5225192
Ki Banu Duniya Da,Gurdas Maan,/artist/gurdas-maan-1,04:19,Punjabi,07-06-2013,0.51,0.043,0.547,0.809,-2.637,0.0029,125.008,1,2,0.049,4,99,8893019
Kach De Gilass,Amar Singh Chamkila|Amarjyot,/artist/amar-singh-chamkila|/artist/amarjyot,04:15,Punjabi,04-01-2013,0.34,0.78,0.768,0.27,-2.659,0.0911,149.962,1,10,0.01,4,66,2128637
Ek Purja Mail Wich Aaya,Kuldeep Paras|Sukhwant Kaur,/artist/kuldeep-paras|/artist/sukhwant-kaur,02:48,Punjabi,03-01-2019,0.74,0.956,0.792,0.289,-10.848,0.042,125.028,0,0,0.03,4,29,2275982
Rab Tenu Munda Deve,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,04:02,Punjabi,03-03-2008,0.8,0.97,0.536,0.24,-7.2,0.07,159.93,1,1,0.0758,4,45,9191465
Sukh Babe Da Rot,Mahendra Kapoor,/artist/mahendra-kapoor,04:28,Punjabi,01-09-2008,0.33,0.674,0.052,0.4,-7.275,0.0816,120.078,0,10,0.08,4,92,20439
Ghata Kaliyan Chhaiyan Ve,Amar Noori|Didar Sandhu,/artist/amar-noori-1|/artist/didar-sandhu,03:09,Punjabi,12-06-2002,0.43,0.75,0.114,0.68,-7.146,0.048,149.983,1,6,0.08,4,34,7829574
Ik Gal Das Mainoo Bottle Kaminye,Anwar Hussain,/artist/anwar-hussain,03:39,Punjabi,07-11-2002,0.33,0.894,0.651,0.084,-3.561,0.069,144.969,0,7,0.06,4,29,1628947
Bissar Gayi Sab Tat Parayi,Manna Dey,/artist/manna-dey,01:23,Punjabi,03-04-2019,0.51,0.52,0.64,0.6,-8.682,0.026,73.463,0,4,0.093,4,93,4371831
Le Khabra Niani Di Babla,Ranjit Kaur|Mohd. Sadiq,/artist/ranjit-kaur|/artist/mohd-sadiq,03:08,Punjabi,10-03-2022,0.64,0.406,0.556,0.825,-3.849,0.049,91.048,1,1,0.04,4,77,4270290
Sajna Ve Sajna - Dilraj Kaur,Dilraj Kaur,/artist/dilraj-kaur,05:31,Punjabi,05-04-2018,0.67,0.48,0.248,0.27,-13.327,0.044,159.911,1,1,0.0945,4,72,132042
Aao Ji Tum Aao Hamare,Bhai Bakhshish Singh Ragi|Party,/artist/bhai-bakhshish-singh-ragi|/artist/party,05:21,Punjabi,10-03-2018,0.9,0.228,0.344,0.242,-13.602,0.01,140.04,0,8,0.096,4,85,9421677
Mein Sobha Sun Ke Aaya,Gurdas Maan|Sathi,/artist/gurdas-maan-1|/artist/sathi,05:16,Punjabi,08-04-2019,0.42,0.41,0.117,0.59,-5.191,0.1,119.405,0,11,0.008,4,38,8164226
Pat Phul Gaye Mulahzedara,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,02:38,Punjabi,10-02-2022,0.18,0.22,0.74,0.203,-2.146,0.035,147.912,0,7,0.055,4,45,6985895
Mitra Main Khand Bangi,Amar Singh Chamkila|Amarjyot,/artist/amar-singh-chamkila|/artist/amarjyot,03:01,Punjabi,10-01-2010,0.66,0.44,0.826,0.77,-11.943,0.061,193.777,0,1,0.041,4,28,8050082
Jad Mukhda Vekhyaa Yaar Da,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,03:00,Punjabi,08-02-2017,0.81,0.787,0.47,0.065,-6.384,0.096,153.075,0,9,0.008,4,99,5407185
Jan Chari Amlee Di,Gulshan Komal|Surinder Shinda,/artist/gulshan-komal|/artist/surinder-shinda,05:01,Punjabi,05-06-2004,0.76,0.19,0.132,0.84,-9.954,0.09,94.053,1,1,0.02,4,49,4635821
Challa,Gurdas Maan,/artist/gurdas-maan-1,06:46,Punjabi,09-12-2008,0.09,0.828,0.072,0.68,-7.105,0.0056,71.547,0,7,0.062,4,28,341705
Main Kandyali Thor Ve,Jagjit Singh,/artist/jagjeet-singh-1,05:28,Punjabi,04-03-2008,1,0.41,0.746,0.94,-9.136,0.0835,110.034,1,11,0.03,4,62,7385542
Hum Maile Tum Ujjal Karte,Manna Dey,/artist/manna-dey,04:05,Punjabi,07-02-2003,0.05,0.627,0.184,0.56,-3.198,0.033,115.414,1,11,0.038,4,65,550940
