song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Tharum Thalirum,K J Yesudas,/artist/k-j-yesudas,04:45,Malayalam,04-04-2008,0.89,0.519,0.321,0.297,-5.306,0.0897,135.048,0,0,0.086,4,28,8453612
Ponnurukum,S. Janaki,/artist/s-janaki,04:07,Malayalam,11-05-2002,0.9,0.23,0.397,0.238,-5.074,0.001,126.658,1,1,0.0202,4,90,11280939
Maane Madhura Karimbe,K J Yesudas,/artist/k-j-yesudas,04:09,Malayalam,08-04-2007,0.88,0.815,0.501,0.67,-3.521,0.06,138.019,0,0,0.0549,4,49,206263
Thoomanjin Thulli,K J Yesudas,/artist/k-j-yesudas,04:54,Malayalam,04-09-2009,0.76,0.43,0.166,0.807,-12.288,0.0485,137.953,0,1,0.0337,4,44,3469221
Nee En Sarga-Bit,Chorus,/artist/chorus,04:27,Malayalam,04-11-2011,0.95,0.664,0.638,0.31,-9.62,0.01,128,1,7,0.01,4,72,17037
Chiriyude - Psusheela,P. Susheela,/artist/p-suseela-2,04:03,Malayalam,04-01-2018,0.37,0.76,0.958,0.672,-10.413,0.0933,139.95,0,2,0.026,4,36,10082108
Main Hi Main Hoon,Suresh Wadkar,/artist/suresh-wadkar,04:54,Malayalam,11-01-2003,0.32,0.15,0.91,0.24,-11.58,0.03,139.973,0,6,0.0649,4,42,4842791
Kathodu Kathoram,K J Yesudas,/artist/k-j-yesudas,04:37,Malayalam,10-08-2022,0.86,0.06,0.918,0.065,-11.421,0.0317,132.006,0,7,0.021,4,59,6198983
Devadoothar,K J Yesudas,/artist/k-j-yesudas,05:05,Malayalam,09-08-2004,0.5,0.252,0.407,0.198,-6.846,0.018,135.976,0,6,0.06,4,57,7729068
Sanyasini Nin,K J Yesudas,/artist/k-j-yesudas,04:27,Malayalam,07-12-2005,0.7,0.39,0.481,0.951,-12.318,0.0925,135.971,1,7,0.1,4,100,5085506
Nagumo,Kannur Rajan,/artist/kannur-rajan,06:35,Malayalam,11-05-2002,0.87,0.531,0.318,0.544,-6.061,0.093,137.978,1,5,0.0395,4,45,6047822
Praanasakhi Njan,K J Yesudas,/artist/k-j-yesudas,03:33,Malayalam,07-03-2014,0.59,0.26,0.212,0.437,-6.761,0.02,129.85,1,7,0.073,4,41,1615113
Anthiponvettam,Ouseppachan,/artist/ousephachan,04:49,Malayalam,10-03-2021,0.55,0.379,0.772,0.06,-5.771,0.033,132,1,8,0.074,4,64,8867558
Vezhaambal Kezhum Venalkkudeeram,S. Janaki|K J Yesudas,/artist/s-janaki|/artist/k-j-yesudas,04:02,Malayalam,09-09-2014,0.06,0.69,0.805,0.755,-3.419,0.019,137.962,1,1,0.0823,4,87,2563140
Ormakale,K J Yesudas,/artist/k-j-yesudas,04:36,Malayalam,12-04-2011,0.15,0.984,0.017,0.566,-3.516,0.07,138.01,1,1,0.061,4,28,8917956
Ente Mohangalellam,Vidhu Prathap|Cicily,/artist/vidhu-prathap|/artist/cicily,04:22,Malayalam,02-01-2008,0.57,0.82,0.121,0.738,-6.843,0.04,139.998,0,7,0.036,4,26,4544049
Chandrikayilaliyunnu,K J Yesudas|P Leela,/artist/k-j-yesudas|/artist/p-leela,03:17,Malayalam,02-09-2014,0.98,0.063,0.65,0.263,-13.934,0.02,135.012,0,2,0.0915,4,69,691157
Himakanam,Ganesh Sundaram|Gayathri Ashokan,/artist/ganesh-sundaram|/artist/gayathri-ashokan,04:39,Malayalam,05-02-2020,0.65,0.89,0.875,0.88,-11.616,0.0909,129.978,0,0,0.011,4,74,3937597
Ponnurukum,S. Janaki,/artist/s-janaki,04:07,Malayalam,04-08-2016,0.19,0.963,0.969,0.44,-3.9,0.03,138.017,0,2,0.0788,4,76,1346523
Mohan Kondunjan - Full Version,S. Janaki,/artist/s-janaki,04:56,Malayalam,08-06-2017,0.34,0.29,0.443,0.993,-9.273,0.04,139.175,1,7,0.023,4,97,7325160
Onnanam Kunninmel,K J Yesudas|Vani Jairam,/artist/k-j-yesudas|/artist/vani-jayaram,04:05,Malayalam,05-03-2022,0.2,0.487,0.305,0.052,-5.238,0.01,138.01,1,10,0.06,4,45,3576789
Swapnangal Swapnangale,K J Yesudas|P Leela,/artist/k-j-yesudas|/artist/p-leela,03:19,Malayalam,05-11-2015,0.38,0.49,0.021,0.275,-2.801,0.01,135.055,0,9,0.061,4,100,2453271
Surumayezhuthiya,K J Yesudas,/artist/k-j-yesudas,03:29,Malayalam,05-09-2012,0.36,0.415,0.396,0.51,-11.783,0.095,137.997,0,4,0.04,4,66,3730053
Swaminadhapari,Kannur Rajan,/artist/kannur-rajan,04:26,Malayalam,09-02-2016,0.67,0.45,0.858,0.078,-2.779,0.07,134.975,0,6,0.0396,4,42,1118265
Vaathil Pazhuthil,K. S. Chithra,/artist/chitra,04:26,Malayalam,12-08-2012,0.11,0.331,0.376,0.973,-7.027,0.051,135.064,1,2,0.07,4,53,7323484
Ullasa Poothiri,K J Yesudas,/artist/k-j-yesudas,04:21,Malayalam,03-01-2008,0.71,0,0.048,0.658,-7.472,0.071,137.999,0,6,0.087,4,87,10438642
Nadha Nee Varum,S. Janaki,/artist/s-janaki,04:03,Malayalam,08-11-2014,0.14,0.102,0.751,0.622,-4.377,0.07,137.955,1,2,0.0363,4,40,3615238
Kiliye Kiliye,S. Janaki,/artist/s-janaki,05:03,Malayalam,06-09-2001,0.01,0.63,0.481,0.792,-3.75,0.0057,130.027,0,9,0.08,4,81,558101
Alliyaambal,K J Yesudas,/artist/k-j-yesudas,03:28,Malayalam,04-01-2021,0.58,0.52,0.989,0.62,-12.445,0.0776,137.987,1,8,0.054,4,85,7388839
Ente Swapnathin,K J Yesudas,/artist/k-j-yesudas,03:03,Malayalam,02-06-2021,0.77,0.47,0.944,0.895,-4.301,0.07,127.985,0,4,0.06,4,40,7493183
Kayambookannil,K J Yesudas,/artist/k-j-yesudas,03:26,Malayalam,02-04-2008,0.38,0.223,0.117,0.746,-2.453,0.03,133.558,0,9,0.03,4,80,11168935
Nee Madhupakaroo,K J Yesudas,/artist/k-j-yesudas,03:27,Malayalam,05-09-2005,0.41,0.58,0.08,0.967,-3.059,0.08,127.979,0,5,0.01,4,94,10732496
Urvasi Urvasi,P. Madhuri,/artist/p-madhuri-1,03:31,Malayalam,10-11-2006,0.87,0.729,0.13,0.393,-6.348,0.0465,135.011,1,6,0.08,4,78,8388827
Kalabham,M G Sreekumar,/artist/m-g-sreekumar,04:15,Malayalam,08-04-2021,0.73,0.3,0.359,0.366,-6.14,0.042,128.917,0,11,0.04,4,61,8983414
Kavilinayil,Ouseppachan,/artist/ousephachan,04:30,Malayalam,12-04-2015,0.73,0.22,0.139,0.174,-12.686,0.0446,139.984,0,1,0.08,4,87,2428754
Innale Mayangumbol,K J Yesudas,/artist/k-j-yesudas,05:46,Malayalam,07-01-2012,0.27,0.17,0.092,0.954,-6.852,0.0136,138,0,6,0.0803,4,74,10883785
Anthiponvettam (Male Vocals),Ouseppachan,/artist/ousephachan,04:35,Malayalam,08-03-2003,0.39,0.725,0.635,0.864,-11.843,0.04,135.718,1,7,0.0169,4,80,1423026
Kaattu Taarattum,S. Janaki|K J Yesudas,/artist/s-janaki|/artist/k-j-yesudas,05:07,Malayalam,01-02-2010,0.18,0.71,0.155,0.424,-9.797,0.0636,138.008,1,0,0.071,4,94,2905853
Ottakambi Nadham,K J Yesudas,/artist/k-j-yesudas,04:03,Malayalam,04-08-2018,0.6,0.727,0.948,0.79,-3.233,0.01,131.988,1,6,0.002,4,95,6079683
Thenum Vayambum,K J Yesudas,/artist/k-j-yesudas,04:36,Malayalam,04-11-2021,0.48,0.18,0.902,0.434,-3.344,0.0457,137.983,1,6,0.0292,4,87,1703983
Nee En Sarga,Lathika,/artist/lathika,04:28,Malayalam,10-02-2017,0.86,0.358,0.335,0.719,-6.603,0.0485,138.031,0,6,0.073,4,76,919651
Aayiram Padasarangal,K J Yesudas,/artist/k-j-yesudas,03:31,Malayalam,11-08-2011,0.21,0.94,0.312,0.356,-2.879,0.006,127.996,0,11,0.05,4,32,11034467
Kasthoori Manakkunnallo,K J Yesudas,/artist/k-j-yesudas,03:59,Malayalam,10-12-2013,0.71,0.454,0.859,0.011,-5.192,0.07,127.989,0,7,0.08,4,87,6307150
Pon Veene F,K. S. Chithra,/artist/chitra,04:33,Malayalam,04-01-2002,0.56,0.32,0.532,0.705,-12.329,0.08,134.971,1,1,0.07,4,35,8375087
Maanikya Veenayumayen,K J Yesudas,/artist/k-j-yesudas,03:32,Malayalam,05-03-2017,0.19,0.715,0.217,0.035,-13.744,0.002,136.012,0,5,0.03,4,42,7356667
Chandanathil,P. Jayachandran,/artist/p-jayachandran-1,03:31,Malayalam,11-01-2002,0.32,0.99,0.787,0.602,-10.778,0.04,140.006,0,0,0.09,4,68,8639213
Oh Mridule (Sad),K J Yesudas,/artist/k-j-yesudas,04:34,Malayalam,06-10-2019,0.31,0.95,0.727,0.45,-7.778,0.02,137.954,0,4,0.04,4,28,7487353
Thamasamende Varuvan,K J Yesudas,/artist/k-j-yesudas,03:39,Malayalam,08-12-2021,0.92,0.64,0.567,0.365,-4.256,0.05,137.986,1,1,0.0199,4,53,6772869
Nadha Nee Varum,S. Janaki,/artist/s-janaki,04:03,Malayalam,10-07-2006,0.48,0.598,0.095,0.741,-10.446,0.0527,131.985,1,3,0.0132,4,100,6036847
Manjani Kombil,S. Janaki,/artist/s-janaki,04:06,Malayalam,06-05-2017,0.97,0.93,0.292,0.28,-3.657,0.026,127.986,0,8,0.003,4,89,7288394
Veene Veene,S. Janaki,/artist/s-janaki,04:03,Malayalam,12-12-2012,0.65,0.604,0.952,0.37,-3.825,0.0012,139.984,0,6,0.0255,4,95,3575832
Anuragagaanam,P. Jayachandran,/artist/p-jayachandran-1,03:33,Malayalam,12-02-2012,0.28,0.57,0.566,0.601,-12.198,0.0694,140.009,0,8,0.01,4,100,1237967
Ee Neelimathan,S. Janaki|K J Yesudas,/artist/s-janaki|/artist/k-j-yesudas,04:27,Malayalam,07-07-2008,0.44,0.316,0.413,0.11,-9.845,0.1,136.007,1,6,0.0951,4,31,2408453
Thalippo Peelippo,K J Yesudas,/artist/k-j-yesudas,04:43,Malayalam,06-03-2019,0.44,0.95,0.576,0.297,-7.621,0.0036,137.961,0,7,0.08,4,86,1389102
Ormakal Oadi Duet,M G Sreekumar,/artist/m-g-sreekumar,04:23,Malayalam,11-05-2018,0.88,0.634,0.112,0.608,-2.06,0.067,142.972,1,1,0.054,4,76,7821722
Kannodu Kannaaya Swapnangal,K J Yesudas|K. S. Chithra,/artist/k-j-yesudas|/artist/chitra,04:34,Malayalam,08-07-2004,0.56,0.69,0.159,0.7,-10.102,0.0487,140.01,0,2,0.047,4,49,8843254
Kalpantha,K J Yesudas,/artist/k-j-yesudas,04:46,Malayalam,05-07-2007,0.89,0.751,0.223,0.43,-9.13,0.022,137.954,1,6,0.029,4,93,6151201
Alliyilam Poovo,Krishnachandran,/artist/krishnachandran,04:42,Malayalam,09-09-2006,0.16,0.28,0.312,0.907,-9.734,0.02,134.998,1,1,0.0459,4,97,6267297
Ee Tharunya,K J Yesudas|P. Jayachandran,/artist/k-j-yesudas|/artist/p-jayachandran-1,04:45,Malayalam,09-05-2021,0.13,0.649,0.392,0.644,-12.136,0.06,137.983,0,8,0.063,4,57,7082736
Sandhye,S. Janaki,/artist/s-janaki,04:38,Malayalam,12-03-2006,0.53,0.43,0.394,0.715,-11.531,0.04,137.99,0,7,0.0283,4,100,4261630
Unni Arariro,S. Janaki,/artist/s-janaki,03:17,Malayalam,08-04-2020,0.98,0.939,0.773,0.263,-12.053,0.034,132.005,1,6,0.031,4,83,8352961
Kumkuma Sandhyakalo,K J Yesudas,/artist/k-j-yesudas,05:05,Malayalam,01-04-2016,0.45,0.13,0.804,0.393,-6.849,0.0507,135.018,1,5,0.015,4,60,5688005
Anuragalola,K J Yesudas,/artist/k-j-yesudas,04:00,Malayalam,06-05-2008,0.95,0.936,0.431,0.793,-7.699,0.085,125.013,0,6,0.0949,4,37,658985
Manjum Kulirum,Krishnachandran|S. Janaki,/artist/krishnachandran|/artist/s-janaki,04:23,Malayalam,08-08-2017,0.26,0.8,0.277,0.004,-6.325,0.084,137.989,0,9,0.033,4,65,11157402
Manjadi Kunnil Duet,Vani Jairam|K J Yesudas,/artist/vani-jayaram|/artist/k-j-yesudas,04:01,Malayalam,10-12-2013,0.23,0.248,0.379,0.658,-7.494,0.0248,137.997,1,0,0.08,4,61,5616845
Mallikabanan Thante,P. Jayachandran|P. Madhuri,/artist/p-jayachandran-1|/artist/p-madhuri-1,03:35,Malayalam,02-08-2023,0.6,0.12,0.052,0.695,-12.34,0.1,126.45,0,2,0.084,4,39,910899
Devathaaru Poothu,K J Yesudas|P. Susheela,/artist/k-j-yesudas|/artist/p-suseela-2,04:09,Malayalam,07-10-2022,0.07,0.087,0.429,0.548,-12.817,0.074,129.004,0,9,0.068,4,37,5574997
Innle Neyoru,K J Yesudas,/artist/k-j-yesudas,03:26,Malayalam,09-09-2013,0.86,0.74,0.3,0.09,-13.153,0.02,132.972,0,9,0.1,4,65,5448916
Poomaaname (Female Vocals),Shyam,/artist/shyam,04:35,Malayalam,06-05-2018,0.17,0.319,0.934,0.973,-4.35,0.0506,128.024,0,6,0.0921,4,56,2962850
Vaikkathashtami Nalil,K J Yesudas|S. Janaki,/artist/k-j-yesudas|/artist/s-janaki,03:03,Malayalam,11-02-2005,0.64,0.41,0.225,0.402,-5.095,0.0807,136.019,1,7,0.05,4,49,2072778
Manjalayil Mungi Thorthi,P. Jayachandran,/artist/p-jayachandran-1,03:26,Malayalam,09-06-2017,0.99,0.246,0.244,0.116,-13.888,0.1,137.983,1,1,0.04,4,27,557110
Keralam Keralam,K J Yesudas,/artist/k-j-yesudas,03:22,Malayalam,11-04-2011,0.51,0.44,0.949,0.741,-2.709,0.06,139.986,0,7,0.09,4,52,9124762
Thaazhampoo Manamulla,A. M. Rajah,/artist/a-m-rajah-1,03:27,Malayalam,04-04-2021,0.76,0.345,0.133,0.997,-5.162,0.036,126.027,1,6,0.0543,4,32,1445436
Maanasanilayil,K J Yesudas,/artist/k-j-yesudas,05:09,Malayalam,12-11-2023,0.32,0.59,0.931,0.465,-9.747,0.073,132.033,0,2,0.0119,4,85,245429
Nallathm Varuthaka,Jaya Vijaya,/artist/jaya-vijaya,04:45,Malayalam,09-11-2010,0.36,0.767,0.552,0.967,-9.754,0.03,138.023,0,10,0.09,4,94,6487498
Unarumee Ganam,Venugopal,/artist/venu-gopal,04:34,Malayalam,01-03-2006,0.12,0.36,0.353,0.649,-10.265,0.0429,131.991,0,11,0.04,4,72,10899775
Neela Ponmane,K J Yesudas|P. Madhuri,/artist/k-j-yesudas|/artist/p-madhuri-1,04:58,Malayalam,07-02-2004,0.71,0.652,0.929,0.886,-7.619,0.0617,139.953,1,0,0.09,4,83,2463921
Ottakambi Nadham,K J Yesudas,/artist/k-j-yesudas,04:03,Malayalam,07-07-2007,0.87,0.25,0.166,0.243,-9.469,0.033,137.984,0,9,0.072,4,76,5083561
Ragangale Mohangale,S. Janaki|K J Yesudas,/artist/s-janaki|/artist/k-j-yesudas,04:11,Malayalam,11-08-2022,0.88,0.317,0.3,0.779,-10.713,0.017,140.004,0,10,0.0887,4,89,7286454
Ella Dhukkavum,K J Yesudas,/artist/k-j-yesudas,04:55,Malayalam,09-06-2003,0.23,0.61,0.072,0.031,-6.266,0.1,129.989,0,11,0.0725,4,84,9806441
Adiva Katte,S. Janaki,/artist/s-janaki,05:26,Malayalam,04-08-2011,0.7,0.504,0.826,0.867,-8.727,0.09,137.984,0,1,0.005,4,60,5452693
Shararaanthal Thirithaanu,K J Yesudas,/artist/k-j-yesudas,03:23,Malayalam,07-04-2006,0.57,0.01,0.764,0.684,-6.785,0.004,138.026,1,7,0.08,4,65,5579854
Konjum En,K J Yesudas,/artist/k-j-yesudas,04:44,Malayalam,03-01-2005,0.1,0.587,0.841,0.787,-13.057,0.09,140.01,1,1,0.0082,4,63,5129006
Sagarame Santhamaka Nee,K J Yesudas,/artist/k-j-yesudas,03:03,Malayalam,04-03-2003,0.96,0.39,0.3,0.865,-2.908,0.047,138.038,0,2,0.0154,4,88,10678179
Neelajalasayathil (Male),K J Yesudas,/artist/k-j-yesudas,03:03,Malayalam,11-10-2005,0.51,0.617,0.319,0.011,-3.023,0.0826,133.952,0,1,0.088,4,73,4595964
Pinnayum Enakkuyil,P. Jayachandran|S. Janaki,/artist/p-jayachandran-1|/artist/s-janaki,03:21,Malayalam,04-09-2009,0.49,0.85,0.462,0.451,-10.186,0.089,140.002,0,4,0.012,4,36,2596559
Pattupadi Urakkam Njan,P. Susheela,/artist/p-suseela-2,03:26,Malayalam,01-11-2018,0,0.718,0.837,0.047,-2.776,0.0613,138.021,0,10,0.0302,4,56,6357324
Mele Poomala,K J Yesudas|Sabitha Chaudhary,/artist/k-j-yesudas|/artist/sabitha-chaudhary,04:09,Malayalam,11-02-2006,0.27,0.87,0.33,0.104,-2.06,0.05,134.07,1,11,0.076,4,30,3392216
Rithumathiyaay Thelimaanam,K J Yesudas|Latha Raju,/artist/k-j-yesudas|/artist/latha-raju,04:06,Malayalam,12-03-2016,0.38,0.51,0.53,0.127,-8.459,0.02,132.051,0,9,0.032,4,33,3513787
Manathe Mazhamukil,P. Susheela,/artist/p-suseela-2,03:17,Malayalam,11-07-2021,0.14,0.06,0.724,0.458,-12.702,0.07,137.941,1,7,0.0191,4,44,10352293
Maada Praave Vaa,K J Yesudas,/artist/k-j-yesudas,04:38,Malayalam,12-01-2007,0.86,0.019,0.851,0.668,-8.089,0.055,137.954,1,6,0.07,4,33,11395718
Disco Disco,Raveendran|K. S. Chithra,/artist/raveendran|/artist/chitra,04:04,Malayalam,02-04-2011,0.97,0.8,0.648,0.62,-6.858,0.05,128.935,0,5,0.04,4,100,5787549
Avidunnen Gaanam,S. Janaki,/artist/s-janaki,03:02,Malayalam,03-03-2017,0.76,0.722,0.313,0.345,-3.833,0.0467,132.013,1,2,0.08,4,27,4136460
Neela Nilavoru,K J Yesudas,/artist/k-j-yesudas,05:09,Malayalam,02-05-2019,0.5,0.09,0.05,0.995,-12.891,0.074,133.218,1,9,0.0265,4,38,11026461
Kuliradunnu Manathu,K J Yesudas,/artist/k-j-yesudas,05:02,Malayalam,09-09-2014,0.28,0.48,0.072,0.87,-2.502,0.02,134.987,0,10,0.0016,4,57,1897758
Chitrasilapalikal,K J Yesudas,/artist/k-j-yesudas,03:24,Malayalam,04-02-2009,0.39,0.29,0.16,0.667,-11.159,0.1,129.944,0,1,0.018,4,48,309490
Poovinullil Poo Viriyum,K J Yesudas,/artist/k-j-yesudas,03:51,Malayalam,03-09-2004,0.67,0.451,0.143,0.86,-9.288,0.0177,138.017,0,7,0.0265,4,59,10333637
Pathinaalam Raavudichathu,K J Yesudas,/artist/k-j-yesudas,03:02,Malayalam,05-04-2006,0.2,0.99,0.841,0.272,-7.213,0.0115,130.006,0,4,0.08,4,47,9624981
Anuraagame Anuraagame,K J Yesudas,/artist/k-j-yesudas,03:02,Malayalam,09-12-2006,0.76,0.329,0.216,0.586,-6.114,0.0631,137.929,0,5,0.0404,4,38,6840705
Karimukil Kattele,P. Jayachandran,/artist/p-jayachandran-1,03:03,Malayalam,08-06-2001,0.69,0.38,0.506,0.69,-9.322,0.07,138.038,1,7,0.03,4,73,4844419
Vrichka Krishnashtami,P. Jayachandran,/artist/p-jayachandran-1,04:08,Malayalam,10-02-2015,0.24,0.353,0.651,0.162,-13.995,0.05,138.051,0,2,0.0515,4,26,1042083
Vaasaram Thudangi,K J Yesudas|P. Susheela,/artist/k-j-yesudas|/artist/p-suseela-2,04:19,Malayalam,10-09-2015,0.27,0.58,0.217,0.555,-11.271,0.0131,139.988,1,0,0.09,4,80,8818790
Ethile Ekanaye,K J Yesudas,/artist/k-j-yesudas,04:37,Malayalam,12-08-2009,0.99,0.056,0.797,0.096,-7.724,0.026,135.015,0,9,0.028,4,43,1079498
Ennittum Neeyene,Janaki,/artist/janaki,03:50,Malayalam,02-07-2009,0.93,0.49,0.772,0.585,-2.302,0.033,135.996,0,8,0.0528,4,80,7278819
Pudamuri,K. S. Chithra,/artist/chitra,05:09,Malayalam,09-12-2011,0.27,0.268,0.047,0.355,-13.631,0.08,138.005,0,4,0.097,4,100,8900031
Manohari Nee,K J Yesudas,/artist/k-j-yesudas,03:25,Malayalam,11-01-2006,0.1,0.39,0.021,0.932,-12.234,0.033,128.986,0,9,0.025,4,61,7232809
Vaalkkanezhuthi,Vani Jairam|K J Yesudas,/artist/vani-jayaram|/artist/k-j-yesudas,03:13,Malayalam,02-04-2009,0.85,0.817,0.205,0.104,-5.898,0.0563,132.009,0,11,0.09,4,96,11372616
Kanninte Karpooram (K.J.Yesudas),K J Yesudas,/artist/k-j-yesudas,04:05,Malayalam,08-07-2019,0.23,0.35,0.682,0.238,-6.149,0.0396,134.549,0,6,0.02,4,57,3581069
Laksharchanakandu,K J Yesudas,/artist/k-j-yesudas,03:23,Malayalam,02-02-2006,0.27,0.757,0.551,0.063,-11.309,0.074,138.006,1,1,0.04,4,100,5600440
Sumangali Nee Ormikkumo,K J Yesudas,/artist/k-j-yesudas,03:27,Malayalam,04-04-2021,0.61,0.68,0.996,0.102,-6.17,0,136.037,1,4,0.0713,4,28,7648802
Chinnumvenntharathil,K J Yesudas|S. Janaki,/artist/k-j-yesudas|/artist/s-janaki,05:43,Malayalam,01-02-2003,0.05,0.022,0.483,0.82,-9.82,0.05,137.963,1,2,0.1,4,58,8544795
Nee Nirayu,K J Yesudas,/artist/k-j-yesudas,04:19,Malayalam,01-11-2002,0.38,0.92,0.826,0.091,-9.138,0.066,127.983,1,2,0.0315,4,59,7991819
Ponnum Thenum,K J Yesudas,/artist/k-j-yesudas,03:19,Malayalam,07-12-2016,0.6,0.558,0.216,0.493,-12.55,0.02,135.99,0,4,0.04,4,54,1249200
Kaayaampoo Kannil,K J Yesudas,/artist/k-j-yesudas,03:23,Malayalam,10-02-2017,0.38,0.46,0.367,0.99,-7.755,0.045,130.377,0,8,0.09,4,73,1058939
Harsha Bashpam,P. Jayachandran,/artist/p-jayachandran-1,03:33,Malayalam,04-11-2003,0.87,0.58,0.675,0.271,-11.898,0.037,128.014,0,11,0,4,51,9785807
Mohan Kondunjan,P. Jayachandran,/artist/p-jayachandran-1,04:03,Malayalam,11-01-2011,0.44,0.15,0.63,0.239,-11.49,0.05,132.001,1,1,0.05,4,77,6354577
Mangalam Nerunn,K J Yesudas,/artist/k-j-yesudas,03:24,Malayalam,03-10-2011,0.24,0.663,0.561,0.555,-11.335,0.08,139.993,0,8,0.0905,4,72,8806373
Sindhoora Sandhyakku,K J Yesudas|S. Janaki,/artist/k-j-yesudas|/artist/s-janaki,04:38,Malayalam,03-10-2015,0.48,0.45,0.805,0.189,-13.961,0.026,135.997,0,5,0.016,4,34,10089748
Pon Pularoli Poo Vithariya,Lathika|K J Yesudas,/artist/lathika|/artist/k-j-yesudas,04:33,Malayalam,02-11-2016,0.61,0.447,0.545,0.306,-2.56,0.024,137.99,0,9,0.068,4,100,1764299
Swarnachamaran,K J Yesudas|P. Susheela,/artist/k-j-yesudas|/artist/p-suseela-2,03:29,Malayalam,05-08-2018,0.91,0.67,0.994,0.022,-9.148,0.09,137.997,0,11,0.0128,4,44,2898776
Ezhu Sundara Rathrikal,P. Susheela,/artist/p-suseela-2,03:35,Malayalam,08-09-2004,0.21,0.964,0.351,0.77,-12.794,0,130.469,1,7,0.06,4,68,8606457
Swarga Gayike,K J Yesudas,/artist/k-j-yesudas,03:26,Malayalam,02-01-2007,0.63,0.23,0.286,0.102,-12.564,0.0378,128.017,0,2,0.0816,4,31,7218365
Sandhye,S. Janaki,/artist/s-janaki,04:38,Malayalam,07-04-2019,0.14,0.251,0.052,0.143,-11.715,0.08,137.821,0,2,0.0761,4,25,241060
Ramsanile Chandrikayo,P. Jayachandran,/artist/p-jayachandran-1,03:26,Malayalam,12-04-2004,0.02,0.92,0.406,0.08,-4.385,0.09,130.018,1,6,0.04,4,76,4568089
Kasthoori Maan Kurunne,S. Janaki,/artist/s-janaki,04:33,Malayalam,06-04-2007,0.13,0.752,0.007,0.789,-4.028,0.0052,132.994,1,9,0.008,4,69,7190903
Karayunno Puzha,K J Yesudas,/artist/k-j-yesudas,03:36,Malayalam,08-08-2019,0.74,0.42,0.327,0.394,-12.659,0.0409,130.671,1,3,0.033,4,61,5568304
Ishta Praaneshwari Ninte,P. Jayachandran,/artist/p-jayachandran-1,03:27,Malayalam,05-03-2003,0.67,0.027,0.779,0.747,-5.143,0.0714,126.837,0,11,0.05,4,29,10129599
