song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Phoot Gaile Kismatiya,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,03:26,Bhojpuri,11-02-2007,0.18,0.75,0.343,0.574,-4.027,0.09,174.976,0,7,0.03,4,31,733136
Birha Bhullu Darji,Om Prakash Yadav,/artist/om-prakash-yadav,31:10:00,Bhojpuri,01-04-2019,0.05,0.756,0.27,0.396,-9.149,0.04,176,0,10,0.06,4,35,2458976
Ugihen Suraj Gosaiyan Hey,Sharda Sinha,/artist/sharda-sinha,04:42,Bhojpuri,04-06-2016,0.27,0.72,0.391,0.311,-4.364,0.004,174.009,1,1,0.0762,4,27,2341017
Hey Ganga Maiya,Sharda Sinha,/artist/sharda-sinha,06:31,Bhojpuri,12-05-2023,0.99,0.858,0.067,0.137,-6.389,0.065,172.06,1,7,0.078,4,71,5566801
Mere Mathe Ka Sindur,Lata Mangeshkar,/artist/lata-mangeshkar,04:17,Bhojpuri,06-07-2004,0.06,0.21,0.195,0.923,-5.308,0.03,173.971,1,2,0.089,4,50,9967100
Sama Khele Chalali,Sharda Sinha,/artist/sharda-sinha,08:51,Bhojpuri,02-04-2018,0.75,0.068,0.289,0.489,-5.082,0.09,172.01,1,0,0.012,4,74,1406955
Satahi Ghorawa Suraj Dev,VINDHYAVASINI DEVI,/artist/vindhyavasini-devi,02:56,Bhojpuri,08-01-2009,0.98,0.86,0.397,0.601,-6.86,0.0091,174.054,1,9,0.04,4,55,10073665
Kerawaje Pharela Ghaud Se - Chhath Geet,Preeti Sagar,/artist/preeti-sagar,06:15,Bhojpuri,04-09-2005,0.69,0.364,0.856,0.054,-12.318,0.06,175.042,1,0,0.0498,4,38,141064
Luk Chuk Badra,Lata Mangeshkar,/artist/lata-mangeshkar,02:42,Bhojpuri,07-05-2019,0.75,0.85,0.6,0.015,-6.674,0.069,174.995,0,10,0.0577,4,94,2642225
Bhola Baba Ke Bhawanva,Aniruddha Prasad Singh,/artist/aniruddha-prasad-singh,04:19,Bhojpuri,05-05-2007,0.77,0.47,0.672,0.489,-11.273,0.088,174.971,1,1,0.07,4,98,10394915
Aeke Karvatiya Kari Sejiya Par Bhor,Bharat Sharma Vyas,/artist/bharat-sharma-vyas,07:14,Bhojpuri,02-01-2003,0.37,0.87,0.529,0.572,-10.617,0.04,173.983,0,1,0.075,4,50,727280
Mor Bhangia Ka Manai De,Mohammed Rafi|Asha Bhosle,/artist/mohammad-rafi|/artist/asha-bhosle-1,05:01,Bhojpuri,08-12-2020,0.37,0.907,0.616,0.627,-9.691,0.047,174.058,0,9,0.043,4,85,8158376
Sati Sulochana,HAIDER ALI JUGNU,/artist/haider-ali-jugnu,59:41:00,Bhojpuri,02-11-2020,0.46,0.43,0.006,0.179,-3.765,0.0654,174.005,1,6,0.01,4,80,2518219
Kahe Heera Se,Mahendra Kapoor,/artist/mahendra-kapoor,06:37,Bhojpuri,01-10-2018,0.06,0.036,0.423,0.039,-10.218,0.037,173.981,1,8,0.05,4,81,9899655
Jiyaba Bhail Ji Ke Kaal,Sharda Sinha,/artist/sharda-sinha,06:53,Bhojpuri,07-01-2002,0.65,0.67,0.976,0.566,-6.22,0,175.023,0,9,0.0968,4,41,394360
Ratiya Ghusal Ghar Mein,Asha Bhosle,/artist/asha-bhosle-1,03:24,Bhojpuri,05-11-2010,0.33,0.433,0.832,0.264,-2.059,0.079,173.999,0,4,0.011,4,99,118882
Hamar Bail Gadi,Joginder Singh,/artist/joginder-singh,03:08,Bhojpuri,03-03-2009,0.11,0.26,0.875,0.161,-6.405,0.07,173.984,0,9,0.05,4,39,7502946
Ja Ree Ja Lado,Asha Bhosle|Sathi,/artist/asha-bhosle-1|/artist/sathi,08:12,Bhojpuri,12-01-2007,0.28,0.611,0.064,0.562,-6.326,0.017,174.09,1,2,0.09,4,92,1969350
Roz Rahiyo Nihaare Nayanva Sajanva,Bharat Sharma Vyas,/artist/bharat-sharma-vyas,05:42,Bhojpuri,08-06-2013,0.13,0.75,0.351,0.939,-10.302,0.08,174.008,0,10,0.061,4,71,2326627
Birha Aginiya Dhadhake,Munna Singh,/artist/munna-singh,07:53,Bhojpuri,03-04-2012,0.2,0.954,0.85,0.437,-11.04,0.064,174.932,1,5,0.0514,4,63,8210277
Todke Pinjra,Asha Bhosle,/artist/asha-bhosle-1,03:34,Bhojpuri,08-02-2017,0.91,0.93,0.065,0.542,-12.899,0.091,173.995,0,7,0.0855,4,44,2421326
Aare Mala Japare,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,04:03,Bhojpuri,01-01-2019,0.56,0.776,0.386,0.482,-6.676,0.05,174.044,0,0,0.0608,4,85,9238793
Kahe Bansuria Bajaile - Sad,Lata Mangeshkar,/artist/lata-mangeshkar,03:06,Bhojpuri,10-01-2019,0.29,0.6,0.658,0.25,-5.591,0.06,173.962,0,9,0.07,4,38,5108047
Munhwase Bola Part - 2,Asha Bhosle|Manna Dey,/artist/asha-bhosle-1|/artist/manna-dey,06:44,Bhojpuri,08-03-2000,0.75,0.573,0.88,0.088,-6.927,0.06,173.995,1,1,0.012,4,72,5293609
Rimjhim Barshela Sawanoa - Kajri,Geeta Dutt|Koumodi Mazumder,/artist/geeta-dutt|/artist/koumodi-mazumder,03:36,Bhojpuri,07-02-2018,0.86,0.01,0.874,0.521,-9.648,0.054,174.964,0,10,0.078,4,26,9921721
Hamari Nathuniya Ke Nagawa,Asha Bhosle,/artist/asha-bhosle-1,05:01,Bhojpuri,07-02-2015,0.17,0.795,0.989,0.65,-8.456,0.07,174.976,1,8,0.016,4,67,1501954
Kangna Kahan Se Ayo,Shama Bano,/artist/shama-bano,02:48,Bhojpuri,10-02-2018,0.61,0.08,0.186,0.722,-2.734,0.06,171.91,0,5,0.071,4,88,8698886
Jaagat Raha Bhaiya,Mohammed Rafi,/artist/mohammad-rafi,03:00,Bhojpuri,11-01-2015,0.45,0.43,0.332,0.307,-6.713,0.03,172.022,1,8,0.078,4,88,2586515
Rang Ras Ras Barse,Baleshwar|Chorus,/artist/baleshwar|/artist/chorus,06:21,Bhojpuri,12-01-2022,0.24,0.25,0.7,0.923,-2.897,0.036,173.9,1,7,0.0739,4,60,3319970
Kone Rang Mora Bala,Aniruddha Prasad Singh,/artist/aniruddha-prasad-singh,06:27,Bhojpuri,06-04-2014,0.15,0.48,0.672,0.503,-12.381,0.0021,174.001,1,8,0.096,4,88,8266194
Chupchap Tu Dekhat Chal,Suresh Wadkar,/artist/suresh-wadkar,05:00,Bhojpuri,08-12-2005,0.09,0.54,0.931,0.98,-9.46,0.0264,175.973,0,4,0.06,4,70,6465394
Badlal Desava Ke Byavhaar,Manna Dey|Chorus,/artist/manna-dey|/artist/chorus,06:35,Bhojpuri,12-06-2016,0.48,0.875,0.949,0.723,-2.194,0.07,175.039,1,1,0.059,4,82,2713547
Jiya Na Laage Gharba,Sharda Sinha,/artist/sharda-sinha,05:42,Bhojpuri,05-06-2004,0.08,0.57,0.947,0.823,-2.695,0.0353,171.986,0,1,0.09,4,92,894166
Kehu Lootera Kehu Chor,Asha Bhosle,/artist/asha-bhosle-1,03:35,Bhojpuri,09-03-2008,0.04,0.892,0.383,0.592,-12.39,0.0442,175.055,1,2,0.023,4,28,7868870
Piya Mehandi Liyaida Motijheel Se,Urmila Srivastav,/artist/urmila-srivastav,06:00,Bhojpuri,07-03-2014,0.64,0.15,0.264,0.108,-2.355,0.027,174.068,0,9,0.035,4,52,6877285
Ab To Lagat Mora Solvwa Saal,Suman Kalyanpur,/artist/suman-kalyanpur,03:07,Bhojpuri,03-01-2010,0.03,0.817,0.182,0.396,-7.492,0.08,173.995,0,5,0.0527,4,88,1541850
Suraj Dubale Saanjh Suhani,Asha Bhosle|Mahendra Kapoor,/artist/asha-bhosle-1|/artist/mahendra-kapoor,05:00,Bhojpuri,04-04-2011,0.57,0.84,0.089,0.882,-3.515,0.08,173,1,1,0.08,4,44,2166785
Bhabi Jan Najaria Lag Jayegi,Joginder Singh,/artist/joginder-singh,02:41,Bhojpuri,01-10-2003,0.32,0.563,0.836,0.549,-10.667,0.039,174.971,0,8,0.016,4,87,4321940
Raat Ba Andriya,Sharda Sinha,/artist/sharda-sinha,06:34,Bhojpuri,05-10-2005,0.15,0.72,0.884,0.56,-5.366,0.065,170.041,1,1,0.0954,4,99,2534399
Mahabharat Mein Karn Aur Karn Putra Kaushal Ki Jung,BIHARI KAVI|Sathi,/artist/bihari-kavi|/artist/sathi,29:00:00,Bhojpuri,01-03-2010,0.03,0.772,0.31,0.595,-11.991,0.0915,171.982,0,0,0.013,4,39,4409183
Haath Mein Mehandi Maang Sindurwa,Saira Bano Faizabadi,/artist/saira-bano-faizabadi-20,04:26,Bhojpuri,05-03-2014,0.7,0.5,0.325,0.564,-13.565,0.0981,173.968,1,0,0.054,4,28,7056020
Dog Mog Doli,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,06:08,Bhojpuri,01-06-2003,0.66,0.926,0.438,0.091,-11.211,0.053,174.016,1,1,0.008,4,95,4220802
Dadaji Banale Raja Ke Ghoda,Usha Mangeshkar|Shailendra Singh|Mahendra Kapoor,/artist/usha-mangeshkar-2|/artist/shailendra-singh|/artist/mahendra-kapoor,04:42,Bhojpuri,01-11-2012,0.17,0.72,0.085,0.565,-5.231,0.0045,174.007,1,1,0.0178,4,27,4308519
Anjoriya Ae Gori,Suresh Wadkar|Alka Yagnik,/artist/suresh-wadkar|/artist/alka-yagnik,05:00,Bhojpuri,01-12-2003,0.73,0.128,0.491,0.348,-3.508,0.07,174.992,0,1,0.02,4,91,599275
Sati Sukanya,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,04:08,Bhojpuri,03-06-2010,0.81,0.26,0.824,0.492,-12.398,0.076,174.039,0,6,0.053,4,87,8359309
Mahal Par Kaga,Sharda Sinha,/artist/sharda-sinha,05:42,Bhojpuri,12-04-2019,0.07,0.397,0.567,0.95,-10.361,0.0285,173.989,1,7,0.063,4,31,6957789
Dumri Ke Ho Phoolba,Sharda Sinha,/artist/sharda-sinha,06:04,Bhojpuri,05-08-2017,0.68,0.24,0.013,0.756,-9.266,0.01,174.008,0,11,0.008,4,63,4515317
Munhwase Bola Part - 1,Asha Bhosle|Manna Dey,/artist/asha-bhosle-1|/artist/manna-dey,02:32,Bhojpuri,03-01-2006,0.8,0.579,0.625,0.307,-2.189,0.0365,173.927,0,11,0.0906,4,78,7440582
Jagdambe Bhawani Aavain More Angna,PRABHA SINGH|ANJANA SINGH,/artist/prabha-singh|/artist/anjana-singh,06:08,Bhojpuri,12-10-2018,0.28,0.89,0.297,0.484,-7.298,0.007,173.9,1,2,0.081,4,48,9869674
Daroga Ji Se Kahiyo,Munni Ketkiwali,/artist/munni-ketkiwali,03:08,Bhojpuri,10-12-2011,0.1,0.507,0.408,0.326,-8.291,0.0504,173.978,0,0,0.0475,4,58,6334942
Jahar Khibe,Sharda Sinha,/artist/sharda-sinha,05:16,Bhojpuri,02-09-2022,0.89,0.49,0.542,0.538,-8.878,0.099,174.998,0,9,0.0118,4,25,4323054
Pardesiya Se Ladal Najariyan,Kavita Krishnamurthy,/artist/kavita-subramaniam,05:27,Bhojpuri,03-12-2014,0.66,0.874,0.822,0.642,-13.444,0.033,173.998,1,8,0.05,4,72,6647115
Phoolwa Ki Beni Se,Asha Bhosle,/artist/asha-bhosle-1,03:22,Bhojpuri,04-02-2024,0.04,0.52,0.518,0.547,-11.714,0.0987,174.068,1,1,0.0971,4,50,8416447
Kalkattwa Se Aavela,Sharda Sinha,/artist/sharda-sinha,06:01,Bhojpuri,12-03-2005,0.26,0.967,0.834,0.466,-9.011,0.088,175.098,0,2,0.08,4,68,8767937
Chupchaap Kehu Baithal Ba,Bharat Sharma Vyas,/artist/bharat-sharma-vyas,07:53,Bhojpuri,04-03-2021,0.23,0.84,0.41,0.633,-2.127,0.0893,174,1,7,0.0947,4,47,55148
Kiran Phoot Gayeel,Sharda Sinha,/artist/sharda-sinha,05:00,Bhojpuri,03-02-2001,0.77,0.245,0.563,0.431,-4.276,0.09,174.012,0,3,0.0332,4,100,1431008
So Ja So Ja Mere Lal,Lata Mangeshkar,/artist/lata-mangeshkar,03:18,Bhojpuri,07-03-2018,0.68,0.7,0.456,0.159,-5.613,0.06,174.088,0,9,0.061,4,98,1514276
Maanal Kara Balmu,Sharda Sinha,/artist/sharda-sinha,04:55,Bhojpuri,03-06-2006,0.95,0.039,0.491,0.101,-9.066,0.0274,174.13,1,10,0.02,4,79,7541
Kekar Naiya Men Irchi Mirichia,VINDHYAVASINI DEVI,/artist/vindhyavasini-devi,02:07,Bhojpuri,12-07-2008,0.15,0.95,0.585,0.428,-4.726,0.1,173.999,0,9,0.0527,4,76,76577
Pahile Pahile,Usha Mangeshkar|Dilraj Kaur,/artist/usha-mangeshkar-2|/artist/dilraj-kaur,06:08,Bhojpuri,05-10-2000,0.24,0.188,0.076,0.115,-13.474,0.023,174,0,6,0.03,4,54,4803752
Saj Ke To Gaili Rama,Suman Kalyanpur,/artist/suman-kalyanpur,03:02,Bhojpuri,01-12-2010,0.91,0.98,0.983,0.702,-5.64,0.08,174.074,0,11,0.04,4,61,3192233
Jahiya Se Gayeele Saiyan,Sharda Sinha,/artist/sharda-sinha,08:06,Bhojpuri,06-01-2013,0.44,0.445,0.154,0.913,-4.371,0.075,174.011,1,0,0.09,4,29,9575760
Meri Pariksha Teri Pareeksha,Lata Mangeshkar,/artist/lata-mangeshkar,06:14,Bhojpuri,04-07-2021,0.38,0.29,0.305,0.958,-13.033,0.03,174.037,1,6,0.003,4,51,8196751
Santoshi Maiya,Usha Mangeshkar,/artist/usha-mangeshkar-2,03:29,Bhojpuri,08-07-2007,0.45,0.911,0.714,0.573,-3.209,0.0043,174.005,1,11,0.0814,4,68,4505403
Gore Se Hum Kaale Pad Gaye,MUNNI DEVI,/artist/munni-devi,07:51,Bhojpuri,12-03-2016,0.44,0.48,0.786,0.232,-7.142,0.006,169.953,0,6,0.01,4,65,4611291
Gavnva Na Jaibo Ram,Sharda Sinha,/artist/sharda-sinha,05:04,Bhojpuri,07-11-2021,0.98,0.82,0.03,0.015,-11.974,0.08,172.987,0,4,0.0874,4,27,8471059
Raakhi Har Saal,Alka Yagnik|Manhar Udhas,/artist/alka-yagnik|/artist/manhar-udhas,06:47,Bhojpuri,02-12-2019,0.13,0.54,0.628,0.016,-8.87,0.0015,173.981,0,6,0.01,4,25,11248154
Aare Mala Japare,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,04:03,Bhojpuri,03-02-2000,0.96,0.544,0.748,0.376,-6.356,0.0846,174.016,1,7,0.034,4,100,11197731
Laike Namba Tohar,Asha Bhosle,/artist/asha-bhosle-1,03:01,Bhojpuri,12-06-2003,0.82,0.5,0.89,0.221,-8.147,0.016,174.976,1,1,0.09,4,29,9411367
Sasura Se Aave Jaise Naee Dulhiniyaan,Bharat Sharma Vyas,/artist/bharat-sharma-vyas,09:20,Bhojpuri,02-02-2011,0.01,0.761,0.715,0.927,-5.994,0.053,174.023,0,10,0.02,4,78,2951184
He Ganga Maiya,Alka Yagnik,/artist/alka-yagnik,02:49,Bhojpuri,03-01-2008,0.2,0.43,0.223,0.013,-5.802,0.0465,172.028,0,3,0.04,4,89,10036205
Ho Ankhiya Lokha Na Bahav,Aniruddha Prasad Singh,/artist/aniruddha-prasad-singh,06:02,Bhojpuri,11-09-2018,0.53,0.124,0.438,0.393,-13.049,0.073,173.976,0,0,0.095,4,33,3411848
Mere Mathe Ka Sindur,Lata Mangeshkar,/artist/lata-mangeshkar,04:17,Bhojpuri,03-08-2018,0.75,0.73,0.787,0.301,-13.183,0.0311,173.978,1,4,0.047,4,58,8103034
Saiyan Tohra Khatir,Sharda Sinha,/artist/sharda-sinha,08:00,Bhojpuri,05-01-2021,0.15,0.333,0.238,0.049,-10.375,0.013,173.997,1,5,0.016,4,39,5458173
Maiya More Angna Mein Aai Hihur Ke,PRABHA SINGH|ANJANA SINGH,/artist/prabha-singh|/artist/anjana-singh,06:34,Bhojpuri,04-12-2007,0.96,0.25,0.247,0.966,-11.385,0.058,173.997,1,7,0.012,4,74,9828693
Jekra Tan Mein Jawani Ke,Bharat Sharma Vyas,/artist/bharat-sharma-vyas,06:34,Bhojpuri,09-02-2024,0.36,0.821,0.519,0.251,-5.962,0.0846,174.049,0,8,0.0674,4,52,2295111
