song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
E Banara Chai,Amit Kumar|Suman Kalyanpur,/artist/amit-kumar|/artist/suman-kalyanpur,03:01,Odia,12-09-2014,0.97,0.56,0.832,0.196,-6.042,0.0489,173.968,1,2,0.099,4,32,7224307
Chaala Sakhi Aambhe,Pranab Kishore Patnaik,/artist/pranab-kishore-patnaik,03:13,Odia,08-04-2010,0.39,0.452,0.551,0.996,-12.987,0.09,174.052,1,9,0.0962,4,25,3360394
Bhagya Thile Dhara Dhara,Akshaya Mohanty,/artist/akshaya-mohanty,02:38,Odia,02-02-2014,0.51,0.17,0.562,0.542,-8.761,0.1,174.553,1,0,0.02,4,50,5508590
Keon Nama Dhari,Pranab Kishore Patnaik|Vani Jairam,/artist/pranab-kishore-patnaik|/artist/vani-jayaram,04:23,Odia,09-05-2015,0.68,0.839,0.484,0.095,-8.138,0.0751,172.015,0,0,0.01,4,93,9124812
E Milana Kahani Ama Jibanara,Kavita Krishnamurthy|Udit Narayan,/artist/kavita-subramaniam|/artist/udit-narayan,07:00,Odia,03-01-2004,0.74,0.52,0.896,0.996,-8.685,0.005,172.075,0,7,0.09,4,93,5871095
Monar Desare,Anuradha Paudwal|Mohammad Aziz|Mahendra Kapoor|Akhyay Mohanty|Rabindra Sathe,/artist/anuradha-paudwal-2|/artist/mohammad-aziz|/artist/mahendra-kapoor|/artist/akhyay-mohanty|/artist/rabindra-sathe,05:09,Odia,07-10-2013,0.99,0.84,0.58,0.086,-11.148,0.08,174.058,0,5,0.02,4,73,11201853
Dinabandhu Daitari,Akshaya Mohanty,/artist/akshaya-mohanty,03:51,Odia,06-02-2001,0.34,0.16,0.438,0.834,-9.071,0.01,174.947,0,4,0.079,4,78,5614663
Brundabane Banshi,Sikander Alam,/artist/sikander-alam,02:48,Odia,07-09-2004,0.22,0.948,0.556,0.424,-2.842,0.08,173.97,1,1,0.0882,4,78,1859719
Re Mita Aa Sangata,Pranab Kishore Patnaik|Sikandar Alam,/artist/pranab-kishore-patnaik|/artist/sikandar-alam,03:18,Odia,06-07-2003,0.44,0.86,0.929,0.228,-4.911,0.1,173.965,0,9,0.0899,4,49,5727634
Mora Kapale Baisi Pancha,Sekhar Ghosh,/artist/sekhar-ghosh,02:53,Odia,02-01-2020,0.32,0.764,0.571,0.594,-3.164,0.01,172.029,0,10,0.0884,4,40,9359979
Manima Shunima Heyu,Pranab Kishore Patnaik,/artist/pranab-kishore-patnaik,03:36,Odia,07-08-2008,0.97,0.6,0.62,0.932,-3.785,0.0347,173.001,1,4,0.06,4,90,3696466
Jagannatha Hey,Bhikari Bal,/artist/bhikari-bal-1,05:35,Odia,02-06-2002,0.17,0.49,0.046,0.524,-11.791,0.01,175.023,0,5,0.013,4,38,9167443
Kaili Lo,Unknown,/artist/unknown,05:12,Odia,12-04-2001,0.86,0.61,0.954,0.001,-5.294,0.05,171.981,1,0,0.08,4,80,7160812
Prathame Banduchhe Sri Ganeswar,Fakir Patnaik,/artist/fakir-patnaik-55,03:19,Odia,02-07-2013,0.3,0.313,0.547,0.991,-2.508,0.1,173.948,0,11,0.086,4,88,4149911
Bhasa Megha,Akshaya Mohanty,/artist/akshaya-mohanty,03:19,Odia,03-11-2004,0.53,0.98,0.18,0.443,-3.019,0.07,174.026,1,11,0.0059,4,62,10245783
Ahe Ramahari,Prafulla Kar,/artist/prafulla-kar,02:58,Odia,08-10-2021,0.44,0.664,0.104,0.244,-11.244,0.08,173.909,0,0,0.031,4,98,5458133
Samarpi Deli,Akshaya Mohanty,/artist/akshaya-mohanty,03:16,Odia,08-02-2022,0.64,0.3,0.834,0.076,-10.336,0.0613,175.071,0,5,0.001,4,96,4582412
Majhire,Pranab Kishore Patnaik,/artist/pranab-kishore-patnaik,02:05,Odia,05-04-2023,0.14,0.583,0.534,0.791,-3.962,0.0345,173.98,0,5,0.09,4,79,2334143
Boita Bandana,Sikandar Alam|Indira Nanda|Bhikari Bal,/artist/sikandar-alam|/artist/indira-nanda|/artist/bhikari-bal-1,06:23,Odia,11-11-2018,0.18,0.77,0.128,0.674,-13.432,0.02,171.764,0,7,0,4,91,3766268
Hai Se Harini Akhi,Pranab Kishore Patnaik,/artist/pranab-kishore-patnaik,02:34,Odia,01-03-2012,0.42,0.438,0.016,0.003,-10.763,0.09,174.073,0,5,0.0276,4,56,7397381
Hai Lo Mora Berinigi Chithhi,Anuradha Paudwal|Mohammad Aziz|Mahendra Kapoor|Akhyay Mohanty|Rabindra Sathe,/artist/anuradha-paudwal-2|/artist/mohammad-aziz|/artist/mahendra-kapoor|/artist/akhyay-mohanty|/artist/rabindra-sathe,05:08,Odia,01-02-2015,0.06,0.09,0.39,0.726,-4.449,0.01,173.962,1,1,0.088,4,58,2384815
Kripasindhu Badana,Bhikari Bal,/artist/bhikari-bal-1,04:17,Odia,04-03-2002,0.27,0.272,0.472,0.174,-10.126,0.0528,174.021,0,2,0.0726,4,46,11090154
Asiba Asiba Jane Dine Ta,Kavita Krishnamurthy|Udit Narayan,/artist/kavita-subramaniam|/artist/udit-narayan,06:00,Odia,07-02-2014,0.62,0.67,0.099,0.442,-13.442,0.041,174.068,1,1,0.092,4,72,4423759
A  B  C  D  E  F  G Bhabigee O - Bhabigee,Trupti Das|Debasis Mahapatro|MANOHAR UDASH,/artist/trupti-das|/artist/debasis-mahapatro|/artist/manohar-udash,08:00,Odia,01-04-2021,0.65,0.513,0.098,0.829,-13.728,0.0442,174.095,0,11,0.09,4,72,9242910
Bhujatale Mote,Prafulla Kar,/artist/prafulla-kar,04:16,Odia,01-06-2007,0.4,0.04,0.914,0.339,-2.642,0.075,174.007,0,4,0.013,4,37,4543489
Kala Kalebara Kanhai,Pranab Kishore Patnaik,/artist/pranab-kishore-patnaik,06:07,Odia,06-05-2022,0.93,0.048,0.915,0.354,-9.32,0.0171,175.025,1,5,0.0643,4,78,667934
Tora Uri Uri Jaye Kani,Kanak Mohapatra|Subash Das,/artist/kanak-mohapatra|/artist/subash-das-1,04:23,Odia,03-05-2012,0.13,0.19,0.29,0.193,-2.496,0.0725,174.102,0,4,0.021,4,46,6173445
Nupur Kahinki Mu,Tansen Singh,/artist/tansen-singh,03:03,Odia,07-04-2022,0.09,0.725,0.434,0.766,-4.778,0.0957,174.001,0,9,0.0256,4,29,2742737
Gala Rati Jhumrarsure,Fakir Patnaik,/artist/fakir-patnaik-53,03:04,Odia,09-02-2010,0.7,0.47,0.62,0.035,-12.74,0.0019,172.042,1,7,0.06,4,52,7791879
Danei Das Kahere Bhai,Akshaya Mohanty|Geeta Patnaik,/artist/akshaya-mohanty|/artist/geeta-patnaik,03:17,Odia,01-08-2002,0.06,0.29,0.468,0.137,-13.175,0.023,173.051,0,8,0.05,4,44,6853306
Kalia Kalia Tuhi Tulsi Mali,Anuradha Paudwal|Mohammad Aziz|Mahendra Kapoor|Akhyay Mohanty|Rabindra Sathe,/artist/anuradha-paudwal-2|/artist/mohammad-aziz|/artist/mahendra-kapoor|/artist/akhyay-mohanty|/artist/rabindra-sathe,07:09,Odia,02-10-2008,0.58,0.32,0.06,0.562,-12.606,0.0324,174.026,1,1,0.05,4,38,7722500
Nila Chakre Bana,Prafulla Kar,/artist/prafulla-kar,02:47,Odia,02-12-2006,0.85,0.531,0.741,0.759,-3.566,0.0262,174.005,0,8,0.069,4,87,9589795
Boita Bandana,Sikandar Alam|Bhikari Bal|Indira Nanda,/artist/sikandar-alam|/artist/bhikari-bal-1|/artist/indira-nanda,06:23,Odia,07-03-2016,0.57,0.15,0.498,0.252,-3.069,0.01,173.033,1,9,0.09,4,85,8321591
Jibana Khojuchhi Hata Badhei,Anuradha Paudwal|Mohammad Aziz|Mahendra Kapoor|Akhyay Mohanty|Rabindra Sathe,/artist/anuradha-paudwal-2|/artist/mohammad-aziz|/artist/mahendra-kapoor|/artist/akhyay-mohanty|/artist/rabindra-sathe,05:33,Odia,02-12-2016,0.61,0.707,0.508,0.263,-13.326,0.07,175.014,1,4,0.0447,4,85,7814835
Nei jare megho mote,S. Janaki,/artist/s-janaki,05:28,Odia,10-04-2020,0,0.02,0.371,0.808,-7.483,0.0761,174.019,0,5,0.03,4,63,8987356
Nanda Goura,Unknown,/artist/unknown,05:00,Odia,04-03-2018,0.1,0.837,0.944,0.456,-5.914,0.04,173.987,1,6,0.02,4,45,2290201
Bata Chada,Kumar Sanu,/artist/kumar-sanu,04:51,Odia,04-02-2018,0.86,0.61,0.093,0.966,-11.802,0.0479,171.83,1,1,0.05,4,69,5007249
Jaubanaru Aparadha,Pranab Kishore Patnaik|Sudha Rama,/artist/pranab-kishore-patnaik|/artist/sudha-rama,04:21,Odia,12-04-2007,0.75,0.202,0.146,0.416,-11.328,0,173.948,0,10,0.08,4,40,3215022
Abhimaninee Amaniya Dehu,Aarti Mukherji,/artist/aarti-mukherji,05:08,Odia,01-12-2018,0.64,0.24,0.47,0.765,-13.821,0.03,174.002,1,2,0.0492,4,99,1483748
Ahe Ramahari,Banikantha Nimai Charan Harichandan,/artist/banikantha-nimai-charan-harichandan,02:37,Odia,01-03-2005,0.41,0.386,0.091,0.38,-2.309,0.01,174.995,0,2,0.0199,4,80,3299369
Liti Udey Phuru Phuru,Fakir Patnaik,/artist/fakir-patnaik-48,03:07,Odia,03-09-2010,0.81,0.06,0.167,0.598,-2.485,0.038,175.016,1,2,0.0411,4,63,9019168
Tume he swarga moro,Anuradha Paudwal,/artist/anuradha-paudwal-2,04:16,Odia,03-01-2023,0.6,0.104,0.912,0.454,-7.9,0.03,174.974,0,5,0.04,4,51,5299876
Patita Pabana Bana,Sikander Alam,/artist/sikander-alam,04:08,Odia,10-06-2000,0.24,0.89,0.958,0.891,-9.539,0.04,176.087,0,7,0.082,4,42,1972443
Mo Kolo To,Akshaya Mohanty|Trupti Das,/artist/akshaya-mohanty|/artist/trupti-das,04:08,Odia,04-03-2019,0.55,0.843,0.008,0.517,-13.49,0.046,173.989,0,2,0.0242,4,55,836815
Ea Agana Ea Ghara,Trupti Das|Swaroop Naik,/artist/trupti-das|/artist/swaroop-naik,06:00,Odia,03-07-2010,0.67,0.3,0.15,0.465,-2.615,0.04,172.118,1,7,0.0072,4,77,10545010
Chulbuli Bhulbuli Chulbul,Anuradha Paudwal|Mohammad Aziz,/artist/anuradha-paudwal-2|/artist/mohammad-aziz,04:42,Odia,10-10-2021,0.88,0.833,0.931,0.08,-3.343,0.063,174.931,0,5,0.065,4,52,5198134
Raati Sukha Sare,K J Yesudas|Trupti Das,/artist/k-j-yesudas|/artist/trupti-das,05:15,Odia,06-08-2022,0.04,0.94,0.52,0.197,-5.964,0.0784,173.986,0,9,0.03,4,72,446902
Maa Tume Mamatara,Suresh Wadkar,/artist/suresh-wadkar,03:25,Odia,02-11-2004,0.28,0.704,0.764,0.467,-10.591,0.077,173.007,1,1,0.067,4,58,8129232
Mu Danda Balunga,Akshaya Mohanty,/artist/akshaya-mohanty,05:27,Odia,01-03-2002,0.91,0.41,0.867,0.119,-10.633,0.07,174.943,1,6,0.03,4,84,11306868
Patent Medicine - Part - I,Geeta Patnaik|Sekhar Ghosh|Fakir Pattanaik,/artist/geeta-patnaik|/artist/sekhar-ghosh|/artist/fakir-pattanaik,19:27,Odia,11-11-2013,0.86,0.526,0.069,0.916,-2.609,0.07,174.111,1,8,0.1,4,39,6444393
Ma Jashoda,Unknown,/artist/unknown,04:22,Odia,07-11-2002,0.49,0.48,0.044,0.513,-3.436,0.036,174.065,1,1,0.0043,4,62,10535272
Kalia Re Bada Gumana,Sekhar Ghosh,/artist/sekhar-ghosh,03:13,Odia,05-06-2004,0.83,0.35,0.116,0.157,-9.124,0.0567,173.985,1,7,0.028,4,50,766431
Subhadra Haran Jatra,Indira Nanda|balakrushna das|Bhikari Bal|Sikandar Alam,/artist/indira-nanda|/artist/balakrushna-das|/artist/bhikari-bal-1|/artist/sikandar-alam,06:00,Odia,09-09-2021,0.41,0.47,0.355,0.253,-6.787,0.01,175.091,0,9,0.01,4,67,2275206
E Bhikhyare,Bhikari Bal,/artist/bhikari-bal-1,01:51,Odia,02-05-2020,0.29,0.396,0.657,0.861,-12.506,0.1,172.992,0,0,0.016,4,93,10276084
Krupasindhu Badana,Bhikari Bal,/artist/bhikari-bal-1,04:17,Odia,10-11-2003,0.23,0.05,0.55,0.264,-2.328,0.09,174.998,0,1,0.04,4,57,7917795
Samayara Chaka,Subhash Das,/artist/subhash-das,06:06,Odia,09-08-2023,0.46,0.591,0.068,0.553,-13.37,0.0327,174.015,1,5,0.1,4,74,8474694
Jaya Jadu Nandan,Suman Kalyanpur,/artist/suman-kalyanpur,03:18,Odia,02-05-2008,0.99,0.97,0.206,0.013,-3.895,0.05,175.907,0,5,0.0156,4,51,5566805
Manika Alo Alo Manika,Chittaranjan Jena|Mohd. Habib,/artist/chittaranjan-jena-13|/artist/mohd-habib,03:04,Odia,07-12-2006,0.2,0.233,0.988,0.912,-7.31,0.02,174.087,0,9,0.07,4,73,11352419
Kahai Mana Are,Chitta Jena,/artist/chitta-jena,05:20,Odia,05-08-2018,0.44,0.14,0.123,0.575,-7.092,0.0074,174.029,0,11,0.02,4,30,10897915
He Bishnu,Unknown,/artist/unknown,05:00,Odia,08-11-2016,0.03,0.896,0.214,0.751,-2.763,0.0981,174.068,1,0,0.019,4,89,9245867
E Jibana Mane Nuhen Aaha,Bhupinder Singh|Suresh Wadkar,/artist/bhupinder-singh|/artist/suresh-wadkar,02:55,Odia,08-05-2001,0.08,0.68,0.027,0.123,-5.332,0.037,174.09,1,2,0.0671,4,88,9512444
Sahararey Lagejiba,Akshaya Mohanty|Anuradha Paudwal,/artist/akshaya-mohanty|/artist/anuradha-paudwal-2,03:48,Odia,01-05-2012,0.85,0.553,0.549,0.304,-12.607,0.02,174.955,0,7,0.0653,4,82,7920988
Sarav Sahini Maa,Fakir Patnaik,/artist/fakir-patnaik-29,03:02,Odia,08-06-2003,0.09,0.44,0.13,0.133,-11.77,0.05,174.031,0,5,0.034,4,84,3802323
Mukuda Murari,Vani Jairam|Sudha Rama,/artist/vani-jayaram|/artist/sudha-rama,04:12,Odia,06-02-2012,0.59,0.848,0.421,0.104,-7.481,0.06,173.998,0,5,0.0355,4,90,4068873
Mu Ta Purana Nachila Bali,Kavita Krishnamurthy,/artist/kavita-subramaniam,03:00,Odia,03-01-2004,0.36,0.7,0.113,0.501,-11.444,0.09,174.01,1,1,0.099,4,99,6644965
Kahin Gale Shama Ghana,Chittaranjan Jena,/artist/chittaranjan-jena-13,03:05,Odia,03-04-2004,0.89,0.085,0.043,0.076,-11.416,0.0847,173.795,1,6,0.0021,4,95,4343246
Koilee Lo Keshhaba Je,Pranab Kishore Patnaik,/artist/pranab-kishore-patnaik,06:31,Odia,02-05-2009,0.15,0.72,0.776,0.326,-6.996,0.04,172.071,1,8,0.04,4,49,7658730
Hansini Kaha Hansini,Akshaya Mohanty|Trupti Das,/artist/akshaya-mohanty|/artist/trupti-das,05:49,Odia,08-04-2021,0.33,0.888,0.098,0.955,-4.234,0.0379,174.004,1,0,0.08,4,90,10711036
Shri Guru Charan - Hanuman Chalisha,Subash Das,/artist/subash-das-1,09:00,Odia,02-03-2013,0.63,0.69,0.18,0.15,-8.827,0.057,175.102,0,10,0.1,4,34,1228916
Jishura Nama,Geeta Das|Others,/artist/geeta-das|/artist/others,03:05,Odia,12-04-2005,0.31,0.77,0.412,0.911,-6.841,0.0125,169.952,1,8,0.04,4,51,6830377
Megha Barasila - Vani Jairam,Vani Jairam,/artist/vani-jayaram,02:58,Odia,09-02-2011,0.71,0.27,0.841,0.611,-4.125,0.009,174.037,0,6,0.097,4,38,2902944
Kala Srimukha Bhajan,Arati Misra,/artist/arati-misra,03:25,Odia,02-04-2021,0.7,0.97,0.622,0.384,-13.459,0.02,173.858,1,9,0.035,4,55,1304776
Na Jaa And Radhika,Raghunath Panigrahi,/artist/raghunath-panigrahi,04:48,Odia,05-03-2005,0.01,0.96,0.758,0.23,-5.319,0.064,174.066,0,4,0.06,4,80,2231268
Kangsara Gharani Padmabati,Fakir Patnaik,/artist/fakir-patnaik-47,02:59,Odia,07-03-2016,0.56,0.978,0.601,0.918,-3.932,0.0976,174.029,0,4,0.05,4,76,5960473
Kahin Gale Shama Ghana,Chittaranjan Jena,/artist/chittaranjan-jena-13,03:05,Odia,08-02-2010,0.74,0.03,0.66,0.812,-13.442,0.08,174.031,0,0,0.008,4,62,5763223
Boita Bandan,Bhikari Bal|Indira Nanda|Sikandar Alam,/artist/bhikari-bal-1|/artist/indira-nanda|/artist/sikandar-alam,06:24,Odia,11-12-2010,0.31,0.673,0.767,0.179,-12.58,0.0957,172.973,0,11,0.05,4,58,3967799
Khola Kholi Prema Heu Aaji Bahare,Akshya Mohanty|Haimanti Shukla,/artist/akshya-mohanty|/artist/haimanti-shukla,04:52,Odia,03-12-2009,0.32,0.66,0.857,0.39,-3.922,0.08,173.972,0,6,0.05,4,79,3127348
Agare Balia Bhai Pachhare Kalia,Fakir Patnaik,/artist/fakir-patnaik-49,03:08,Odia,09-03-2002,0.64,0.697,0.425,0.789,-12.158,0.052,174.027,1,4,0.0894,4,99,8299073
Chik Mik Chik Mik,Akshaya Mohanty|Swarupa Chakravarty,/artist/akshaya-mohanty|/artist/swarupa-chakravarty,04:03,Odia,11-05-2008,0.96,0.63,0.85,0.758,-6.919,0.0957,173.983,1,7,0.06,4,44,10169889
Devjani,Subash Das|Arati Mishra,/artist/subash-das-1|/artist/arati-mishra,04:48,Odia,04-05-2017,0.35,0.016,0.995,0.826,-13.364,0.0472,173.99,1,6,0.0323,4,82,614686
Shankara Shankara,Akshaya Mohanty|Anuradha Paudwal,/artist/akshaya-mohanty|/artist/anuradha-paudwal-2,04:42,Odia,04-11-2022,0.72,0.61,0.849,0.518,-6.108,0.002,174.019,0,11,0.01,4,94,7465499
Aahe Nila Sreela,Raghunath Panigrahi,/artist/raghunath-panigrahi,03:31,Odia,09-04-2012,0.18,0.079,0.093,0.512,-9.035,0.023,173.995,1,1,0.082,4,38,4568724
Ahe Ramahari,Geeta Das,/artist/geeta-das,03:18,Odia,07-03-2006,0.26,0.13,0.559,0.424,-8.991,0.049,175.995,1,0,0.0752,4,40,8958941
Sathire Sathire,Pranab Kishore Patnaik,/artist/pranab-kishore-patnaik,03:18,Odia,12-08-2007,0.32,0.588,0.137,0.991,-12.743,0.0144,173.964,1,1,0.047,4,38,5161135
Madhaba Hey Madhaba,Ira Mohanty,/artist/ira-mohanty,05:29,Odia,08-06-2022,0.03,0.89,0.758,0.894,-7.564,0.01,173.995,0,8,0.0364,4,41,6980698
Om Namah Bhagabate,Sikandar Alam|Vani Jairam,/artist/sikandar-alam|/artist/vani-jayaram,04:45,Odia,06-06-2005,0.89,0.793,0.705,0.616,-8.234,0.02,174.026,0,7,0.0769,4,56,1680398
Krishna He Murari,Sikandar Alam,/artist/sikandar-alam,04:35,Odia,07-12-2012,0.17,0.01,0.059,0.25,-4.334,0.1,174.022,0,4,0.0499,4,73,8644895
Kalia Mahaguru,Unknown,/artist/unknown,05:01,Odia,05-12-2001,0.47,0.63,0.745,0.314,-6.978,0.02,175.074,0,10,0.0184,4,75,7651436
Surabalire,Fakir Patnaik,/artist/fakir-patnaik-52,03:06,Odia,12-02-2013,0.97,0.67,0.436,0.951,-2.523,0.036,173.986,1,1,0.03,4,93,11093646
Baidya Baja Baja,Prafulla Kar,/artist/prafulla-kar,04:14,Odia,06-08-2021,0.31,0.011,0.259,0.959,-11.484,0.088,174.028,0,1,0.0361,4,69,7889033
Muhen Tor Kanya Mahani,Fakir Patnaik,/artist/fakir-patnaik-50,02:03,Odia,11-12-2009,0.04,0.45,0.479,0.703,-5.089,0.046,175.089,0,8,0.055,4,89,5143834
Tiki tiki tiki hue mo,Bani Joyram,/artist/bani-joyram,03:34,Odia,10-04-2013,0.33,0.71,0.032,0.426,-11.616,0.0042,174.005,0,9,0.08,4,43,9110469
Chetanara Rupakara,Bhikari Bal|K. Bhanumati|J. Adeni,/artist/bhikari-bal-1|/artist/k-bhanumati|/artist/j-adeni-1,03:12,Odia,05-01-2008,0.86,0.55,0.413,0.239,-8.876,0.047,171.868,1,1,0.009,4,58,2613888
Nilachale Asi,Sekhar Ghosh,/artist/sekhar-ghosh,03:17,Odia,11-03-2009,0.32,0.082,0.549,0.21,-9.704,0.03,172.998,1,1,0.069,4,30,5381214
Kalia Mo Dehe,Anuradha Paudwal,/artist/anuradha-paudwal-2,04:00,Odia,04-02-2004,0.08,0.35,0.464,0.26,-8.363,0.001,172.017,0,9,0.0708,4,48,9156621
Kahana Auta Katha,Kumudini Mishra|K. Bhanumati,/artist/kumudini-mishra|/artist/k-bhanumati,03:02,Odia,08-02-2016,0.91,0.093,0.393,0.866,-7.56,0.0018,173.943,0,10,0.0948,4,26,10956290
Mangle Aila Usha,Indira Nanda|Sikandar Alam,/artist/indira-nanda|/artist/sikandar-alam,01:13,Odia,05-02-2001,0.32,0.34,0.524,0.399,-13.86,0.09,170.25,0,10,0.078,4,96,9998804
Ahe Dukha Hari,Bhikari Bal|Vani Jairam,/artist/bhikari-bal-1|/artist/vani-jayaram,04:12,Odia,10-06-2010,0.68,0.334,0.24,0.366,-13.315,0.01,174.055,0,9,0.036,4,42,1592772
Prabhu Pada Tale Pronoti Dhale,Nirmal Mishra|Bhikari Bal,/artist/nirmal-mishra|/artist/bhikari-bal-1,03:02,Odia,10-08-2019,0.12,0.97,0.603,0.619,-6.198,0.008,174.017,0,6,0.02,4,88,9576675
Mu Ta Jhia Nuhen,Kavita Krishnamurthy,/artist/kavita-subramaniam,05:00,Odia,06-09-2008,0.15,0.304,0.016,0.283,-12.504,0.02,173.988,1,5,0.04,4,60,10519561
Fatai Khaili Bela,Vijayalaxmi|Prabhasini Rath|Noor Begum|Jagyaseni,/artist/vijayalaxmi|/artist/prabhasini-rath|/artist/noor-begum|/artist/jagyaseni,03:00,Odia,09-08-2012,0.28,0.83,0.863,0.114,-7.286,0.068,173.937,0,7,0.0419,4,84,5659113
Kaudi Khaira Khela,Unknown,/artist/unknown,07:06,Odia,04-04-2007,0.1,0.844,0.975,0.462,-4.166,0.07,174.028,1,0,0.06,4,52,8347945
Priye Chare Sile,Bhikari Bal,/artist/bhikari-bal-1,03:00,Odia,11-11-2000,0.1,0.42,0.144,0.459,-4.163,0.088,174.02,1,9,0.09,4,65,7866852
Hayre Hay,Vani Jairam|Chittaranjan Jena,/artist/vani-jayaram|/artist/chittaranjan-jena-13,05:07,Odia,02-11-2020,0.47,0.05,0.361,0.263,-8.422,0.0529,173.958,0,9,0.0875,4,50,537376
Dekhi Se Banamalli,Chittaranjan Jena|P. Susheela,/artist/chittaranjan-jena-13|/artist/p-suseela-2,03:01,Odia,11-02-2023,0.07,0.52,0.713,0.905,-12.858,0.059,174.017,0,4,0.014,4,76,6880502
Hansuchhi Abala Khai,Unknown,/artist/unknown,04:59,Odia,10-03-2015,0.96,0.129,0.329,0.278,-13.164,0.07,174.014,1,0,0.014,4,98,7466694
Thaka Mana Chala Jiba,Balakrishna Das,/artist/balakrishna-das,03:48,Odia,11-06-2007,0.02,0.8,0.741,0.098,-11.14,0.024,174.032,1,1,0.0963,4,81,5266636
Gotie Singha Duaara,Sourav Nayak,/artist/sourav-nayak,04:25,Odia,08-07-2002,0.81,0.14,0.318,0.331,-13.713,0.01,173.977,1,0,0.068,4,99,10075075
Kalia Tu Kapatia,Anuradha Paudwal,/artist/anuradha-paudwal-2,05:07,Odia,08-05-2004,0.3,0.72,0.983,0.581,-7.636,0.0273,175,1,1,0.0034,4,86,8570218
Janha Oothi Thiba,Trupti Das|Debasis Mahapatro,/artist/trupti-das|/artist/debasis-mahapatro,03:00,Odia,05-03-2009,0.62,0.501,0.232,0.414,-7.256,0.028,174.824,1,5,0.063,4,56,8034553
