song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Tare Ami Chokhe Dekhini,Kishore Kumar,/artist/kishore-kumar,03:08,Bengali,02-07-2010,0.07,0.39,0.124,0.733,-8.649,0.08,149.983,0,10,0.02,4,94,1646936
Aamar Bhalobasar Rajprasade,Manna Dey,/artist/manna-dey,03:36,Bengali,05-09-2012,0.89,0.09,0.099,0.927,-2.691,0.05,153,0,6,0.0248,4,91,7089819
Aaj Milan Tithir Purnima Chand,Kishore Kumar,/artist/kishore-kumar,04:22,Bengali,03-03-2012,0.91,0.03,0.492,0.888,-6.078,0.022,149.953,0,5,0.1,4,32,408314
Jakhan Keu Amake Pagol Bale,Manna Dey,/artist/manna-dey,06:38,Bengali,03-11-2012,1,0.087,0.837,0.637,-2.736,0.03,149.948,1,5,0.0694,4,96,10264405
Coffee Houser Sei Addata Aaj Aar Nei,Manna Dey,/artist/manna-dey,06:26,Bengali,03-05-2010,0.96,0.58,0.913,0.422,-10.165,0.088,150.133,1,1,0.06,4,58,11366717
Chokher Jaler Hoyna Kono Rang,Kishore Kumar,/artist/kishore-kumar,04:28,Bengali,10-09-2007,0.46,0.462,0.374,0.149,-11.128,0.09,155.028,0,1,0.041,4,81,6295285
Chirodini Tumi Je Aamar- Male,Kishore Kumar,/artist/kishore-kumar,07:11,Bengali,01-08-2023,0.4,0.92,0.873,0.408,-12.666,0.097,150.358,0,0,0.04,4,98,11029714
Jani Tomar Premer Jogyo Ami To Noi,Manna Dey,/artist/manna-dey,03:26,Bengali,11-01-2020,0.95,0.711,0.173,0.208,-2.32,0.074,149.7,1,9,0.018,4,79,4051640
Bandhagharer Andhakare,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:32,Bengali,04-11-2023,0.99,0.12,0.018,0.479,-10.376,0.02,155.102,0,6,0.096,4,44,1938534
O Chand Samle Rakho Jochhnake,Manna Dey,/artist/manna-dey,03:11,Bengali,12-05-2006,0.54,0.973,0.383,0.48,-5.814,0.008,149.98,0,9,0.0946,4,88,9680924
Na Na Na Kachhe Esona,Asha Bhosle|S. P. Balasubrahmanyam,/artist/asha-bhosle-1|/artist/s-p-balasubrahamanyam,05:05,Bengali,06-11-2018,0.42,0.97,0.2,0.624,-2.053,0.0477,149.798,0,11,0.01,4,39,10344306
Sundari Go Dohai Dohai,Manna Dey,/artist/manna-dey,03:18,Bengali,05-02-2021,0.39,0.224,0.719,0.177,-9.447,0.02,155.02,0,8,0.028,4,59,5610425
Asha Chhilo Bhalobasa Chhilo,Kishore Kumar,/artist/kishore-kumar,04:12,Bengali,01-05-2017,0.4,0.82,0.687,0.598,-5.808,0.07,149.975,0,9,0.084,4,71,6643496
Hoyto Amake Karo Mone,Kishore Kumar,/artist/kishore-kumar,03:49,Bengali,05-08-2021,0.65,0.956,0.761,0.172,-4.282,0.066,149.953,0,9,0.0838,4,41,1448851
Mone Porle,Arijit Singh,/artist/arijit-singh,06:12,Bengali,06-01-2020,0.03,0.18,0.479,0.557,-6.576,0.041,149.546,0,9,0.06,4,58,3092366
Gunjane Dole Je Bhramar,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,04:15,Bengali,02-09-2015,0.25,0.738,0.069,0.472,-11.864,0.0218,149.939,0,0,0.0807,4,99,1315546
Phulkali Re Phulkali,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,05:19,Bengali,11-03-2009,0.35,0.58,0.621,0.323,-11.326,0.072,149.696,0,10,0.07,4,29,7528169
Keno Re Tui Chorli,Kishore Kumar,/artist/kishore-kumar,02:30,Bengali,04-02-2022,0.26,0.465,0.389,0.916,-12.629,0.0972,149.894,0,6,0.056,4,40,5828642
"Rangini Kato Mon, Mon Dite Chay",Manna Dey,/artist/manna-dey,03:13,Bengali,02-11-2003,0.21,0.88,0.553,0.478,-5.604,0.09,154.992,1,9,0.07,4,56,10916247
Bolchi Tomar Kane Kane- Female,Lata Mangeshkar,/artist/lata-mangeshkar,07:01,Bengali,12-08-2002,0.9,0.858,0.41,0.365,-3.452,0.033,147.952,0,0,0.068,4,39,10235811
Din Khon Mapa Ache,Arijit Singh,/artist/arijit-singh,05:32,Bengali,08-12-2018,0.43,0.61,0.035,0.396,-4.161,0.1,149.896,1,2,0,4,73,8645734
Lalita Go Oke Aaj Chole Jete Bal Na,Manna Dey,/artist/manna-dey,03:21,Bengali,02-12-2005,0.67,0.155,0.799,0.804,-12.324,0.08,149.925,1,6,0.03,4,81,2567269
Prithibi Bodle Gechhe,Kishore Kumar,/artist/kishore-kumar,03:31,Bengali,05-08-2013,0.6,0.54,0.775,0.179,-2.942,0.056,154.195,1,2,0.06,4,46,1942229
Ek Tanete Jemon Temon,Kishore Kumar|Swapan Chakraborty,/artist/kishore-kumar|/artist/swapan-chakraborty,04:48,Bengali,10-05-2011,0.25,0.207,0.669,0.05,-3.674,0.016,150.602,0,11,0.087,4,85,4027878
Aaj Theke Aar Bhalobasar,Kishore Kumar,/artist/kishore-kumar,03:19,Bengali,02-07-2006,0.12,0.43,0.557,0.559,-4.424,0.067,149.922,1,8,0.01,4,42,4704168
Hridayer Gaan Shikhe To Gaay Go Sabai,Manna Dey,/artist/manna-dey,03:02,Bengali,12-03-2014,0.76,0.079,0.79,0.818,-2.769,0.05,147.827,1,1,0.0454,4,98,9320073
E Gaane Prajapati (Stereo),Sandhya Mukherjee,/artist/sandhya-mukherjee,03:24,Bengali,05-01-2020,0.65,0.47,0.573,0.1,-7.312,0.031,152.021,1,4,0.046,4,82,6933146
Chhero Na Chhero Na Haath,Kishore Kumar|Sabina Yasmeen,/artist/kishore-kumar|/artist/sabina-yasmeen,04:55,Bengali,07-11-2014,0.66,0.003,0.362,0.598,-2.504,0.1,149.493,0,0,0.04,4,82,5993670
Ami Cheye Cheye Dekhi,Shyamal Mitra,/artist/shyamal-mitra,03:14,Bengali,03-07-2006,0.48,0.68,0.687,0.566,-6.424,0.04,150.012,0,5,0.003,4,65,674484
Dole Dodul Dole Jhulana,Manabendra Mukherjee|Shyamal Mitra,/artist/manabendra-mukherjee|/artist/shyamal-mitra,03:07,Bengali,04-09-2002,0.02,0.145,0.101,0.358,-8.127,0.0439,155.66,1,2,0.07,4,87,2474437
Tomay Porechhe Mone,Kishore Kumar,/artist/kishore-kumar,03:23,Bengali,10-08-2002,0.74,0.62,0.863,0.61,-6.609,0.02,149.981,0,0,0.0763,4,32,3450978
Mangaldeep Jwele (Part 1),Lata Mangeshkar|Others,/artist/lata-mangeshkar|/artist/others,05:09,Bengali,10-03-2012,0.68,0.293,0.877,0.854,-5.494,0.09,149.975,1,7,0.0557,4,61,3614974
Shono Mon Boli Tomay,R. D. Burman,/artist/r-d-burman,03:11,Bengali,02-03-2007,0.99,0.03,0.074,0.697,-5.875,0,151.984,0,11,0.0472,4,53,3953787
Tora Je Ja Bolish,Debabrata Biswas,/artist/debabrata-biswas,02:38,Bengali,08-02-2006,0.42,0.229,0.604,0.675,-11.681,0.08,149.936,0,10,0.1,4,54,9598841
Chirodini Tumi Je Aamar- Female,Asha Bhosle,/artist/asha-bhosle-1,07:09,Bengali,09-04-2007,0.24,0.65,0.099,0.002,-10.258,0.0542,150.111,0,11,0.094,4,87,1369672
Aamar Swapna Je,Lata Mangeshkar|Kishore Kumar,/artist/lata-mangeshkar|/artist/kishore-kumar,07:28,Bengali,12-04-2005,0.39,0.833,0.423,0.563,-8.836,0.0169,149.988,1,6,0.01,4,92,9999185
Ka Phonta Chokher Jal Phelechho,Manna Dey,/artist/manna-dey,03:21,Bengali,06-04-2015,0.65,0.54,0.559,0.181,-10.037,0.086,150.111,0,11,0.044,4,89,1619774
Katoi Ranga Dekhi Duniyay,Amar Pal,/artist/amar-pal,01:56,Bengali,06-08-2006,0.92,0.345,0.01,0.326,-12.581,0.09,150.009,0,2,0.0951,4,78,1379693
Bhalo Bashi Bhalo Bashi,Amit Kumar|Kavita Krishnamurthy,/artist/amit-kumar|/artist/kavita-subramaniam,05:00,Bengali,08-10-2000,0.22,0.73,0.402,0.21,-7.03,0.07,149.988,0,1,0.08,4,90,5371375
Sandhya Belay Tumi Ami,Asha Bhosle,/artist/asha-bhosle-1,03:03,Bengali,05-10-2011,0.68,0.479,0.823,0.27,-13.465,0.0715,149.988,0,11,0.08,4,42,3390543
Chole Jete Jete Din,Lata Mangeshkar,/artist/lata-mangeshkar,03:19,Bengali,09-03-2017,0.22,0.4,0.823,0.794,-9.566,0.021,150.061,1,0,0.061,4,91,8089942
Bulbul Pakhi Maiana,Antara Chwdhury,/artist/antara-chwdhury,03:23,Bengali,10-06-2014,0.86,0.132,0.397,0.745,-13.171,0.056,149.999,1,5,0.052,4,40,1005765
Janmadin,Kishore Kumar,/artist/kishore-kumar,03:33,Bengali,03-05-2005,0.3,0.95,0.339,0.94,-3.454,0.089,150.017,1,0,0.046,4,93,2396722
Ami Jamini Tumi Shashi Hey,Manna Dey,/artist/manna-dey,03:16,Bengali,08-02-2013,0.87,0.828,0.885,0.649,-4.159,0.01,149.906,0,5,0.0389,4,42,260818
Ami Taar Thikana Rakhini,Manna Dey,/artist/manna-dey,03:18,Bengali,12-10-2023,0.92,0.13,0.56,0.577,-13.901,0.074,149.896,0,0,0.063,4,47,1674779
Aar Ki Tomay Chharchhi,Asha Bhosle|R. D. Burman,/artist/asha-bhosle-1|/artist/r-d-burman,04:09,Bengali,03-04-2015,0.02,0.387,0.894,0.365,-6.24,0.035,150.05,0,5,0.09,4,45,7988103
Bom Bhole,Kishore Kumar,/artist/kishore-kumar,03:55,Bengali,03-08-2022,0.63,0.11,0.49,0.546,-7.87,0.0244,149.908,0,9,0.012,4,47,8394
Gahan Megher Chhaya Ghanay,Manna Dey,/artist/manna-dey,03:26,Bengali,01-10-2016,0.65,0.7,0.632,0.694,-13.932,0.073,150.028,1,1,0.021,4,29,5375036
Kato Naree Achhe E Gokule,Asha Bhosle|Kishore Kumar|Tanuja,/artist/asha-bhosle-1|/artist/kishore-kumar|/artist/tanuja,02:36,Bengali,07-10-2016,0.72,0.03,0.34,0.147,-7.663,0.088,150.004,0,1,0.0309,4,58,8078786
Karo Keu Naiko Aami,Kishore Kumar,/artist/kishore-kumar,04:46,Bengali,10-03-2020,0.01,0.714,0.312,0.349,-7.563,0.006,150.024,0,11,0.085,4,53,10255838
Balo Ki Achhe Go,R. D. Burman,/artist/r-d-burman,03:15,Bengali,07-04-2004,0.23,0.23,0.062,0.289,-9.342,0.03,149.95,0,2,0.0623,4,35,2662134
Ami Gaan Shonabo,Hemant Kumar,/artist/hemanta-mukherjee,03:04,Bengali,07-02-2013,0.02,0.953,0.828,0.261,-12.767,0.013,150.032,0,5,0.0099,4,95,8803988
Na Mon Lage Na,Lata Mangeshkar,/artist/lata-mangeshkar,03:15,Bengali,06-05-2013,0.28,0.51,0.027,0.398,-11.443,0.0578,150.058,0,11,0.03,4,71,8954852
Najar Diyo Na,Kishore Kumar,/artist/kishore-kumar,04:59,Bengali,05-12-2019,0.01,0.776,0.219,0.018,-2.709,0.05,150.038,1,8,0.08,4,73,4465925
Mon Janala Khule Dena,Kishore Kumar,/artist/kishore-kumar,03:24,Bengali,01-03-2020,0.76,0.53,0.067,0.922,-6.426,0.03,150.02,0,10,0.02,4,34,9428550
Pora Banshi Shunle E Mon,Asha Bhosle,/artist/asha-bhosle-1,03:27,Bengali,07-08-2016,0.52,0.963,0.366,0.761,-11.174,0.0894,148.356,0,11,0.0525,4,35,3555964
Amar Deep Nebhano Raat,Kishore Kumar,/artist/kishore-kumar,03:28,Bengali,08-05-2006,0.03,0.45,0.524,0.381,-5.92,0.005,149.946,0,8,0.07,4,67,2791156
O Mor Moyna Go,Lata Mangeshkar,/artist/lata-mangeshkar,03:24,Bengali,09-11-2006,0.23,0.751,0.641,0.762,-2.411,0.1,155.069,0,11,0.05,4,36,5723145
Abhimane Chole Jeo Na,Manna Dey,/artist/manna-dey,03:17,Bengali,08-04-2020,0.58,0.98,0.125,0.457,-9.259,0.03,157.644,0,9,0.0169,4,52,2069820
Prem Baro Madhur,Kishore Kumar,/artist/kishore-kumar,05:15,Bengali,12-09-2012,0.99,0.215,0,0.047,-2.94,0.0473,150.051,0,9,0.065,4,84,4312537
Na Na Na Aaj Raate Aar,Manna Dey,/artist/manna-dey,03:29,Bengali,05-08-2022,0.03,0.7,0.001,0.932,-8.218,0.0547,155.044,1,8,0.06,4,73,8443752
Sedino Akashe Chhilo Kato Tara,Kishore Kumar,/artist/kishore-kumar,03:21,Bengali,08-11-2006,0.83,0.552,0.965,0.828,-7.822,0.0575,150.013,0,9,0.0892,4,66,2562026
Bhuter Raja Dilo Bor,Anup Ghoshal|Rabi Ghosh,/artist/anup-ghoshal-1|/artist/rabi-ghosh,02:22,Bengali,07-12-2004,0.92,0.68,0.117,0.486,-7.622,0.091,150.055,1,6,0.031,4,65,8225154
Naam Amar Kishore Kumar Ganguly,Kishore Kumar,/artist/kishore-kumar,06:46,Bengali,06-03-2009,0.64,0.314,0.913,0.337,-6.513,0.0528,149.98,0,5,0.095,4,75,8908889
Bhoy Dekhas Na (Male) Voice & Guitars,Arijit Singh,/artist/arijit-singh,06:31,Bengali,02-12-2017,0.89,0.65,0.039,0.362,-11.053,0.059,150.055,0,4,0.033,4,29,10936079
Hoyto Tomari Janya,Manna Dey,/artist/manna-dey,03:17,Bengali,03-02-2016,0.71,0.906,0.607,0.005,-10.101,0.0056,150.372,0,0,0.095,4,89,3874260
Piya Bholo Abhimaan,Ajoy Chakrabarty,/artist/ajoy-chakrabarty,06:37,Bengali,11-03-2014,0.98,0.55,0.106,0.906,-12.692,0.078,150.028,1,9,0.05,4,40,6980919
Ami Nei Ami Nei,Kishore Kumar,/artist/kishore-kumar,03:22,Bengali,06-02-2003,0.58,0.851,0.743,0.415,-6.302,0.0696,149.992,0,10,0.077,4,82,11153495
Shono Mon Boli Tomay,R. D. Burman,/artist/r-d-burman,03:11,Bengali,04-08-2001,0.46,0.5,0.7,0.544,-7.668,0.01,150.129,1,1,0.013,4,66,10850184
Hai Hai Ki Herilam,Utpalendu Chowdhury,/artist/utpalendu-chowdhury,03:16,Bengali,05-05-2015,0.71,0.789,0.949,0.79,-2.168,0.03,155.094,0,5,0.09,4,83,4238392
Kolkata Kolkata,Bappi Lahiri,/artist/bappi-lahiri,04:12,Bengali,02-01-2023,0.65,0.88,0.583,0.165,-13.511,0.082,154.949,1,6,0.087,4,41,4694071
Gharete Bhramar Elo Gunguniye,Arundhati Holme Chowdhury,/artist/arundhati-holme-chowdhury,03:07,Bengali,08-09-2020,0.53,0.254,0.266,0.153,-6.735,0.0712,149.713,0,8,0.06,4,83,5498721
Mor Bhabanare Ki Haoway Matalo,Hemant Kumar,/artist/hemanta-mukherjee,02:24,Bengali,11-02-2009,0.47,0.58,0.045,0.827,-10.087,0.0375,150.093,1,9,0.055,4,53,10531605
Ami Ek Jajabar,Bhupen Hazarika,/artist/dr-bhupen-hazarika-2,03:05,Bengali,12-03-2010,0.92,0.466,0.153,0.613,-9.27,0.0569,149.969,0,1,0.077,4,40,2710417
Dekhore Nayan Melay,Anup Ghoshal,/artist/anup-ghoshal-1,01:55,Bengali,11-05-2012,0.79,0.3,0.638,0.895,-4.865,0.056,155.129,0,7,0.0385,4,88,8768679
Ek Je Chhilo Raja,Anup Ghoshal|Rabi Ghosh,/artist/anup-ghoshal-1|/artist/rabi-ghosh,02:45,Bengali,12-12-2015,0.36,0.921,0.025,0.393,-4.612,0.0393,149.928,0,11,0.057,4,64,642859
Ei Meghla Dine Ekla,Hemant Kumar,/artist/hemanta-mukherjee,02:49,Bengali,07-04-2000,0.68,0.55,0.523,0.349,-12.763,0.01,152.968,0,6,0.0285,4,53,1737564
Ami Pathbhola Ek Pathik Esechhi (Duet),Kanika Banerjee|Suchitra Mitra|Hemant Kumar,/artist/kanika-banerjee|/artist/suchitra-mitra|/artist/hemanta-mukherjee,03:13,Bengali,06-04-2011,0.23,0.481,0.276,0.252,-12.933,0.06,149.928,1,1,0.0949,4,65,3714320
Shudhu Bhalobasha Diye,Hemant Kumar,/artist/hemanta-mukherjee,03:28,Bengali,04-01-2015,0.5,0.73,0.992,0.52,-8.591,0.038,154.895,0,10,0.036,4,62,941333
Deke Deke Kato,R. D. Burman,/artist/r-d-burman,03:06,Bengali,05-04-2014,0.53,0.396,0.289,0.91,-7.75,0.098,150.021,0,5,0.08,4,40,5142520
Manush Manusher Jannya,Bhupen Hazarika,/artist/dr-bhupen-hazarika-2,03:02,Bengali,11-01-2014,0.29,0.63,0.828,0.607,-3.182,0.0705,149.942,1,1,0.0824,4,75,9644508
Aha Ki Ananda,Anup Ghoshal,/artist/anup-ghoshal-1,02:53,Bengali,09-02-2006,0.3,0.48,0.176,0.651,-2.785,0.019,150.018,0,0,0.0497,4,90,11165988
Darjeeling Jatra,R. D. Burman,/artist/r-d-burman,03:08,Bengali,10-10-2015,0.59,0.2,0.846,0.713,-8.279,0.09,147.883,0,3,0.09,4,66,4035626
Moner Manush :- (Mon Jakhan Jagli Nare and Milan Habe Kata Dine),Dohar,/artist/dohar,07:18,Bengali,12-03-2021,0.17,0.328,0.984,0.755,-12.271,0.02,154.957,0,6,0.0993,4,62,972403
Katha Diye Ele Na,Asha Bhosle,/artist/asha-bhosle-1,03:35,Bengali,08-06-2018,0.97,0.88,0.264,0.573,-12.244,0.08,150.041,0,9,0.0775,4,79,237383
Amar Shilpi Tumi Kishore Kumar,Kumar Sanu,/artist/kumar-sanu,06:00,Bengali,06-12-2018,0.53,0.089,0.857,0.425,-8.694,0.041,149.868,1,7,0.01,4,41,7981068
Champa Chameli Golaperi Baage,Manna Dey|Sandhya Mukherjee,/artist/manna-dey|/artist/sandhya-mukherjee,03:11,Bengali,12-11-2012,0.64,0.98,0.661,0.049,-8.392,0.0488,154.977,0,1,0.099,4,92,6148094
Nishidin Nishidin,Lata Mangeshkar,/artist/lata-mangeshkar,03:11,Bengali,06-02-2004,0.09,0.666,0.709,0.775,-6.939,0.059,154.941,0,9,0.074,4,88,7469435
Jete Jete Pathe Holo,R. D. Burman,/artist/r-d-burman,03:07,Bengali,11-01-2012,0.74,0.54,0.1,0.87,-6.107,0.085,149.967,1,2,0.077,4,30,8113992
Saat Bhai Champa Jagore,Lata Mangeshkar,/artist/lata-mangeshkar,03:23,Bengali,01-12-2019,0.23,0.534,0.49,0.385,-12.973,0.0472,150.08,0,0,0.05,4,88,2116286
Antabihin Kate Na Aar Jeno (Baro Shunya Shunya),Lata Mangeshkar,/artist/lata-mangeshkar,03:18,Bengali,07-10-2009,0.9,0.87,0.201,0.077,-5.204,0.09,155.121,1,7,0.0977,4,48,10759422
Ei Mom Jochhonay Ango Bhijiye,Aarti Mukherji,/artist/aarti-mukherji,03:28,Bengali,11-08-2005,0.81,0.038,0.039,0.024,-3.887,0.06,155.019,0,1,0.07,4,65,3607591
Tomar Pujar Chhaley,Debabrata Biswas,/artist/debabrata-biswas,03:06,Bengali,10-04-2017,0.94,0.42,0.522,0.107,-7.652,0.09,149.885,0,9,0.0102,4,81,2474224
Tomate Amate Dekha Hoyechhilo,R. D. Burman,/artist/r-d-burman,02:54,Bengali,11-10-2022,0.01,0.503,0.883,0.721,-13.699,0.04,149.918,0,5,0.09,4,31,8257669
Jete Jete Pathe Holo,R. D. Burman,/artist/r-d-burman,03:07,Bengali,01-02-2021,0.65,0.46,0.783,0.885,-3.744,0.09,150.005,0,0,0.0281,4,89,266106
Ei Sundar Swarnali Sandhaye,Geeta Dutt,/artist/geeta-dutt,03:25,Bengali,12-03-2011,0.54,0.397,0.403,0.852,-6.356,0,149.988,1,5,0.02,4,63,935682
Mayur Aakaash,Bappi Lahiri,/artist/bappi-lahiri,03:08,Bengali,04-06-2009,0.74,0.39,0.863,0.909,-13.81,0.0348,155.007,1,6,0.0176,4,44,6067375
Olir Katha Shune Bakul Hase,Hemant Kumar,/artist/hemanta-mukherjee,03:02,Bengali,12-09-2005,0.1,0.339,0.28,0.088,-11.904,0.0276,150.05,0,0,0.0629,4,63,5393401
Aebar Pujoye Chaaye,Alka Yagnik,/artist/alka-yagnik,05:22,Bengali,09-05-2004,0.18,0.28,0.386,0.245,-2.045,0.03,150.147,1,7,0.0616,4,31,6183198
Jani Na Aaj Je Apon,Asha Bhosle,/artist/asha-bhosle-1,02:42,Bengali,04-05-2020,0.82,0.16,0.766,0.897,-7.756,0.1,155.017,1,5,0.09,4,93,8128927
Takhon Tomar Ekush Bachhar,Aarti Mukherji,/artist/aarti-mukherji,03:22,Bengali,08-09-2020,0.46,0.57,0.633,0.657,-6.741,0.0139,150.014,0,10,0.01,4,99,729043
Nagor Amar Kancha Peerit,Asha Bhosle|Shailender Singh,/artist/asha-bhosle-1|/artist/shailender-singh,04:42,Bengali,03-09-2012,0.7,0.633,0.113,0.974,-2.527,0.06,150.044,1,0,0.055,4,58,7584955
Oi Dustu Chokher Mishti Hasi,Sandhya Mukherjee|Hemant Kumar,/artist/sandhya-mukherjee|/artist/hemanta-mukherjee,03:04,Bengali,11-02-2001,0.26,0.83,0.521,0.915,-3.411,0.0203,149.997,0,9,0.064,4,70,602772
Mor Bina Othe Kon Sure Baji,Swagatalakshmi Dasgupta,/artist/swagatalakshmi-dasgupta,03:42,Bengali,09-03-2016,0.61,0.514,0.883,0.002,-6.136,0.007,153.994,1,7,0.0676,4,63,4764056
Phire Eso Anuradha,R. D. Burman,/artist/r-d-burman,03:23,Bengali,10-07-2008,0.28,0.41,0.532,0.59,-10.092,0.031,150.033,0,1,0.0257,4,97,1177452
Sajani Go Premer Katha,R. D. Burman,/artist/r-d-burman,03:28,Bengali,04-11-2007,0.88,0.258,0.143,0.393,-10.341,0.0031,149.951,0,8,0.038,4,26,2976878
Jete Dao Amay Dekona,Asha Bhosle,/artist/asha-bhosle-1,03:09,Bengali,12-12-2005,0.17,0.81,0.72,0.976,-8.591,0.01,149.906,1,5,0.04,4,39,4694664
Jibane Ki Pabo Na,Manna Dey,/artist/manna-dey,03:13,Bengali,10-03-2001,0.62,0.047,0.868,0.154,-12.125,0.03,149.958,0,9,0.03,4,84,10115757
Tolo Chhinnabeena,Asha Bhosle,/artist/asha-bhosle-1,05:13,Bengali,08-05-2009,0.51,0.25,0.657,0.05,-11.532,0.072,150.106,0,5,0.07,4,45,5883002
Kalo Meyer Payer Tolaaye,Panna Lal Bhattacharjee,/artist/panna-lal-bhattacharjee,03:13,Bengali,11-01-2007,0.01,0.208,0.037,0.083,-3.723,0.04,149.99,0,6,0.0794,4,27,4880956
O Amar Sajani Go,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,06:18,Bengali,08-06-2009,0.09,0.46,0.208,0.733,-10.874,0.036,149.827,0,6,0.02,4,68,9393986
Chhande Chhande Gaane Gaane,Asha Bhosle,/artist/asha-bhosle-1,03:33,Bengali,10-11-2021,0.09,0.804,0.031,0.322,-6.887,0.055,149.989,1,3,0.05,4,45,1655430
Badhu Kon Alo (Part 1),Arundhati Holme Chowdhury,/artist/arundhati-holme-chowdhury,05:02,Bengali,07-08-2003,0.47,0.05,0.512,0.59,-8.438,0.0869,149.878,1,5,0.019,4,36,974376
Eshe Hirok Deshe,Anup Ghoshal,/artist/anup-ghoshal-1,02:55,Bengali,12-02-2008,0.36,0.752,0.582,0.976,-13.524,0.055,150.032,0,7,0.0669,4,76,2979131
Jana - Gana - Mana - Orchestra,Akashvani Vadya Vrinda,/artist/akashvani-vadya-vrinda,00:55,Bengali,04-06-2005,0.19,0.89,0.145,0.551,-3.597,0.06,155.051,0,11,0.039,4,90,8206530
O Tui Nayan Pakhi Amar Re,Lata Mangeshkar,/artist/lata-mangeshkar,03:16,Bengali,11-07-2012,0.71,0.733,0.214,0.216,-8.503,0.0792,149.907,1,4,0.0025,4,47,2835944
Aasbo Aar Ekdin Aaj Jai,Asha Bhosle,/artist/asha-bhosle-1,02:52,Bengali,10-06-2006,0.14,0.47,0.622,0.553,-5.333,0.07,149.827,0,9,0.0813,4,63,3123744
Chokhe Chokhe Katha Balo,Asha Bhosle,/artist/asha-bhosle-1,03:26,Bengali,10-06-2009,0.55,0.053,0.432,0.821,-7.136,0.03,147.968,1,1,0.03,4,89,3580618
