song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Baba Ramdev,Moti Lal Bohra|Anand Kaur Bohra|Shobha Purohit|Gopal Lal Vohra|Shamim Khan,/artist/moti-lal-bohra|/artist/anand-kaur-bohra-1|/artist/shobha-purohit|/artist/gopal-lal-vohra|/artist/shamim-khan,05:59,Rajasthani,11-07-2006,0.81,0.109,0.468,0.599,-8.053,0.0767,191.942,1,10,0.07,4,41,4100213
Vaishnav Jan To,Suresh Wadkar,/artist/suresh-wadkar,04:00,Rajasthani,03-01-2018,0.77,0.89,0.346,0.28,-12.714,0.0852,129.98,1,5,0.0903,4,95,10369897
Soowatia,Shmim Khan,/artist/shmim-khan-1,03:22,Rajasthani,02-02-2019,0.33,0.317,0.777,0.945,-11.403,0.049,160.042,1,6,0.032,4,71,5824180
Bana Re Baga Main,Shilpi Mathur|Sanjay Raizada|Sarsthi Mathur,/artist/shilpi-mathur|/artist/sanjay-raizada|/artist/sarsthi-mathur,05:09,Rajasthani,12-04-2010,1,0.98,0.673,0.22,-8.286,0.08,165.917,0,2,0.0652,4,41,8787760
Ghumar Ghumar Ghar Aave,Mehdi Hassan,/artist/mehdi-hassan,08:08,Rajasthani,04-02-2000,0.56,0.456,0.258,0.33,-4.869,0.05,122.214,0,11,0.021,4,96,1120012
Mahavir Hanuman Ji,Urmila Khanna|Chunni Jaipuri|Mehrunissa|Mohan Singh Itawa|Tej Karan Rao|Hunuman Sahai|Kalyan Sahai Sharma,/artist/urmila-khanna|/artist/chunni-jaipuri-3|/artist/mehrunissa-1|/artist/mohan-singh-itawa|/artist/tej-karan-rao|/artist/hunuman-sahai|/artist/kalyan-sahai-sharma,03:17,Rajasthani,03-09-2002,0.46,0.4,0.524,0.96,-7.315,0.0974,109.891,0,5,0.0418,4,27,6026191
Biro Jee Aaya Bharan,Anuradha Paudwal,/artist/anuradha-paudwal-2,04:00,Rajasthani,10-01-2020,0.69,0.23,0.877,0.96,-4.625,0.06,118.917,0,4,0.01,4,61,304290
Rupeeda,Khiya Ram|Prabhati,/artist/khiya-ram|/artist/prabhati,02:03,Rajasthani,12-08-2010,0.63,0.37,0.201,0.6,-10.021,0.0527,203.234,1,11,0.08,4,59,1956925
Natwar Naagar,Anand Kumar,/artist/anand-kumar,02:00,Rajasthani,12-05-2010,0.54,0.853,0.709,0.737,-4.826,0.0708,130.877,1,9,0.0928,4,51,7128148
Kesariya Balam,Allah Jilai Bai,/artist/allah-jilai-bai,06:38,Rajasthani,06-01-2007,0.88,0.22,0.918,0.61,-7.426,0.0599,147.873,1,3,0.0151,4,88,8422375
Piya Ki Najar Mhare Kajal Men,Rajni Pandey,/artist/rajni-pandey,03:42,Rajasthani,11-03-2008,0.54,0.969,0.188,0.04,-3.657,0,177.806,1,10,0.0475,4,81,698299
Choti See Umar,Anuradha Paudwal|Shabbir Kumar|Saathi,/artist/anuradha-paudwal-2|/artist/shabbir-kumar|/artist/saathi,07:00,Rajasthani,09-09-2020,0.75,0.66,0.095,0.2,-6.997,0.0652,160.139,1,4,0.01,4,87,8827194
Bhomiaji,Kavi Bhagwan Sahai Sen|Party,/artist/kavi-bhagwan-sahai-sen|/artist/party,03:35,Rajasthani,07-04-2018,0.42,0.098,0.018,0.059,-10.434,0.0194,165.394,1,6,0.09,4,76,5032462
Aaja Shaam Hone Aaee - Duet,Alka Yagnik|Sameer Date,/artist/alka-yagnik|/artist/sameer-date,04:43,Rajasthani,05-09-2011,0.94,0.51,0.27,0.64,-13.243,0.09,204.256,1,2,0,4,99,877190
Khamma Khamma,Mahendra Kapoor,/artist/mahendra-kapoor,05:22,Rajasthani,06-09-2005,0.47,0.656,0.499,0.533,-8.094,0.08,152.974,1,6,0.0922,4,36,10613591
Ude Re Mahari Chirakli,Parmar|Parman,/artist/parmar|/artist/parman-1,03:49,Rajasthani,08-03-2023,0.3,0.05,0.074,0.17,-4.312,0.022,120.012,1,7,0.074,4,84,11287126
Helo Suno Rama Peerji,Badruddin|Ikram Rajasthani|Mohan Singh|Parveen Mirza|Rehana Mirza|Moti Lal Bohra|Chunni Jaipuri,/artist/badruddin|/artist/ikram-rajasthani|/artist/mohan-singh|/artist/parveen-mirza|/artist/rehana-mirza|/artist/moti-lal-bohra|/artist/chunni-jaipuri-8,05:24,Rajasthani,04-09-2003,0.03,0.307,0.985,0.491,-11.352,0.023,141.284,1,4,0.0922,4,97,10763945
Bai Sara Beera,Allah Jilai Bai,/artist/allah-jilai-bai,04:52,Rajasthani,04-02-2007,0.18,0.61,0.17,0.83,-3.827,0.06,130.813,1,0,0.0616,4,56,2057295
Roomal,Bachu Khan|Idu Khan|Kohinoor,/artist/bachu-khan|/artist/idu-khan|/artist/kohinoor,03:35,Rajasthani,10-03-2014,0.75,0.602,0.717,0.522,-12.413,0.069,109.852,0,6,0.03,4,76,8774059
Banna Re Bagan Main,Suresh Wadkar|Saraswati Devi,/artist/suresh-wadkar|/artist/saraswati-devi,04:00,Rajasthani,06-08-2010,0.5,0.19,0.175,0.62,-4.621,0.075,203.986,1,5,0.028,4,95,369618
Kanahiya Pyara Daras Dikha,Suresh Wadkar,/artist/suresh-wadkar,05:00,Rajasthani,04-07-2007,0.82,0.013,0.163,0.581,-7.902,0.0687,141.971,1,4,0.0218,4,66,11320476
Dhak Dhak Hove Chhe,Aruna Sharma|Ikram Rajasthani,/artist/aruna-sharma|/artist/ikram-rajasthani,05:00,Rajasthani,01-02-2010,0.73,0.5,0.3,0.32,-2.842,0.08,166.065,1,1,0.05,4,75,5816699
Helo Maaro Sunle,Jai Shree Shiv Ram,/artist/jai-shree-shiv-ram,03:00,Rajasthani,03-09-2009,0.6,0.437,0.993,0.91,-7.857,0.014,198.39,1,5,0.0284,4,78,2675612
Helo Suno Rama Peerji,Moti Lal Bohra|Anand Kaur Bohra|Shobha Purohit|Gopal Lal Vohra|Shamim Khan,/artist/moti-lal-bohra|/artist/anand-kaur-bohra-1|/artist/shobha-purohit|/artist/gopal-lal-vohra|/artist/shamim-khan,05:20,Rajasthani,12-01-2004,0.77,0.58,0.129,0.34,-9.342,0.0921,116.409,1,5,0.053,4,100,7928510
Upar Kaanch Ko Banglow,Alka Yagnik|Jaspal Singh,/artist/alka-yagnik|/artist/jaspal-singh,05:00,Rajasthani,03-05-2009,0.6,0.406,0.534,0.454,-11.29,0.06,192.028,0,11,0.008,4,92,5044424
Jodhame Ki Naar,Sanwar Lal Ranga,/artist/sanwar-lal-ranga,03:53,Rajasthani,03-11-2017,0.73,0.28,0.889,0.72,-3.174,0.006,150.006,1,2,0.0344,4,71,2600931
Chhori Nakhrali,Rehana Mirza|Ikram Rajasthani,/artist/rehana-mirza|/artist/ikram-rajasthani,02:46,Rajasthani,11-06-2011,0.81,0.895,0.771,0.209,-12.859,0.062,111.202,1,0,0.07,4,43,4805096
Panihari,Shilpi Mathur|Sarsthi Mathur,/artist/shilpi-mathur|/artist/sarsthi-mathur,11:23,Rajasthani,09-09-2015,0.85,0.36,0.937,0.02,-8.955,0.0469,120.006,1,0,0.08,4,100,3320490
Govinda Bolo,Anand Kumar,/artist/anand-kumar,03:00,Rajasthani,10-02-2009,0.1,0.127,0.292,0.731,-2.503,0.01,110.122,1,0,0.044,4,97,7906989
Moomal,Allah Jilai Bai,/artist/allah-jilai-bai,09:08,Rajasthani,01-08-2005,0.8,0.24,0.044,0.68,-7.415,0.1,204.03,1,2,0.0164,4,72,10801422
Sahib Ji Lardini Chundri,Dalpat Dangi|Rehana Mirza,/artist/dalpat-dangi|/artist/rehana-mirza,03:58,Rajasthani,10-01-2002,0.67,0.704,0.565,0.581,-13.319,0.0118,155.198,0,11,0.08,4,84,8014844
Oji Mahra Ran Baanka Sirdar,Usha Mangeshkar,/artist/usha-mangeshkar-2,06:09,Rajasthani,01-01-2015,0.08,0.5,0.425,0.69,-10.794,0.0449,156.16,1,1,0.017,4,25,8063266
Aisi Kayin Bindni Ayee Re,Rehana Mirza|Shamim|Om Pawar|Shiv Ram|Master Alauddin|Shobha Purohitanand Kuar,/artist/rehana-mirza|/artist/shamim|/artist/om-pawar|/artist/shiv-ram|/artist/master-alauddin-10|/artist/shobha-purohitanand-kuar-6,03:24,Rajasthani,12-10-2008,0.24,0.289,0.804,0.683,-7.317,0.0219,111.881,0,4,0.019,4,95,1135911
Mhare Rang Mein Rangane Wali,Sameer Date,/artist/sameer-date,06:39,Rajasthani,12-05-2011,0.3,0.32,0.201,0.12,-9.951,0.05,151.602,1,0,0,4,94,3148991
Tum Dholakri Baja De Re,Mahendra Kapoor|Sarita Goswami|Gyanesh Wari Sharma,/artist/mahendra-kapoor|/artist/sarita-goswami|/artist/gyanesh-wari-sharma-3,03:02,Rajasthani,12-06-2003,0.79,0.09,0.2,0.533,-2.738,0.0972,145.082,1,2,0.0443,4,55,4975591
Koi Naa Sune Myhari,Anuradha Paudwal,/artist/anuradha-paudwal-2,06:00,Rajasthani,02-10-2008,0.17,0.33,0.393,0.37,-4.852,0.07,158.377,1,2,0.026,4,72,668744
Kaanha Re Girdhari Part 2,Suresh Wadkar,/artist/suresh-wadkar,04:00,Rajasthani,06-10-2013,0.52,0.442,0.708,0.161,-7.26,0.02,188.146,1,5,0.0955,4,64,1282021
Kawaron Tabario,Kaluram Prajapati,/artist/kaluram-prajapati,05:32,Rajasthani,09-03-2022,0.89,0.61,0.813,0.65,-4.867,0.0531,146.508,1,8,0.088,4,69,10572493
Bhajman Raadhe Govinda,Anand Kumar,/artist/anand-kumar,01:00,Rajasthani,04-12-2017,0.8,0.485,0.676,0.114,-12.982,0.0395,169.256,1,6,0.009,4,38,10660341
Jeeja Saali,Rehana Mirza|Shamim|Om Pawar|Shiv Ram|Master Alauddin|Shobha Purohitanand Kuar,/artist/rehana-mirza|/artist/shamim|/artist/om-pawar|/artist/shiv-ram|/artist/master-alauddin-9|/artist/shobha-purohitanand-kuar-5,03:18,Rajasthani,11-12-2010,0.99,0.15,0.001,0.53,-6.927,0.053,181.676,0,8,0.087,4,88,7612451
Aayo Myhara Natwar,Suresh Wadkar,/artist/suresh-wadkar,06:00,Rajasthani,09-12-2016,0.46,0.313,0.433,0.682,-4.399,0.04,195.726,1,1,0.0486,4,89,10893170
Aarti Pichham Dhara Su,Rajkamal,/artist/rajkamal,04:30,Rajasthani,01-05-2009,0.34,0.09,0.223,0.07,-4.294,0.07,124.984,0,2,0.0173,4,62,8533253
Bajoorhe Ri Loom,Shamim Khan,/artist/shamim-khan,03:52,Rajasthani,05-04-2014,0.63,0.991,0.563,0.894,-11.658,0.098,166.668,1,5,0.0614,4,69,4947302
Talriya Maagriya Re,Anuradha Paudwal,/artist/anuradha-paudwal-2,05:00,Rajasthani,01-10-2012,0.79,0.62,0.652,0.34,-8.096,0.098,119.812,0,1,0.0142,4,42,10494831
Veer Tejaji Part 02,Mohan Maharaj Nimbarak|Sadhana Bhaduri,/artist/mohan-maharaj-nimbarak|/artist/sadhana-bhaduri,23:23,Rajasthani,04-04-2003,0.03,0.877,0.858,0.23,-5.776,0.0695,134.348,1,7,0.09,4,82,8445331
Mhare Hivde Ro Har,Mahendra Kapoor|Sarita Goswami|Gyanesh Wari Sharma,/artist/mahendra-kapoor|/artist/sarita-goswami|/artist/gyanesh-wari-sharma-5,05:53,Rajasthani,10-04-2004,0.11,0.8,0.438,0.08,-5.916,0.03,107.969,1,8,0.081,4,83,8557541
Chhaje Re Chhaje Naubat Baaje,Chandrani Mukherjee|Dilraj Kaur|Sudha Malhotra,/artist/chandrani-mukherjee|/artist/dilraj-kaur|/artist/sudha-malhotra,04:09,Rajasthani,03-07-2022,0.17,0.879,0.369,0.454,-5.495,0.022,130.876,1,4,0.09,4,26,4449457
Kesriya Balam,Anuradha Prakash|Supriya,/artist/anuradha-prakash|/artist/supriya,10:20,Rajasthani,09-12-2009,0.03,0.38,0.81,0.72,-7.271,0.01,106.958,1,3,0.0592,4,44,74282
Narsi Ki Naiya,Suresh Wadkar,/artist/suresh-wadkar,07:00,Rajasthani,11-03-2021,0.58,0.112,0.984,0.739,-4.058,0.02,150.726,0,11,0.084,4,65,5358412
Thari Leela Aparampar,Urmila Khanna|Chunni Jaipuri|Mehrunissa|Mohan Singh Itawa|Tej Karan Rao|Hunuman Sahai|Kalyan Sahai Sharma,/artist/urmila-khanna|/artist/chunni-jaipuri-3|/artist/mehrunissa-1|/artist/mohan-singh-itawa|/artist/tej-karan-rao|/artist/hunuman-sahai|/artist/kalyan-sahai-sharma,02:58,Rajasthani,01-12-2017,0.22,0.43,0.576,0.86,-8.384,0.0374,144.51,0,7,0.066,4,97,8252553
Aayo Mausam Dosti Ro,Alka Yagnik|Sameer Date,/artist/alka-yagnik|/artist/sameer-date,06:42,Rajasthani,10-07-2002,0.21,0.692,0.754,0.94,-9.628,0.046,135.076,0,0,0.02,4,73,8756717
Gorbandh,Shobha Purohit,/artist/shobha-purohit,03:35,Rajasthani,10-01-2002,0.28,0.09,0.67,0.86,-8.324,0.0376,143.027,1,4,0.09,4,57,8028116
Kesriya Balma,Chhoti Bano Sikarwali,/artist/chhoti-bano-sikarwali,03:38,Rajasthani,08-05-2005,0.58,0.381,0.97,0.403,-9.28,0.02,135.98,1,4,0.01,4,98,2272894
Baba Ram Devji,Badruddin|Ikram Rajasthani|Mohan Singh|Parveen Mirza|Rehana Mirza|Moti Lal Bohra|Chunni Jaipuri,/artist/badruddin|/artist/ikram-rajasthani|/artist/mohan-singh|/artist/parveen-mirza|/artist/rehana-mirza|/artist/moti-lal-bohra|/artist/chunni-jaipuri-7,05:46,Rajasthani,03-01-2017,0.81,0.96,0.872,0.72,-4.364,0.02,108.536,1,2,0.04,4,93,5881011
Gangor,Shobha Purohit,/artist/shobha-purohit,03:32,Rajasthani,05-02-2008,0.91,0.124,0.529,0.975,-13.883,0.04,129.941,0,0,0.073,4,87,3120581
Toraniye Aay Ne Ooba Rijo,Kushal Barath|Sathi,/artist/kushal-barath|/artist/sathi,08:37,Rajasthani,05-09-2004,0.97,0.35,0.301,0.87,-2.878,0.08,141.87,0,3,0.0069,4,78,8943667
Badla Looni Kachehri Men,Shamim Khan,/artist/shamim-khan,04:11,Rajasthani,04-02-2018,0.03,0.985,0.153,0.176,-4.318,0.01,119.716,0,5,0.042,4,59,5884161
Baabul Thari Ladal Beti,Anuradha Paudwal,/artist/anuradha-paudwal-2,06:00,Rajasthani,11-06-2022,0.13,0.59,0.143,0.25,-9.109,0.0369,158.692,1,3,0.03,4,36,8266778
Beera Re,Anuradha Paudwal,/artist/anuradha-paudwal-2,05:00,Rajasthani,01-09-2016,0.69,0.006,0.871,0.391,-3.758,0,148.658,0,2,0.07,4,65,7487921
Aatan Jaatan Hanstan Gaatan,Alka Yagnik|Sameer Date,/artist/alka-yagnik|/artist/sameer-date,03:27,Rajasthani,11-12-2008,0.62,0.63,0.633,0.41,-2.564,0.01,149.082,1,2,0.1,4,58,10288273
Tharo Bharoso Bhari Re,Usha Mangeshkar,/artist/usha-mangeshkar-2,04:09,Rajasthani,03-01-2013,0.38,0.74,0.341,0.096,-11.328,0.09,169.132,0,0,0.049,4,87,7117199
Thare Tevto Gharhai Doon,Kaluram Prajapati|Shamim Khan,/artist/kaluram-prajapati|/artist/shamim-khan,03:31,Rajasthani,01-04-2004,0.93,0.54,0.247,0.15,-12.892,0.07,124.099,1,11,0.0095,4,64,1295655
Hello Sun Jo,Suresh Wadkar|Suraj Dadhich,/artist/suresh-wadkar|/artist/suraj-dadhich,05:00,Rajasthani,04-08-2004,0.27,0.58,0.569,0.492,-3.639,0.029,137.941,0,0,0.002,4,63,5294564
Dil Deewano - Part,Alka Yagnik|Sameer Date,/artist/alka-yagnik|/artist/sameer-date,01:01,Rajasthani,01-10-2015,0.2,0.13,0.928,0.85,-6.857,0.0176,207.984,0,11,0.0079,4,48,564794
Lebane Aago Re,Rehana Mirza|Ikram Rajasthani,/artist/rehana-mirza|/artist/ikram-rajasthani,02:49,Rajasthani,11-08-2007,0.13,0.336,0.019,0.221,-6.451,0.033,104.957,0,2,0.0056,4,88,9752092
Dhola Dhol Majira Baje,Shamim Khan,/artist/shamim-khan,03:00,Rajasthani,12-10-2001,0.97,0.6,0.426,0.09,-8.786,0.0398,134.515,1,0,0.006,4,29,8884111
Shri Ramdev Peer Ra Shay Pasta,Mahendra Kapoor,/artist/mahendra-kapoor,29:33:00,Rajasthani,07-09-2014,0.3,0.6,0.606,0.659,-13.462,0.01,145.319,0,2,0.0177,4,39,2754944
Lehariyo,Seema Mishra,/artist/seema-mishra,07:40,Rajasthani,01-11-2020,0.21,0.46,0.519,0.16,-6.414,0.0781,152.881,0,4,0.02,4,32,9691379
Kulakhna Ki Raand,Rehana Mirza|Shamim|Om Pawar|Shiv Ram|Master Alauddin|Shobha Purohitanand Kuar,/artist/rehana-mirza|/artist/shamim|/artist/om-pawar|/artist/shiv-ram|/artist/master-alauddin-8|/artist/shobha-purohitanand-kuar-4,03:01,Rajasthani,04-03-2000,0.18,0.788,0.661,0.801,-5.751,0.01,178.934,0,2,0.0343,4,53,9219020
Rang Rasiya Re,Suresh Wadkar|Alka Yagnik,/artist/suresh-wadkar|/artist/alka-yagnik,05:00,Rajasthani,10-08-2020,0.09,0.34,0.621,0.37,-9.724,0.06,119.972,0,6,0.01,4,63,6750750
Roopiyo To Le Main,Anupama Deshpande|Jaspal Singh,/artist/anupama-deshpande|/artist/jaspal-singh,03:00,Rajasthani,11-06-2018,0.01,0.537,0.818,0.132,-6.75,0.0875,110.011,0,6,0.013,4,73,363236
Main To Pyar Karyo,Alka Yagnik|Sameer Date,/artist/alka-yagnik|/artist/sameer-date,05:58,Rajasthani,03-03-2001,0.58,0.85,0.582,0.19,-4.287,0.04,153.988,1,5,0.043,4,66,14489
Diggi Puri Ka Raja,Subhash Todwal|R.P. Nag,/artist/subhash-todwal|/artist/rp-nag,05:31,Rajasthani,08-01-2007,0.16,0.316,0.13,0.148,-8.635,0.083,137.952,0,3,0.07,4,65,3917395
Mhara The Dhani Ho Gopal,Asha Bhosle|Mahendra Kapoor,/artist/asha-bhosle-1|/artist/mahendra-kapoor,04:03,Rajasthani,07-09-2015,0.95,0.05,0.819,0.83,-4.747,0.0134,120.656,0,5,0.05,4,55,4885003
Chhori Jhunjhuna Wali,Ikram Rajasthani,/artist/ikram-rajasthani,04:13,Rajasthani,02-01-2012,0.59,0.634,0.461,0.844,-12.711,0.0882,159.718,0,5,0.063,4,92,1135587
Chand Jero Mukhro,Kaluram Prajapati|Shamim Khan,/artist/kaluram-prajapati|/artist/shamim-khan,03:05,Rajasthani,02-12-2004,0.73,0.18,0.483,0.3,-7.917,0.03,174.02,1,11,0.02,4,100,8857769
Laambi Si Loogai,Master Alauddin,/artist/master-alauddin-5,02:22,Rajasthani,02-10-2018,0.93,0.073,0.84,0.833,-13.258,0.093,130.003,1,1,0.0117,4,39,88479
Kaanha Re Girdhari-Part - 1,Suresh Wadkar|Anand Kumar,/artist/suresh-wadkar|/artist/anand-kumar,04:00,Rajasthani,07-12-2012,0.94,0.18,0.689,0.53,-4.313,0.0985,130.823,1,8,0.092,4,40,9176001
Payal Ki Jhankar,Kamla Goel,/artist/kamla-goel,03:21,Rajasthani,10-02-2014,0.13,0.903,0.268,0.22,-2.345,0.05,158.784,0,5,0.0971,4,79,8906978
Gujari Dene Lagi Tana,Anup Jalota|Shakuntala Joshi,/artist/anup-jalota|/artist/shakuntala-joshi,10:16,Rajasthani,11-04-2020,0.35,0.98,0.501,0.46,-4.122,0.07,119.949,1,6,0.005,4,49,5967052
Ud Ud Re Mahara Kala Re Kagla,Rehana Mirza,/artist/rehana-mirza,03:12,Rajasthani,02-05-2012,0.5,0.411,0.651,0.038,-3.611,0.09,156.928,1,9,0.0947,4,98,6815800
Bhaat Nyutan Aai,Chandrani Mukherjee|Sudha Malhotra,/artist/chandrani-mukherjee|/artist/sudha-malhotra,05:01,Rajasthani,11-09-2009,0.66,0.52,0.351,0.15,-3.335,0.076,112.275,0,7,0.0847,4,72,5232767
Balam Chhoto So,Kaluram Prajapati|Shamim Khan,/artist/kaluram-prajapati|/artist/shamim-khan,03:16,Rajasthani,05-11-2007,0.71,0.96,0.093,0.802,-9.132,0.0466,176.047,0,4,0.0474,4,36,6659819
Gale Mein Hone Ro Doro,Ramila Gahlot|Pushpa Gahlot,/artist/ramila-gahlot|/artist/pushpa-gahlot,04:00,Rajasthani,03-11-2009,0.55,0.06,0.501,0.69,-7.575,0.082,130.017,0,2,0.008,4,53,640875
Mor Bole Re,Moti Lal Bohra,/artist/moti-lal-bohra,03:17,Rajasthani,08-09-2019,0.71,0.05,0.127,0.269,-2.211,0.06,168.182,1,2,0.059,4,81,11281104
Kavai Thasun Saajana,Alka Yagnik,/artist/alka-yagnik,05:44,Rajasthani,11-04-2022,0.52,0.17,0.451,0.84,-10.476,0.05,147.126,1,9,0.0698,4,80,10881552
Dhola Ji Dhola Kaeen Karo Sahelyo,Chandrani Mukherjee|Dilraj Kaur|Sudha Malhotra,/artist/chandrani-mukherjee|/artist/dilraj-kaur|/artist/sudha-malhotra,04:15,Rajasthani,04-05-2020,0.38,0.424,0.695,0.505,-8.417,0.0079,164.061,1,0,0.03,4,92,2122363
Maharaja Bharat Hari,Chunni Jaipuri|dayal pawar,/artist/chunni-jaipuri-3|/artist/dayal-pawar,05:41,Rajasthani,12-07-2010,0.05,0.07,0.06,0.06,-2.801,0.083,140.012,1,2,0.037,4,61,3709499
Dandi Dandi Chalti Re,Shamim Khan,/artist/shamim-khan,03:15,Rajasthani,09-11-2009,0.45,0.327,0.715,0.428,-11.485,0.0053,112.41,0,10,0.024,4,62,7150390
O Re Dhola,Ila Arun|Chorus,/artist/ila-arun|/artist/chorus,06:16,Rajasthani,04-12-2006,0.18,0.32,0.919,0.54,-2.611,0,151.994,1,5,0.07,4,91,10058733
Aarti,Rehana Mirza|Chunni Jaipuri|Parveen Mirza|Mohan Singh|Ikram Rajasthani|Badruddin|Moti Lal Bohra,/artist/rehana-mirza|/artist/chunni-jaipuri-3|/artist/parveen-mirza|/artist/mohan-singh|/artist/ikram-rajasthani|/artist/badruddin|/artist/moti-lal-bohra,06:01,Rajasthani,06-07-2018,0.94,0.109,0.861,0.816,-12.773,0.066,142.018,1,6,0.0134,4,70,10356028
Kallali,Allah Jilai Bai,/artist/allah-jilai-bai,11:01,Rajasthani,05-06-2016,0.74,0.3,0.608,0.96,-4.715,0.0366,185.278,0,11,0.039,4,78,5751523
Hath Men Choorhi,Badruddin,/artist/badruddin,03:36,Rajasthani,02-06-2020,0.01,0.469,0.482,0.864,-6.024,0.0393,110.022,0,10,0.058,4,77,783348
Ooncho Ooncho Ghaghro,Alka Yagnik,/artist/alka-yagnik,04:00,Rajasthani,05-01-2021,0.83,0.5,0.386,0.09,-9.951,0.02,134.979,1,11,0.077,4,93,1410273
Baba Ramdeo Ji Ri Mahima,Asha Bhosle|Mahendra Kapoor,/artist/asha-bhosle-1|/artist/mahendra-kapoor,06:21,Rajasthani,04-03-2011,0.22,0.107,0.946,0.21,-11.059,0.02,156.014,1,3,0.05,4,55,3195496
Nanad Bhabhi Ri Chheda Chhedi,Dilraj Kaur|Jyoti,/artist/dilraj-kaur|/artist/jyoti,03:43,Rajasthani,04-01-2010,0.97,0.33,0.142,0.48,-7.715,0.009,131.971,0,11,0.045,4,38,5277829
Hello,Rajkamal,/artist/rajkamal,07:34,Rajasthani,11-12-2005,0.63,0.81,0.995,0.114,-6.714,0.093,174.044,1,4,0.048,4,38,9435582
Gadi Chaale Hai Aari Aari,Shakuntala Joshi,/artist/shakuntala-joshi,05:55,Rajasthani,07-01-2002,0.8,0.08,0.585,0.33,-11.773,0.074,136.036,0,5,0.039,4,56,5801333
Pachhe Mhen Kyun Jawa Pardes,Kaluram Prajapati,/artist/kaluram-prajapati,04:42,Rajasthani,07-11-2022,0.68,0.645,0.343,0.818,-6.869,0.06,124.987,1,7,0.058,4,65,10303915
Halo Halo Runeche Haalan,Asha Bhosle|Mahendra Kapoor,/artist/asha-bhosle-1|/artist/mahendra-kapoor,05:45,Rajasthani,06-04-2020,0.51,0.92,0.502,0.4,-9.874,0.01,185.912,1,9,0.05,4,83,8808361
Jimo Jimo Mhara Madan Gopal,Anuradha Paudwal,/artist/anuradha-paudwal-2,04:04,Rajasthani,08-06-2015,0.62,0.043,0.135,0.604,-9.194,0.088,154.95,0,11,0.0885,4,57,5055362
Mhari Haldi Ro Rang Surang,Kushal Barath|Sathi,/artist/kushal-barath|/artist/sathi,05:09,Rajasthani,07-02-2023,0.07,0.02,0.368,0.72,-13.911,0.0004,165.904,1,2,0.022,4,70,3758978
Mere Haath Mein Chudla Khanke,Ila Arun,/artist/ila-arun,04:08,Rajasthani,06-08-2018,0.19,0.512,0.531,0.497,-5.048,0.01,180.026,1,2,0.091,4,43,8340389
Bankhand Ki Koyal,Sudha Malhotra,/artist/sudha-malhotra,06:19,Rajasthani,05-03-2011,0.2,0.93,0.799,0.99,-2.436,0.042,119.908,0,7,0.087,4,68,331853
Gori Gaon Ri Jawe,Badruddin|Shamim Khan,/artist/badruddin|/artist/shamim-khan,03:37,Rajasthani,06-04-2017,0.46,0.5,0.245,0.138,-9.976,0.0652,168.975,0,6,0.0433,4,83,8694552
