song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Saang Kadhi Kalnar Tula,Mahendra Kapoor|Suman Kalyanpur,/artist/mahendra-kapoor|/artist/suman-kalyanpur,03:27,Marathi,07-06-2002,0.4,0.27,0.853,0.072,-6.709,0.03,136.242,0,9,0.0242,4,53,6936507
Var Dhagala Lagali Kal,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,05:23,Marathi,12-02-2007,0.48,0.75,0.496,0.948,-8.638,0.0153,137.983,0,3,0.0703,4,93,9671506
Sang Tu Majhach Na,Asha Bhosle,/artist/asha-bhosle-1,04:32,Marathi,07-08-2001,0.44,0.913,0.121,0.699,-10.873,0.0426,128.707,1,5,0.05,4,72,309984
Bilanshi Nagin Nighali,Uttara Kelkar,/artist/uttara-kelkar,04:37,Marathi,11-03-2023,0.97,0.52,0.817,0.551,-7.048,0.04,132.024,0,1,0.0035,4,33,11227546
Bai Mi Patang Udvit Hote,Asha Bhosle,/artist/asha-bhosle-1,03:39,Marathi,09-03-2018,0.08,0.176,0.317,0.554,-11.033,0.046,127.983,0,10,0.0575,4,56,6628193
Kunitari Yenar,Anuradha Paudwal|Uttara Kelkar|Suhasini,/artist/anuradha-paudwal-2|/artist/uttara-kelkar|/artist/suhasini,04:42,Marathi,03-04-2005,0.18,0.29,0.082,0.785,-4.79,0.04,130.902,0,6,0.092,4,90,10595629
Gala Varchi Khali Tujhya,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,06:21,Marathi,05-08-2020,0.19,0.087,0.46,0.952,-6.548,0.0949,127.998,1,1,0.054,4,27,8613843
Tujhi Majhi Jodi Jamlee,Kishore Kumar|Anuradha Paudwal,/artist/kishore-kumar|/artist/anuradha-paudwal-2,05:19,Marathi,07-03-2007,0.6,0.85,0.287,0.097,-11.936,0.068,137.971,0,1,0.0254,4,65,5014622
Dhundi Kalyana,Sudhir Phadke|Asha Bhosle,/artist/sudhir-phadke|/artist/asha-bhosle-1,03:38,Marathi,02-08-2021,0.61,0.773,0.255,0.449,-8.707,0.04,128,0,4,0.0167,4,76,9141140
Solava Varis Dhokyacha,Sulochana Chavan,/artist/sulochana-chavan,03:26,Marathi,08-09-2019,0.45,0.81,0.821,0.986,-5.905,0.028,135.996,0,1,0.094,4,45,6919479
Sakhi Mand Jhalya Taarka,Sudhir Phadke,/artist/sudhir-phadke,05:46,Marathi,01-11-2006,0.49,0.375,0.171,0.239,-7.3,0.09,131.987,0,1,0.043,4,85,9839170
Kaal Rateela Sapan Padlan,Mohammed Salamat|Usha Mangeshkar,/artist/mohammed-salamat|/artist/usha-mangeshkar-2,03:03,Marathi,11-01-2008,0.81,0.55,0.11,0.879,-13.061,0.0838,137.996,0,9,0.0427,4,50,3893978
Dehachi Tijori,Sudhir Phadke,/artist/sudhir-phadke,03:01,Marathi,07-06-2001,0.75,0.845,0.687,0.35,-2.461,0.025,137.982,1,2,0.088,4,39,3446576
Aala Aala Vara,Asha Bhosle|Anuradha Paudwal,/artist/asha-bhosle-1|/artist/anuradha-paudwal-2,05:08,Marathi,07-11-2005,0.8,0.38,0.173,0.583,-13.623,0.074,137.992,0,10,0.086,4,50,6057697
Kunya Gavach Aala Pakharu,Usha Mangeshkar,/artist/usha-mangeshkar-2,05:23,Marathi,01-08-2003,0.8,0.294,0.781,0.127,-5.559,0.097,137.998,0,0,0.024,4,33,2183933
Hi Pavhani Kashi Aali Bagha,Pralhad Shinde,/artist/pralhad-shinde-1,07:19,Marathi,11-10-2008,0.01,0.11,0.625,0.69,-10.33,0.078,130.016,0,9,0.0521,4,27,2948274
Vithalachya Paayi Veet Zali Bhagyawant,Pralhad Shinde|Chorus,/artist/pralhad-shinde-1|/artist/chorus,02:59,Marathi,08-11-2011,0.12,0.354,0.326,0.982,-13.463,0.09,128.99,0,8,0.0634,4,85,8019767
Hil Hil Pori Hila,Jaywant Kulkarni|Usha Mangeshkar,/artist/jaywant-kukarni|/artist/usha-mangeshkar-2,03:34,Marathi,06-02-2020,0.15,0.01,0.959,0.221,-7.325,0.06,137.983,0,9,0.015,4,32,8830568
Sakhar Zopemadhi Mee Asata,Dada Kondke|usha Chavan,/artist/dada-kondke|/artist/usha-chavan,03:55,Marathi,06-12-2012,0.34,0.423,0.959,0.158,-12.047,0.0116,137.991,1,1,0.0174,4,100,464847
Utha Utha Shree Sainatha,Pandurang Dixit|Radharaman Kirtane,/artist/pandurang-dixit|/artist/radharaman-kirtane,02:51,Marathi,04-01-2013,0.12,0.21,0.465,0.542,-8.608,0.048,129.987,1,7,0.0929,4,29,10071407
Sajana Mohana Rajasa,Suresh Wadkar|Jyotsna Hardikar,/artist/suresh-wadkar|/artist/jyotsna-hardikar,05:01,Marathi,01-01-2001,0.95,0.813,0.809,0.299,-2.64,0.09,139.999,1,6,0.0214,4,88,10873222
Tinak Dhin Tandana,Anuradha Paudwal,/artist/anuradha-paudwal-2,04:01,Marathi,05-11-2008,0.57,0.86,0.269,0.8,-4.357,0.093,138,1,8,0.0121,4,60,6701206
Chabidar Chabi,Usha Mangeshkar,/artist/usha-mangeshkar-2,03:28,Marathi,07-02-2021,0.12,0.719,0.482,0.952,-8.209,0.041,127.94,0,1,0.009,4,44,1090337
Dol Dolatay Varyav,Shrikant Narayan|Veena Bamne,/artist/shrikant-narayan|/artist/veena-bamne,05:07,Marathi,06-09-2022,0.91,0.61,0.242,0.653,-12.683,0.07,130.66,0,0,0.021,4,65,2199090
Kalya Matit Matit,Suresh Wadkar|Anuradha Paudwal,/artist/suresh-wadkar|/artist/anuradha-paudwal-2,05:53,Marathi,12-02-2004,0.63,0.921,0.283,0.804,-10.622,0.0283,138.018,0,5,0.1,4,89,6895243
Vithoo Mauli Tu,Sudhir Phadke|Suresh Wadkar|Jaywant Kulkarni,/artist/sudhir-phadke|/artist/suresh-wadkar|/artist/jaywant-kukarni,05:15,Marathi,04-10-2002,0.66,0.61,0.943,0.579,-2.08,0.0491,132.053,0,5,0.044,4,73,10601387
Kay Ga Sakhoo,Usha Mangeshkar|Jaywant Kulkarni,/artist/usha-mangeshkar-2|/artist/jaywant-kukarni,03:42,Marathi,09-01-2007,0.95,0.451,0.34,0.784,-4.776,0.03,137.99,0,0,0.044,4,83,11173906
Dhundi Kalyana,Sudhir Phadke|Asha Bhosle,/artist/sudhir-phadke|/artist/asha-bhosle-1,03:38,Marathi,09-02-2011,0.8,1,0.756,0.861,-12.359,0.0206,137.96,0,11,0.0021,4,54,3948619
Ye Na Shaalu,Asha Bhosle|Shailendra Singh,/artist/asha-bhosle-1|/artist/shailendra-singh,03:19,Marathi,10-04-2019,0.76,0.519,0.197,0.38,-3.993,0.078,134.999,1,9,0.02,4,64,10025205
Gomu Sangtina Mazya,Asha Bhosle|Hemant Kumar,/artist/asha-bhosle-1|/artist/hemanta-mukherjee,04:22,Marathi,12-11-2000,0.33,0.93,0.866,0.271,-7.583,0.046,128.017,0,6,0.04,4,52,10455596
Sadhi Bholi Meera,Asha Bhosle,/artist/asha-bhosle-1,06:00,Marathi,03-09-2001,0.3,0.747,0.597,0.848,-11.248,0.02,135.999,1,10,0,4,73,1032915
Jambhul Pikalya Zadakhali,Asha Bhosle|Ravindra,/artist/asha-bhosle-1|/artist/ravindra,04:13,Marathi,12-05-2016,0.9,0.51,0.462,0.975,-8.839,0.06,137.967,0,11,0.003,4,54,4063217
Mala Ek Chanas Hava,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,03:19,Marathi,11-01-2014,0.9,0.656,0.178,0.643,-4.901,0.0712,137.954,1,5,0.04,4,26,11369133
Chal Ga Sakhe Pandharila,Pralhad Shinde|Chorus,/artist/pralhad-shinde-1|/artist/chorus,03:01,Marathi,11-06-2010,0.27,0.24,0.979,0.514,-3.655,0.1,125.996,0,6,0.02,4,69,7447885
Paru Go Paru,Veena Bamne|Santosh Naik|Shrikant Narayan,/artist/veena-bamne|/artist/santosh-naik|/artist/shrikant-narayan,07:16,Marathi,10-10-2022,0.24,0.462,0.495,0.26,-6.336,0.09,131.664,1,1,0.072,4,64,2411551
Dhundit Gau Mastit Raahu,Asha Bhosle|Mahendra Kapoor,/artist/asha-bhosle-1|/artist/mahendra-kapoor,05:53,Marathi,08-12-2016,0.36,0.27,0.512,0.483,-7.864,0.0798,138.028,1,2,0.079,4,65,10717550
Halke Halke Jojava Balacha Palna,Usha Mangeshkar,/artist/usha-mangeshkar-2,03:16,Marathi,06-01-2007,0.89,0.239,0.776,0.106,-8.13,0.0697,138.001,0,9,0.04,4,82,882117
Nabh Utaru Aala,Asha Bhosle,/artist/asha-bhosle-1,05:42,Marathi,04-12-2006,0.53,0.97,0.657,0.088,-12.565,0.06,135.999,1,9,0.001,4,84,1703410
Tujhya Patangachi Dori,Jaywant Kulkarni|Uttara Kelkar,/artist/jaywant-kukarni|/artist/uttara-kelkar,04:20,Marathi,02-02-2003,0.37,0.517,0.625,0.641,-8.22,0.056,134.991,0,8,0.059,4,32,6938189
Bolava Vithal Pahava Vithal,Kishori Amonkar,/artist/kishori-amonkar,07:43,Marathi,03-01-2003,0.94,0.62,0.829,0.019,-11.994,0.0304,126.103,0,7,0.03,4,72,9146880
Mee Raat Thakali,Chandrakant Kale|Lata Mangeshkar|Ravindra,/artist/chandrakant-kale|/artist/lata-mangeshkar|/artist/ravindra,04:39,Marathi,10-03-2001,0.27,0.571,0.281,0.043,-5.812,0.0144,138.01,0,8,0.0151,4,38,7710390
Airaneechya Deva Tula,Lata Mangeshkar,/artist/lata-mangeshkar,03:34,Marathi,10-03-2018,0.31,0.09,0.856,0.457,-9.455,0.0018,129.239,0,2,0.01,4,62,7964454
Mee Tar Bholi Adani Thakoo,Usha Mangeshkar|Jaywant Kulkarni,/artist/usha-mangeshkar-2|/artist/jaywant-kukarni,03:02,Marathi,05-05-2009,0.66,0.121,0.003,0.064,-13.432,0.01,138.031,1,1,0.092,4,76,5563442
Avagha Rang Ek Jhala,Kishori Amonkar,/artist/kishori-amonkar,05:38,Marathi,08-03-2011,0.65,0.76,0.525,0.702,-11.633,0.0184,138.04,0,10,0.09,4,44,5424493
Naam Tujhe Gheta Deva Hoei Samadhan,Pralhad Shinde,/artist/pralhad-shinde-1,03:16,Marathi,06-04-2005,0.01,0.823,0.117,0.37,-2.641,0.08,137.974,1,5,0.0243,4,47,10032910
Maze Maher Pandhari,Kishori Amonkar,/artist/kishori-amonkar,09:00,Marathi,09-05-2008,0.28,0.15,0.205,0.471,-13.464,0.03,139.984,0,9,0.043,4,48,10721641
Vithu Mauli Tu Mauli Jagachi,Sudhir Phadke,/artist/sudhir-phadke,05:08,Marathi,10-09-2005,0.65,0.704,0.6,0.665,-13.945,0.02,127.988,1,2,0.056,4,86,381896
Chori Cha Mamla,Sachin|Anuradha Paudwal,/artist/sachin|/artist/anuradha-paudwal-2,05:18,Marathi,09-04-2005,0.64,0.54,0.099,0.11,-7.497,0.0982,131.997,1,0,0.09,4,34,8658853
Nishana Tula Dislana,Suresh Wadkar|Anuradha Paudwal,/artist/suresh-wadkar|/artist/anuradha-paudwal-2,05:53,Marathi,08-11-2015,0.49,0.657,0.654,0.272,-4.266,0.095,138.017,0,5,0.002,4,34,9164672
Aika Satyanarayanchi Katha,Pralhad Shinde,/artist/pralhad-shinde-1,06:44,Marathi,07-05-2020,0.19,0.67,0.26,0.003,-2.952,0.0589,127.485,1,9,0.03,4,27,11104419
Vara Gai Gaane,Lata Mangeshkar,/artist/lata-mangeshkar,04:52,Marathi,03-05-2018,0.2,0.672,0.115,0.04,-10.202,0.04,137.974,0,6,0.06,4,41,8138084
Hi Kashan Dhundi Aali,Anuradha Paudwal|Mohammed Salamat,/artist/anuradha-paudwal-2|/artist/mohammed-salamat,05:24,Marathi,06-02-2007,0.5,0.2,0.234,0.984,-11.087,0.03,131.09,0,6,0.0246,4,65,10351270
Chandrabhagechya Tiri,Pralhad Shinde|Chorus,/artist/pralhad-shinde-1|/artist/chorus,03:11,Marathi,09-02-2019,0.09,0.814,0.035,0.95,-13.447,0.084,137.99,1,6,0.05,4,26,5847274
Geli Kuth Gavana,Usha Mangeshkar,/artist/usha-mangeshkar-2,05:01,Marathi,11-11-2017,0.4,0.49,0.462,0.32,-3.399,0.003,128,0,10,0.03,4,29,4885884
Ye Re Ghana,Asha Bhosle,/artist/asha-bhosle-1,03:35,Marathi,11-03-2018,0.14,0.911,0.971,0.526,-5.352,0.06,134.993,1,5,0.069,4,30,5125606
Gangoo Tarunya Tujh Befam,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,06:08,Marathi,08-08-2022,0.25,0.24,0.128,0.338,-5.989,0.02,127.931,1,8,0.02,4,57,10468290
Gaau Sakhya Prit Gaani,Anuradha Paudwal|Shabbir Kumar,/artist/anuradha-paudwal-2|/artist/shabbir-kumar,04:40,Marathi,07-06-2002,0.51,0.606,0.51,0.966,-9.658,0.02,140.021,0,2,0.06,4,78,4224112
Samna Rangnar Aahe,Ranjana Shinde|Anand Shinde|Chorus,/artist/ranjana-shinde|/artist/anand-shinde|/artist/chorus,09:08,Marathi,11-04-2001,0.95,0.36,0.827,0.378,-6.492,0.002,131.998,1,9,0.02,4,72,3795226
Shambharachi Note,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,03:14,Marathi,03-09-2001,0.16,0.77,0.34,0.984,-10.998,0.0898,125.995,0,11,0.03,4,61,4558325
Ashwani Ye Na,Kishore Kumar|Anuradha Paudwal,/artist/kishore-kumar|/artist/anuradha-paudwal-2,05:00,Marathi,04-06-2013,0.99,0.16,0.499,0.239,-12.42,0.08,128.005,0,5,0.02,4,41,4373628
Sainatha Guru Majhe,Pandurang Dixit|Radharaman Kirtane,/artist/pandurang-dixit|/artist/radharaman-kirtane,00:32,Marathi,12-06-2015,0.18,0.228,0.624,0.549,-10.683,0.01,132.052,1,1,0.1,4,42,1883700
Hi Navri Asli,Sachin|Anuradha Paudwal,/artist/sachin|/artist/anuradha-paudwal-2,05:04,Marathi,05-12-2018,0.1,0.75,0.217,0.576,-11.526,0.0544,128.013,1,9,0.04,4,43,9492400
Tu Sukhkarta Tu Dukh Harta,Rani Varma|Dr. Vasantrao Deshpande,/artist/rani-varma|/artist/dr-vasantrao-deshpande-1,05:04,Marathi,01-02-2013,0.63,0.396,0.993,0.048,-9.341,0.0563,132.045,1,0,0.07,4,52,5617448
Uthi Uthi Gopala,Pt. Kumar Gandharva,/artist/pt-kumar-gandharva-1,06:28,Marathi,08-03-2005,0.71,0.36,0.169,0.47,-12.095,0.098,135.998,1,2,0.0363,4,68,3336229
Malmali Tarunya Maaze,Asha Bhosle,/artist/asha-bhosle-1,06:16,Marathi,03-10-2022,0.04,0.853,0.58,0.448,-9.164,0.0707,127.702,1,6,0.1,4,94,3887177
Antichi Ghanti Vajavali,Anand Shinde,/artist/anand-shinde,06:30,Marathi,02-05-2006,0.04,0.07,0.411,0.669,-7.336,0.053,125.015,1,1,0.02,4,75,5876863
Darshan De Re Bhagvanta,Pralhad Shinde|Chorus,/artist/pralhad-shinde-1|/artist/chorus,02:44,Marathi,02-10-2002,0.32,0.996,0.953,0.257,-11.937,0.001,138.01,1,1,0.04,4,43,129379
Disla Ga Bai Disla,Usha Mangeshkar,/artist/usha-mangeshkar-2,05:04,Marathi,01-11-2006,0.68,0.91,0.438,0.061,-9.149,0.0058,128.006,0,1,0.083,4,81,4312695
Kashi Nashibana Thatta Aaj Mandali,Sudhir Phadle|Usha Mangeshkar,/artist/sudhir-phadle-24|/artist/usha-mangeshkar-2,04:00,Marathi,04-01-2005,0.1,0.153,0.764,0.383,-3.076,0.021,127.051,1,9,0.0402,4,57,7136416
Tyachi Maazi Preet,Asha Bhosle,/artist/asha-bhosle-1,04:36,Marathi,07-07-2005,0.35,0.96,0.713,0.921,-11.092,0.02,139.996,0,0,0.09,4,78,3002733
Mhora Ho Gangubai,Mahendra Kapoor|Usha Mangeshkar,/artist/mahendra-kapoor|/artist/usha-mangeshkar-2,03:22,Marathi,01-02-2022,0.97,0.462,0.3,0.927,-10.711,0.03,129.977,1,7,0.046,4,47,1283354
Jaise Jayache Karm,Pralhad Shinde,/artist/pralhad-shinde-1,03:13,Marathi,07-05-2012,0.81,0.64,0.327,0.765,-11.708,0.012,137.992,1,9,0.0332,4,31,5603813
Ya Pandhriche Sukh,Kishori Amonkar,/artist/kishori-amonkar,06:19,Marathi,05-11-2010,0.96,0.447,0.83,0.936,-4.782,0.046,134.992,0,9,0.0923,4,75,3619517
Raya Mala Pavsat Neu Naka,Pushpa Pagdhare,/artist/pushpa-pagdhare,03:29,Marathi,01-02-2009,0.65,0.73,0.889,0.592,-4.656,0.01,129.961,1,5,0.0921,4,60,10714606
Aai Mala Nesav Shalu Nava,Sulochana Chavan,/artist/sulochana-chavan,03:33,Marathi,12-08-2014,0.05,0.902,0.219,0.491,-7.538,0.099,137.954,0,7,0.042,4,100,8590715
Aali Naar Thumkat Murdat,Wagya,/artist/wagya,03:41,Marathi,02-09-2019,0.11,0.31,0.623,0.086,-8.364,0.03,128.016,0,9,0.002,4,59,9823100
Aga Rani,Usha Mangeshkar|Mahendra Kapoor,/artist/usha-mangeshkar-2|/artist/mahendra-kapoor,04:44,Marathi,12-05-2019,0.18,0.248,0.345,0.228,-5.756,0.0196,138.075,0,9,0.05,4,33,5467653
Majhya Padarat Kabutarach Ghuman,Sulochana Chavan,/artist/sulochana-chavan,06:20,Marathi,11-05-2007,0.06,0.35,0.054,0.297,-5.316,0.03,137.008,1,4,0.0907,4,95,7374688
Devas Tujhe He Phulayache - Duet,Arun Date|Sudha Malhotra,/artist/arun-date|/artist/sudha-malhotra,03:12,Marathi,05-12-2018,0.21,0.371,0.674,0.264,-10.051,0.0566,137.999,1,7,0.0906,4,95,2713474
Jodi Bailanchi Khillari,Mahendra Kapoor,/artist/mahendra-kapoor,04:26,Marathi,05-01-2018,0.6,0.25,0.18,0.215,-7.281,0.031,133.79,0,11,0.03,4,85,10294024
Utha Utha Sakal Jan,Asha Bhosle,/artist/asha-bhosle-1,03:09,Marathi,05-07-2011,0.78,0.166,0.992,0.967,-13.663,0.088,128.416,1,1,0.06,4,97,2215763
Ekach Hya Janmi Janu,Asha Bhosle,/artist/asha-bhosle-1,04:23,Marathi,08-10-2003,0.48,0.63,0.043,0.643,-4.146,0.055,133.33,0,9,0.033,4,39,6416493
Aali Majhya Ghari Hi Diwali,Anuradha Paudwal,/artist/anuradha-paudwal-2,04:54,Marathi,06-10-2015,0.52,0.683,0.222,0.217,-6.335,0.0588,129.394,1,0,0.02,4,73,227247
Lingobacha Dongur,Chandrakant Kale|Ravindra,/artist/chandrakant-kale|/artist/ravindra,02:05,Marathi,11-02-2007,0.04,0.12,0.543,0.698,-12.67,0.061,128.051,0,11,0.002,4,92,3827693
Akkalkot Swamichi Palkhi,Suresh Wadkar,/artist/suresh-wadkar,06:51,Marathi,08-08-2007,0.19,0.852,0.944,0.994,-13.663,0.0113,138.004,1,7,0.0955,4,92,988180
Manache Shlok and  Karunastake,Anuradha Paudwal,/artist/anuradha-paudwal-2,45:00:00,Marathi,08-07-2012,0.76,0.85,0.871,0.877,-12.167,0.01,129.998,0,10,0.085,4,57,6577728
Runanubandhachya,Pt. Kumar Gandharva|Vani Jairam,/artist/pt-kumar-gandharva-1|/artist/vani-jayaram,06:23,Marathi,12-08-2012,0.15,0.617,0.905,0.829,-12.512,0.02,138.007,0,6,0.022,4,76,7144992
Hou De Samna Tujha Aani Majha,Sulochana Chavan|Anand Shinde,/artist/sulochana-chavan|/artist/anand-shinde,07:08,Marathi,01-11-2011,0.24,0.22,0.63,0.549,-3.799,0.036,129.051,1,5,0.027,4,34,2307742
Ya Chimanyano,Lata Mangeshkar,/artist/lata-mangeshkar,03:18,Marathi,04-06-2018,0.99,0.57,0.862,0.636,-7.713,0.01,133.012,1,1,0.016,4,78,934256
Whiskichi Batli,Usha Mangeshkar|Jaywant Kulkarni,/artist/usha-mangeshkar-2|/artist/jaywant-kukarni,03:35,Marathi,02-01-2010,0.71,0.64,0.687,0.24,-9.738,0.05,128.007,0,0,0.012,4,91,9873760
Chandra Bhagechya Teeri,Pralhad Shinde|Chorus,/artist/pralhad-shinde-1|/artist/chorus,03:17,Marathi,10-12-2015,0.59,0.443,0.052,0.494,-2.875,0.009,127.008,0,2,0.1,4,38,5993215
Aai Majhya Lagnachi,Usha Mangeshkar,/artist/usha-mangeshkar-2,03:05,Marathi,04-12-2019,0.53,0.16,0.496,0.67,-10.665,0.0933,128.033,0,4,0.09,4,53,4974865
Ag Daar Ughad,Anand Shinde,/artist/anand-shinde,06:04,Marathi,04-01-2005,0.86,0.309,0.06,0.909,-7.628,0.0645,137.991,0,6,0.08,4,90,4522086
Aata Tari Deva Mala Pavshil Ka,Pralhad Shinde|Chorus,/artist/pralhad-shinde-1|/artist/chorus,02:29,Marathi,04-02-2016,0.09,0.87,0.901,0.625,-13.264,0.048,130.001,1,6,0.0338,4,98,2007591
Pikala Jambhul Todu Naka,Usha Mangeshkar,/artist/usha-mangeshkar-2,03:08,Marathi,09-05-2007,0.89,0.792,0.076,0.735,-3.402,0.01,141.054,0,5,0.04,4,68,6124623
Majhyach Mage Kiti Lagshil Tu,Uttara Kelkar|Vinay Mandke,/artist/uttara-kelkar|/artist/vinay-mandke,03:30,Marathi,05-11-2017,0.05,0.8,0.654,0.263,-6.572,0.03,138.005,0,11,0.0253,4,84,2304708
Krishna Krishna Nandkishora,Anuradha Paudwal,/artist/anuradha-paudwal-2,06:05,Marathi,05-06-2015,0.86,0.844,0.673,0.627,-9.787,0.0238,137.977,0,0,0.0487,4,82,2029877
Disate Majla Sukh Chitra Nave,Anuradha Paudwal,/artist/anuradha-paudwal-2,04:55,Marathi,06-01-2008,0.62,0.25,0.393,0.85,-10.108,0.04,138.009,1,11,0.06,4,38,4891554
Aandhalepanas,Asha Bhosle,/artist/asha-bhosle-1,03:05,Marathi,03-03-2002,0.25,0.615,0.974,0.319,-3.819,0.0353,129.247,0,9,0.03,4,86,4306055
Prem Karuya Khullam Khulla,Vinay Mandke|Anupama Deshpande,/artist/vinay-mandke|/artist/anupama-deshpande,04:14,Marathi,12-10-2020,0.59,0.28,0.579,0.948,-2.622,0.08,138,1,3,0.06,4,51,8665249
Naath Ha Majha Mohi Khala,Manik Varma,/artist/manik-varma,03:13,Marathi,08-11-2011,0.55,0.809,0.327,0.105,-4.643,0.002,133.998,1,5,0.038,4,91,10714872
Doghe Lutuya Rangbahar,Suresh Wadkar|Uttara Kelkar,/artist/suresh-wadkar|/artist/uttara-kelkar,04:49,Marathi,05-03-2017,0.41,1,0.54,0.338,-2.082,0.0091,137.946,0,7,0.0699,4,96,742031
Jhunjur Munjur,Asha Bhosle,/artist/asha-bhosle-1,05:28,Marathi,02-10-2006,0.92,0.515,0.852,0.376,-11.439,0.092,137.975,0,6,0.07,4,80,8730698
Aga Imala,Usha Mangeshkar|Mahendra Kapoor,/artist/usha-mangeshkar-2|/artist/mahendra-kapoor,03:29,Marathi,05-04-2013,0.25,0.96,0.855,0.404,-5.247,0,127.919,1,0,0.0915,4,68,8656401
Mala He Dattaguru Disale,Asha Bhosle,/artist/asha-bhosle-1,03:09,Marathi,08-06-2022,0.51,0.105,0.32,0.583,-11.987,0.071,137.956,1,1,0.04,4,90,183053
Hasnar Kadhi Bolnar Kadhi,Anuradha Paudwal|Suresh Wadkar,/artist/anuradha-paudwal-2|/artist/suresh-wadkar,03:50,Marathi,07-12-2009,0.58,0.6,0.555,0.622,-12.226,0.03,133.981,0,6,0.022,4,42,8892932
Tula Pahate Re Tula Pahate,Asha Bhosle,/artist/asha-bhosle-1,03:18,Marathi,04-11-2016,0.42,0.326,0.377,0.823,-13.577,0.0392,128.003,1,6,0.04,4,49,10206916
Dhundi Kalyana,Sudhir Phadke|Asha Bhosle,/artist/sudhir-phadke|/artist/asha-bhosle-1,03:38,Marathi,12-01-2024,0.22,0.67,0.548,0.583,-8.65,0.0792,136.011,1,9,0.0889,4,69,3811392
Aali Swari Sasurwadila,Pralhad Shinde|Chorus,/artist/pralhad-shinde-1|/artist/chorus,03:13,Marathi,08-11-2021,0.61,0.183,0.948,0.04,-2.917,0.09,137.991,0,9,0.017,4,38,4422605
Mala Pariche Pankh Milale,Anuradha Paudwal,/artist/anuradha-paudwal-2,05:49,Marathi,09-12-2014,0.55,0.18,0.626,0.882,-4.591,0.0832,137.954,0,4,0.089,4,56,9567362
Gorya Dehavarti,Ravindra|Usha Mangeshkar,/artist/ravindra|/artist/usha-mangeshkar-2,04:25,Marathi,01-03-2003,0.09,0.407,0.057,0.395,-11.693,0.066,137.986,1,0,0.0558,4,46,11059237
Ambabaicha Udo Udo,Pralhad Shinde|Chorus,/artist/pralhad-shinde-1|/artist/chorus,03:15,Marathi,06-12-2005,0.88,0.68,0.542,0.416,-12.415,0.01,140.016,1,6,0.0043,4,67,7575309
