song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Sonipat Ke Hoor,Usha Jariwala|Triloki Verma,/artist/usha-jariwala|/artist/triloki-verma,03:14,Haryanvi,06-10-2022,0.18,0.32,0.917,0.668,-3.283,0.0669,195.814,1,2,0,4,93,10240412
Ek Chhori Gaon Ki Gori,Triloki Verma,/artist/triloki-verma,05:04,Haryanvi,09-10-2013,0.82,0.91,0.357,0.55,-5.984,0.0192,197.52,0,4,0.07,4,43,6176718
Main Suraj Tu Chandrawal,Bhal Singh|Dilraj Kaur,/artist/bhal-singh|/artist/dilraj-kaur,04:32,Haryanvi,11-06-2008,0.01,0.877,0.701,0.252,-2.257,0.08,205.638,0,0,0.0553,4,61,500856
Sarson Phulee Rang Basanti,Dilraj Kaur,/artist/dilraj-kaur,03:42,Haryanvi,03-07-2002,0.06,0.62,0.147,0.92,-13.263,0.0421,190.54,0,6,0.05,4,60,10746853
Madam Hanske Karle Pyar,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-1,05:42,Haryanvi,01-03-2000,0.84,0.683,0.689,0.58,-13.748,0.089,134.917,0,6,0.03,4,58,9359189
Mhari Gordi Gori Gori,Bhupender,/artist/bhupender,03:52,Haryanvi,05-09-2006,0.05,0.93,0.637,0.37,-10.965,0.08,176.426,0,7,0.0082,4,53,1986167
Teri Morni Si Chaal,Devkumar Ghayal|GEETA RANI,/artist/devkumar-ghayal|/artist/geeta-rani,06:34,Haryanvi,11-07-2001,0.71,0.843,0.317,0.975,-3.255,0.0019,180.066,0,10,0.0676,4,25,8417326
Upar Aali Gori,Bhaal Singh|Janardan Sharma|Savita Saathi,/artist/bhaal-singh|/artist/janardan-sharma|/artist/savita-saathi,04:23,Haryanvi,06-06-2017,0.33,0.04,0.796,0.92,-12.962,0.07,191.942,0,0,0.004,4,61,2677643
Saasre Ne Jyagi Bebe,Savita Saathi,/artist/savita-saathi,09:52,Haryanvi,12-03-2002,0.82,0.631,0.689,0.667,-4.082,0.056,105.074,0,6,0.0921,4,93,2062387
Bagro Re Chaudhury Ho,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-3,03:00,Haryanvi,12-03-2020,0.13,0.39,0.019,0.12,-12.562,0.0083,171.964,0,2,0.01,4,53,5603143
Main Ro Ro Ke Raat Bitati Ho,Dilraj Kaur|Om Rahi,/artist/dilraj-kaur|/artist/om-rahi,05:16,Haryanvi,01-01-2002,0.97,0.553,0.021,0.472,-12.905,0.058,189.276,1,0,0.01,4,68,1978249
Chundar Odhoongi Mahal Ke Beech,Dilraj Kaur,/artist/dilraj-kaur,05:21,Haryanvi,06-11-2013,0.82,0.06,0.299,0.13,-5.002,0.0867,168.738,1,7,0.0055,4,57,10093968
Gori Mare Gam Ki,Chand Sanware,/artist/chand-sanware,05:04,Haryanvi,11-05-2003,0.52,0.735,0.33,0.767,-7.362,0.059,204.318,0,9,0.01,4,53,4909638
Sun Mere Sajan,Safdarjung Rana|Mohini Narula,/artist/safdarjung-rana|/artist/mohini-narula,02:54,Haryanvi,02-07-2020,0.81,0.76,0.729,0.95,-2.448,0.08,195.782,0,10,0.0354,4,88,1658801
Sab Hui Padosan Tyar,Om Rahi|Savita Sathi,/artist/om-rahi|/artist/savita-sathi-1,04:59,Haryanvi,07-12-2001,0.61,0.316,0.422,0.494,-2.958,0.069,113.544,1,0,0.09,4,84,6202657
Mere Chundar Mange De Ho Ho Nandi Ke Bira,Dilraj Kaur,/artist/dilraj-kaur,05:05,Haryanvi,05-03-2020,0.23,0.4,0.525,0.06,-2.16,0.077,204.07,0,10,0.0812,4,61,7534015
Madari,Kishore Kumar|Pravathi,/artist/kishore-kumar|/artist/pravathi,03:10,Haryanvi,05-02-2019,0.71,0.311,0.652,0.835,-6.8,0.0659,205.932,0,4,0.0062,4,64,5250147
Main To Mari Hoti,Dilraj Kaur,/artist/dilraj-kaur,04:42,Haryanvi,12-04-2022,0.85,0.89,0.227,0.65,-6.196,0.0646,187.94,1,5,0.078,4,47,10740145
Shakuntala Teri Shan Dekh Ke Shakuntala,Gulab Singh,/artist/gulab-singh,03:10,Haryanvi,02-08-2004,0.95,0.384,0.09,0.677,-10.091,0.086,192.042,1,1,0.02,4,56,11055321
Menka Chali Kuti Te Bahr,Sultan Singh,/artist/sultan-singh,03:28,Haryanvi,05-04-2007,0.95,0.82,0.395,0.78,-4.942,0.011,163.17,0,1,0.077,4,50,7643141
Ho Kaise Ghara Uthaoon Main,Sumer Singh Yadav,/artist/sumer-singh-yadav,03:00,Haryanvi,02-02-2007,1,0.787,0.982,0.091,-6.419,0.0554,182.31,0,7,0.057,4,80,6110664
Raja Janak Ghar Swayamber,Kavita Krishnamurthy,/artist/kavita-subramaniam,06:11,Haryanvi,07-07-2016,0.16,0.48,0.972,0.61,-2.729,0.08,190.014,0,3,0.06,4,82,5801590
Main Teri Thi Tu Mera Tha Manne Ke Nyu Bera Tha,Hemlata,/artist/hemlata,05:00,Haryanvi,11-01-2014,0.41,0.655,0.101,0.859,-12.778,0.0204,198.314,0,7,0.03,4,83,198780
Mata Ne Banvas Tolia,Sultan Singh,/artist/sultan-singh,03:15,Haryanvi,08-03-2003,0.61,0.95,0.002,0.3,-2.135,0.0047,179.916,0,9,0.027,4,54,6625604
Pandit Ji Dekho Haath Batlaao Manne Kaisa Pati Milega,Suresh Wadkar|Hemlata,/artist/suresh-wadkar|/artist/hemlata,05:00,Haryanvi,04-05-2006,0.99,0.068,0.371,0.485,-6.055,0.0463,200.154,0,11,0.0812,4,91,6097116
Teri Kamar Pe Choti Latke Re,Anuradha Paudwal|Suresh Wadkar,/artist/anuradha-paudwal-2|/artist/suresh-wadkar,04:31,Haryanvi,09-02-2014,0,0.23,0.62,1,-8.793,0.09,139.974,0,11,0.0118,4,35,8692134
Meri Pasali Mein Dard Huya Meri Maa,Dilraj Kaur|Usha Bhusawal,/artist/dilraj-kaur|/artist/usha-bhusawal,03:00,Haryanvi,02-02-2006,0.85,0.552,0.936,0.659,-8.005,0.04,169.154,1,1,0.015,4,53,4032563
Saath Raihniye Sang Ke Saathi,Mahendra Kapoor,/artist/mahendra-kapoor,09:00,Haryanvi,01-01-2011,0.84,0.87,0.115,0.16,-3.396,0.0786,154.574,0,5,0.0071,4,60,2147164
Tumba Bole,Vinay Kamalkishore|Satish Kumar|Mohini Narula|Pravathi,/artist/vinay-kamalkishore|/artist/satish-kumar|/artist/mohini-narula|/artist/pravathi,03:18,Haryanvi,12-11-2017,0.49,0.779,0.797,0.349,-8.58,0.0125,155.148,0,7,0.079,4,84,6607448
Gaidde Aali Gajvan Chhorhi Bhadar Garh Ka Bam,Bhal Singh,/artist/bhal-singh,06:05,Haryanvi,07-01-2008,0.09,0.25,0.663,0.14,-2.934,0.02,189.72,0,2,0.0636,4,50,5443562
Mannei Bulave Tha Chhora Baangar Ka,Savita Saathi,/artist/savita-saathi,06:07,Haryanvi,06-03-2020,0.58,0.495,0.935,0.572,-12.915,0.056,179.513,0,8,0.08,4,70,2741377
Ujar Khere Murh Basen Ujarhe Neha Lout Re,Vijaya Mazumder,/artist/vijaya-mazumder-1,02:07,Haryanvi,03-04-2010,0.88,0.8,0.741,0.08,-6.084,0.06,176.304,1,1,0.07,4,88,3923268
Tu Mahlan Ki Rahne Aali Main Kismat Ka Mara Su,Bhaal Singh|Savita Saathi,/artist/bhaal-singh|/artist/savita-saathi,06:45,Haryanvi,03-06-2005,0.49,0.482,0.435,0.146,-12.394,0.06,159.966,0,3,0.01,4,58,2708326
Upar Aali Gori,Savita Saathi,/artist/savita-saathi,02:43,Haryanvi,04-02-2012,0.41,0.28,0.792,0.23,-5.4,0.0212,125.91,1,2,0.074,4,78,5963408
Chaugardai Tai Baag Hara Dhan Sasu Ka Khyaal Rakhiye& & Gin Kai De Liye Bol Teen Sau Saa,Karan Singh Makroliya|Party,/artist/karan-singh-makroliya|/artist/party,01:01,Haryanvi,06-04-2020,0.88,0.445,0.737,0.502,-3.644,0.06,201.89,1,0,0.01,4,70,4470620
Bagar Bam Bam,Vinay Kamalkishore|Satish Kumar|Mohini Narula|Pravathi,/artist/vinay-kamalkishore|/artist/satish-kumar|/artist/mohini-narula|/artist/pravathi,03:12,Haryanvi,12-11-2014,0,0.44,0.839,0.29,-13.846,0.07,124.092,0,10,0.04,4,86,7095209
Meri Gali Byah Karwale,Chand Sanware|Dilraj Kaur,/artist/chand-sanware|/artist/dilraj-kaur,04:57,Haryanvi,07-09-2018,1,0.604,0.21,0.431,-9.093,0.05,135.781,1,10,0.08,4,53,4854068
Meri Aankh Teri Angiya Mein Fans Gayi-Raagani,Dilraj Kaur|Naseeb Singh,/artist/dilraj-kaur|/artist/naseeb-singh,07:00,Haryanvi,12-02-2008,0.15,0.97,0.837,0.38,-13.854,0.01,141.968,0,4,0.06,4,98,6549692
Rohtak Jana Se,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-1,02:55,Haryanvi,11-01-2003,0.54,0.039,0.315,0.784,-9.371,0.006,175.934,1,0,0.01,4,29,2139370
Chandra Gupti Garat,Unknown,/artist/unknown,03:17,Haryanvi,09-04-2005,0.79,0.14,0.663,0.37,-2.807,0.024,165.678,0,11,0.05,4,53,1258266
Khol Gori Jhat Khol,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-1,03:32,Haryanvi,11-04-2004,0.66,0.065,0.277,0.018,-10.932,0.0135,105.079,0,1,0.07,4,31,2126293
Calcutta Ghumaau Saari Raat Mera Man Aisa Kare,Hemlata,/artist/hemlata,06:00,Haryanvi,03-11-2018,0.71,0.8,0.333,0.13,-10.979,0.02,107.989,0,4,0.05,4,69,5056449
Gehri Chot Oat Ke Chaali,Bhaal Singh,/artist/bhaal-singh,08:00,Haryanvi,03-02-2002,0.05,0.233,0.254,0.235,-7.23,0.03,182.06,1,4,0.047,4,59,1529194
Hari Bhari Tarakari Lilo,Chand Sanware|Om Rahi,/artist/chand-sanware|/artist/om-rahi,04:28,Haryanvi,10-07-2014,0,0.39,0.327,0.52,-2.317,0.09,119.874,0,8,0.09,4,55,6649194
Arey Mele Main Ek Chhori Dekhi,Bhaal Singh,/artist/bhaal-singh,04:14,Haryanvi,02-03-2018,0.65,0.047,0.193,0.013,-3.756,0.087,145.176,1,1,0.03,4,56,9937074
Sooraj Mukh Na Jaaungi,Dilraj Kaur,/artist/dilraj-kaur,08:00,Haryanvi,08-04-2016,0.05,0.04,0.712,0.71,-9.713,0.05,169.956,1,6,0.0163,4,63,5976919
Rishta Na Koi Kariyo Apne Te Bade Ghar Mein,Mahendra Kapoor,/artist/mahendra-kapoor,07:00,Haryanvi,12-03-2005,0.87,0.227,0.007,0.713,-2.26,0.034,128.03,0,11,0.054,4,53,1525507
Saman Ka Mahina Tha,Anuradha Paudwal,/artist/anuradha-paudwal-2,05:21,Haryanvi,02-10-2017,0,0.38,0.482,0.48,-6.426,0.061,188.066,0,5,0.0078,4,93,2378560
Aawe Re Aawe Ik,Rajesh Madina|Anuja,/artist/rajesh-madina|/artist/anuja,04:36,Haryanvi,09-02-2010,0.46,0.272,0.322,0.732,-10.794,0.04,175.926,1,0,0.09,4,25,10358752
Aaja Dhabe Pe Khagri,Usha Jariwala|Triloki Verma,/artist/usha-jariwala|/artist/triloki-verma,03:08,Haryanvi,11-04-2018,0.35,0.24,0.604,0.9,-3.742,0.002,109.694,1,8,0.0808,4,98,2965871
O Mere Sajana - Dilraj Kaur,Dilraj Kaur,/artist/dilraj-kaur,05:36,Haryanvi,06-04-2015,0.02,0.448,0.151,0.045,-7.576,0.0095,105.007,1,8,0.0633,4,62,203401
Teri Nagan Bargi Chaal,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-1,03:10,Haryanvi,11-04-2021,0.84,0.89,0.842,0.76,-2.039,0.047,157.218,0,7,0.059,4,31,1102491
Lagi Chaski Pyar Ki,Dilraj Kaur,/artist/dilraj-kaur,06:54,Haryanvi,04-01-2004,0.85,0.848,0.504,0.402,-2.3,0,150.327,1,11,0.017,4,91,6573414
Jija Tu Kale Main Gori Ghani,Dilraj Kaur|Vijaya Mazumder,/artist/dilraj-kaur|/artist/vijaya-mazumder-2,06:24,Haryanvi,06-04-2013,0.11,0.03,0.429,0.09,-9.906,0.061,149.829,1,7,0.077,4,70,9570343
Dhak Dhak Dil Dhadke Sa Bata Kyun Dhadke Sa,Gulab Singh|Kusum Tanwar,/artist/gulab-singh|/artist/kusum-tanwar,05:00,Haryanvi,10-09-2004,0.22,0.381,0.142,0.612,-6.942,0.03,125.775,0,3,0.087,4,25,10281244
Tanei Pyar Karun Su Jitna Main,Suresh Wadkar|Dilraj Kaur,/artist/suresh-wadkar|/artist/dilraj-kaur,04:00,Haryanvi,10-12-2013,0.42,0.93,0.849,0.09,-3.265,0.028,159.158,0,0,0.007,4,45,7566553
Esaa Thok De Nalka,Devkumar Ghayal|GEETA RANI,/artist/devkumar-ghayal|/artist/geeta-rani,06:41,Haryanvi,05-11-2016,0.45,0.286,0.156,0.772,-7.018,0.085,202.554,0,0,0.084,4,41,4412395
Haryanvi Kissa Chandrahas Part-1,Safdarjung Rana,/artist/safdarjung-rana,59:48:00,Haryanvi,10-05-2018,0.82,0.24,0.704,0.81,-5.689,0.0297,199.022,0,5,0.0549,4,83,10343348
Laut Aa,Dilraj Kaur|Vijaya Mazumder,/artist/dilraj-kaur|/artist/vijaya-mazumder-1,21:02,Haryanvi,01-02-2015,0.35,0.283,0.953,0.459,-11.104,0.0195,155.563,0,5,0.004,4,30,3274504
Mera Fans Gaya Dol,Safdarjung Rana|Mohini Narula,/artist/safdarjung-rana|/artist/mohini-narula,03:09,Haryanvi,05-01-2003,0.27,0.89,0.681,0.89,-4.579,0.057,185.944,0,8,0.04,4,99,2620497
Behen Teri Ne Bhabhi,Rajesh Madina|Anuja,/artist/rajesh-madina|/artist/anuja,05:16,Haryanvi,04-04-2022,0.44,0.478,0.851,0.609,-12.952,0,110.478,0,9,0.01,4,97,5091522
Dhundhwa Do Bansi Mori Ji,Dilraj Kaur|Bhupendra,/artist/dilraj-kaur|/artist/bhupendra,07:00,Haryanvi,02-10-2022,0.37,0.79,0.839,0.74,-7.787,0.052,189.43,1,9,0.04,4,57,6913503
Binati Kae Sae Ayodhya Ke Wasi,Jagjit Jeeto,/artist/jagjit-jeeto,04:59,Haryanvi,09-01-2009,0.82,0.65,0.979,0.869,-10.859,0.044,162.534,0,11,0.0179,4,58,10172410
Raja Main Teri Ho Gayi,Kusum Tanwar|Reshama,/artist/kusum-tanwar|/artist/reshama,03:00,Haryanvi,09-07-2021,0.24,0.79,0.092,0.27,-10.316,0.0904,148.116,0,5,0.0229,4,97,6861567
Aaja Nimadi Tale,Ravindra Sathe|Jaishri,/artist/ravindra-sathe|/artist/jaishri,04:35,Haryanvi,03-01-2019,0.6,0.463,0.381,0.483,-13.892,0.0307,200.062,1,2,0.05,4,68,4685855
Nazar Utha Ke Dekhya,Dharam Singh,/artist/dharam-singh,05:56,Haryanvi,05-09-2021,0.85,0.47,0.769,0.8,-4.299,0.08,179.798,0,11,0.05,4,76,6910780
Babaji Aade,Unknown,/artist/unknown,03:19,Haryanvi,05-04-2019,0.01,0.93,0.877,0.777,-3.648,0.061,180.06,0,0,0.086,4,26,4153863
Aam Gadra Gaye Nayan Pathra Gaye,Savita,/artist/savita,07:00,Haryanvi,07-08-2002,0.8,0,0.362,0.03,-9.472,0.1,190.084,1,1,0.0002,4,57,8595199
C,Karan Singh Makroliya|Party,/artist/karan-singh-makroliya|/artist/party,01:01,Haryanvi,01-10-2019,0.06,0.987,0.043,0.098,-10.362,0.03,118.413,1,8,0.01,4,35,8293725
Chhuk Chhuk Chhuk,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-1,02:56,Haryanvi,02-04-2019,0.39,0.3,0.883,0.48,-7.016,0.0912,160.252,0,9,0.07,4,87,1780458
Roop Kala Gori,Safdarjung Rana|Mohini Narula,/artist/safdarjung-rana|/artist/mohini-narula,02:57,Haryanvi,07-01-2010,0.93,0.531,0.36,0.924,-2.185,0.01,199.952,0,9,0.0217,4,69,403310
Mere Dab Dab Bhar Aaye Nain,Mohini Narula|Sudarshan Bali,/artist/mohini-narula|/artist/sudarshan-bali,03:12,Haryanvi,10-06-2002,0.71,0.79,0.725,0.24,-2.379,0.06,195.904,0,4,0.04,4,99,1795515
Fauji Manas Ke Jaane,Dharam Singh|Satish|Triloki Verma|Maj. Birman,/artist/dharam-singh|/artist/satish|/artist/triloki-verma|/artist/maj-birman-1,08:59,Haryanvi,03-06-2020,0.54,0.997,0.858,0.783,-12.833,0.0912,199.952,1,1,0.0062,4,80,9030408
Sacha Mhara Pyar Piya Ho Jhootha Yo Sansaar,Savita Saathi|Bhaal Singh,/artist/savita-saathi|/artist/bhaal-singh,04:59,Haryanvi,12-03-2008,0.06,0.24,0.095,0.7,-7.45,0.031,104.997,1,9,0.047,4,82,4684473
Mahara Chhora Hoya Javan Piya,Jaspinder Narula|Safdarjung Rana,/artist/jaspinder-narula|/artist/safdarjung-rana,05:55,Haryanvi,05-12-2000,0.18,0.316,0.194,0.23,-8.56,0.03,115.07,0,6,0.047,4,93,5023181
Choudhury Hath Jorh Ri Se,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-1,02:56,Haryanvi,04-12-2004,0.36,0.05,0.047,0.27,-2.957,0.0765,193.982,1,2,0.05,4,91,8397672
Tavda Mando Par Ja Re,Pushpa Pagdhare,/artist/pushpa-pagdhare,06:14,Haryanvi,06-07-2005,0.81,0.357,0.735,0.222,-6.318,0.006,171.812,0,6,0.0099,4,93,4144544
Dekho Dharti Pae Aakash Aa Gaya,Prafull|Kavita Krishnamurthy,/artist/prafull|/artist/kavita-subramaniam,07:10,Haryanvi,07-12-2011,0.98,0.23,0.241,0.19,-6.833,0.0933,125.78,0,8,0.097,4,96,10454433
Hey Bhaan Meri Paat Gya Chala,Savita Saathi,/artist/savita-saathi,03:42,Haryanvi,06-01-2015,0.55,0.198,0.818,0.769,-9.281,0.061,179.876,0,5,0.0375,4,31,3350940
Aye Hai Re Gulabo Chhori,Safdarjung Rana|Kiran Sharma,/artist/safdarjung-rana|/artist/kiran-sharma,02:49,Haryanvi,03-04-2021,0.15,0.44,0.517,0.57,-11.623,0.0403,198.272,1,9,0.032,4,86,9183616
Dhula Lyo Raghuraj Pag,Prafull|Dilraj Kaur,/artist/prafull|/artist/dilraj-kaur,06:37,Haryanvi,05-08-2020,0.92,0.607,0.665,0.368,-9.056,0.0507,116.06,0,1,0.023,4,71,7009140
Meri Gail Mein Vyah Karva Le,Gulab Singh,/artist/gulab-singh,04:50,Haryanvi,05-01-2019,0.86,0.34,0.591,0.97,-11.004,0.02,104.95,0,0,0.013,4,72,9935910
Tik Tik Bar Bar,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-1,03:34,Haryanvi,12-09-2019,0.47,0.472,0.629,0.706,-7.216,0.034,122.934,0,9,0.03,4,81,2385725
Phagan Ke Din Aaye Ho,Savita Saathi|Bhaal Singh,/artist/savita-saathi|/artist/bhaal-singh,05:02,Haryanvi,01-05-2009,0.93,0.58,0.259,0.35,-6.146,0.015,121.321,1,11,0.08,4,30,8567234
Tere Galon Pai Rang Laga Doon,Devkumar Ghayal|GEETA RANI,/artist/devkumar-ghayal|/artist/geeta-rani,07:42,Haryanvi,07-09-2023,0.56,0.378,0.039,0.439,-2.315,0.05,197.873,0,2,0.02,4,89,2382762
Door Manai Se Jana,Savita Saathi|Bhaal Singh,/artist/savita-saathi|/artist/bhaal-singh,04:44,Haryanvi,01-07-2004,0.93,0.88,0.084,0.45,-5.547,0.074,157.878,1,6,0.0516,4,76,4105593
Ho Meri Chhann Paheli Haathan Main Taambe Ki Goonthi,Savita Saathi,/artist/savita-saathi,04:04,Haryanvi,08-08-2004,0.34,0.459,0.054,0.619,-13.44,0.02,180.063,1,0,0.079,4,76,2090362
