song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Ye Mahabharat Ni Katha,Mahendra Kapoor,/artist/mahendra-kapoor,02:52,Gujarati,05-04-2002,0.59,0.78,0.37,0.88,-4.017,0.03,125.025,0,7,0.028,4,79,5250252
Maaro Maragado Rokine Rang Dhalyo,Asha Bhosle,/artist/asha-bhosle-1,03:56,Gujarati,10-04-2020,0.03,0.505,0.633,0.156,-7.501,0.02,130.021,0,1,0.03,4,96,2303185
Karman Ki Gati Nyari,Narayan Swami,/artist/narayan-swami,05:05,Gujarati,02-04-2009,0.16,0.45,0.94,0.06,-3.94,0.03,130.018,1,9,0.005,4,93,7657961
Kon Halave Limbadi,Jayesh Nayak|Seema Trivedi,/artist/jayesh-nayak|/artist/seema-trivedi,03:33,Gujarati,05-02-2006,0.9,0.697,0.655,0.971,-4.742,0.0244,144.966,1,2,0.02,4,74,5246297
Hun To Fulada Vinava Gaiti,Asha Bhosle,/artist/asha-bhosle-1,03:47,Gujarati,10-03-2018,0.28,0.53,0.82,0.54,-13.624,0.1,122.011,1,2,0.05,4,46,5244106
Halo Halo Malade Re Bhakti Re Adariye Re,Saroj Gundani,/artist/saroj-gundani,06:34,Gujarati,03-03-2018,0.81,0.416,0.064,0.139,-10.056,0.0505,220.032,0,1,0.021,4,56,11187401
Adal Sonaran Badal Sonaran,Praful  Dave|Harshada Rawal,/artist/praful-dave-1|/artist/harshada-rawal,03:24,Gujarati,06-03-2009,0.3,0.81,0.42,0.08,-3.017,0.01,127.981,0,11,0.089,4,77,9865490
Kanudo Kalo Kalo,Narayan Swami,/artist/narayan-swami,03:24,Gujarati,08-06-2009,0.05,0.879,0.528,0.834,-2.992,0.0407,130.015,0,1,0.073,4,98,1335710
Ram Rakhe Tem Rahiye,Suman Kalyanpur,/artist/suman-kalyanpur,03:18,Gujarati,03-10-2002,0.22,0.16,0.52,0.45,-3.297,0.0696,144.068,0,6,0.09,4,39,8295650
Raja Janak Gher Mandvo,Damayanti Bardai,/artist/damayanti-bardai,06:13,Gujarati,06-04-2008,0.81,0.541,0.416,0.307,-13.964,0.0568,144.974,0,11,0.0468,4,34,6600887
Dhuni Re Dhakhavi,Mahendra Kapoor|Chorus,/artist/mahendra-kapoor|/artist/chorus,03:22,Gujarati,09-02-2019,0.81,0.94,0.39,0.69,-6.021,0.0105,149.949,0,7,0.019,4,81,8576710
Rudi Rudi Radhiali,Asha Bhosle|Chorus,/artist/asha-bhosle-1|/artist/chorus,03:34,Gujarati,05-10-2003,0.02,0.358,0.39,0.212,-8.954,0.07,140.036,0,5,0.059,4,87,1552894
Sachun Re Bol,Asha Bhosle|Mahendra Kapoor,/artist/asha-bhosle-1|/artist/mahendra-kapoor,03:16,Gujarati,11-04-2016,0.32,0.74,0.55,0.19,-10.647,0.0432,137.992,1,7,0.093,4,28,3947441
Thaye Sarkhamani To,Manhar Udhas,/artist/manhar-udhas,07:34,Gujarati,04-10-2003,0.74,0.266,0.068,0.627,-7.926,0.06,190.03,1,2,0.0733,4,82,2001951
Halaji Tara Haath Vakhanu,Pranlal Vyas|Chorus,/artist/pranlal-vyas|/artist/chorus,04:58,Gujarati,09-08-2010,0.09,0.36,0.82,0.01,-13.921,0.0308,150.278,0,1,0.007,4,82,7270812
Bharme Mat Bhoolo Gemara,Narayan Swami,/artist/narayan-swami,06:05,Gujarati,12-10-2009,0.9,0.678,0.598,0.169,-4.906,0.0195,119.996,1,9,0.01,4,73,8691574
Raj Mune Lagyo Kasumbino Rang,Hemu Gadhvi,/artist/hemu-gadhvi,03:21,Gujarati,05-07-2001,0.71,0.69,0.36,0.1,-9.781,0.03,119.989,0,8,0.099,4,82,4010380
Gori Tari Unchi Re Medine Uncha Mol,Sadhana Sargam|Arvind Barot,/artist/sadhana-sargam-1|/artist/arvind-barot,06:31,Gujarati,06-05-2014,0.59,0.041,0.765,0.057,-10.436,0.0925,199.962,1,1,0.0206,4,100,1970756
Mane Chaker Rakhoji,Kaumudi Munshi,/artist/kaumudi-munshi,03:19,Gujarati,07-09-2010,0.86,0.02,0.7,0.84,-5.994,0.055,140.036,1,5,0.09,4,94,688336
Kajal Bharya Nayan,Manhar Udhas,/artist/manhar-udhas,06:08,Gujarati,03-02-2015,0,0.76,0.337,0.82,-6.982,0.065,130,0,8,0.06,4,39,10546351
Koi Kahe Tene Kaheva Daiye - Alka Yagnik,Alka Yagnik,/artist/alka-yagnik,03:21,Gujarati,05-11-2015,0.83,0.23,0.3,0.25,-9.773,0.06,140.017,0,7,0.0604,4,87,1837332
Sonala Vatakadi,Praful  Dave|Damyanti Bardai,/artist/praful-dave-1|/artist/damyanti-bardai,06:03,Gujarati,01-01-2017,0.64,0.644,0.76,0.101,-2.053,0.0531,154.93,0,8,0.07,4,72,11109542
Sadguru Ramne Rijavun,Narayan Swami,/artist/narayan-swami,04:45,Gujarati,03-01-2020,0.88,0.18,0.13,0.49,-3.013,0.0136,145.019,0,8,0.01,4,55,8842074
Rang Bharyo Shravan,Asha Bhosle|Chorus,/artist/asha-bhosle-1|/artist/chorus,03:09,Gujarati,12-12-2014,0.68,0.464,0.317,0.005,-9.368,0.04,139.971,0,4,0.09,4,27,48157
Odhi Re Odhi - Dhola Tari Chundadi,Alka Yagnik|Praful  Dave,/artist/alka-yagnik|/artist/praful-dave-1,05:01,Gujarati,03-03-2001,0.4,0.82,0.94,0.51,-7.471,0.033,128.117,0,0,0.0406,4,64,2745233
Majham Raate,Lata Mangeshkar,/artist/lata-mangeshkar,03:21,Gujarati,03-01-2005,0.41,0.366,0.365,0.305,-12.839,0.018,119.996,0,4,0.033,4,81,1671396
Hun Ghunghat Maan Gherani,Asha Bhosle,/artist/asha-bhosle-1,03:29,Gujarati,02-01-2018,0.32,0.89,0.19,0.76,-9.237,0.0016,135.013,0,9,0.019,4,79,57245
Jesal Karile Vichar,Suman Kalyanpur,/artist/suman-kalyanpur,03:11,Gujarati,07-09-2003,0.22,0.007,0.849,0.002,-12.523,0.014,130.012,1,5,0.0273,4,81,6781744
Rudi Ne Rangili Vala Tari Vansali,Pranlal Vyas,/artist/pranlal-vyas,04:08,Gujarati,04-07-2014,0.82,0.77,0.61,0.58,-11.646,0.0905,220.022,0,9,0.083,4,100,1372734
Hun To Laheruyun Re Odhi,Diwaliben Bhil|Chorus,/artist/diwaliben-bhil|/artist/chorus,05:12,Gujarati,11-03-2018,0.79,0.908,0.18,0.699,-12.917,0.0805,137.972,0,7,0.0638,4,80,3642183
Saiybo Maro Gulab No Chhod,Damyanti Bardai|Usha Mangeshkar,/artist/damyanti-bardai|/artist/usha-mangeshkar-2,04:11,Gujarati,04-10-2008,0.61,0.7,0.6,0.9,-13.368,0.025,145.897,1,0,0.08,4,85,10646019
Hun To Aavya Tamare Asare,Pranlal Vyas,/artist/pranlal-vyas,03:53,Gujarati,09-11-2003,0.5,0.889,0.019,0.734,-12.192,0.092,120.001,0,3,0.04,4,44,9397425
Kalja Kero Katko Maro Ganth Thi Chhuti,ismail valera,/artist/ismail-valera,03:59,Gujarati,08-11-2014,0.1,0.22,0.38,0.72,-3.425,0.0226,145.059,0,10,0.0849,4,41,8105377
Ho Naath Tame Tulsi Ne Pandade,Pranlal Vyas,/artist/pranlal-vyas,04:01,Gujarati,11-08-2014,0.29,0.058,0.92,0.873,-4.447,0.0159,139.988,1,1,0.0505,4,71,4094341
Prabhu  Thai Nathi,Pranlal Vyas,/artist/pranlal-vyas,03:13,Gujarati,10-03-2015,0.45,0.13,0.16,0.14,-8.149,0.0067,138.508,0,5,0.064,4,42,519058
Hanre Hari Vase Harina Janma,Hansa Dave,/artist/hansa-dave,03:22,Gujarati,07-04-2016,0.66,0.768,0.713,0.153,-13.659,0.03,140.024,1,7,0.082,4,48,7049411
Baar Baar Varse - Lok Geet,Pranlal Vyas,/artist/pranlal-vyas,06:00,Gujarati,02-03-2002,0.02,0.59,0.19,0.48,-13.971,0.076,139.285,0,8,0.065,4,39,5869289
Ganpati Deva Karun Tari Seva - Following Sloka - Vakratund,Natvar Giri Goswami,/artist/natvar-giri-goswami,03:08,Gujarati,01-04-2017,0.78,0.346,0.15,0.931,-5.725,0.09,140.017,1,8,0.077,4,89,4161565
Yada Yada Hi Dharmsya - Shlok And He Jagne Jadva,Manna Dey,/artist/manna-dey,03:05,Gujarati,09-05-2003,0.54,0.31,0.48,0.55,-12.644,0.0075,129.99,0,4,0.036,4,33,6044727
Janmano Sangathi Kumbharan,Manna Dey,/artist/manna-dey,05:47,Gujarati,10-09-2003,0.82,0.693,0.871,0.789,-9.525,0.0855,139.987,0,4,0.06,4,77,654168
Ram Rakhe Em Rahevun,Narayan Swami,/artist/narayan-swami,05:01,Gujarati,04-10-2016,0.2,0.71,0.78,0.33,-13.877,0.05,140.041,0,6,0.051,4,59,1084384
Shant Zarukhe,Manhar Udhas,/artist/manhar-udhas,04:00,Gujarati,07-01-2004,0.14,0.822,0.772,0.279,-12.507,0.0017,149.981,1,6,0.0698,4,30,8206822
Holi Aavi Re,Asha Bhosle|Veljibhai Gajjar|Chorus,/artist/asha-bhosle-1|/artist/veljibhai-gajjar|/artist/chorus,06:12,Gujarati,07-08-2008,0.83,0.61,0.71,0.09,-12.731,0.0305,126.972,0,1,0.097,4,28,7341307
Maari Chhun Chhun Payal,Alka Yagnik|Anuradha Paudwal,/artist/alka-yagnik|/artist/anuradha-paudwal-2,03:28,Gujarati,07-01-2016,0.93,0.726,0.106,0.123,-12.047,0,140.029,0,11,0.0959,4,68,1159973
Dhola Ho Dhola,Prafulla Dave|Sasha Ghoshal,/artist/prafulla-dave-3|/artist/sasha-ghoshal,09:58,Gujarati,11-01-2020,0.48,0.9,0.38,0.76,-10.596,0.055,140.007,0,7,0.014,4,68,4406358
Tamara Ahi Aaj,Manhar Udhas,/artist/manhar-udhas,06:01,Gujarati,02-12-2005,0.57,0.996,0.105,0.949,-4.481,0.064,139.998,1,4,0.02,4,64,4569591
Sayaji Amne Dar Re Lagyo,Pranlal Vyas,/artist/pranlal-vyas,03:22,Gujarati,12-10-2018,0.49,0.39,0.28,0.49,-12.889,0.07,136.005,1,0,0.06,4,47,9652057
Jota Re Jota Re - Duet,Praful  Dave|Usha Mangeshkar,/artist/praful-dave-1|/artist/usha-mangeshkar-2,05:44,Gujarati,06-04-2004,0.17,0.405,0.039,0.414,-8.885,0.0392,136.055,0,7,0.0906,4,44,1362987
Sajan Tara Sambharna,Alka Yagnik|Praful  Dave,/artist/alka-yagnik|/artist/praful-dave-1,08:57,Gujarati,02-12-2005,0.75,0.38,0.85,0.81,-2.329,0.02,135.969,0,8,0.04,4,50,6475820
Pidho Pidho Kasumbai No Rang Pt. 2,Hemu Gadhvi|Chorus,/artist/hemu-gadhvi|/artist/chorus,04:35,Gujarati,03-12-2022,0.13,0.394,0.544,0.139,-2.978,0.031,139.918,0,6,0.0284,4,81,558101
Roi Roi Kone Sambhalavu,ismail valera,/artist/ismail-valera,03:08,Gujarati,11-06-2017,0.97,0.11,0.84,0.52,-8.361,0.014,131.004,0,1,0.086,4,98,8271266
Mara Ram Tame Seetajine Tole Na Aavo,Asha Bhosle,/artist/asha-bhosle-1,05:21,Gujarati,08-03-2010,0.74,0.159,0.579,0.802,-13.585,0.039,140.056,1,4,0.023,4,86,5424612
O Rang Rasiya,Mahendra Kapoor|Suman Kalyanpur|Chorus,/artist/mahendra-kapoor|/artist/suman-kalyanpur|/artist/chorus,03:13,Gujarati,04-03-2009,0.97,0.15,0.11,0.47,-13.723,0.08,131.016,0,8,0.01,4,90,7384556
Dhola O Dhola,Alka Yagnik|Praful  Dave,/artist/alka-yagnik|/artist/praful-dave-1,06:28,Gujarati,05-10-2020,0.68,0.802,0.621,0.325,-10.705,0.0516,212.006,0,1,0.05,4,84,1842579
Kalna Katak Chadhya,Karsandas Sagathia,/artist/karsandas-sagathia,06:37,Gujarati,03-12-2016,0.47,0.16,0.26,0.99,-5.01,0.0397,160.027,0,3,0.0477,4,31,6102564
Ubhi Ubhi Ugamane Darbar,Praful  Dave,/artist/praful-dave-1,07:21,Gujarati,06-10-2018,0.26,0.029,0.041,0.876,-4.77,0.01,139.948,0,2,0.062,4,42,1560573
Sadguru Ramne Rijavun,Narayan Swami,/artist/narayan-swami,04:45,Gujarati,03-06-2015,0.07,0.61,0.11,0.28,-6.86,0.033,139.972,0,6,0.032,4,62,5083478
Kan Kunwariyani Zulani,Asha Bhosle|Chorus,/artist/asha-bhosle-1|/artist/chorus,06:03,Gujarati,12-04-2016,0.96,0.822,0.48,0.405,-8.223,0.0973,140.021,1,2,0.07,4,92,6488890
Baraf No Pahad Thai,Kaumudi Munshi,/artist/kaumudi-munshi,10:04,Gujarati,08-12-2017,0.2,0.22,0.53,0.87,-11.48,0.0331,140.02,0,4,0.04,4,39,5926633
Ek Vaar Sham Tame - Purushottam Upadhyay,Purshotam Upadhyay,/artist/purshotam-upadhyay,03:21,Gujarati,06-12-2020,0.1,0.26,0.039,0.77,-12.272,0.036,145.028,1,11,0.09,4,52,9528596
Pankhidane Aa Pinjarun,Mukesh,/artist/mukesh,03:29,Gujarati,02-01-2014,0.17,0.76,0.44,0.27,-3.023,0.07,140.028,0,9,0.03,4,52,11313352
Dholitara Dholkane,Mrudula Desai,/artist/mrudula-desai,06:08,Gujarati,05-03-2009,0.86,0.227,0.782,0.911,-13.992,0.07,131.988,0,1,0.0412,4,37,7009675
