song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood
Ghana Dukh Hey Yaane Bhartar Ka,Dilraj Kaur,/artist/dilraj-kaur,0.0,Haryanvi,2007-09-02,0.62,0.818,0.319,0.863,-8.612,0.009,89.921,0,8,0.07,4,96,7871724,0,0,0,Sad
Tubewell Par Kapde,Rajesh Madina|Anuja,/artist/rajesh-madina|/artist/anuja,0.0,Haryanvi,2007-09-12,0.08,0.36,0.522,0.42,-12.57,0.01,64.934,0,1,0.01,4,96,2190923,0,0,0,Sad
Baaje Chhe Re Bajo Paat Ko,Pushpa Pagdhare|Jaishri,/artist/pushpa-pagdhare|/artist/jaishri,0.0,Haryanvi,2007-11-12,0.64,0.859,0.425,0.621,-13.667,0.047,147.965,0,4,0.014,4,41,368057,0,0,0,Sad
Hum Hindustani Dushman Kaani Va Nadaani Karya Kare,Gulab Singh|Kusum Tanwar,/artist/gulab-singh|/artist/kusum-tanwar,0.0,Haryanvi,2007-12-07,0.6,0.464,0.462,0.979,-7.099,0.029,169.83,0,7,0.1,4,26,781546,0,0,0,Sad
Solooh Ka Byah Part - I,Safdarjung Rana,/artist/safdarjung-rana,0.0,Haryanvi,2007-12-11,0.18,0.39,0.171,0.74,-2.188,0.0622,108.003,1,1,0.05,4,72,9032373,0,0,0,Sad
Aaja Tu Meri Baahon Mein,Dilraj Kaur|Charanjit Ahuja,/artist/dilraj-kaur|/artist/charanjit-ahuja,0.0,Haryanvi,2008-02-11,0.99,0.3,0.409,0.8,-12.217,0.02,119.957,0,5,0.0225,4,34,11041833,0,0,0,Sad
Bihari Leke Bahu Nai,Rajesh Madina|Anuja,/artist/rajesh-madina|/artist/anuja,0.0,Haryanvi,2008-04-05,0.22,0.731,0.039,0.208,-10.706,0.02,120.1,0,7,0.003,4,30,5281202,0,0,0,Sad
Bakvasvani - Haryanvi Cricket Commentary - Part - Ii,Ravi Sharma,/artist/ravi-sharma,0.0,Haryanvi,2008-06-03,0.49,0.665,0.553,0.74,-4.718,0.05,154.964,0,6,0.0875,4,48,9817754,0,0,0,Sad
Gaidde Aali Gajvan Chhorhi Bhadar Garh Ka Bam,Bhal Singh,/artist/bhal-singh,0.0,Haryanvi,2008-07-01,0.09,0.25,0.663,0.14,-2.934,0.02,189.72,0,2,0.0636,4,50,5443562,0,0,0,Energetic
Haye Haye Re Gulabo,Safdarjung Rana,/artist/safdarjung-rana,0.0,Haryanvi,2008-09-04,0.63,0.177,0.871,0.242,-4.676,0.0163,144.134,0,8,0.01,4,100,7379086,0,0,0,Happy
Olyan Thari Aave,Anuradha Paudwal,/artist/anuradha-paudwal-2,0.0,Haryanvi,2008-09-08,0.11,0.742,0.624,0.971,-12.554,0.078,142.094,1,8,0.0243,4,71,9815291,0,0,0,Sad
Dilde Mein Prem Ganth Yaari,Savita,/artist/savita,0.0,Haryanvi,2008-10-02,0.93,0.123,0.595,0.377,-5.095,0.059,155.008,0,7,0.0303,4,98,7827717,0,0,0,Sad
Main Suraj Tu Chandrawal,Bhal Singh|Dilraj Kaur,/artist/bhal-singh|/artist/dilraj-kaur,0.0,Haryanvi,2008-11-06,0.01,0.877,0.701,0.252,-2.257,0.08,205.638,0,0,0.0553,4,61,500856,0,0,0,Energetic
Meri Aankh Teri Angiya Mein Fans Gayi-Raagani,Dilraj Kaur|Naseeb Singh,/artist/dilraj-kaur|/artist/naseeb-singh,0.0,Haryanvi,2008-12-02,0.15,0.97,0.837,0.38,-13.854,0.01,141.968,0,4,0.06,4,98,6549692,0,0,0,Happy
Sacha Mhara Pyar Piya Ho Jhootha Yo Sansaar,Savita Saathi|Bhaal Singh,/artist/savita-saathi|/artist/bhaal-singh,0.0,Haryanvi,2008-12-03,0.06,0.24,0.095,0.7,-7.45,0.031,104.997,1,9,0.047,4,82,4684473,0,0,0,Sad
Phagan Ke Din Aaye Ho,Savita Saathi|Bhaal Singh,/artist/savita-saathi|/artist/bhaal-singh,0.0,Haryanvi,2009-01-05,0.93,0.58,0.259,0.35,-6.146,0.015,121.321,1,11,0.08,4,30,8567234,0,0,0,Sad
Tere Jaise Phire Se Hazaar Hain Chhore,Vandana Bajpeyie,/artist/vandana-bajpeyie,0.0,Haryanvi,2009-02-03,0.23,0.155,0.812,0.853,-8.369,0.057,99.96,1,5,0.0915,4,71,1372073,0,0,0,Happy
Here Lakshman Gaadi To Roko,Savita,/artist/savita,0.0,Haryanvi,2009-03-10,0.54,0.876,0.897,0.292,-4.62,0.07,96.057,1,8,0.07,4,51,5773273,0,0,0,Energetic
Banna Chhoti Mirch Ghani Tej Re,Mohini Narula|Sudarshan Bali,/artist/mohini-narula|/artist/sudarshan-bali,0.0,Haryanvi,2009-04-02,0.93,0.12,0.688,0.57,-2.393,0.03,150.011,1,0,0.0602,4,63,3157480,0,0,0,Sad
Saari Duniya Badal Gai,Bijendra Singh,/artist/bijendra-singh,0.0,Haryanvi,2009-04-12,0.2,0.872,0.349,0.234,-6.776,0.02,179.974,1,0,0.008,4,30,7852125,0,0,0,Sad
Tu Ke He Sae Ke Dujo Ram,Kavita Krishnamurthy|Sushma Seth,/artist/kavita-subramaniam|/artist/sushma-seth,0.0,Haryanvi,2009-06-10,0.94,0.26,0.121,0.14,-6.737,0.0136,184.718,0,10,0.01,4,50,4975288,0,0,0,Sad
Chhori Teri Mehangi,Rajesh Madina|Anuja,/artist/rajesh-madina|/artist/anuja,0.0,Haryanvi,2009-07-04,0.83,0.57,0.617,0.76,-9.505,0.0233,112.511,0,10,0.059,4,51,9011190,0,0,0,Happy
Dushman Ne Ghatiyan Gheri Bhayankar,Kusum Tanwar,/artist/kusum-tanwar,0.0,Haryanvi,2009-08-07,0.41,0.69,0.021,0.53,-7.079,0.091,93.943,1,7,0.0366,4,30,1745323,0,0,0,Sad
Binati Kae Sae Ayodhya Ke Wasi,Jagjit Jeeto,/artist/jagjit-jeeto,0.0,Haryanvi,2009-09-01,0.82,0.65,0.979,0.869,-10.859,0.044,162.534,0,11,0.0179,4,58,10172410,0,0,0,Happy
Ghoor Ghoor Kyun Dekhe Re Chhore,Bhaal Singh|Savita Saathi,/artist/bhaal-singh|/artist/savita-saathi,0.0,Haryanvi,2009-09-03,0.26,0.58,0.555,0.96,-6.737,0.031,179.54,0,1,0.045,4,92,3136828,0,0,0,Sad
Ujar Khere Murh Basen Ujarhe Neha Lout Re,Vijaya Mazumder,/artist/vijaya-mazumder-1,0.0,Haryanvi,2010-03-04,0.88,0.8,0.741,0.08,-6.084,0.06,176.304,1,1,0.07,4,88,3923268,0,0,0,Happy
Roop Janana Dhar,Satpal,/artist/satpal,0.0,Haryanvi,2010-03-07,0.84,0.024,0.266,0.377,-6.881,0.0706,123.017,1,7,0.0043,4,42,3421446,0,0,0,Sad
Sun Darzi Ke Toon Meri,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-1,0.0,Haryanvi,2010-03-09,0.59,0.45,0.95,0.25,-11.741,0.0,123.984,1,9,0.059,4,91,914655,0,0,0,Happy
Ho Chhori Bangar Ki,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-4,0.0,Haryanvi,2010-03-12,0.97,0.544,0.569,0.818,-8.561,0.075,194.432,0,9,0.08,4,97,9105655,0,0,0,Happy
Nain Katore Kajal Dore,Bhal Singh,/artist/bhal-singh,0.0,Haryanvi,2010-04-02,0.96,0.99,0.172,0.65,-12.934,0.066,185.328,1,0,0.0232,4,89,7890531,0,0,0,Sad
Sare Gaam Mein Rukka Padgya,Dilraj Kaur,/artist/dilraj-kaur,0.0,Haryanvi,2010-04-04,0.76,0.572,0.874,0.773,-11.532,0.04,135.093,1,0,0.09,4,86,2945983,0,0,0,Happy
Roop Kala Gori,Safdarjung Rana|Mohini Narula,/artist/safdarjung-rana|/artist/mohini-narula,0.0,Haryanvi,2010-07-01,0.93,0.531,0.36,0.924,-2.185,0.01,199.952,0,9,0.0217,4,69,403310,0,0,0,Sad
Sun Mere Mausa Suni Ak Naan,Various Artist,/artist/various-artist,0.0,Haryanvi,2010-07-01,0.71,0.09,0.08,0.5,-9.655,0.02,161.989,0,10,0.0554,4,76,9096901,0,0,0,Sad
Byahli Gori Rang Mahal Men,Bhagat Singh,/artist/bhagat-singh,0.0,Haryanvi,2010-07-01,0.06,0.741,0.047,0.67,-3.951,0.09,135.998,1,7,0.02,4,83,3207972,0,0,0,Sad
Baat Baat Mein Teri Yaad Mein,Suresh Wadkar,/artist/suresh-wadkar,0.0,Haryanvi,2010-07-08,0.34,0.458,0.63,0.941,-12.78,0.044,94.932,0,7,0.0896,4,34,10795231,0,0,0,Sad
Haye Budha Ho Ke,Safdarjung Rana|Uma Dubey,/artist/safdarjung-rana|/artist/uma-dubey-1,0.0,Haryanvi,2010-07-11,0.43,0.376,0.436,0.02,-4.312,0.1,159.966,0,4,0.083,4,62,340312,0,0,0,Sad
Teri Khatar Kharhya Medam,Safdarjung Rana|Kiran Sharma,/artist/safdarjung-rana|/artist/kiran-sharma,0.0,Haryanvi,2010-08-02,0.74,0.769,0.412,0.385,-12.095,0.03,146.04,0,8,0.0583,4,53,9436309,0,0,0,Sad
Piya Murli Manei Banale,Savita Saathi|Bhaal Singh,/artist/savita-saathi|/artist/bhaal-singh,0.0,Haryanvi,2010-08-04,0.92,0.317,0.467,0.677,-11.063,0.0071,100.024,1,8,0.037,4,73,8781320,0,0,0,Sad
Chhora Jaat Ka,Bhaal Singh,/artist/bhaal-singh,0.0,Haryanvi,2010-08-10,0.31,0.14,0.274,0.22,-13.811,0.069,156.648,0,11,0.07,4,44,1121949,0,0,0,Sad
Aawe Re Aawe Ik,Rajesh Madina|Anuja,/artist/rajesh-madina|/artist/anuja,0.0,Haryanvi,2010-09-02,0.46,0.272,0.322,0.732,-10.794,0.04,175.926,1,0,0.09,4,25,10358752,0,0,0,Sad
Saath Raihniye Sang Ke Saathi,Mahendra Kapoor,/artist/mahendra-kapoor,0.0,Haryanvi,2011-01-01,0.84,0.87,0.115,0.16,-3.396,0.0786,154.574,0,5,0.0071,4,60,2147164,0,0,0,Sad
Kod Kade Ki Rhane Aali,Guru Das Sharma,/artist/guru-das-sharma,0.0,Haryanvi,2011-02-08,0.4,0.517,0.83,0.416,-4.166,0.1,77.557,1,0,0.0065,4,99,1217727,0,0,0,Energetic
Chure Ne Leli Meri Jaan,Dilraj Kaur,/artist/dilraj-kaur,0.0,Haryanvi,2011-06-04,0.67,0.04,0.917,0.87,-4.763,0.0694,143.383,0,2,0.1,4,99,7776802,0,0,0,Energetic
