song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood
Ek Nazar Mein Bhi,K.K.|Sunidhi Chauhan,/artist/kk|/artist/sunidhi-chauhan,0.0,Hindi,2002-01-02,0.45,0.51,0.038,0.495,-2.47,0.063,120.032,1.0,3.0,0.047,4.0,26.0,7081113.0,0,0,0,Sad
Mere Naina Sawan Bhadon (Female),Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Hindi,2002-01-03,0.05,0.346,0.808,0.279,-10.157,0.0,159.936,1.0,5.0,0.08,4.0,74.0,2563458.0,0,0,0,Happy
Yeh Vaada Raha,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,0.0,Hindi,2002-01-03,0.66,0.348,0.424,0.474,-6.954,0.038,200.112,1.0,10.0,0.028,4.0,98.0,4905832.0,0,0,0,Sad
Naino Mein Sapna,Amit Kumar|Shreya Ghoshal,/artist/amit-kumar|/artist/shreya-ghoshal,0.0,Hindi,2002-01-08,0.19,0.98,0.09,0.76,-2.043,0.02,129.938,0.0,6.0,0.045,4.0,64.0,3035343.0,0,0,0,Sad
Ab Tumhare Hawale Vatan Sathiyon,Mohammed Rafi,/artist/mohammad-rafi,0.0,Hindi,2002-01-09,0.41,0.381,0.529,0.362,-13.413,0.096,190.374,1.0,7.0,0.06,4.0,97.0,7302243.0,0,0,0,Sad
Likhne Wale Ne Likh Dale,Lata Mangeshkar|Suresh Wadkar,/artist/lata-mangeshkar|/artist/suresh-wadkar,0.0,Hindi,2002-01-11,0.26,0.09,0.938,0.074,-3.191,0.1,190.53,1.0,0.0,0.01,4.0,98.0,1894037.0,0,0,0,Energetic
Yeh Kya Jagah Hai Doston,Asha Bhosle,/artist/asha-bhosle-1,0.0,Hindi,2002-02-05,0.87,0.38,0.352,0.389,-13.394,0.0926,168.918,1.0,9.0,0.0,4.0,31.0,3561034.0,0,0,0,Sad
Din Dhal Jaye Haye,Mohammed Rafi,/artist/mohammad-rafi,0.0,Hindi,2002-02-08,0.57,0.401,0.333,0.586,-3.565,0.005,112.663,1.0,6.0,0.04,4.0,68.0,115814.0,0,0,0,Sad
Aajkal Paon Zaamin Par Nahin Padte,Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Hindi,2002-02-12,0.21,0.653,0.674,0.349,-4.31,0.0209,145.139,0.0,11.0,0.08,4.0,43.0,680328.0,0,0,0,Sad
Panna Ki Tamanna Hai,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,0.0,Hindi,2002-03-02,0.99,0.332,0.155,0.843,-8.042,0.016,209.994,1.0,8.0,0.02,4.0,39.0,1804355.0,0,0,0,Sad
Tumne Mujhe Dekha Hokar Meherban,Mohammed Rafi,/artist/mohammad-rafi,0.0,Hindi,2002-03-03,0.69,0.11,0.03,0.878,-4.306,0.033,125.968,1.0,1.0,0.007,4.0,27.0,6574292.0,0,0,0,Sad
Tum Bhi Chalo Hum Bhi Chale (Duet),Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,0.0,Hindi,2002-03-06,0.04,0.84,0.692,0.033,-9.901,0.02,176.878,1.0,1.0,0.0427,4.0,69.0,185169.0,0,0,0,Sad
O Meri Mehbooba Mehbooba Mehbooba,Mohammed Rafi,/artist/mohammad-rafi,0.0,Hindi,2002-03-08,0.19,0.068,0.54,0.66,-3.084,0.052,174.624,0.0,9.0,0.0048,4.0,60.0,8172205.0,0,0,0,Sad
Pyar Diwana Hota Hain,Kishore Kumar,/artist/kishore-kumar,0.0,Hindi,2002-04-02,0.9,0.941,0.608,0.255,-13.504,0.0002,110.067,1.0,5.0,0.0904,4.0,72.0,3613663.0,0,0,0,Happy
Yeh Kahan Aa Gaye Hum,Lata Mangeshkar|Amitabh Bachchan,/artist/lata-mangeshkar|/artist/amitabh-bachchan,0.0,Hindi,2002-04-02,0.49,0.28,0.837,0.345,-6.855,0.061,187.828,1.0,1.0,0.0543,4.0,91.0,5659961.0,0,0,0,Energetic
Wafa Jo Na Ki,Hemlata,/artist/hemlata,0.0,Hindi,2002-04-02,0.62,0.13,0.064,0.089,-7.751,0.0846,162.242,1.0,1.0,0.045,4.0,47.0,4030593.0,0,0,0,Sad
Sawan Ko Aane Do,Jaspal Singh|Kalyani Mitra,/artist/jaspal-singh|/artist/kalyani-mitra,0.0,Hindi,2002-04-08,0.93,0.028,0.934,0.98,-6.523,0.0648,159.686,0.0,6.0,0.02,4.0,59.0,4396117.0,0,0,0,Happy
Hum Dono Do Premi,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,0.0,Hindi,2002-05-04,0.4,0.44,0.407,0.088,-8.655,0.083,165.774,1.0,6.0,0.0718,4.0,46.0,1109705.0,0,0,0,Sad
Sawan Ka Mahina,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,0.0,Hindi,2002-05-06,0.97,0.352,0.335,0.952,-6.913,0.0672,160.114,1.0,0.0,0.0148,4.0,86.0,6521898.0,0,0,0,Sad
Hum Bewafa Hargiz Na Thay (Happy),Kishore Kumar,/artist/kishore-kumar,0.0,Hindi,2002-05-07,0.3,0.92,0.104,0.08,-6.942,0.058,131.092,0.0,6.0,0.1,4.0,95.0,6461941.0,0,0,0,Sad
Tumhein Yaad Karte Karte,Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Hindi,2002-05-08,0.44,0.955,0.522,0.344,-6.741,0.0373,106.017,0.0,6.0,0.1,4.0,57.0,8990781.0,0,0,0,Sad
Mausam Mastana,Asha Bhosle|Dilraj Kaur,/artist/asha-bhosle-1|/artist/dilraj-kaur,0.0,Hindi,2002-06-04,0.4,0.63,0.608,0.713,-8.391,0.07,188.728,1.0,9.0,0.0349,4.0,55.0,1826725.0,0,0,0,Sad
De De Pyar De De (Female),Asha Bhosle,/artist/asha-bhosle-1,0.0,Hindi,2002-06-04,0.14,0.083,0.918,0.741,-11.693,0.019,190.974,0.0,5.0,0.02,4.0,31.0,5155403.0,0,0,0,Sad
Teri Galiyon Mein,Mohammed Rafi,/artist/mohammad-rafi,0.0,Hindi,2002-06-05,0.37,0.96,0.29,0.993,-8.961,0.0,103.992,0.0,6.0,0.03,4.0,68.0,3161430.0,0,0,0,Sad
Dum Dum Diga Diga,Mukesh,/artist/mukesh,0.0,Hindi,2002-06-05,0.32,0.1,0.977,0.157,-2.344,0.02,130.064,0.0,7.0,0.061,4.0,50.0,7686988.0,0,0,0,Energetic
Aur Is Dil Mein (Duet),Asha Bhosle|Suresh Wadkar,/artist/asha-bhosle-1|/artist/suresh-wadkar,0.0,Hindi,2002-06-06,0.88,0.69,0.597,0.553,-10.104,0.0784,183.038,0.0,8.0,0.011,4.0,44.0,1954854.0,0,0,0,Sad
Jis Gali Mein Tera Ghar,Mukesh,/artist/mukesh,0.0,Hindi,2002-06-09,0.43,0.14,0.597,0.585,-7.379,0.0097,127.985,0.0,10.0,0.0689,4.0,38.0,2086643.0,0,0,0,Sad
Mujhe Ishq Hai Tujhi Se,Mohammed Rafi,/artist/mohammad-rafi,0.0,Hindi,2002-06-09,0.25,0.709,0.055,0.893,-3.225,0.098,105.932,1.0,6.0,0.083,4.0,96.0,1696349.0,0,0,0,Sad
Ye Zamin Gaa Rahi Hai,Amit Kumar,/artist/amit-kumar,0.0,Hindi,2002-06-12,0.22,0.78,0.169,0.475,-2.368,0.01,173.861,1.0,11.0,0.02,4.0,75.0,8319829.0,0,0,0,Sad
Musafir Hoon Yaron,Kishore Kumar,/artist/kishore-kumar,0.0,Hindi,2002-07-03,0.45,0.667,0.048,0.684,-2.138,0.0379,154.909,1.0,4.0,0.0108,4.0,94.0,11193312.0,0,0,0,Sad
I Am A Disco Dancer,Vijay Benedict,/artist/vijay-benedict,0.0,Hindi,2002-07-04,0.45,0.134,0.159,0.781,-7.467,0.0329,196.474,1.0,9.0,0.059,4.0,48.0,5450968.0,0,0,0,Sad
Nindiya Se Jagi Bahar,Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Hindi,2002-07-09,0.43,0.79,0.977,0.573,-5.312,0.0679,202.049,0.0,1.0,0.07,4.0,83.0,709744.0,0,0,0,Energetic
Maine Pyar Kiya,Lata Mangeshkar|S. P. Balasubrahmanyam,/artist/lata-mangeshkar|/artist/s-p-balasubrahamanyam,0.0,Hindi,2002-07-10,0.71,0.56,0.116,0.288,-8.991,0.004,138.015,1.0,7.0,0.062,4.0,35.0,9893945.0,0,0,0,Sad
Dil Ke Jharokhe Mein,Mohammed Rafi,/artist/mohammad-rafi,0.0,Hindi,2002-07-12,0.54,0.932,0.023,0.687,-8.746,0.0578,133.971,1.0,4.0,0.059,4.0,60.0,6668370.0,0,0,0,Sad
Chup Gaye Sare Nazare,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,0.0,Hindi,2002-08-01,0.72,0.349,0.054,0.213,-3.773,0.07,122.244,1.0,5.0,0.08,4.0,33.0,1752356.0,0,0,0,Sad
Main Pyar Ki Pujaran,Sapna Mukherjee|Mohammad Aziz,/artist/sapna-mukherjee|/artist/mohammad-aziz,0.0,Hindi,2002-08-03,0.58,0.192,0.521,0.048,-6.774,0.0366,121.434,0.0,1.0,0.03,4.0,97.0,3464742.0,0,0,0,Happy
Hamein Tumse Pyar Kitna,Parveen Sultana,/artist/parveen-sultana,0.0,Hindi,2002-08-09,0.74,0.749,0.065,0.278,-2.183,0.0608,149.167,0.0,4.0,0.06,4.0,40.0,3700023.0,0,0,0,Sad
Sajan Sajan Teri Dulhan,Alka Yagnik,/artist/alka-yagnik,0.0,Hindi,2002-09-01,0.62,0.48,0.835,0.7,-4.466,0.08,127.435,1.0,4.0,0.0049,4.0,29.0,5483649.0,0,0,0,Energetic
Jo Tumko Ho Pasand Wohi Baat Karenge,Mukesh,/artist/mukesh,0.0,Hindi,2002-09-01,0.76,0.25,0.792,0.175,-8.378,0.048,167.307,0.0,11.0,0.0551,4.0,78.0,9628504.0,0,0,0,Happy
Tune Bechain Itna Ziada Kiya,Mohammad Aziz|Anuradha Paudwal,/artist/mohammad-aziz|/artist/anuradha-paudwal-2,0.0,Hindi,2002-09-11,0.47,0.145,0.321,0.481,-5.201,0.0794,149.882,1.0,0.0,0.0037,4.0,63.0,7775821.0,0,0,0,Sad
Parbat Ke Peechhe,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,0.0,Hindi,2002-09-11,0.17,0.02,0.877,0.804,-5.348,0.04,183.294,1.0,1.0,0.077,4.0,62.0,10007704.0,0,0,0,Energetic
Sunja Aa Thandi Hawa,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,0.0,Hindi,2002-10-01,0.27,0.911,0.135,0.482,-13.861,0.05,120.145,0.0,10.0,0.058,4.0,72.0,5887233.0,0,0,0,Sad
Yeh Kya Hua,Kishore Kumar,/artist/kishore-kumar,0.0,Hindi,2002-10-06,0.98,0.455,0.328,0.027,-11.377,0.05,107.949,1.0,6.0,0.052,4.0,91.0,7689173.0,0,0,0,Sad
Jiske Sapne Humen Ros Aate Hai,Lata Mangeshkar|Mahendra Kapoor,/artist/lata-mangeshkar|/artist/mahendra-kapoor,0.0,Hindi,2002-10-11,0.23,0.41,0.563,0.108,-4.951,0.03,174.968,0.0,10.0,0.097,4.0,71.0,7339915.0,0,0,0,Sad
Main Kahin Kavi Na Ban Jaoon,Mohammed Rafi,/artist/mohammad-rafi,0.0,Hindi,2002-11-01,0.91,0.65,0.278,0.752,-13.228,0.023,197.382,1.0,1.0,0.071,4.0,35.0,4828888.0,0,0,0,Sad
