song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood
Toon Pa De Khair Fakiran Non,Kewal Jalal|Parkash Sodhi,/artist/kewal-jalal|/artist/parkash-sodhi,0.0,Punjabi,2000-03-03,0.3,0.33,0.714,0.38,-6.068,0.08,115.005,1,1,0.04,4,50,3154134,0,0,0,Energetic
Menun Pyar Di Rasid,Noor Jehan,/artist/noor-jehan,0.0,Punjabi,2000-03-05,0.38,0.897,0.787,0.624,-8.337,0.0613,128.023,0,6,0.053,4,31,7366634,0,0,0,Happy
Dassoni Wichhorra,Hussain Bukhsh Khan,/artist/hussain-bukhsh-khan,0.0,Punjabi,2000-03-05,0.7,0.83,0.544,0.897,-7.952,0.0072,143.01,0,5,0.04,4,88,3575435,0,0,0,Happy
Toon Himmat Haar Na Bandiya,Surinder Shinda,/artist/surinder-shinda,0.0,Punjabi,2000-03-07,0.96,0.88,0.409,0.2,-12.39,0.0,100.78,1,1,0.03,4,97,2915125,0,0,0,Sad
Tang Wangan,Noor Jehan|Mehdi Hassan,/artist/noor-jehan|/artist/mehdi-hassan,0.0,Punjabi,2000-03-10,0.5,0.058,0.036,0.599,-4.964,0.07,165.124,1,1,0.0192,4,73,10345920,0,0,0,Sad
Chhalla Ni Chhalla,Noor Jehan|Nahid Akhtar,/artist/noor-jehan|/artist/nahid-akhtar,0.0,Punjabi,2000-03-11,0.34,0.934,0.866,0.309,-3.058,0.033,190.0,1,0,0.062,4,25,9702241,0,0,0,Energetic
Jai Mata Di Hath,Shaam Diwana,/artist/shaam-diwana,0.0,Punjabi,2000-03-12,0.9,0.86,0.429,0.65,-6.766,0.0088,157.01,0,9,0.08,4,66,1855637,0,0,0,Sad
Holi Holi Nach Patio,Kuldeep Paras,/artist/kuldeep-paras,0.0,Punjabi,2000-03-12,0.17,0.683,0.553,0.042,-10.723,0.084,180.013,1,8,0.0556,4,66,10356820,0,0,0,Sad
Dana Pani Khich Ke Ley,Mohammed Rafi,/artist/mohammad-rafi,0.0,Punjabi,2000-04-01,0.72,0.729,0.935,0.401,-7.595,0.05,132.906,0,7,0.054,4,63,8338211,0,0,0,Happy
Dar Ma De Thande Darbar - With Dialog,Asha Bhosle,/artist/asha-bhosle-1,0.0,Punjabi,2000-04-04,0.55,0.58,0.044,0.72,-4.01,0.039,139.837,1,1,0.05,4,43,8902032,0,0,0,Sad
Meley Chalyan,Musarrat Nazir,/artist/musarrat-nazir,0.0,Punjabi,2000-04-05,0.14,0.868,0.105,0.249,-5.941,0.001,198.198,0,0,0.017,4,77,9199358,0,0,0,Sad
Jalma Sui Ve,Amar Noori|Sardool Sikander,/artist/amar-noori-1|/artist/sardool-sikander,0.0,Punjabi,2000-04-09,0.68,0.27,0.087,0.07,-10.332,0.0411,200.028,1,8,0.031,4,42,4380600,0,0,0,Sad
Main Andhale Ki Tek - Asha Bhosle,Asha Bhosle,/artist/asha-bhosle-1,0.0,Punjabi,2000-05-01,0.54,0.13,0.426,0.5,-9.126,0.02,178.151,1,1,0.08,4,94,2680327,0,0,0,Sad
Modenga Kad Moharan,Surinder Kaur,/artist/surinder-kaur,0.0,Punjabi,2000-05-01,0.13,0.18,0.056,0.08,-10.413,0.02,88.031,1,1,0.06,4,66,2360266,0,0,0,Sad
Na Ro Maan,Noor Jehan|Mehdi Hassan,/artist/noor-jehan|/artist/mehdi-hassan,0.0,Punjabi,2000-05-04,0.1,0.81,0.769,0.478,-10.21,0.0254,111.977,0,5,0.05,4,61,4073471,0,0,0,Sad
Teri Pugri De Wat,Dilraj Kaur|Savita Sathi,/artist/dilraj-kaur|/artist/savita-sathi-1,0.0,Punjabi,2000-05-07,0.49,0.04,0.31,0.21,-9.647,0.07,189.168,1,5,0.07,4,88,5282892,0,0,0,Sad
Sore Ghar Janwai Kutta,Karmjeet Sibiya|Manjeet Sibiya,/artist/karmjeet-sibiya|/artist/manjeet-sibiya,0.0,Punjabi,2000-05-07,0.67,0.485,0.906,0.52,-5.28,0.0634,140.106,1,1,0.007,4,85,9665503,0,0,0,Energetic
Lalo Bhabi Mintan Kardi,Surinder Mohini,/artist/surinder-mohini,0.0,Punjabi,2000-06-01,0.69,0.71,0.851,0.58,-13.668,0.074,113.076,1,0,0.0851,4,49,5925160,0,0,0,Happy
Bahmni Lakeer Kad Gayee,K. S. Kooner,/artist/k-s-kooner-1,0.0,Punjabi,2000-06-01,0.11,0.57,0.585,0.4,-6.842,0.054,153.063,1,11,0.042,4,87,854007,0,0,0,Sad
Dil Chhad Na,Mohammed Rafi,/artist/mohammad-rafi,0.0,Punjabi,2000-06-02,0.71,0.477,0.408,0.711,-13.873,0.0251,155.057,1,0,0.036,4,80,9554700,0,0,0,Sad
Yaar Da Wiyah,Kaalia Of Zamana Group,/artist/kaalia-of-zamana-group,0.0,Punjabi,2000-06-06,0.26,0.15,0.267,0.89,-4.333,0.0426,197.746,0,10,0.077,4,40,6897945,0,0,0,Sad
Mei Ni Tere Ghar Wasna,Gurcharan Pohli|Promila Pammi,/artist/gurcharan-pohli|/artist/promila-pammi,0.0,Punjabi,2000-06-07,0.64,0.71,0.995,0.826,-7.956,0.009,83.021,0,10,0.099,4,41,1312839,0,0,0,Happy
Do Nain Tere Do Nain Mere,Surinder Shinda|Kumari Ranjana,/artist/surinder-shinda|/artist/kumari-ranjana,0.0,Punjabi,2000-06-12,0.7,0.59,0.738,0.23,-5.908,0.042,150.07,1,2,0.051,4,96,10273147,0,0,0,Happy
Maa Diye Ladliye,Meenu Chadha,/artist/meenu-chadha,0.0,Punjabi,2000-07-01,0.31,0.391,0.258,0.376,-11.842,0.003,200.084,0,4,0.0728,4,33,7666862,0,0,0,Sad
Haye O Meriya,Gulshan Ara Syed,/artist/gulshan-ara-syed,0.0,Punjabi,2000-07-06,0.51,0.63,0.525,0.94,-2.49,0.03,134.042,1,9,0.08,4,34,1454030,0,0,0,Sad
Berian Nu Lagde Ber,Karamjit Singh Dhuri|Snehlata,/artist/karamjit-singh-dhuri|/artist/snehlata,0.0,Punjabi,2000-07-09,0.06,0.221,0.939,0.603,-3.33,0.0961,140.002,1,8,0.0516,4,38,171803,0,0,0,Energetic
Bhanda Bhanbaria,Dilraj Kaur|Ranjit Kaur,/artist/dilraj-kaur|/artist/ranjit-kaur,0.0,Punjabi,2000-08-04,0.53,0.344,0.338,0.375,-12.891,0.05,200.01,1,1,0.04,4,26,8952088,0,0,0,Sad
Ik Munda Mera Haan,Sarvjeet,/artist/sarvjeet,0.0,Punjabi,2000-08-06,0.46,0.66,0.03,0.15,-5.118,0.0,138.893,1,9,0.0392,4,61,121028,0,0,0,Sad
Akhan Meal Kay,Naseem Begum,/artist/naseem-begum,0.0,Punjabi,2000-08-09,0.07,0.058,0.82,0.124,-10.872,0.03,129.94,0,11,0.0027,4,43,8480957,0,0,0,Sad
Ban Ghunghroo Yaar,Masood Rana,/artist/masood-rana,0.0,Punjabi,2000-08-09,0.79,0.63,0.998,0.66,-12.428,0.0993,160.051,0,7,0.0323,4,96,4436282,0,0,0,Happy
Houli Houli Lak Hilda,K. S. Kooner,/artist/k-s-kooner-1,0.0,Punjabi,2000-09-02,0.55,0.65,0.204,0.59,-2.004,0.07,112.668,1,2,0.01,4,96,9945027,0,0,0,Sad
Machhiya Moot Cho Pharda Phire,Karmjeet Sibiya|Manjeet Sibiya,/artist/karmjeet-sibiya|/artist/manjeet-sibiya,0.0,Punjabi,2000-09-05,0.92,0.46,0.411,0.97,-13.156,0.009,142.024,1,6,0.042,4,100,5270126,0,0,0,Sad
Chambe Diye Dale Ni,Mohammed Rafi|Usha Timothy,/artist/mohammad-rafi|/artist/usha-timothy,0.0,Punjabi,2000-09-07,0.15,0.789,0.52,0.521,-3.582,0.032,125.011,0,11,0.062,4,93,10300743,0,0,0,Happy
Doli Chaddyan,Dilraj Kaur,/artist/dilraj-kaur,0.0,Punjabi,2000-09-09,0.23,0.61,0.559,0.13,-2.38,0.078,166.516,0,8,0.0592,4,96,6346149,0,0,0,Sad
Nagin Instrumental,Anaamika Group,/artist/anaamika-group-2,0.0,Punjabi,2000-10-02,0.0,0.335,0.011,0.113,-13.222,0.08,96.025,0,11,0.0107,4,67,3640747,0,0,0,Sad
Jhootha Laara Te Na Laida Yaaranu,Devender 'Billa',/artist/devender-billa,0.0,Punjabi,2000-10-03,0.12,0.399,0.198,0.519,-10.87,0.085,109.98,1,8,0.08,4,99,10748101,0,0,0,Sad
Nai Bootti Baaj Gujara,Kumar Sonik,/artist/kumar-sonik,0.0,Punjabi,2000-10-04,0.14,0.387,0.462,0.693,-9.153,0.0489,152.984,0,8,0.08,4,61,7148431,0,0,0,Sad
Aaja Baith Ja Palang Te Jawana,Karmjeet Sibiya|Manjeet Sibiya,/artist/karmjeet-sibiya|/artist/manjeet-sibiya,0.0,Punjabi,2000-10-04,0.73,0.91,0.046,0.27,-7.082,0.073,87.998,0,5,0.0151,4,84,1704224,0,0,0,Sad
Aedi Chak Deyon,Barkat Sidhu|Jamila Bano,/artist/barkat-sidhu|/artist/jamila-bano,0.0,Punjabi,2000-10-05,0.21,0.04,0.044,0.327,-10.019,0.022,135.051,0,4,0.08,4,25,2707218,0,0,0,Sad
Mera Mahi Bada,Noor Jehan,/artist/noor-jehan,0.0,Punjabi,2000-10-10,0.9,0.06,0.8,0.91,-7.285,0.047,188.082,1,7,0.0957,4,91,4502616,0,0,0,Happy
Tonba Pyar Da Waja,Noor Jehan,/artist/noor-jehan,0.0,Punjabi,2000-10-12,0.76,0.6,0.967,0.071,-9.775,0.0791,150.069,0,0,0.02,4,87,5303864,0,0,0,Happy
Jaandi Jatti Ne,Jaspal Singh|Minoo Purshottam,/artist/jaspal-singh|/artist/minoo-purshottam,0.0,Punjabi,2000-10-12,0.44,0.653,0.971,0.25,-11.373,0.04,155.563,0,1,0.04,4,51,4616966,0,0,0,Energetic
Sada Vasda Rahe Punjab,Mahendra Kapoor|Suresh Wadkar,/artist/mahendra-kapoor|/artist/suresh-wadkar,0.0,Punjabi,2000-11-04,0.84,0.091,0.503,0.169,-3.003,0.052,120.002,1,8,0.017,4,66,4017114,0,0,0,Sad
Mahi We Mahi Mainu,Ranjit Kaur|Amar Singh Sherpuri,/artist/ranjit-kaur|/artist/amar-singh-sherpuri-1,0.0,Punjabi,2000-11-09,0.48,0.303,0.552,0.294,-8.487,0.08,163.927,1,1,0.0144,4,61,9715335,0,0,0,Sad
Godhi Chuk Ke Langha De,Lakhi Banjara|Kirpal Kaur,/artist/lakhi-banjara|/artist/kirpal-kaur-5,0.0,Punjabi,2000-11-09,0.48,0.3,0.27,0.26,-12.479,0.02,120.101,0,1,0.0799,4,70,7611957,0,0,0,Sad
Jao Tao Prem Khelan Ka Chao,Asha Bhosle,/artist/asha-bhosle-1,0.0,Punjabi,2000-11-10,0.06,0.33,0.749,0.22,-11.737,0.06,85.988,1,8,0.002,4,25,6059123,0,0,0,Sad
Kaun Jane Gun Tere,Bhai Avtar Singh Ji|Party,/artist/bhai-avtar-singh-ji|/artist/party,0.0,Punjabi,2000-11-10,0.91,0.203,0.013,0.388,-5.765,0.06,135.014,1,1,0.05,4,58,2033990,0,0,0,Sad
Mainu Dard Avlade Te Piid,Vijay Batalvi|ASHA BATALVI,/artist/vijay-batalvi|/artist/asha-batalvi,0.0,Punjabi,2000-11-11,0.93,0.918,0.92,0.251,-8.386,0.0354,134.943,0,8,0.0917,4,55,5434286,0,0,0,Happy
Tauba Meri Tauba Sajna,Sudhama Ram,/artist/sudhama-ram,0.0,Punjabi,2000-12-04,0.43,0.65,0.317,0.81,-9.617,0.0306,150.061,0,4,0.0291,4,87,1919240,0,0,0,Sad
Dil Wala Kamra Tey,Nahid Akhtar|Shazia,/artist/nahid-akhtar|/artist/shazia,0.0,Punjabi,2000-12-04,0.25,0.12,0.067,0.09,-7.501,0.046,180.09,0,7,0.0195,4,85,4379279,0,0,0,Sad
Hai Hai Ki Kurti Malmal Di,Mangal Singh,/artist/mangal-singh,0.0,Punjabi,2000-12-09,0.95,0.7,0.645,0.94,-3.467,0.062,153.131,1,7,0.01,4,48,1572302,0,0,0,Energetic
Rus Ke Tun,Mohammed Rafi,/artist/mohammad-rafi,0.0,Punjabi,2000-12-10,0.92,0.42,0.238,0.45,-11.727,0.036,163.8,1,8,0.0831,4,67,1824393,0,0,0,Sad
Aeywein Bhul Na,Pal Singh Pal,/artist/pal-singh-pal,0.0,Punjabi,2000-12-11,0.4,0.925,0.549,0.604,-7.0,0.08,140.415,0,5,0.032,4,89,2744892,0,0,0,Sad
Main Taan Bulbul Ho Gayee,Promila Bajaj,/artist/promila-bajaj,0.0,Punjabi,2001-01-01,0.73,0.753,0.537,0.462,-5.613,0.061,97.078,1,1,0.0684,4,66,5928823,0,0,0,Sad
Mere Kundalan Wale Wal,Noor Jehan,/artist/noor-jehan,0.0,Punjabi,2001-01-01,0.11,0.46,0.982,0.58,-6.912,0.031,127.984,1,11,0.06,4,61,3924081,0,0,0,Energetic
Dil Mera Kadh Ke,Noor Jehan|Mehdi Hassan,/artist/noor-jehan|/artist/mehdi-hassan,0.0,Punjabi,2001-01-02,0.43,0.97,0.802,0.618,-10.523,0.04,200.03,0,9,0.0481,4,94,4108663,0,0,0,Happy
Daru Peeke Aawen,Kuldeep Manak|Seema,/artist/kuldeep-manak|/artist/seema,0.0,Punjabi,2001-01-02,0.12,0.122,0.452,0.44,-7.125,0.0553,155.025,1,7,0.093,4,78,7608735,0,0,0,Sad
Kudi Phull Wargi,Devender 'Billa',/artist/devender-billa,0.0,Punjabi,2001-01-03,0.82,0.868,0.199,0.606,-5.415,0.0509,187.714,0,1,0.052,4,48,1382424,0,0,0,Sad
I Love Love,Jagmohan Kaur|K. Deep,/artist/jagmohan-kaur|/artist/k-deep-1,0.0,Punjabi,2001-01-03,0.79,0.382,0.198,0.712,-2.761,0.0234,96.992,1,2,0.089,4,62,4505501,0,0,0,Sad
Bhan Churhian,Surinder Shinda,/artist/surinder-shinda,0.0,Punjabi,2001-01-04,0.74,0.26,0.147,0.24,-9.086,0.01,117.9,1,2,0.07,4,79,3192065,0,0,0,Sad
Bali Daaj Di Charh Gayee,Sardool Sikander|Amar Noori,/artist/sardool-sikander|/artist/amar-noori-1,0.0,Punjabi,2001-01-04,0.38,0.43,0.874,0.441,-4.971,0.0,130.028,1,11,0.0372,4,38,4824313,0,0,0,Energetic
Ek Mera Lak Patla,Pargan Singh Teji|Paramjit Pali,/artist/pargan-singh-teji|/artist/paramjit-pali,0.0,Punjabi,2001-01-05,0.57,0.066,0.741,0.92,-8.776,0.0641,149.964,1,1,0.04,3,52,8357757,0,0,0,Energetic
Jine Pyar Nain Kise,Noor Jehan,/artist/noor-jehan,0.0,Punjabi,2001-01-07,0.89,0.073,0.157,0.16,-4.678,0.006,170.572,1,6,0.0433,4,41,984914,0,0,0,Sad
Giddey Wich Nuch,Savita Suman|Minoo Purshottam,/artist/savita-suman|/artist/minoo-purshottam,0.0,Punjabi,2001-01-08,0.71,0.5,0.721,0.29,-2.829,0.057,160.038,0,10,0.1,4,84,3657439,0,0,0,Energetic
Kitho Milya N Dudh,Mahendra Kapoor|Dilraj Kaur,/artist/mahendra-kapoor|/artist/dilraj-kaur,0.0,Punjabi,2001-01-08,0.99,0.401,0.936,0.242,-6.684,0.07,90.989,0,10,0.02,4,72,10998039,0,0,0,Happy
Asi Han Papi Pap Karande,Mohammed Rafi|Shailendra Singh,/artist/mohammad-rafi|/artist/shailendra-singh,0.0,Punjabi,2001-01-09,0.95,0.01,0.885,0.249,-12.137,0.04,198.198,1,8,0.028,4,57,4627069,0,0,0,Happy
Chawan De Naal Pinda Apna,Lakhbir Singh Lakkha,/artist/lakhbir-singh-lakkha,0.0,Punjabi,2001-01-10,0.51,0.98,0.953,0.899,-11.771,0.01,166.11,0,0,0.07,4,59,3869784,0,0,0,Energetic
Amlee Da Afeem Bina,Kuldeep Paras,/artist/kuldeep-paras,0.0,Punjabi,2001-01-10,0.62,0.426,0.7,0.395,-11.664,0.0279,133.082,1,0,0.087,4,41,3193159,0,0,0,Sad
Yaar Mera Ek Navan Viahiya,Babu Singh Maan,/artist/babu-singh-maan,0.0,Punjabi,2001-01-12,0.8,0.76,0.714,0.54,-11.81,0.068,120.008,1,10,0.047,4,64,1396981,0,0,0,Happy
Hoye Meri Ankhiyian To Door,Jaspinder Narula,/artist/jaspinder-narula,0.0,Punjabi,2001-02-01,0.01,0.719,0.321,0.936,-12.866,0.03,119.961,0,5,0.0002,4,72,5892001,0,0,0,Sad
Jhoota Hai Sansaar,S.S. Dhillon,/artist/ss-dhillon,0.0,Punjabi,2001-02-02,0.73,0.71,0.028,0.919,-13.871,0.032,120.024,1,5,0.0805,4,49,7342814,0,0,0,Sad
Tot Na Aave Jap Nirankar,Prof. Satnam Singh Sethi,/artist/prof-satnam-singh-sethi-1,0.0,Punjabi,2001-02-06,0.19,0.915,0.472,0.043,-11.591,0.043,156.178,0,2,0.0616,4,68,1628792,0,0,0,Sad
Tumba Ghare Nun Lawade,Ranjit Kaur|Mohd. Sadiq,/artist/ranjit-kaur|/artist/mohd-sadiq,0.0,Punjabi,2001-02-07,0.06,0.66,0.618,0.19,-11.537,0.0497,143.01,0,1,0.02,4,75,3195789,0,0,0,Sad
Saperon Se Main Chhupti,Musarrat Nazir,/artist/musarrat-nazir,0.0,Punjabi,2001-02-08,0.55,0.1,0.626,0.73,-7.677,0.098,121.006,1,8,0.0,4,44,10633921,0,0,0,Sad
Paake Yaar Di Nishani Chichi Chhalla,Sudhama Ram,/artist/sudhama-ram,0.0,Punjabi,2001-02-08,0.03,0.14,0.738,0.84,-3.611,0.068,200.052,1,4,0.01,4,90,10383870,0,0,0,Energetic
Yaro Menoon Rona Na,Asif Javed,/artist/asif-javed,0.0,Punjabi,2001-02-11,0.17,0.718,0.314,0.74,-3.718,0.08,191.73,1,0,0.0811,4,35,2650740,0,0,0,Sad
Ik Supna Vekhya,Minoo Purshottam,/artist/minoo-purshottam,0.0,Punjabi,2001-03-03,0.19,0.4,0.131,0.08,-4.316,0.02,150.416,1,0,0.06,4,100,5736526,0,0,0,Sad
Chhote Lal Do Piyare,Amar Singh Shaunki,/artist/amar-singh-shaunki-23,0.0,Punjabi,2001-03-03,0.31,0.414,0.176,0.318,-8.659,0.0777,81.029,1,11,0.092,4,65,7705815,0,0,0,Sad
Lak Patla,K. L. Chand|Akash Group,/artist/k-l-chand-7|/artist/akash-group-7,0.0,Punjabi,2001-03-05,0.67,0.68,0.713,0.51,-5.156,0.069,116.633,1,5,0.011,4,38,6103551,0,0,0,Happy
Jhoothe La Mittran Noon Laare,Babu Singh Maan,/artist/babu-singh-maan,0.0,Punjabi,2001-03-05,0.54,0.38,0.378,0.45,-9.798,0.02,96.985,0,3,0.008,4,45,9916672,0,0,0,Sad
Teri Lal Parandi,Shaukat Ali,/artist/shaukat-ali,0.0,Punjabi,2001-03-05,0.06,0.803,0.799,0.623,-9.952,0.08,135.956,0,2,0.012,4,94,5695377,0,0,0,Happy
Churra Chhanke Chhanke,Noor Jehan,/artist/noor-jehan,0.0,Punjabi,2001-03-05,0.14,0.76,0.829,0.805,-11.261,0.099,179.892,0,4,0.078,4,90,3745047,0,0,0,Happy
"Loak Dastaan Sohini Mahiwal, Pt. 1",Aashiq Hussain Jutt,/artist/aashiq-hussain-jutt,0.0,Punjabi,2001-03-05,0.76,0.957,0.449,0.668,-6.93,0.065,173.914,0,5,0.092,4,32,6307812,0,0,0,Happy
Ek Sikhi Diyan Lambiyan Kahaniyan Nuri Mukhada...,Harcharan Singh Safri,/artist/harcharan-singh-safri,0.0,Punjabi,2001-03-06,0.14,0.61,0.189,0.27,-5.169,0.0466,150.061,1,5,0.0313,4,36,1366401,0,0,0,Sad
Sambh Sambh Rakhdi-e,Amarjeet Kaur Bedi|S.k.rana,/artist/amarjeet-kaur-bedi|/artist/skrana,0.0,Punjabi,2001-03-06,0.7,0.83,0.333,0.35,-12.631,0.0,84.435,0,6,0.04,4,67,8211029,0,0,0,Sad
Tod Chade Te Janan,Asha Bhosle,/artist/asha-bhosle-1,0.0,Punjabi,2001-03-06,0.65,1.0,0.84,0.62,-5.514,0.0587,115.893,0,4,0.099,4,56,8197982,0,0,0,Happy
We Chup Kar Na Bol,Nahid Akhtar,/artist/nahid-akhtar,0.0,Punjabi,2001-03-06,0.77,0.1,0.087,0.15,-2.098,0.02,160.063,0,4,0.0382,4,73,7222464,0,0,0,Sad
Raati Aayo Na,Tej Kaur Tej|Inder Kaur|Bhupinder Kohli|Mahender Singh Daman|Davinder Kaur,/artist/tej-kaur-tej|/artist/inder-kaur|/artist/bhupinder-kohli|/artist/mahender-singh-daman|/artist/davinder-kaur,0.0,Punjabi,2001-03-10,0.33,0.03,0.461,0.137,-2.326,0.059,163.015,0,4,0.09,4,68,8486549,0,0,0,Sad
Ho Gayee Mangni Jadon Di Teri,Parkash Jhalli,/artist/parkash-jhalli-2,0.0,Punjabi,2001-03-10,0.67,0.23,0.346,1.0,-11.122,0.061,119.627,0,7,0.063,4,83,385704,0,0,0,Sad
Gurubani - 2,Prem Nath|Kamini Kaushal,/artist/prem-nath|/artist/kamini-kaushal,0.0,Punjabi,2001-03-11,0.49,0.73,0.796,0.17,-8.6,0.03,123.975,1,7,0.099,4,36,747092,0,0,0,Sad
Ik Kurhi Pataka,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,0.0,Punjabi,2001-04-02,0.27,0.71,0.752,0.11,-3.087,0.0114,145.979,1,8,0.02,4,25,8256835,0,0,0,Sad
Dholna Zara Mukhre Di,Noor Jehan,/artist/noor-jehan,0.0,Punjabi,2001-04-02,0.1,0.37,0.423,0.97,-8.197,0.075,92.015,0,1,0.055,4,100,1371610,0,0,0,Sad
Iva Yaava Oorina Maava,P. Susheela,/artist/p-suseela-2,0.0,Punjabi,2001-04-04,0.32,0.37,0.187,0.09,-11.377,0.04,119.978,0,5,0.076,4,51,2503248,0,0,0,Sad
Kaleya Na Ji Lagda,Padma Arora,/artist/padma-arora,0.0,Punjabi,2001-04-06,0.28,0.121,0.531,0.26,-6.548,0.0404,207.716,0,11,0.017,4,39,2397816,0,0,0,Sad
Dhokha Nahin Kamaida,Amar Singh Chamkila|Amarjot,/artist/amar-singh-chamkila|/artist/amarjot,0.0,Punjabi,2001-04-07,0.02,0.62,0.888,0.53,-2.523,0.0412,129.828,0,10,0.0695,4,73,119919,0,0,0,Energetic
Hamre Ghar Aya Jagjivan,Bhai Piara Singh Ragi|Party,/artist/bhai-piara-singh-ragi|/artist/party,0.0,Punjabi,2001-04-08,0.83,0.252,0.547,0.52,-6.336,0.058,84.039,0,5,0.08,4,52,3701091,0,0,0,Sad
Haara We Asan Yaar,Noor Jehan,/artist/noor-jehan,0.0,Punjabi,2001-04-09,0.36,0.613,0.536,0.106,-7.251,0.0342,122.057,0,6,0.069,4,47,9423740,0,0,0,Sad
Hai Ni Billo,Pamela Singh,/artist/pamela-singh,0.0,Punjabi,2001-04-10,0.05,0.71,0.708,0.811,-13.367,0.0024,199.662,0,11,0.096,4,81,4942330,0,0,0,Happy
Mahi Way Sanoon Bhul Na,"Triple ""S"" Sisters",/artist/triple-s-sisters-1,0.0,Punjabi,2001-04-10,0.02,0.23,0.017,0.78,-2.162,0.0706,135.856,1,7,0.046,4,39,7180023,0,0,0,Sad
Jo Tud Bhave,Mohammed Rafi,/artist/mohammad-rafi,0.0,Punjabi,2001-04-11,0.9,0.45,0.446,0.911,-12.972,0.061,130.073,1,1,0.0355,4,92,4222827,0,0,0,Sad
Vair Virod Da,Chanchal,/artist/chanchal,0.0,Punjabi,2001-04-11,0.01,0.02,0.901,0.23,-8.127,0.0,137.98,0,3,0.013,4,69,6428929,0,0,0,Happy
Mara Udyan Tey,Noor Jehan,/artist/noor-jehan,0.0,Punjabi,2001-05-02,0.33,0.02,0.125,0.429,-8.243,0.0336,128.002,1,7,0.031,4,76,696939,0,0,0,Sad
