song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood
Haajar Ooba Resa Sirdar Banna,Kushal Barath|Sathi,/artist/kushal-barath|/artist/sathi,0.0,Rajasthani,2001-01-12,0.42,0.77,0.161,0.41,-7.631,0.013,139.481,0,11,0.001,4,91,6110600,0,0,0,Sad
Main To Pyar Karyo,Alka Yagnik|Sameer Date,/artist/alka-yagnik|/artist/sameer-date,0.0,Rajasthani,2001-03-03,0.58,0.85,0.582,0.19,-4.287,0.04,153.988,1,5,0.043,4,66,14489,0,0,0,Sad
Jogiya Kab Re Miloge Aay,Bhawna Lonkar,/artist/bhawna-lonkar,0.0,Rajasthani,2001-04-02,0.66,0.32,0.04,0.36,-6.574,0.061,180.096,1,11,0.0076,4,52,469084,0,0,0,Sad
Lareeyo Sa,Suresh Wadkar|Anuradha Paudwal,/artist/suresh-wadkar|/artist/anuradha-paudwal-2,0.0,Rajasthani,2001-04-04,0.84,0.842,0.493,0.279,-6.797,0.08,160.034,1,4,0.021,4,75,3053269,0,0,0,Happy
Murgo Bolgayo Patelan,Master Kesarilal Gandharv,/artist/master-kesarilal-gandharv,0.0,Rajasthani,2001-04-11,0.04,0.746,0.523,0.363,-10.542,0.006,159.864,1,1,0.009,4,46,6564129,0,0,0,Sad
Julam Chhoriya Faishon Men,Babulal Rai,/artist/babulal-rai,0.0,Rajasthani,2001-06-05,0.96,0.08,0.818,0.71,-7.735,0.019,180.016,0,11,0.0937,4,93,7703517,0,0,0,Happy
Roomal,Rehana Mirza,/artist/rehana-mirza,0.0,Rajasthani,2001-07-01,0.64,0.03,0.877,0.313,-12.284,0.056,161.017,1,0,0.03,4,32,6983467,0,0,0,Energetic
Byahan Mhari Ghano Nakhrali,Tejkaran Rao|Badruddin|Chunni Jaipuri|Urmila Khanna,/artist/tejkaran-rao|/artist/badruddin|/artist/chunni-jaipuri-3|/artist/urmila-khanna,0.0,Rajasthani,2001-10-08,0.31,0.69,0.668,0.98,-10.954,0.0464,184.008,1,6,0.08,4,90,53268,0,0,0,Happy
Vivah Geet,dayal pawar|Anand Kaur Bohra,/artist/dayal-pawar|/artist/anand-kaur-bohra-1,0.0,Rajasthani,2001-11-04,0.78,0.88,0.676,0.0,-6.877,0.04,132.059,1,4,0.041,4,38,6284817,0,0,0,Happy
Dhola Dhol Majira Baje,Shamim Khan,/artist/shamim-khan,0.0,Rajasthani,2001-12-10,0.97,0.6,0.426,0.09,-8.786,0.0398,134.515,1,0,0.006,4,29,8884111,0,0,0,Sad
Meh Bina Dharti Tarse,Udit Narayan|Pushpa Tirke,/artist/udit-narayan|/artist/pushpa-tirke,0.0,Rajasthani,2002-02-02,0.44,0.57,0.226,0.24,-5.482,0.0706,109.985,1,1,0.01,4,47,7723275,0,0,0,Sad
Thoro So Hat Ja Lal Ji,Sayeeda Begum,/artist/sayeeda-begum,0.0,Rajasthani,2002-02-04,0.34,0.912,0.09,0.549,-7.312,0.09,140.07,1,1,0.0625,4,92,8440569,0,0,0,Sad
Jeero Torh Lai Re,Tejkaran Rao,/artist/tejkaran-rao,0.0,Rajasthani,2002-03-02,0.95,0.968,0.569,0.638,-13.982,0.1,143.007,0,8,0.0161,4,78,4954496,0,0,0,Sad
Lehariye Ra Nav Sau Rupiya,Alka Yagnik|A. K. Vyas,/artist/alka-yagnik|/artist/a-k-vyas,0.0,Rajasthani,2002-03-04,0.68,0.11,0.174,0.22,-12.271,0.098,105.743,0,6,0.08,4,84,5617736,0,0,0,Sad
Mahavir Hanuman Ji,Urmila Khanna|Chunni Jaipuri|Mehrunissa|Mohan Singh Itawa|Tej Karan Rao|Hunuman Sahai|Kalyan Sahai Sharma,/artist/urmila-khanna|/artist/chunni-jaipuri-3|/artist/mehrunissa-1|/artist/mohan-singh-itawa|/artist/tej-karan-rao|/artist/hunuman-sahai|/artist/kalyan-sahai-sharma,0.0,Rajasthani,2002-03-09,0.46,0.4,0.524,0.96,-7.315,0.0974,109.891,0,5,0.0418,4,27,6026191,0,0,0,Sad
Ae Khuda Tu Kanha Ne,Mohammad Aziz|Tilak Raaj|Mukesh Shivram,/artist/mohammad-aziz|/artist/tilak-raaj|/artist/mukesh-shivram-1,0.0,Rajasthani,2002-06-04,0.76,0.71,0.38,0.91,-6.622,0.06,149.001,1,5,0.0472,4,73,10494842,0,0,0,Sad
Gadi Chaale Hai Aari Aari,Shakuntala Joshi,/artist/shakuntala-joshi,0.0,Rajasthani,2002-07-01,0.8,0.08,0.585,0.33,-11.773,0.074,136.036,0,5,0.039,4,56,5801333,0,0,0,Happy
Mhara Baba Saro Khet,Babulal Rai|Dhira Ghosh,/artist/babulal-rai|/artist/dhira-ghosh,0.0,Rajasthani,2002-07-08,0.71,0.635,0.812,0.326,-3.556,0.038,106.987,1,1,0.09,4,56,9203813,0,0,0,Energetic
Ek Hans Aur Ek Hansani,Suresh Wadkar|Sadhana Sargam,/artist/suresh-wadkar|/artist/sadhana-sargam-1,0.0,Rajasthani,2002-07-09,0.92,0.41,0.841,0.4,-6.601,0.0053,189.93,0,6,0.093,4,28,9841395,0,0,0,Happy
Tharo Joba Ro Rukhar,Suresh Wadkar|Alka Yagnik,/artist/suresh-wadkar|/artist/alka-yagnik,0.0,Rajasthani,2002-07-09,0.62,0.335,0.73,0.415,-3.324,0.08,158.081,1,3,0.025,4,31,9109726,0,0,0,Energetic
Dal Badli Ro Pani,MADHULIKA,/artist/madhulika,0.0,Rajasthani,2002-08-05,0.72,0.83,0.885,0.41,-13.396,0.08,172.048,0,4,0.057,4,68,704174,0,0,0,Happy
Talerya Magarya,Banarsi Lal Jhori|Saira Bano,/artist/banarsi-lal-jhori|/artist/saira-bano,0.0,Rajasthani,2002-09-01,0.95,0.713,0.651,0.092,-9.662,0.04,104.997,1,6,0.051,4,91,2735773,0,0,0,Happy
Tharon Mehlan Men Jhagro,Rajkanya Harsh|Pramod Mathur,/artist/rajkanya-harsh|/artist/pramod-mathur,0.0,Rajasthani,2002-09-06,0.43,0.517,0.083,0.271,-13.436,0.05,178.114,1,8,0.06,4,98,9246802,0,0,0,Sad
Raja Bali Ke Machi Holi,Ramila Gahlot|Pushpa Gahlot,/artist/ramila-gahlot|/artist/pushpa-gahlot,0.0,Rajasthani,2002-09-09,0.49,0.59,0.196,0.08,-9.622,0.0418,176.081,0,2,0.0778,4,28,8179578,0,0,0,Sad
Sahib Ji Lardini Chundri,Dalpat Dangi|Rehana Mirza,/artist/dalpat-dangi|/artist/rehana-mirza,0.0,Rajasthani,2002-10-01,0.67,0.704,0.565,0.581,-13.319,0.0118,155.198,0,11,0.08,4,84,8014844,0,0,0,Sad
Gorbandh,Shobha Purohit,/artist/shobha-purohit,0.0,Rajasthani,2002-10-01,0.28,0.09,0.67,0.86,-8.324,0.0376,143.027,1,4,0.09,4,57,8028116,0,0,0,Sad
Khetaan Re Bich Mein Kesar Ri Kyari,Ranusingh Rajpurohit,/artist/ranusingh-rajpurohit,0.0,Rajasthani,2002-10-04,0.11,0.175,0.596,0.148,-5.927,0.053,199.856,1,2,0.04,4,42,9291912,0,0,0,Energetic
Aayo Mausam Dosti Ro,Alka Yagnik|Sameer Date,/artist/alka-yagnik|/artist/sameer-date,0.0,Rajasthani,2002-10-07,0.21,0.692,0.754,0.94,-9.628,0.046,135.076,0,0,0.02,4,73,8756717,0,0,0,Happy
Bad Gayo Tharo Khatmal Ghagra Mein,Tejkaran Rao,/artist/tejkaran-rao,0.0,Rajasthani,2002-11-03,0.99,0.972,0.278,0.128,-4.765,0.018,155.672,1,3,0.03,4,93,3574810,0,0,0,Sad
He Marwar Ko Chhailo,Chunni Jaipuri,/artist/chunni-jaipuri-3,0.0,Rajasthani,2003-01-01,0.45,0.695,0.085,0.607,-2.673,0.05,184.986,1,11,0.087,4,53,10644036,0,0,0,Sad
Tawada Dhimo Padjya Re,Mamta Singh,/artist/mamta-singh,0.0,Rajasthani,2003-01-03,0.34,0.98,0.996,0.48,-2.781,0.06,106.969,1,2,0.05,4,42,4640142,0,0,0,Energetic
Jeejo Beimani Kar Gyo Re,Babulal Rai|Dhira Ghosh,/artist/babulal-rai|/artist/dhira-ghosh,0.0,Rajasthani,2003-01-09,0.46,0.72,0.852,0.41,-4.466,0.041,162.027,0,10,0.0503,4,26,4040291,0,0,0,Energetic
Dekhe Mahara Balma,Saraswati Devi Dhandra,/artist/saraswati-devi-dhandra-4,0.0,Rajasthani,2003-02-04,0.49,0.388,0.649,0.419,-6.869,0.02,181.398,1,6,0.1,4,57,1192091,0,0,0,Sad
Kagaliya Gero Gero Bole Ni Re,Mamta Singh,/artist/mamta-singh,0.0,Rajasthani,2003-02-07,0.99,0.151,0.825,0.778,-12.072,0.0392,175.025,0,11,0.04,4,36,1786102,0,0,0,Happy
Saanchaai Mhara Rasiya,Suresh Wadkar|Saraswati Devi,/artist/suresh-wadkar|/artist/saraswati-devi,0.0,Rajasthani,2003-02-09,0.9,0.98,0.827,0.03,-3.361,0.096,108.021,0,6,0.082,4,72,1710171,0,0,0,Happy
Mat Masu Kar Takraar,Suresh Wadkar|Anupama Deshpande,/artist/suresh-wadkar|/artist/anupama-deshpande,0.0,Rajasthani,2003-02-09,0.04,0.44,0.416,0.54,-9.239,0.08,119.955,1,6,0.0424,4,26,1659913,0,0,0,Sad
Paniro Barsaade Mhari Mat Rai,Saraswati Devi|Gopal Bohra,/artist/saraswati-devi|/artist/gopal-bohra,0.0,Rajasthani,2003-03-04,0.26,0.974,0.215,0.722,-10.493,0.06,180.026,1,4,0.009,4,30,4494358,0,0,0,Sad
Bichorio,Shakuntala Joshi,/artist/shakuntala-joshi,0.0,Rajasthani,2003-03-11,0.01,0.54,0.873,0.49,-8.227,0.02,107.005,0,0,0.088,4,33,1355636,0,0,0,Sad
Ghudlo Ghumela Ji Ghumela,Mamta Singh,/artist/mamta-singh,0.0,Rajasthani,2003-04-01,0.13,0.56,0.654,0.11,-11.9,0.029,105.003,0,2,0.06,4,89,3321613,0,0,0,Sad
Veer Tejaji Part 02,Mohan Maharaj Nimbarak|Sadhana Bhaduri,/artist/mohan-maharaj-nimbarak|/artist/sadhana-bhaduri,0.0,Rajasthani,2003-04-04,0.03,0.877,0.858,0.23,-5.776,0.0695,134.348,1,7,0.09,4,82,8445331,0,0,0,Energetic
Helo Suno Rama Peerji,Badruddin|Ikram Rajasthani|Mohan Singh|Parveen Mirza|Rehana Mirza|Moti Lal Bohra|Chunni Jaipuri,/artist/badruddin|/artist/ikram-rajasthani|/artist/mohan-singh|/artist/parveen-mirza|/artist/rehana-mirza|/artist/moti-lal-bohra|/artist/chunni-jaipuri-8,0.0,Rajasthani,2003-04-09,0.03,0.307,0.985,0.491,-11.352,0.023,141.284,1,4,0.0922,4,97,10763945,0,0,0,Happy
Hindo Mhane De O Sa,Ila Arun,/artist/ila-arun,0.0,Rajasthani,2003-04-12,0.69,0.18,0.007,0.23,-10.489,0.0424,154.955,1,5,0.06,4,35,2849574,0,0,0,Sad
Mero Man Ram He Ram Rate Re,Archana Saksena,/artist/archana-saksena,0.0,Rajasthani,2003-05-02,0.72,0.53,0.431,0.03,-6.289,0.093,184.994,0,1,0.0214,4,85,7919711,0,0,0,Sad
Koi Jake Runecha Bas Itna Mera Yeh Sandesa Kah Dena,Moolchand Maroo,/artist/moolchand-maroo-10,0.0,Rajasthani,2003-05-04,0.02,0.062,0.74,0.168,-3.651,0.024,163.803,1,5,0.0309,4,90,7418894,0,0,0,Energetic
Amba Paaka Ne Aamli,Kushal Barath|Sathi,/artist/kushal-barath|/artist/sathi,0.0,Rajasthani,2003-05-10,0.08,0.38,0.698,0.33,-7.766,0.04,158.0,0,1,0.0784,4,28,6082406,0,0,0,Sad
Umrao Thari Majlis Pyari Lage,Ila Arun,/artist/ila-arun,0.0,Rajasthani,2003-06-01,0.87,0.625,0.23,0.747,-7.006,0.0224,161.905,0,6,0.007,4,76,5365424,0,0,0,Sad
Mata Trishala Jhulave Putra Parne,Shri Bhawar Chaudhari|Chorus,/artist/shri-bhawar-chaudhari|/artist/chorus,0.0,Rajasthani,2003-06-08,0.65,0.97,0.604,0.32,-8.624,0.04,114.948,0,11,0.018,4,32,1996262,0,0,0,Sad
Boi Tambura,Kaluram Prajapati,/artist/kaluram-prajapati,0.0,Rajasthani,2003-08-04,0.78,0.41,0.391,0.04,-10.827,0.0349,162.103,1,9,0.09,4,84,4228244,0,0,0,Sad
Jhalo Masoo Diyo Na Jaye,Allah Jilai Bai,/artist/allah-jilai-bai,0.0,Rajasthani,2003-09-09,0.61,0.698,0.79,0.098,-4.642,0.09,128.103,1,2,0.07,4,31,6223109,0,0,0,Energetic
Mane Tharo He Aasro,Various Artist,/artist/various-artist,0.0,Rajasthani,2003-09-11,0.32,0.95,0.041,0.96,-3.193,0.0633,162.968,0,9,0.0238,4,35,5156995,0,0,0,Sad
Oondra Oondry,Kaluram Prajapati,/artist/kaluram-prajapati,0.0,Rajasthani,2003-10-01,0.97,0.772,0.055,0.815,-6.646,0.0298,191.936,1,3,0.047,4,56,8388906,0,0,0,Sad
Baalam Chhoto So,Suresh Wadkar|Sadhana Sargam,/artist/suresh-wadkar|/artist/sadhana-sargam-1,0.0,Rajasthani,2003-10-07,0.62,0.34,0.713,0.55,-4.666,0.05,178.295,1,1,0.046,4,27,5478780,0,0,0,Energetic
Ghodi Kare Ji Aaka Ji Jaaka,Kushal Barath|Sathi,/artist/kushal-barath|/artist/sathi,0.0,Rajasthani,2003-10-08,0.0,0.75,0.663,0.5,-2.019,0.093,163.71,1,8,0.04,4,35,524612,0,0,0,Energetic
Mati Bolo Sasuji,Kaluram Prajapati,/artist/kaluram-prajapati,0.0,Rajasthani,2003-11-04,0.62,0.65,0.808,0.27,-6.618,0.0,179.79,0,4,0.08,4,26,2806483,0,0,0,Sad
Tum Dholakri Baja De Re,Mahendra Kapoor|Sarita Goswami|Gyanesh Wari Sharma,/artist/mahendra-kapoor|/artist/sarita-goswami|/artist/gyanesh-wari-sharma-3,0.0,Rajasthani,2003-12-06,0.79,0.09,0.2,0.533,-2.738,0.0972,145.082,1,2,0.0443,4,55,4975591,0,0,0,Sad
Aaja Ri Chhori Aaja,Suresh Wadkar|Anuradha Paudwal,/artist/suresh-wadkar|/artist/anuradha-paudwal-2,0.0,Rajasthani,2003-12-11,0.51,0.67,0.841,0.73,-5.428,0.068,188.215,1,8,0.0891,4,55,7864811,0,0,0,Energetic
Thare Tevto Gharhai Doon,Kaluram Prajapati|Shamim Khan,/artist/kaluram-prajapati|/artist/shamim-khan,0.0,Rajasthani,2004-01-04,0.93,0.54,0.247,0.15,-12.892,0.07,124.099,1,11,0.0095,4,64,1295655,0,0,0,Sad
Chang Dheero Re Bajawan Wala,Rajprabha Pangadiya|Raj Bala|Radha Maheshwari,/artist/rajprabha-pangadiya|/artist/raj-bala|/artist/radha-maheshwari,0.0,Rajasthani,2004-01-06,0.68,0.384,0.401,0.264,-5.152,0.06,107.944,1,7,0.08,4,80,2489041,0,0,0,Sad
Chhora Chhod Pallu,Mandhir|Savita Sathi,/artist/mandhir|/artist/savita-sathi-1,0.0,Rajasthani,2004-01-07,0.15,0.84,0.21,0.74,-6.362,0.079,175.02,1,2,0.027,4,34,3013505,0,0,0,Sad
Main To Nakhrali Naar Bikaner Ki,Dilraj Kaur,/artist/dilraj-kaur,0.0,Rajasthani,2004-01-10,0.74,0.23,0.882,0.28,-9.41,0.0125,116.047,0,0,0.0215,4,59,8187420,0,0,0,Happy
Mharo Rang Rangilo,Shobha Gurtu,/artist/shobha-gurtu,0.0,Rajasthani,2004-02-03,0.4,0.705,0.559,0.377,-12.318,0.06,181.13,0,9,0.056,4,86,8267181,0,0,0,Sad
Chand Jero Mukhro,Kaluram Prajapati|Shamim Khan,/artist/kaluram-prajapati|/artist/shamim-khan,0.0,Rajasthani,2004-02-12,0.73,0.18,0.483,0.3,-7.917,0.03,174.02,1,11,0.02,4,100,8857769,0,0,0,Sad
Jai Ambe Jai Gange,Bhavana Lonkar|Hemant,/artist/bhavana-lonkar|/artist/hemant-1,0.0,Rajasthani,2004-02-12,0.35,0.521,0.745,0.539,-10.587,0.017,175.15,1,8,0.09,4,35,11046597,0,0,0,Sad
Maiya Kar De Mero Byah,Ruchi Tailang,/artist/ruchi-tailang,0.0,Rajasthani,2004-03-03,0.09,0.14,0.938,0.65,-6.106,0.036,127.968,1,1,0.053,4,54,4650123,0,0,0,Energetic
Gori Jhoomko Tharo,Chunni Jaipuri|Bhairav Prasad Kathak,/artist/chunni-jaipuri-3|/artist/bhairav-prasad-kathak,0.0,Rajasthani,2004-03-07,0.34,0.4,0.271,0.09,-2.899,0.09,163.415,1,1,0.05,4,47,11128132,0,0,0,Sad
Kuladi Kori Hai,Shakuntala Joshi,/artist/shakuntala-joshi,0.0,Rajasthani,2004-03-10,0.77,0.17,0.943,0.99,-8.205,0.07,124.037,0,4,0.091,4,43,1507303,0,0,0,Happy
Parshwa Prabhuji Mare Bele,Shri Bhawar Chaudhari|Chorus,/artist/shri-bhawar-chaudhari|/artist/chorus,0.0,Rajasthani,2004-04-02,0.37,0.73,0.066,0.36,-9.042,0.0064,137.028,0,10,0.005,4,97,4017136,0,0,0,Sad
Hivade Jagi Hai Agan,Various Artist,/artist/various-artist,0.0,Rajasthani,2004-04-03,0.76,0.939,0.688,0.495,-8.161,0.07,185.06,1,7,0.0315,4,40,7704881,0,0,0,Happy
Bhanwar Mhare Phaganiyo Rangade,Ramila Gahlot,/artist/ramila-gahlot,0.0,Rajasthani,2004-04-06,0.53,0.157,0.669,0.322,-11.424,0.0291,110.104,1,5,0.09,4,47,7034600,0,0,0,Sad
Main To Bangi Jogan Thari,Asha Bhosle,/artist/asha-bhosle-1,0.0,Rajasthani,2004-04-08,0.26,0.19,0.953,0.44,-3.869,0.0449,157.981,1,11,0.05,4,51,3031802,0,0,0,Energetic
Hello Sun Jo,Suresh Wadkar|Suraj Dadhich,/artist/suresh-wadkar|/artist/suraj-dadhich,0.0,Rajasthani,2004-04-08,0.27,0.58,0.569,0.492,-3.639,0.029,137.941,0,0,0.002,4,63,5294564,0,0,0,Sad
Kathe  Se Aayee Soonth,Mamta Singh,/artist/mamta-singh,0.0,Rajasthani,2004-04-12,0.65,0.483,0.637,0.535,-5.976,0.03,151.288,1,7,0.0053,4,66,10002948,0,0,0,Sad
Toraniye Aay Ne Ooba Rijo,Kushal Barath|Sathi,/artist/kushal-barath|/artist/sathi,0.0,Rajasthani,2004-05-09,0.97,0.35,0.301,0.87,-2.878,0.08,141.87,0,3,0.0069,4,78,8943667,0,0,0,Sad
Mahari Gori Badi Nirali,Chandra Prakash Parihar,/artist/chandra-prakash-parihar,0.0,Rajasthani,2004-05-11,0.04,0.556,0.691,0.862,-7.38,0.04,160.114,1,5,0.049,4,56,9737451,0,0,0,Energetic
Kad Janulee Sasre,Rehana Mirza,/artist/rehana-mirza,0.0,Rajasthani,2004-06-06,0.82,0.818,0.273,0.06,-2.683,0.0,146.005,0,8,0.016,4,42,7960307,0,0,0,Sad
Jai Jai Ganga Maiya,Bhavana Lonkar|Hemant,/artist/bhavana-lonkar|/artist/hemant-1,0.0,Rajasthani,2004-06-08,0.75,0.5,0.046,0.157,-9.151,0.043,135.095,1,7,0.0986,4,57,814052,0,0,0,Sad
Halkaraji Jatan Karo,A.K. Vyas|Pushpa Tirke,/artist/ak-vyas|/artist/pushpa-tirke,0.0,Rajasthani,2004-06-12,0.67,0.517,0.142,0.207,-6.333,0.07,157.942,1,3,0.1,4,49,7909355,0,0,0,Sad
Laayo Re Laayo,Mohammad Aziz,/artist/mohammad-aziz,0.0,Rajasthani,2004-07-02,0.12,0.94,0.902,0.26,-9.106,0.09,149.964,1,8,0.0,4,29,10792449,0,0,0,Energetic
Mandir Mein Maujaan Uden,Raj Bhora,/artist/raj-bhora,0.0,Rajasthani,2004-08-02,0.94,0.609,0.354,0.494,-11.521,0.0667,107.879,0,4,0.0556,4,37,4539672,0,0,0,Sad
Mhare Hivde Ro Har,Mahendra Kapoor|Sarita Goswami|Gyanesh Wari Sharma,/artist/mahendra-kapoor|/artist/sarita-goswami|/artist/gyanesh-wari-sharma-5,0.0,Rajasthani,2004-10-04,0.11,0.8,0.438,0.08,-5.916,0.03,107.969,1,8,0.081,4,83,8557541,0,0,0,Sad
Feshan Hela Deti Aawe Re,Master Alauddin|Rehana Mirza,/artist/master-alauddin-5|/artist/rehana-mirza,0.0,Rajasthani,2004-10-08,0.58,0.82,0.691,0.67,-11.052,0.05,144.956,0,11,0.0186,4,89,8964571,0,0,0,Happy
Chanda Tharei Chandei,Usha Mangeshkar,/artist/usha-mangeshkar-2,0.0,Rajasthani,2004-10-10,0.8,0.367,0.918,0.007,-4.387,0.05,164.028,1,0,0.0713,4,92,3034288,0,0,0,Energetic
Udiapur Ki Tamolan Banri Paan Chabaye,Chandrani Mukherjee,/artist/chandrani-mukherjee,0.0,Rajasthani,2004-10-10,0.34,0.036,0.166,0.07,-6.516,0.02,165.964,1,9,0.011,4,77,5354874,0,0,0,Sad
Helo Suno Rama Peerji,Moti Lal Bohra|Anand Kaur Bohra|Shobha Purohit|Gopal Lal Vohra|Shamim Khan,/artist/moti-lal-bohra|/artist/anand-kaur-bohra-1|/artist/shobha-purohit|/artist/gopal-lal-vohra|/artist/shamim-khan,0.0,Rajasthani,2004-12-01,0.77,0.58,0.129,0.34,-9.342,0.0921,116.409,1,5,0.053,4,100,7928510,0,0,0,Sad
Rail Gaadi Aayi,Om Pawar|Pt. Shivram Krishna,/artist/om-pawar|/artist/pt-shivram-krishna,0.0,Rajasthani,2004-12-10,0.9,0.118,0.763,0.155,-4.792,0.0865,160.013,1,5,0.0264,4,63,9830218,0,0,0,Energetic
Pardesi Babu Ek Baar,Chunni Jaipuri,/artist/chunni-jaipuri-3,0.0,Rajasthani,2005-01-01,0.27,0.207,0.794,0.37,-6.583,0.044,124.032,1,4,0.05,4,64,6028300,0,0,0,Energetic
Dagalh Phorh Bhartar,Rehana Mirza,/artist/rehana-mirza,0.0,Rajasthani,2005-01-06,0.36,0.604,0.193,0.997,-7.56,0.0921,161.084,1,8,0.07,4,97,11342450,0,0,0,Sad
Kaaj Liye Angrakhi,Ramila Gahlot|Pushpa Gahlot,/artist/ramila-gahlot|/artist/pushpa-gahlot,0.0,Rajasthani,2005-01-06,0.76,0.07,0.844,0.61,-11.559,0.058,159.081,0,1,0.0196,4,55,1770970,0,0,0,Energetic
Moomal,Allah Jilai Bai,/artist/allah-jilai-bai,0.0,Rajasthani,2005-01-08,0.8,0.24,0.044,0.68,-7.415,0.1,204.03,1,2,0.0164,4,72,10801422,0,0,0,Sad
Baba Banjeyo Mati Re,Shakuntala Joshi,/artist/shakuntala-joshi,0.0,Rajasthani,2005-02-02,0.94,0.168,0.402,0.642,-2.27,0.011,192.052,1,8,0.0767,4,75,960029,0,0,0,Sad
Gangoriya Re Mele Paili,Rajprabha Pangadiya,/artist/rajprabha-pangadiya,0.0,Rajasthani,2005-02-06,0.5,0.52,0.507,0.16,-13.174,0.0514,188.0,1,2,0.03,4,48,4203229,0,0,0,Sad
Lawaar Jivada Rai,Aarti Mukherji,/artist/aarti-mukherji,0.0,Rajasthani,2005-03-03,0.02,0.11,0.986,0.737,-2.423,0.05,121.993,0,11,0.012,4,86,9397158,0,0,0,Happy
Runiche Wala Darshan Dijyo Mhane,Moolchand Maroo,/artist/moolchand-maroo-15,0.0,Rajasthani,2005-03-08,0.84,0.088,0.954,0.979,-3.827,0.0844,121.968,0,9,0.0869,4,62,336283,0,0,0,Happy
Sajna Chhin Chhin Balu,Jaishree,/artist/jaishree,0.0,Rajasthani,2005-04-06,0.73,0.663,0.486,0.745,-13.739,0.025,163.966,0,5,0.02,4,80,2215218,0,0,0,Sad
Umraav Thari Soorat,Shilpi Mathur,/artist/shilpi-mathur,0.0,Rajasthani,2005-04-08,0.96,0.96,0.713,0.31,-7.899,0.01,189.76,1,0,0.02,4,31,6900137,0,0,0,Happy
Pomcho Leta Ayijyo Ji,Shilpi Mathur,/artist/shilpi-mathur,0.0,Rajasthani,2005-05-01,0.59,0.444,0.106,0.276,-12.373,0.09,149.992,1,7,0.05,4,45,3519978,0,0,0,Sad
Mhari Hathelya Re Beech,Mamta Singh,/artist/mamta-singh,0.0,Rajasthani,2005-05-07,0.54,0.395,0.413,0.861,-6.284,0.0786,186.162,1,8,0.071,4,65,6152695,0,0,0,Sad
Pair Le Pilo Ghagro,Gopal Lal Vohra|Kamla Thakur,/artist/gopal-lal-vohra|/artist/kamla-thakur,0.0,Rajasthani,2005-05-12,0.03,0.856,0.572,0.876,-10.769,0.035,172.913,0,5,0.057,4,53,9772151,0,0,0,Sad
