song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood
Aav I Neendar Rani,Chandrani Mukherjee,/artist/chandrani-mukherjee,0.0,Bhojpuri,2003-07-02,0.77,0.774,0.18,0.748,-12.082,0.016,172.021,0,11,0.0929,4,84,7513448,0,0,0,Sad
Itni Badi Nanadi Jobnava Dikhaave,FATMA|Saira Bano Faizabadi,/artist/fatma|/artist/saira-bano-faizabadi-20,0.0,Bhojpuri,2003-07-08,0.41,0.051,0.037,0.264,-10.379,0.07,150.06,0,6,0.03,4,73,10793561,0,0,0,Sad
Devi Maiyya,Usha Mangeshkar,/artist/usha-mangeshkar-2,0.0,Bhojpuri,2003-09-01,0.17,0.85,0.114,0.52,-7.005,0.04,150.002,1,1,0.006,4,56,1486312,0,0,0,Sad
Chaar Pokhar Ke,Sharda Sinha,/artist/sharda-sinha,0.0,Bhojpuri,2003-09-02,0.33,0.93,0.636,0.373,-7.777,0.0,174.008,1,7,0.091,4,25,9241641,0,0,0,Sad
Naginiya Aail Ba,Alka Yagnik|Anuradha Paudwal,/artist/alka-yagnik|/artist/anuradha-paudwal-2,0.0,Bhojpuri,2003-09-10,0.54,0.78,0.411,0.676,-2.244,0.077,155.088,1,7,0.0102,4,69,4871161,0,0,0,Sad
Upar Baithal Ek,Mahendra Kapoor,/artist/mahendra-kapoor,0.0,Bhojpuri,2003-10-04,0.99,0.13,0.733,0.493,-3.974,0.07,149.974,0,5,0.0854,4,99,11047691,0,0,0,Energetic
Naugad Kaand,HEERA LAL YADAV,/artist/heera-lal-yadav,0.0,Bhojpuri,2003-11-03,0.04,0.2,0.079,0.164,-6.006,0.032,149.909,0,8,0.1,4,77,3937408,0,0,0,Sad
Hamaar Piyava Hamke Kora Uthave,Mohammad Aziz|Anuradha Paudwal,/artist/mohammad-aziz|/artist/anuradha-paudwal-2,0.0,Bhojpuri,2003-12-04,0.32,0.3,0.152,0.691,-9.008,0.08,149.975,1,9,0.067,4,87,1410702,0,0,0,Sad
Laike Namba Tohar,Asha Bhosle,/artist/asha-bhosle-1,0.0,Bhojpuri,2003-12-06,0.82,0.5,0.89,0.221,-8.147,0.016,174.976,1,1,0.09,4,29,9411367,0,0,0,Energetic
Ugahe Suraj Dev Bhela Bhinu,VINDHYAVASINI DEVI,/artist/vindhyavasini-devi,0.0,Bhojpuri,2003-12-10,0.18,0.127,0.494,0.646,-13.493,0.09,175.1,1,8,0.053,4,96,6274768,0,0,0,Sad
Dard Wala Nimbua Lete Aana,Saira Bano Faizabadi,/artist/saira-bano-faizabadi-20,0.0,Bhojpuri,2004-01-02,0.75,0.665,0.777,0.201,-5.197,0.0055,154.767,1,9,0.026,4,38,6950083,0,0,0,Happy
Haay Re Jiyara(Vivah Geet),Sharda Sinha,/artist/sharda-sinha,0.0,Bhojpuri,2004-02-01,0.29,0.622,0.048,0.719,-9.364,0.0524,155.095,0,4,0.077,4,27,4827661,0,0,0,Sad
Pior Dhonia Malmal Ke,Kishore Kumar,/artist/kishore-kumar,0.0,Bhojpuri,2004-02-01,0.09,0.86,0.527,0.076,-5.193,0.094,174.981,1,1,0.0885,4,38,9371997,0,0,0,Energetic
Na Ja Chod Ke Tu Akele,Alka Yagnik,/artist/alka-yagnik,0.0,Bhojpuri,2004-02-04,0.96,0.6,0.268,0.473,-8.692,0.021,154.993,1,2,0.089,4,45,393284,0,0,0,Sad
Gorki Patarki Re,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,0.0,Bhojpuri,2004-02-10,0.27,0.64,0.346,0.247,-12.48,0.0059,173.966,1,2,0.05,4,51,426704,0,0,0,Sad
Chaahe Hamen Maaro Katari,Alka Yagnik,/artist/alka-yagnik,0.0,Bhojpuri,2004-03-09,0.77,0.14,0.667,0.781,-11.85,0.013,149.973,1,0,0.073,4,93,2877613,0,0,0,Happy
Madhur Bhayal Dinwa,Manna Dey|Anand kumar C.,/artist/manna-dey|/artist/anandkumar-c,0.0,Bhojpuri,2004-04-09,0.79,0.168,0.308,0.595,-7.738,0.03,150.02,1,1,0.094,4,40,3485662,0,0,0,Sad
Jiya Na Laage Gharba,Sharda Sinha,/artist/sharda-sinha,0.0,Bhojpuri,2004-05-06,0.08,0.57,0.947,0.823,-2.695,0.0353,171.986,0,1,0.09,4,92,894166,0,0,0,Energetic
Mere Mathe Ka Sindur,Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Bhojpuri,2004-06-07,0.06,0.21,0.195,0.923,-5.308,0.03,173.971,1,2,0.089,4,50,9967100,0,0,0,Sad
Nanad Fulgenwa Ke Bhari Hayi Pani,Dilraj Kaur,/artist/dilraj-kaur,0.0,Bhojpuri,2004-06-11,0.81,0.318,0.987,0.31,-9.792,0.0104,148.826,1,5,0.073,4,55,4764568,0,0,0,Happy
Launda Patwari Ka Bada Namkeen,Saira Bano Faizabadi,/artist/saira-bano-faizabadi-20,0.0,Bhojpuri,2004-07-07,0.73,0.88,0.318,0.513,-10.762,0.02,173.955,1,7,0.0065,4,29,8491750,0,0,0,Sad
Bardone Banhai Gaura,Vishwanath Mishra,/artist/vishwanath-mishra,0.0,Bhojpuri,2004-07-11,0.11,0.11,0.659,0.056,-10.622,0.04,149.934,0,8,0.0138,4,28,10768272,0,0,0,Sad
Kisanin Banih Na,Aniruddha Prasad Singh,/artist/aniruddha-prasad-singh,0.0,Bhojpuri,2004-08-08,0.27,0.31,0.84,0.34,-12.4,0.06,173.95,0,8,0.025,4,71,6387094,0,0,0,Happy
Kaahe Sor Bhayil,Suresh Wadkar|Alka Yagnik,/artist/suresh-wadkar|/artist/alka-yagnik,0.0,Bhojpuri,2004-09-06,0.54,0.83,0.11,0.724,-6.244,0.0398,150.061,0,6,0.0487,4,66,8988446,0,0,0,Sad
Ho Mori Bhouji,Alka Yagnik|Suresh Wadkar,/artist/alka-yagnik|/artist/suresh-wadkar,0.0,Bhojpuri,2004-10-12,0.2,0.593,0.068,0.307,-4.541,0.0863,173.976,1,1,0.07,4,27,1928483,0,0,0,Sad
Aisan Basuria Bajao,Usha Mangeshkar,/artist/usha-mangeshkar-2,0.0,Bhojpuri,2004-11-05,0.34,0.64,0.752,0.999,-10.728,0.012,150.876,0,11,0.0566,4,80,7664531,0,0,0,Happy
O Pinjre Ke Tote Bata,Usha Mangeshkar,/artist/usha-mangeshkar-2,0.0,Bhojpuri,2004-12-08,0.33,0.95,0.021,0.75,-6.783,0.055,175.008,0,7,0.04,4,47,4712375,0,0,0,Sad
Manawa Na Laage Dekhi Saawari Surtiya,Anupama Deshpande|KISHORE DAYARAM,/artist/anupama-deshpande|/artist/kishore-dayaram,0.0,Bhojpuri,2004-12-10,0.23,0.081,0.919,0.154,-4.412,0.039,149.879,0,0,0.096,4,61,8996149,0,0,0,Energetic
Dehiya Khilall,Suresh Wadkar|Alka Yagnik,/artist/suresh-wadkar|/artist/alka-yagnik,0.0,Bhojpuri,2005-01-09,0.67,0.61,0.13,0.802,-3.945,0.02,175.022,1,7,0.025,4,62,5072351,0,0,0,Sad
Kabil Choudhary,VISHWANATH YADAV,/artist/vishwanath-yadav,0.0,Bhojpuri,2005-03-02,0.42,0.09,0.082,0.413,-8.283,0.0982,149.992,0,5,0.095,4,93,582597,0,0,0,Sad
Muratiya Maiya Ke Neek Lage,PRABHA SINGH|ANJANA SINGH,/artist/prabha-singh|/artist/anjana-singh,0.0,Bhojpuri,2005-03-03,0.72,0.795,0.051,0.751,-11.783,0.058,174.032,0,6,0.019,4,99,1770800,0,0,0,Sad
Ladika Ho Bis Baris Ka,YASHPAL SINGH|Kavita Krishnamurthy,/artist/yashpal-singh|/artist/kavita-subramaniam,0.0,Bhojpuri,2005-03-09,0.8,0.29,0.635,0.114,-13.22,0.077,149.998,0,5,0.091,4,78,6894490,0,0,0,Happy
Piya Rakhih Senurawa Ke Laaj,Suresh Wadkar|CHANDRAMANI MUKHERJEE,/artist/suresh-wadkar|/artist/chandramani-mukherjee,0.0,Bhojpuri,2005-04-02,0.27,0.5,0.166,0.257,-9.98,0.0962,149.933,1,9,0.04,4,56,8653524,0,0,0,Sad
Papiha Ke Boliya,Sharda Sinha,/artist/sharda-sinha,0.0,Bhojpuri,2005-04-05,0.24,0.02,0.316,0.166,-3.71,0.055,173.941,0,10,0.055,4,47,10370845,0,0,0,Sad
Kerawaje Pharela Ghaud Se - Chhath Geet,Preeti Sagar,/artist/preeti-sagar,0.0,Bhojpuri,2005-04-09,0.69,0.364,0.856,0.054,-12.318,0.06,175.042,1,0,0.0498,4,38,141064,0,0,0,Energetic
Urhanian He Bhouji,Shankar Yadav,/artist/shankar-yadav,0.0,Bhojpuri,2005-05-06,0.5,0.67,0.378,0.839,-13.009,0.0947,150.023,0,8,0.02,4,42,6798110,0,0,0,Sad
Lakhon Baris Se,Mahendra Kapoor,/artist/mahendra-kapoor,0.0,Bhojpuri,2005-05-10,0.72,0.55,0.655,0.358,-9.838,0.0811,150.031,0,5,0.0769,4,57,2136049,0,0,0,Happy
Raat Ba Andriya,Sharda Sinha,/artist/sharda-sinha,0.0,Bhojpuri,2005-05-10,0.15,0.72,0.884,0.56,-5.366,0.065,170.041,1,1,0.0954,4,99,2534399,0,0,0,Energetic
Rimjhim Barse Sawanwa Ho,Urmila Srivastav,/artist/urmila-srivastav,0.0,Bhojpuri,2005-06-04,0.78,0.52,0.187,0.668,-4.787,0.09,173.988,0,9,0.0463,4,30,10574211,0,0,0,Sad
Jadwa Do Nagina Ungriya Maa,MUNNI DEVI,/artist/munni-devi,0.0,Bhojpuri,2005-06-04,0.41,0.9,0.798,0.216,-2.196,0.01,174.755,0,11,0.0084,4,33,830973,0,0,0,Sad
Aankh Mein Suratiya,Chandrani Mukherjee,/artist/chandrani-mukherjee,0.0,Bhojpuri,2005-07-01,0.4,0.36,0.79,0.724,-13.117,0.0445,170.032,1,11,0.071,4,40,7076025,0,0,0,Sad
Gawanva Kaahe Le Aael,Munna Singh,/artist/munna-singh,0.0,Bhojpuri,2005-07-12,0.91,0.178,0.935,0.59,-9.347,0.06,174.023,1,1,0.0233,4,92,4266343,0,0,0,Happy
Banwari Ho,Suman Kalyanpur,/artist/suman-kalyanpur,0.0,Bhojpuri,2005-07-12,0.81,0.798,0.6,0.41,-9.888,0.02,147.985,0,11,0.047,4,78,8163182,0,0,0,Happy
Hayr Mori Barkha Bahar,Shama Bano,/artist/shama-bano,0.0,Bhojpuri,2005-08-08,0.05,0.359,0.638,0.051,-7.391,0.082,173.983,1,7,0.02,4,43,7260778,0,0,0,Sad
Chupchap Tu Dekhat Chal,Suresh Wadkar,/artist/suresh-wadkar,0.0,Bhojpuri,2005-08-12,0.09,0.54,0.931,0.98,-9.46,0.0264,175.973,0,4,0.06,4,70,6465394,0,0,0,Happy
Duh Din Mein,Asha Bhosle,/artist/asha-bhosle-1,0.0,Bhojpuri,2005-09-01,0.93,0.519,0.116,0.715,-5.118,0.029,155.276,0,6,0.0893,4,91,1130189,0,0,0,Sad
Jug Jug Jiyaasu Lalanwa,Alka Yagnik,/artist/alka-yagnik,0.0,Bhojpuri,2005-09-03,0.57,0.57,0.531,0.281,-6.274,0.0028,174.967,0,10,0.08,4,89,5427449,0,0,0,Happy
Mathwa Pe Dhaile Chhitaniya Ho,Shabbir Kumar|Chandrani Mukherjee,/artist/shabbir-kumar|/artist/chandrani-mukherjee,0.0,Bhojpuri,2005-09-09,0.18,0.939,0.079,0.731,-13.414,0.05,155.18,0,11,0.1,4,50,10383617,0,0,0,Sad
Ishq Karaye O Jiski Jeb Me - Kejri,Mahendra Kapoor|Manna Dey,/artist/mahendra-kapoor|/artist/manna-dey,0.0,Bhojpuri,2005-11-02,0.17,0.688,0.374,0.84,-12.885,0.039,174.02,1,1,0.04,4,27,7518089,0,0,0,Sad
Ratiya Sansana Hoye More Raja,Saira Bano Faizabadi,/artist/saira-bano-faizabadi-20,0.0,Bhojpuri,2005-11-09,0.76,0.236,0.315,0.964,-8.447,0.024,150.11,0,11,0.09,4,95,811322,0,0,0,Sad
Jayiyo Re Chanda Jayiyo,Anuradha Paudwal|Suresh Wadkar,/artist/anuradha-paudwal-2|/artist/suresh-wadkar,0.0,Bhojpuri,2005-11-11,0.59,0.37,0.335,0.933,-11.562,0.042,172.003,0,8,0.02,4,97,1137359,0,0,0,Sad
Kalkatwa Se Balmuwa Mora Aavelna,KASHI BULLU YADAV,/artist/kashi-bullu-yadav,0.0,Bhojpuri,2005-12-02,0.07,0.815,0.982,0.997,-2.322,0.0801,150.013,1,7,0.041,4,45,7530298,0,0,0,Energetic
Kalkattwa Se Aavela,Sharda Sinha,/artist/sharda-sinha,0.0,Bhojpuri,2005-12-03,0.26,0.967,0.834,0.466,-9.011,0.088,175.098,0,2,0.08,4,68,8767937,0,0,0,Happy
Jaane Hame Hai Babina,MUNNI DEVI,/artist/munni-devi,0.0,Bhojpuri,2005-12-04,0.16,0.96,0.129,0.943,-8.953,0.0213,150.024,0,7,0.044,4,62,9368394,0,0,0,Sad
Rate Mor Balmua,Dilraj Kaur|Chandrani Mukherjee,/artist/dilraj-kaur|/artist/chandrani-mukherjee,0.0,Bhojpuri,2006-01-02,0.13,0.34,0.517,0.32,-13.844,0.026,149.997,1,1,0.0239,4,33,8417625,0,0,0,Sad
Ulta Ho Gaile Nagaria,Joginder Singh,/artist/joginder-singh,0.0,Bhojpuri,2006-01-03,0.69,0.042,0.842,0.542,-10.768,0.0919,175.016,0,4,0.0955,4,37,6212477,0,0,0,Happy
Baanh Ke Raakhab Rasriya Se,Alka Yagnik,/artist/alka-yagnik,0.0,Bhojpuri,2006-01-03,0.81,0.22,0.349,0.657,-2.053,0.013,149.996,0,11,0.0459,4,51,4308905,0,0,0,Sad
