song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood
Patita Pabana Bana,Sikander Alam,/artist/sikander-alam,0.0,Odia,2000-10-06,0.24,0.89,0.958,0.891,-9.539,0.04,176.087,0,7,0.082,4,42,1972443,0,0,0,Energetic
Priye Chare Sile,Bhikari Bal,/artist/bhikari-bal-1,0.0,Odia,2000-11-11,0.1,0.42,0.144,0.459,-4.163,0.088,174.02,1,9,0.09,4,65,7866852,0,0,0,Sad
Dum Dum Dum Bajere,Arun Ingle,/artist/arun-ingle,0.0,Odia,2000-12-05,0.36,0.47,0.707,0.526,-4.665,0.0856,174.045,0,9,0.02,4,72,11077400,0,0,0,Energetic
Bhamara Nachi Ja Re,Subash Das,/artist/subash-das-1,0.0,Odia,2001-01-07,0.61,0.15,0.54,0.878,-13.409,0.03,173.964,1,6,0.04,4,47,4266686,0,0,0,Sad
Barijakhi Manaru,Vani Jairam|Sudha Rama,/artist/vani-jayaram|/artist/sudha-rama,0.0,Odia,2001-01-09,0.06,0.22,0.07,0.994,-2.267,0.06,171.052,1,1,0.029,4,55,6205381,0,0,0,Sad
Chahata Malli Lo,Srikanta Das,/artist/srikanta-das,0.0,Odia,2001-02-05,0.29,0.5,0.41,0.567,-3.309,0.068,173.972,0,10,0.0414,4,71,5269946,0,0,0,Sad
Michha Maya Bhara,Arjun Charan Samal,/artist/arjun-charan-samal,0.0,Odia,2001-02-10,0.11,0.91,0.365,0.451,-5.469,0.0059,174.056,0,10,0.012,4,33,5591013,0,0,0,Sad
Jhenata Kukundari,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2001-03-06,0.81,0.98,0.444,0.558,-10.657,0.0245,175.015,1,6,0.01,4,85,2775852,0,0,0,Sad
Nahire Nahire Kalia,Laxmikant,/artist/laxmikant-1,0.0,Odia,2001-03-08,0.02,0.7,0.771,0.621,-9.937,0.072,174.012,1,0,0.07,4,98,1399905,0,0,0,Happy
Sei Jhiaku Mun Baha Hebi,Arun Bose,/artist/arun-bose,0.0,Odia,2001-03-12,0.4,0.505,0.279,0.004,-2.652,0.082,173.918,1,5,0.0088,4,35,9370124,0,0,0,Sad
Se Ye Shil Mil Sapana Chhuana Re,Nirmal Mishra,/artist/nirmal-mishra,0.0,Odia,2001-04-03,0.33,0.733,0.672,0.123,-3.029,0.049,174.008,1,2,0.08,4,60,3264176,0,0,0,Energetic
Mangala Maya Bhakata Bandhaba,Amit Kumar|Uttara Kelkar|Mohammad Aziz,/artist/amit-kumar|/artist/uttara-kelkar|/artist/mohammad-aziz,0.0,Odia,2001-04-12,0.15,0.188,0.083,0.735,-11.821,0.0621,175.014,0,0,0.0156,4,51,107947,0,0,0,Sad
Ahe Moha Bahu,Swagatika,/artist/swagatika,0.0,Odia,2001-05-02,0.22,0.34,0.095,0.056,-3.888,0.0547,175.128,0,9,0.065,4,41,755910,0,0,0,Sad
Mangle Aila Usha,Indira Nanda|Sikandar Alam,/artist/indira-nanda|/artist/sikandar-alam,0.0,Odia,2001-05-02,0.32,0.34,0.524,0.399,-13.86,0.09,170.25,0,10,0.078,4,96,9998804,0,0,0,Sad
Kalia Goswain,Subash Das,/artist/subash-das-1,0.0,Odia,2001-05-04,0.89,0.22,0.923,0.697,-11.939,0.03,174.985,1,8,0.0683,4,79,3115611,0,0,0,Happy
Jochhana Luchana,Akshaya Mohanty|Nirmal Mishra,/artist/akshaya-mohanty|/artist/nirmal-mishra,0.0,Odia,2001-05-05,0.85,0.32,0.616,0.607,-12.337,0.07,173.418,0,5,0.053,4,57,7656801,0,0,0,Happy
Kalia Mahaguru,Unknown,/artist/unknown,0.0,Odia,2001-05-12,0.47,0.63,0.745,0.314,-6.978,0.02,175.074,0,10,0.0184,4,75,7651436,0,0,0,Energetic
Dinabandhu Daitari,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2001-06-02,0.34,0.16,0.438,0.834,-9.071,0.01,174.947,0,4,0.079,4,78,5614663,0,0,0,Sad
Dilo Khola,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2001-06-03,0.07,0.694,0.337,0.306,-6.967,0.086,173.744,1,7,0.038,4,51,3700333,0,0,0,Sad
Nama Bighnaraja,Radhakrushna Bhanja,/artist/radhakrushna-bhanja-1,0.0,Odia,2001-06-09,0.01,0.42,0.578,0.146,-5.551,0.038,173.973,1,7,0.0808,4,97,6142619,0,0,0,Sad
Barijakhi Manaru,Vani Jairam|Sudha Rama,/artist/vani-jayaram|/artist/sudha-rama,0.0,Odia,2001-06-12,0.04,0.69,0.327,0.479,-10.657,0.05,173.974,0,8,0.0526,4,28,1730607,0,0,0,Sad
Badasi Jadi Kinchidapi,Sekhar Ghosh,/artist/sekhar-ghosh,0.0,Odia,2001-07-01,0.36,0.74,0.295,0.364,-13.121,0.05,173.02,0,2,0.009,4,68,8249361,0,0,0,Sad
Durei Gale,Leela Ghosh,/artist/leela-ghosh,0.0,Odia,2001-07-04,0.2,0.5,0.026,0.96,-13.768,0.055,174.985,0,11,0.01,4,36,7347843,0,0,0,Sad
Kride Karide Mote,Dibakar Mohanty,/artist/dibakar-mohanty,0.0,Odia,2001-07-05,0.24,0.96,0.042,0.629,-13.144,0.07,174.007,0,10,0.004,4,31,2937562,0,0,0,Sad
Nadi eko phula bana,Anuradha Paudwal,/artist/anuradha-paudwal-2,0.0,Odia,2001-07-10,0.31,0.417,0.637,0.334,-7.862,0.08,174.042,0,3,0.0416,4,31,3318545,0,0,0,Sad
E Jibana Mane Nuhen Aaha,Bhupinder Singh|Suresh Wadkar,/artist/bhupinder-singh|/artist/suresh-wadkar,0.0,Odia,2001-08-05,0.08,0.68,0.027,0.123,-5.332,0.037,174.09,1,2,0.0671,4,88,9512444,0,0,0,Sad
Age Bada Sina,Mitali Chinara,/artist/mitali-chinara,0.0,Odia,2001-08-09,0.87,0.87,0.186,0.187,-6.651,0.075,174.071,0,11,0.04,4,60,8064676,0,0,0,Sad
Amiti Kete Dinaasiba - Sad,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2001-08-11,0.12,0.15,0.346,0.273,-8.387,0.077,174.994,0,10,0.042,4,93,5360927,0,0,0,Sad
Dhula Pare Baja Bajania,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2001-09-01,0.54,0.713,0.891,0.051,-2.615,0.003,173.996,1,0,0.03,4,56,8413465,0,0,0,Energetic
He Govinda,Anuradha Paudwal,/artist/anuradha-paudwal-2,0.0,Odia,2001-09-04,0.31,0.58,0.494,0.627,-13.48,0.081,174.008,1,1,0.082,4,50,6375766,0,0,0,Sad
Mo Phata Phatia Babu,Mohd. Sajid|Bikash Das|Sangeeta Mohapatra|Mohd. Abid|Gopi Patnayak|Nandita Bhanja,/artist/mohd-sajid-1|/artist/bikash-das|/artist/sangeeta-mohapatra|/artist/mohd-abid-1|/artist/gopi-patnayak|/artist/nandita-bhanja,0.0,Odia,2001-09-10,0.94,0.224,0.172,0.403,-3.513,0.0,175.999,0,0,0.0744,4,52,4265240,0,0,0,Sad
Jagabandhu He Gosain,Balakrishna Das,/artist/balakrishna-das,0.0,Odia,2001-09-10,0.7,0.296,0.628,0.532,-12.948,0.05,173.992,0,11,0.0204,4,28,7939303,0,0,0,Sad
Pacharibu Jadi,Bandita Roy,/artist/bandita-roy,0.0,Odia,2001-09-11,0.11,0.489,0.421,0.574,-2.871,0.019,175.003,0,5,0.0112,4,85,8059663,0,0,0,Sad
Jibanara Mane,Pranab Kishore Patnaik,/artist/pranab-kishore-patnaik,0.0,Odia,2001-11-10,0.07,0.878,0.837,0.094,-7.1,0.01,172.027,1,0,0.0902,4,72,3681209,0,0,0,Energetic
Kahin Achha Natha,Raghunath Panigrahi,/artist/raghunath-panigrahi,0.0,Odia,2001-12-03,0.1,0.64,0.646,0.771,-2.655,0.01,170.084,0,10,0.055,4,71,8375402,0,0,0,Sad
Kaili Lo,Unknown,/artist/unknown,0.0,Odia,2001-12-04,0.86,0.61,0.954,0.001,-5.294,0.05,171.981,1,0,0.08,4,80,7160812,0,0,0,Happy
Ahe Ramahari,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2001-12-07,0.27,0.419,0.06,0.178,-3.43,0.0631,174.02,1,11,0.0537,4,26,8198863,0,0,0,Sad
Dekh Dekh Dekh,Anuradha Paudwal,/artist/anuradha-paudwal-2,0.0,Odia,2001-12-10,0.57,0.825,0.277,0.378,-10.979,0.05,176.994,1,11,0.0611,4,42,9268305,0,0,0,Sad
Ajhato Nohoi,Pranab Kishore Patnaik,/artist/pranab-kishore-patnaik,0.0,Odia,2002-01-02,0.05,0.579,0.644,0.503,-12.501,0.0303,172.071,1,1,0.0886,4,89,3993585,0,0,0,Sad
Mu Danda Balunga,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2002-01-03,0.91,0.41,0.867,0.119,-10.633,0.07,174.943,1,6,0.03,4,84,11306868,0,0,0,Happy
Baby O Baby,Akshaya Mohanty|MaYan,/artist/akshaya-mohanty|/artist/mayan,0.0,Odia,2002-01-04,0.78,0.33,0.707,0.253,-2.591,0.055,173.993,0,10,0.014,4,31,10359060,0,0,0,Energetic
Danei Das Kahere Bhai,Akshaya Mohanty|Geeta Patnaik,/artist/akshaya-mohanty|/artist/geeta-patnaik,0.0,Odia,2002-01-08,0.06,0.29,0.468,0.137,-13.175,0.023,173.051,0,8,0.05,4,44,6853306,0,0,0,Sad
Mote Gote Bottle De,Mohammed Aabid,/artist/mohammed-aabid,0.0,Odia,2002-01-10,0.8,0.05,0.041,0.33,-4.585,0.044,174.003,0,7,0.081,4,51,585516,0,0,0,Sad
Kaudi Khaira Khela,Unknown,/artist/unknown,0.0,Odia,2002-01-11,0.69,0.7,0.723,0.185,-10.702,0.0825,174.058,0,9,0.0938,4,64,9986290,0,0,0,Happy
Ei champa kali,Jugal Kishore Mishra,/artist/jugal-kishore-mishra,0.0,Odia,2002-02-03,0.19,0.07,0.89,0.872,-3.371,0.08,174.057,0,11,0.04,4,64,11211284,0,0,0,Energetic
Mun Dekhuchi Neeti,Mohammed Aabid,/artist/mohammed-aabid,0.0,Odia,2002-02-04,0.74,0.38,0.491,0.656,-6.574,0.02,174.046,0,10,0.042,4,64,4167763,0,0,0,Happy
Jagannatha Hey,Bhikari Bal,/artist/bhikari-bal-1,0.0,Odia,2002-02-06,0.17,0.49,0.046,0.524,-11.791,0.01,175.023,0,5,0.013,4,38,9167443,0,0,0,Sad
Jagata Mohana,S. Janaki|Swagatika Rath,/artist/s-janaki|/artist/swagatika-rath,0.0,Odia,2002-02-11,0.81,0.7,0.426,0.987,-3.969,0.0864,174.002,1,6,0.06,4,60,277529,0,0,0,Sad
Kahin Gala Jibanara,Pranab Kishore Patnaik,/artist/pranab-kishore-patnaik,0.0,Odia,2002-03-01,0.86,0.25,0.662,0.791,-3.525,0.0412,174.931,0,9,0.0974,4,83,1153053,0,0,0,Happy
Rajani Pahila,Trupti Dash|Subas Dash|Subhalaxmi Dash,/artist/trupti-dash|/artist/subas-dash-1|/artist/subhalaxmi-dash,0.0,Odia,2002-03-02,0.03,0.88,0.588,0.484,-10.792,0.057,173.999,0,4,0.03,4,63,8879834,0,0,0,Sad
Saiji Saiji,Kudrat|Mina,/artist/kudrat|/artist/mina-2,0.0,Odia,2002-03-04,0.02,0.419,0.782,0.117,-4.671,0.06,172.998,0,10,0.076,4,65,7976322,0,0,0,Energetic
Amiti Kete Kete Dinaasiba,Akshaya Mohanty|Etishre Das,/artist/akshaya-mohanty|/artist/etishre-das,0.0,Odia,2002-03-07,0.9,0.76,0.243,0.03,-9.586,0.0524,174.997,1,8,0.09,4,86,7987142,0,0,0,Sad
Phul Gajra Kala Mote Bai,Fakir Patnaik,/artist/fakir-patnaik-26,0.0,Odia,2002-03-08,0.69,0.597,0.365,0.774,-3.454,0.0649,173.927,1,5,0.07,4,30,3494145,0,0,0,Sad
Sri Raghaban,S. Janaki|Swagatika Rath,/artist/s-janaki|/artist/swagatika-rath,0.0,Odia,2002-03-10,0.65,0.54,0.877,0.021,-5.372,0.07,174.007,0,11,0.09,4,35,1762766,0,0,0,Energetic
Kripasindhu Badana,Bhikari Bal,/artist/bhikari-bal-1,0.0,Odia,2002-04-03,0.27,0.272,0.472,0.174,-10.126,0.0528,174.021,0,2,0.0726,4,46,11090154,0,0,0,Sad
Baajare Mohan Murali,Hrushi Meher|Ramesh Kumar,/artist/hrushi-meher|/artist/ramesh-kumar,0.0,Odia,2002-04-05,0.43,0.85,0.603,0.916,-6.672,0.034,172.983,0,5,0.087,4,55,5914598,0,0,0,Energetic
Shasyashalini Palli Malini,Jamuna|Bhikari Bal|Geeta Patnaik,/artist/jamuna|/artist/bhikari-bal-1|/artist/geeta-patnaik,0.0,Odia,2002-05-03,0.1,0.62,0.062,0.395,-8.449,0.0383,175.019,0,5,0.0628,4,66,2440824,0,0,0,Sad
Udi Udi Gala Saradhabali,Swagtika Mohapatra,/artist/swagtika-mohapatra,0.0,Odia,2002-05-05,0.24,0.158,0.384,0.647,-3.916,0.0946,174.097,1,0,0.0348,4,66,1661582,0,0,0,Sad
Bhauja Go,Subhalaxmi Dash,/artist/subhalaxmi-dash-1,0.0,Odia,2002-05-09,0.56,0.35,0.518,0.872,-3.281,0.0578,172.021,1,11,0.0678,4,95,6176002,0,0,0,Sad
Holi holire holi,Debasish Mohapatra,/artist/debasish-mohapatra,0.0,Odia,2002-06-08,0.6,0.22,0.787,0.302,-11.535,0.0043,173.998,0,1,0.07,4,74,5475915,0,0,0,Happy
Govind Govind Gosain,Bhikari Bal,/artist/bhikari-bal-1,0.0,Odia,2002-06-10,0.46,0.32,0.645,0.485,-10.349,0.03,170.033,0,1,0.1,4,87,11307673,0,0,0,Sad
Tu Mo Padisha,Arun Bose,/artist/arun-bose,0.0,Odia,2002-06-10,0.83,0.35,0.018,0.662,-4.372,0.0261,173.985,1,0,0.03,4,96,10319925,0,0,0,Sad
Dia Dia Mangala,Vani Jairam,/artist/vani-jayaram,0.0,Odia,2002-07-10,0.9,0.362,0.146,0.516,-3.4,0.05,174.02,1,5,0.0097,4,74,9230835,0,0,0,Sad
Ma Jashoda,Unknown,/artist/unknown,0.0,Odia,2002-07-11,0.49,0.48,0.044,0.513,-3.436,0.036,174.065,1,1,0.0043,4,62,10535272,0,0,0,Sad
Gotie Singha Duaara,Sourav Nayak,/artist/sourav-nayak,0.0,Odia,2002-08-07,0.81,0.14,0.318,0.331,-13.713,0.01,173.977,1,0,0.068,4,99,10075075,0,0,0,Sad
Agare Balia Bhai Pachhare Kalia,Fakir Patnaik,/artist/fakir-patnaik-49,0.0,Odia,2002-09-03,0.64,0.697,0.425,0.789,-12.158,0.052,174.027,1,4,0.0894,4,99,8299073,0,0,0,Sad
Jadi Dariba,Bibhu Das|Etishre Das,/artist/bibhu-das|/artist/etishre-das,0.0,Odia,2002-09-06,0.35,0.922,0.545,0.606,-4.305,0.0325,171.985,1,1,0.067,4,69,5788965,0,0,0,Sad
Dukha Dei Haschhure,Sekhar Ghosh,/artist/sekhar-ghosh,0.0,Odia,2002-10-04,0.85,0.13,0.056,0.691,-7.125,0.0598,173.961,1,1,0.0173,4,31,7118329,0,0,0,Sad
Mukuda Murari,Vani Jairam|Sudha Rama,/artist/vani-jayaram|/artist/sudha-rama,0.0,Odia,2002-10-10,0.8,0.81,0.297,0.704,-5.262,0.0045,174.009,1,2,0.0786,4,85,3912278,0,0,0,Sad
Dheu Pare Dheu,Bibhu Das|Geeta Das,/artist/bibhu-das|/artist/geeta-das,0.0,Odia,2002-10-11,0.97,0.867,0.329,0.518,-8.751,0.09,174.023,1,1,0.0225,4,36,659543,0,0,0,Sad
Tiki Mora Naa,Bhubaneswari Mishra,/artist/bhubaneswari-mishra,0.0,Odia,2002-10-12,0.75,0.684,0.256,0.691,-2.212,0.071,174.039,0,5,0.0598,4,93,8259903,0,0,0,Sad
Pahili Ushara,Subash Das|Subhal Axmidash|Minati Bhanja|Nanda Nandan Satpathy,/artist/subash-das-1|/artist/subhal-axmidash|/artist/minati-bhanja|/artist/nanda-nandan-satpathy,0.0,Odia,2002-11-04,0.7,0.607,0.64,0.758,-2.582,0.0179,174.013,0,5,0.02,4,90,8313336,0,0,0,Sad
Sathi Tume,Sourav Nayak|Lopita Mishra,/artist/sourav-nayak|/artist/lopita-mishra,0.0,Odia,2002-11-04,0.27,0.484,0.092,0.445,-6.659,0.0802,173.993,0,5,0.0527,4,46,5941110,0,0,0,Sad
Ahe Ramahari,Sekhar Ghosh,/artist/sekhar-ghosh,0.0,Odia,2002-11-12,1.0,0.41,0.376,0.834,-12.44,0.088,174.032,0,7,0.1,4,36,5045409,0,0,0,Sad
Pathara Deule,Luli Sarangi,/artist/luli-sarangi,0.0,Odia,2002-12-03,0.12,0.57,0.285,0.917,-4.014,0.06,173.991,0,11,0.04,4,95,725874,0,0,0,Sad
Sunata Para Mo,Arati Basu,/artist/arati-basu-5,0.0,Odia,2002-12-09,0.43,0.117,0.925,0.1,-11.769,0.092,175.135,1,8,0.01,4,26,935706,0,0,0,Energetic
Bahare Baha Paana,Sushree Sangeeta Mahapatra,/artist/sushree-sangeeta-mahapatra-4,0.0,Odia,2003-01-02,0.93,0.24,0.322,0.931,-8.51,0.0505,173.999,0,7,0.0244,4,88,8364947,0,0,0,Sad
Patent Medicine - Part - Ii,Geeta Patnaik|Sekhar Ghosh,/artist/geeta-patnaik|/artist/sekhar-ghosh,0.0,Odia,2003-01-03,0.72,0.723,0.982,0.395,-8.608,0.047,172.004,0,3,0.0924,4,30,7960451,0,0,0,Happy
Bhagya Milejasa,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2003-01-06,0.49,0.45,0.711,0.46,-8.032,0.0344,173.996,1,1,0.01,4,68,10479167,0,0,0,Energetic
Samaya Ra Dhara Kahin Jaye,Badal Kumar,/artist/badal-kumar,0.0,Odia,2003-02-02,0.64,0.6,0.797,0.528,-6.993,0.02,174.012,0,1,0.06,4,72,4235815,0,0,0,Happy
Gelo Basarara Dina Sarigala,Manna Dey,/artist/manna-dey,0.0,Odia,2003-03-01,0.81,0.76,0.057,0.457,-8.719,0.016,174.994,0,11,0.08,4,95,9502360,0,0,0,Sad
Ei Mane Sete Phula Phute,Bhupinder Singh|Suresh Wadkar|Aarti Mukherji,/artist/bhupinder-singh|/artist/suresh-wadkar|/artist/aarti-mukherji,0.0,Odia,2003-03-03,0.1,0.92,0.55,0.832,-6.058,0.01,172.015,0,4,0.0035,4,67,457030,0,0,0,Sad
Pithabali Pithabali,Sekhar Ghosh,/artist/sekhar-ghosh,0.0,Odia,2003-03-10,0.34,0.39,0.229,0.774,-12.606,0.001,173.979,0,8,0.0212,4,46,9071728,0,0,0,Sad
Ahe Ramahari,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2003-03-11,0.7,0.296,0.35,0.464,-3.489,0.055,175.021,0,10,0.07,4,71,5348472,0,0,0,Sad
Phool Jhari Lo Mo Phool Jhari,Suresh Wadkar|Swagatika Rath,/artist/suresh-wadkar|/artist/swagatika-rath,0.0,Odia,2003-04-04,0.62,0.93,0.72,0.254,-9.536,0.058,174.054,1,7,0.01,4,86,9921532,0,0,0,Happy
Mahabhav,Prafulla Kar,/artist/prafulla-kar,0.0,Odia,2003-04-10,0.61,0.66,0.633,0.511,-4.346,0.05,171.965,1,0,0.0012,4,63,5073614,0,0,0,Sad
Kada Chit Kalindi,Anuradha Paudwal|Prafulla Kar,/artist/anuradha-paudwal-2|/artist/prafulla-kar,0.0,Odia,2003-05-05,0.61,0.349,0.929,0.765,-4.189,0.03,173.96,0,4,0.05,4,32,10891060,0,0,0,Energetic
Ahe Ramahari,Balakrishna Das,/artist/balakrishna-das,0.0,Odia,2003-05-06,0.06,0.836,0.839,0.793,-10.501,0.01,174.017,1,1,0.0005,4,31,346936,0,0,0,Sad
Andha Mote,Raghu Sahoo,/artist/raghu-sahoo,0.0,Odia,2003-05-10,0.35,0.562,0.098,0.648,-5.879,0.0063,172.106,0,5,0.07,4,48,7104115,0,0,0,Sad
Alo Kala Sari,Trupti|JAYASHREE|Geetha|Meerabai,/artist/trupti|/artist/jayashree|/artist/geetha|/artist/meerabai,0.0,Odia,2003-05-10,0.09,0.452,0.842,0.938,-7.201,0.0329,173.035,0,6,0.092,4,50,9038561,0,0,0,Energetic
Nani Dekh Chena Cake,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2003-06-01,0.33,0.803,0.036,0.204,-3.248,0.004,173.96,1,1,0.0036,4,68,7498759,0,0,0,Sad
Re Mita Aa Sangata,Pranab Kishore Patnaik|Sikandar Alam,/artist/pranab-kishore-patnaik|/artist/sikandar-alam,0.0,Odia,2003-06-07,0.44,0.86,0.929,0.228,-4.911,0.1,173.965,0,9,0.0899,4,49,5727634,0,0,0,Energetic
A Rickshaw Wala,Gopi Patnayak,/artist/gopi-patnayak,0.0,Odia,2003-06-09,0.47,0.72,0.161,0.577,-12.376,0.0618,174.016,0,8,0.058,4,31,9526840,0,0,0,Sad
Aau Se Janha Ku Na Khojibi,Vani Jairam|Laxmikant Palit,/artist/vani-jayaram|/artist/laxmikant-palit,0.0,Odia,2003-07-03,0.34,0.32,0.761,0.93,-9.866,0.011,174.022,0,8,0.0302,4,85,5919746,0,0,0,Happy
Chha Kaudia Chhaka,Fakir Patnaik|Susama Mishra,/artist/fakir-patnaik-26|/artist/susama-mishra,0.0,Odia,2003-07-09,0.54,0.848,0.775,0.935,-11.061,0.0878,173.996,1,8,0.009,4,49,9854386,0,0,0,Energetic
Kie Daba Tate Gori Kanya,Mohammad Aziz,/artist/mohammad-aziz,0.0,Odia,2003-08-01,0.01,0.571,0.186,0.142,-5.75,0.0142,175.078,0,6,0.075,4,47,9350651,0,0,0,Sad
Sarav Sahini Maa,Fakir Patnaik,/artist/fakir-patnaik-29,0.0,Odia,2003-08-06,0.09,0.44,0.13,0.133,-11.77,0.05,174.031,0,5,0.034,4,84,3802323,0,0,0,Sad
Prabhu Jagannath,Sujan,/artist/sujan,0.0,Odia,2003-08-08,0.97,0.66,0.456,0.905,-11.921,0.088,173.978,0,10,0.042,4,36,11389582,0,0,0,Sad
Nali Chaha Chaha Sindoor Gori,Kavita Krishnamurthy|Uttara Kelkar|Udit Narayan|Chorus,/artist/kavita-subramaniam|/artist/uttara-kelkar|/artist/udit-narayan|/artist/chorus,0.0,Odia,2003-09-01,0.94,0.49,0.179,0.639,-10.991,0.037,173.969,1,1,0.04,4,77,9392613,0,0,0,Sad
Tata Mata Karuchhanti Rodana,Akshaya Mohanty,/artist/akshaya-mohanty,0.0,Odia,2003-09-01,0.09,0.736,0.838,0.756,-9.676,0.06,174.032,1,1,0.024,4,75,10403179,0,0,0,Energetic
Krupasindhu Badana,Bhikari Bal,/artist/bhikari-bal-1,0.0,Odia,2003-10-11,0.23,0.05,0.55,0.264,-2.328,0.09,174.998,0,1,0.04,4,57,7917795,0,0,0,Energetic
Joy Ma Mangala,Bhubaneswari Mishra,/artist/bhubaneswari-mishra,0.0,Odia,2003-10-12,0.1,0.622,0.306,0.469,-11.733,0.055,174.005,1,1,0.0082,4,100,9992402,0,0,0,Sad
Bhidedere Kalia,Bikahs,/artist/bikahs,0.0,Odia,2003-11-02,0.07,0.4,0.343,0.646,-4.641,0.08,173.969,1,7,0.0837,4,57,9400332,0,0,0,Sad
