song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood
Dhani Ghevooya Tumdar Bangala,Padma Shirke|Chorus,/artist/padma-shirke|/artist/chorus,0.0,Marathi,2000-07-01,0.76,0.19,0.399,0.312,-2.654,0.09,145.004,1,7,0.028,4,93,4262887,0,0,0,Sad
Savaicha Gun Kahi Jaina,Sulochana Chavan,/artist/sulochana-chavan,0.0,Marathi,2000-07-03,0.29,0.65,0.736,0.831,-5.607,0.0803,140.007,1,8,0.029,4,37,6757425,0,0,0,Energetic
Navra Evacha Go,Ranjana Shinde|Chorus,/artist/ranjana-shinde|/artist/chorus,0.0,Marathi,2000-07-03,0.35,0.72,0.617,0.522,-8.325,0.07,147.005,0,6,0.08,4,41,2728700,0,0,0,Sad
Number Fifty Four,Manna Dey|Pramila Datar,/artist/manna-dey|/artist/pramila-datar,0.0,Marathi,2000-07-06,1.0,0.138,0.082,0.832,-10.797,0.087,132.091,1,6,0.01,4,46,7545435,0,0,0,Sad
O Fetewale Tumhi,Uttara Kelkar,/artist/uttara-kelkar,0.0,Marathi,2000-07-07,0.7,0.18,0.384,0.996,-8.534,0.06,140.0,0,10,0.0473,4,63,3248939,0,0,0,Sad
Bol Bol Na Sajana,Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Marathi,2000-07-08,0.53,0.41,0.964,0.883,-11.26,0.0266,144.977,0,6,0.01,4,85,4840086,0,0,0,Happy
Ka Uga Pantga Jadasi,Anuradha Paudwal,/artist/anuradha-paudwal-2,0.0,Marathi,2000-08-01,0.91,0.023,0.847,0.858,-10.686,0.02,138.003,0,11,0.0744,4,74,6236096,0,0,0,Happy
Nako Re Nandlala,Asha Bhosle,/artist/asha-bhosle-1,0.0,Marathi,2000-08-03,0.13,0.035,0.452,0.885,-5.318,0.1,137.996,0,2,0.0151,4,62,2593581,0,0,0,Sad
Maath Paanyat Budala,Vani Jairam,/artist/vani-jayaram,0.0,Marathi,2000-08-04,0.71,0.792,0.936,0.468,-9.678,0.002,145.012,1,2,0.076,4,43,414926,0,0,0,Happy
Manasa Paris Mendhara Bari,Mohammed Salamat,/artist/mohammed-salamat,0.0,Marathi,2000-08-05,0.26,0.02,0.504,0.686,-5.388,0.062,138.016,1,2,0.0,4,96,2993100,0,0,0,Sad
Gan Gan Ganat Bote,Ajit Kadkade,/artist/ajit-kadkade,0.0,Marathi,2000-08-05,0.82,0.111,0.376,0.051,-5.646,0.005,140.007,0,6,0.03,4,61,6681689,0,0,0,Sad
Swapnatalya Kalyano,Asha Bhosle,/artist/asha-bhosle-1,0.0,Marathi,2000-08-08,0.66,0.72,0.379,0.281,-12.506,0.09,137.988,0,7,0.051,4,34,2287939,0,0,0,Sad
Chandra Hava Ghan Vihin Mala,Ramdas Kamat,/artist/ramdas-kamat,0.0,Marathi,2000-08-09,0.63,0.07,0.126,0.283,-4.351,0.0802,144.995,0,10,0.04,4,54,4838901,0,0,0,Sad
Dudu De Dudu,Milind Shinde,/artist/milind-shinde,0.0,Marathi,2000-08-09,0.55,0.76,0.08,0.386,-12.319,0.0586,145.002,0,10,0.0293,4,67,2546229,0,0,0,Sad
Ek Din Jana Re Bhai,Dr. Vasantrao Deshpande,/artist/dr-vasantrao-deshpande-1,0.0,Marathi,2000-08-09,0.22,0.686,0.05,0.102,-5.5,0.0759,139.987,1,1,0.05,4,86,5917859,0,0,0,Sad
Aayale Vara,Pandurang Agawane|Chorus,/artist/pandurang-agawane|/artist/chorus,0.0,Marathi,2000-08-10,0.7,0.38,0.737,0.566,-11.046,0.0566,144.999,1,0,0.0246,4,85,4072528,0,0,0,Happy
Sasune Keli Party,Shaila Chikhale,/artist/shaila-chikhale,0.0,Marathi,2000-08-11,0.34,0.2,0.565,0.023,-10.449,0.068,148.021,0,6,0.015,4,94,7287853,0,0,0,Sad
Aaj Kalila Ek Phool,Asha Bhosle,/artist/asha-bhosle-1,0.0,Marathi,2000-08-12,0.16,0.049,0.021,0.102,-5.03,0.0543,137.981,0,5,0.011,4,61,9041580,0,0,0,Sad
Aare Chal Re Naamya,Uday Upadhyay,/artist/uday-upadhyay,0.0,Marathi,2000-09-02,0.68,0.87,0.449,0.408,-8.06,0.05,135.064,0,10,0.06,4,92,9338845,0,0,0,Sad
"Gharana in Hindustani Classical (Pt, 2)",V.R. Athavale,/artist/vr-athavale,0.0,Marathi,2000-09-02,0.86,0.689,0.624,0.289,-6.55,0.02,141.988,0,5,0.04,4,41,11046782,0,0,0,Sad
Vechun Aanli Kadi Kadi,Adinath Mangeshkar,/artist/adinath-mangeshkar,0.0,Marathi,2000-09-03,0.49,0.91,0.35,0.248,-9.588,0.039,148.007,1,2,0.05,4,72,9192510,0,0,0,Sad
Vihirila Ingin Basava,Sulochana Chavan,/artist/sulochana-chavan,0.0,Marathi,2000-09-08,0.19,0.543,0.125,0.937,-12.99,0.086,141.994,1,1,0.06,4,54,4094265,0,0,0,Sad
Tya Chitta Chortyala,Manik Varma,/artist/manik-varma,0.0,Marathi,2000-09-09,0.07,0.2,0.189,0.448,-10.972,0.0665,146.021,0,4,0.04,4,64,8734439,0,0,0,Sad
Jai Jai Ramkrishna Hari,Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Marathi,2000-09-10,0.67,0.76,0.263,0.852,-4.753,0.08,128.03,0,10,0.087,4,69,1290299,0,0,0,Sad
Aata Lagnacha Vay Majha,Krishna Kalle,/artist/krishna-kalle,0.0,Marathi,2000-09-10,0.54,0.04,0.7,0.63,-11.127,0.08,137.971,1,11,0.06,4,57,2524308,0,0,0,Happy
Majhya Dhepela Mungala Dasala,Asha Bhosle,/artist/asha-bhosle-1,0.0,Marathi,2000-09-11,0.45,0.94,0.387,0.365,-13.335,0.018,137.492,0,9,0.092,4,63,3870842,0,0,0,Sad
Shepu Palak Chakvat,Usha Mangeshkar,/artist/usha-mangeshkar-2,0.0,Marathi,2000-10-03,0.51,0.0,0.25,0.844,-8.304,0.05,142.009,1,1,0.011,4,54,11106361,0,0,0,Sad
Manuja Jaag Jara,Suresh Wadkar|Sachin,/artist/suresh-wadkar|/artist/sachin,0.0,Marathi,2000-10-06,0.76,0.859,0.089,0.971,-9.044,0.0608,136.059,1,1,0.046,4,67,1143053,0,0,0,Sad
Kaay Tujhe Upkar,Snehal Bhatkar,/artist/snehal-bhatkar,0.0,Marathi,2000-10-10,0.23,0.72,0.558,0.259,-6.647,0.0613,142.008,0,5,0.1,4,49,5585508,0,0,0,Sad
Chahuvedi Jaan,Uttara Kelkar,/artist/uttara-kelkar,0.0,Marathi,2000-10-10,0.85,0.03,0.814,0.875,-7.472,0.092,128.001,0,5,0.021,4,28,9674012,0,0,0,Happy
He Chandane Phoolani Shimpit,Anuradha Paudwal,/artist/anuradha-paudwal-2,0.0,Marathi,2000-11-03,0.85,0.8,0.425,0.611,-12.055,0.0981,137.99,0,5,0.0257,4,64,1980557,0,0,0,Sad
Majhiya Manat Vase Tu,Anuradha Paudwal|Uttara Kelkar,/artist/anuradha-paudwal-2|/artist/uttara-kelkar,0.0,Marathi,2000-11-03,0.9,0.434,0.322,0.809,-7.171,0.059,134.995,1,1,0.09,4,46,5795670,0,0,0,Sad
Tuzya Nibhala Gade,Suresh Bhat,/artist/suresh-bhat,0.0,Marathi,2000-11-05,0.94,0.954,0.614,0.708,-2.031,0.057,130.016,1,7,0.04,4,93,570518,0,0,0,Happy
Ashi Eka Satichi Thor Punnyai,Anuradha Paudwal,/artist/anuradha-paudwal-2,0.0,Marathi,2000-11-08,0.6,0.62,0.808,0.056,-5.379,0.07,138.014,1,7,0.0729,4,75,5325525,0,0,0,Energetic
Runujhunu Runujhunu Re Bhramara-Sant Gyaneshwar,Prabhakar Karekar,/artist/prabhakar-karekar,0.0,Marathi,2000-11-08,0.73,0.018,0.306,0.369,-12.518,0.05,145.007,1,9,0.0,4,75,5641213,0,0,0,Sad
Shree Ram Jai Ram,Arun Date,/artist/arun-date,0.0,Marathi,2000-11-10,0.68,0.58,0.069,0.021,-6.27,0.01,137.999,1,6,0.072,4,56,1375136,0,0,0,Sad
Kamodini Kay Jane To Parimal,Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Marathi,2000-12-03,0.11,0.64,0.492,0.214,-9.889,0.0304,131.986,0,9,0.079,4,73,3233132,0,0,0,Sad
Pankh Have Maj Poladache,Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Marathi,2000-12-07,0.07,0.243,0.297,0.599,-13.268,0.0671,144.02,0,4,0.007,4,49,10436849,0,0,0,Sad
Kai Aisi Dasha,Suman Kalyanpur,/artist/suman-kalyanpur,0.0,Marathi,2000-12-07,0.93,0.229,0.961,0.525,-13.779,0.04,137.983,0,10,0.0,4,40,6531919,0,0,0,Happy
Milnachya Ya Khanala,Suresh Wadkar|Uttara Kelkar,/artist/suresh-wadkar|/artist/uttara-kelkar,0.0,Marathi,2000-12-08,0.06,0.18,0.295,0.973,-9.371,0.01,140.006,0,1,0.047,4,75,4176086,0,0,0,Sad
Ramya Asha Sthani,Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Marathi,2000-12-08,0.24,0.59,0.817,0.493,-6.503,0.0631,145.003,1,6,0.04,4,66,1323913,0,0,0,Energetic
Gomu Sangtina Mazya,Asha Bhosle|Hemant Kumar,/artist/asha-bhosle-1|/artist/hemanta-mukherjee,0.0,Marathi,2000-12-11,0.33,0.93,0.866,0.271,-7.583,0.046,128.017,0,6,0.04,4,52,10455596,0,0,0,Happy
Sajana Mohana Rajasa,Suresh Wadkar|Jyotsna Hardikar,/artist/suresh-wadkar|/artist/jyotsna-hardikar,0.0,Marathi,2001-01-01,0.95,0.813,0.809,0.299,-2.64,0.09,139.999,1,6,0.0214,4,88,10873222,0,0,0,Energetic
Guj Hay Shangu Kunala,Shakuntala,/artist/shakuntala,0.0,Marathi,2001-01-02,0.18,0.95,0.699,0.703,-10.187,0.0702,128.033,0,8,0.092,4,97,7462282,0,0,0,Happy
Jogwa,Uttara Kelkar,/artist/uttara-kelkar,0.0,Marathi,2001-01-02,0.4,0.67,0.401,0.506,-4.142,0.02,141.908,0,9,0.05,4,92,10455627,0,0,0,Sad
Tujhya Aaicha Bhau Tujha Mama,Sulochana Chavan,/artist/sulochana-chavan,0.0,Marathi,2001-01-04,0.87,0.729,0.79,0.386,-9.208,0.01,139.987,0,6,0.026,4,66,7448283,0,0,0,Happy
Saraswati Mate,Narayan Mani|Milind Ingle,/artist/narayan-mani|/artist/milind,0.0,Marathi,2001-01-07,0.75,0.106,0.825,0.233,-6.806,0.079,137.986,1,11,0.01,4,54,3952663,0,0,0,Energetic
Tuze Roop Chitti Raho,Sudhir Phadle,/artist/sudhir-phadle-18,0.0,Marathi,2001-01-07,0.36,0.47,0.769,0.088,-5.777,0.03,140.013,0,7,0.0099,4,61,2438646,0,0,0,Energetic
Mee Cinemacha Bada,Jaywant Kulkarni|Naresh Kumar,/artist/jaywant-kukarni|/artist/naresh-kumar,0.0,Marathi,2001-01-08,0.27,0.58,0.934,0.11,-12.796,0.04,138.022,0,4,0.085,4,26,257990,0,0,0,Happy
Patit Paavan Naam,Pt. Hridaynath Mangeshkar,/artist/pt-hridaynath-mangeshkar-1,0.0,Marathi,2001-01-08,0.25,0.29,0.637,0.546,-12.825,0.07,144.994,0,10,0.055,4,88,6631547,0,0,0,Sad
Mee Kashala Aarshat Pahu Ga,Usha Mangeshkar,/artist/usha-mangeshkar-2,0.0,Marathi,2001-01-09,0.56,0.22,0.252,0.195,-4.844,0.02,128.005,0,11,0.073,4,89,10705943,0,0,0,Sad
Jevha Tichi Ni Mazi,Arun Date,/artist/arun-date,0.0,Marathi,2001-01-11,0.4,0.29,0.405,0.337,-5.858,0.009,136.989,0,7,0.09,4,56,476427,0,0,0,Sad
Ghain Javun Line Lavun,Pralhad Shinde,/artist/pralhad-shinde-1,0.0,Marathi,2001-01-11,0.54,0.75,0.594,0.009,-2.908,0.098,128.015,1,0,0.01,4,68,4279321,0,0,0,Energetic
Chang Bhala Re Chang Bhala,Suresh Wadkar,/artist/suresh-wadkar,0.0,Marathi,2001-01-11,0.96,0.231,0.702,0.158,-11.957,0.04,142.001,1,6,0.059,4,68,6944255,0,0,0,Happy
Pandharichi Chandrabhaga,Uttara Kelkar,/artist/uttara-kelkar,0.0,Marathi,2001-01-12,0.61,0.5,0.915,0.107,-12.897,0.07,138.007,0,11,0.02,4,53,7651153,0,0,0,Energetic
Dis Ungawala Valhav Ra Nakhwa,Shakuntala,/artist/shakuntala,0.0,Marathi,2001-02-01,0.62,0.66,0.495,0.748,-3.338,0.043,145.004,0,4,0.0833,4,27,5093504,0,0,0,Sad
Jeevanachi Gaadi,Suresh Wadkar,/artist/suresh-wadkar,0.0,Marathi,2001-02-02,0.79,0.237,0.777,0.019,-7.673,0.0948,127.991,0,5,0.01,4,43,2836765,0,0,0,Happy
Majhya Punyaeeche Bal,Sudhir Phadle,/artist/sudhir-phadle-37,0.0,Marathi,2001-02-03,0.69,0.851,0.695,0.462,-12.448,0.098,134.86,1,8,0.0127,4,67,4265034,0,0,0,Happy
Pakhara Geet Nako Gavoo,Asha Bhosle,/artist/asha-bhosle-1,0.0,Marathi,2001-02-03,0.13,0.546,0.673,0.614,-10.563,0.0136,148.002,1,0,0.086,4,35,8475022,0,0,0,Sad
Rati Rang Range Dhyan,Master Dinanath Mangeshkar,/artist/master-dinanath-mangeshkar,0.0,Marathi,2001-02-05,0.36,0.7,0.375,0.835,-10.203,0.0581,135.978,1,0,0.07,4,70,1725722,0,0,0,Sad
Ethech Aani Ya Bandhavar,Manik Varma,/artist/manik-varma,0.0,Marathi,2001-02-07,0.4,0.61,0.017,0.31,-12.177,0.07,140.049,0,1,0.0364,4,37,7434284,0,0,0,Sad
Gobind Madhav,Alakananda Wadekar,/artist/alakananda-wadekar,0.0,Marathi,2001-02-07,0.83,0.524,0.368,0.941,-6.279,0.0117,126.975,1,7,0.02,4,88,2401591,0,0,0,Sad
Godhane Charya,Tulshiram Buva Dixit|Chorus,/artist/tulshiram-buva-dixit|/artist/chorus,0.0,Marathi,2001-02-07,0.28,0.741,0.992,0.131,-3.755,0.0365,135.977,0,5,0.03,4,47,1167539,0,0,0,Energetic
Gomu Nakhryan Chalte Kashi,Krishna Shinde|Chorus,/artist/krishna-shinde|/artist/chorus,0.0,Marathi,2001-02-09,0.34,0.32,0.103,0.89,-8.361,0.0711,129.008,1,1,0.02,4,79,1122709,0,0,0,Sad
Samaj Sudharak Savarkarancha Powada,Shahir Prabhakar Jamkhedkar,/artist/shahir-prabhakar-jamkhedkar,0.0,Marathi,2001-02-09,0.86,0.993,0.769,0.71,-12.436,0.0852,139.966,1,2,0.0878,4,27,10726852,0,0,0,Happy
Tyacha Manus He Naav,Sudhir Phadke,/artist/sudhir-phadke,0.0,Marathi,2001-02-09,0.45,0.696,0.457,0.854,-13.724,0.045,129.384,1,1,0.09,4,29,6313810,0,0,0,Sad
Sarvasva Tu Mazaa,Shri Rajaram Kruta,/artist/shri-rajaram-kruta,0.0,Marathi,2001-02-11,0.25,0.895,0.505,0.986,-7.801,0.001,140.031,1,7,0.046,4,39,7820219,0,0,0,Sad
Maza Maza Mhaneet Hoto,Mahendra Kapoor,/artist/mahendra-kapoor,0.0,Marathi,2001-02-12,0.06,0.94,0.422,0.376,-2.779,0.0323,131.911,0,11,0.08,4,47,2700981,0,0,0,Sad
Pandharichya Panduranga,Shanikumar Shelar,/artist/shanikumar-shelar,0.0,Marathi,2001-02-12,0.61,0.915,0.655,0.706,-11.534,0.049,139.977,1,0,0.0756,4,37,5353742,0,0,0,Sad
Prem Bhave Jeev Jagi Ya,Pt. Prabhakar Karekar,/artist/pt-prabhakar-karekar-1,0.0,Marathi,2001-02-12,0.84,0.85,0.379,0.297,-9.789,0.04,129.963,1,7,0.0441,4,79,10496693,0,0,0,Sad
Devachya Prasade Kara Re Bhojan,Suman Kalyanpur,/artist/suman-kalyanpur,0.0,Marathi,2001-02-12,0.85,0.52,0.65,0.093,-2.764,0.032,136.991,0,6,0.0775,4,72,1761960,0,0,0,Happy
Ablach Shewati Me,Asha Bhosle,/artist/asha-bhosle-1,0.0,Marathi,2001-03-01,0.76,0.65,0.131,0.291,-4.494,0.0472,140.042,1,7,0.0,4,65,1378247,0,0,0,Sad
Padile Door Deshi,Kishori Amonkar,/artist/kishori-amonkar,0.0,Marathi,2001-03-02,0.96,0.78,0.308,0.403,-10.488,0.1,137.893,0,6,0.0622,4,56,10241877,0,0,0,Sad
Shodhiin Laksh Aata,Mohammad Aziz,/artist/mohammad-aziz,0.0,Marathi,2001-03-02,0.32,0.06,0.878,0.58,-9.188,0.04,127.974,1,6,0.024,4,50,8943450,0,0,0,Happy
Tula Samajhale Mala Samajhale,Asha Bhosle|Mahendra Kapoor,/artist/asha-bhosle-1|/artist/mahendra-kapoor,0.0,Marathi,2001-03-03,0.48,0.17,0.873,0.717,-4.887,0.035,135.958,1,5,0.0398,4,61,3351785,0,0,0,Energetic
Aho Nana - Part - Ii,Jaywant Kulkarni|Usha Mangeshkar,/artist/jaywant-kukarni|/artist/usha-mangeshkar-2,0.0,Marathi,2001-03-04,0.21,0.46,0.991,0.573,-12.23,0.01,132.018,0,6,0.0018,4,54,3275033,0,0,0,Happy
Aaj Mi Alvite Kedar,Madhubala Chawala,/artist/madhubala-chawala,0.0,Marathi,2001-03-04,0.02,0.76,0.862,0.524,-11.447,0.07,138.007,1,0,0.057,4,41,4676954,0,0,0,Energetic
Distoy Jasa Nahi Tasa,Chandrabhaga Gaikwad,/artist/chandrabhaga-gaikwad,0.0,Marathi,2001-03-05,0.78,0.179,0.951,0.817,-8.62,0.0028,141.999,0,9,0.0699,4,64,639157,0,0,0,Happy
Khara To Prema,Manik Varma,/artist/manik-varma,0.0,Marathi,2001-03-05,0.09,0.842,0.737,0.122,-9.759,0.0799,134.984,0,10,0.0089,4,70,10462674,0,0,0,Happy
Marma Bandhatali Thev Hi,Asha Bhosle,/artist/asha-bhosle-1,0.0,Marathi,2001-03-05,0.98,0.02,0.739,0.257,-4.505,0.05,136.001,1,0,0.043,4,80,6903834,0,0,0,Happy
Ajuni Rusuni Ahe,Pt. Kumar Gandharva,/artist/pt-kumar-gandharva-1,0.0,Marathi,2001-03-06,0.21,0.78,0.607,0.397,-9.944,0.0,130.075,0,9,0.045,4,50,3036167,0,0,0,Sad
Chandrabhagechya Donhi Tiravar,Pralhad Shinde,/artist/pralhad-shinde-1,0.0,Marathi,2001-03-07,0.71,0.968,0.577,0.065,-5.739,0.068,147.026,1,1,0.009,4,69,5375283,0,0,0,Sad
Gato Avadine God Tujhe Naam,Pralhad Shinde,/artist/pralhad-shinde-1,0.0,Marathi,2001-03-08,0.51,0.259,0.318,0.273,-2.734,0.075,134.988,0,3,0.058,4,81,8630750,0,0,0,Sad
