song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood
Jaunsari Song No.2,Male Uttar Pradesh singers from Konain|Jaunsar Bower,/artist/male-uttar-pradesh-singers-from-konain|/artist/jaunsar-bower,0.0,Assamese,2001-02-07,0.51,0.359,0.791,0.506,-8.806,0.029,150.043,0,6,0.097,4,79,3426219,0,0,0,Happy
Bhal Poa Mor,sibcharan das,/artist/sibcharan-das,0.0,Assamese,2001-02-07,0.56,0.66,0.368,0.378,-13.072,0.1,150.009,1,2,0.038,4,89,6985188,0,0,0,Sad
Moyna Kon Bidhatai,Renu Barua|Dwipen Baruah,/artist/renu-barua|/artist/dwipen-baruah,0.0,Assamese,2001-03-01,0.6,0.409,0.854,0.574,-3.714,0.0845,149.969,0,9,0.09,4,91,8140188,0,0,0,Energetic
Ali Dhaki Para Saliki,Namita Bhattacharya,/artist/namita-bhattacharya,0.0,Assamese,2001-03-03,0.94,0.92,0.438,0.393,-8.098,0.037,150.009,0,5,0.09,4,60,7852325,0,0,0,Sad
A Aaji Beular Biya,Rameshwar Pathak,/artist/rameshwar-pathak,0.0,Assamese,2001-03-12,0.83,0.57,0.639,0.688,-10.24,0.0939,154.886,0,5,0.01,4,50,6869108,0,0,0,Happy
Maram Logai Logai,Lokeswar Deka|Others,/artist/lokeswar-deka|/artist/others,0.0,Assamese,2001-04-11,0.22,0.42,0.064,0.921,-10.338,0.013,149.994,1,9,0.045,4,26,10745058,0,0,0,Sad
Ei Akash Baro Bishal,Jayanta Hazarika,/artist/jayanta-hazarika,0.0,Assamese,2001-05-12,0.85,0.67,0.641,0.752,-10.402,0.025,154.767,0,8,0.069,4,42,6395998,0,0,0,Sad
Bhohutake Bhohudio,Ina Mukherjee|Namita Goswami,/artist/ina-mukherjee|/artist/namita-goswami,0.0,Assamese,2001-06-02,0.04,0.37,0.151,0.235,-9.184,0.027,149.971,1,6,0.083,4,75,5251505,0,0,0,Sad
Shama Thakile,Bhupen Hazarika,/artist/dr-bhupen-hazarika-2,0.0,Assamese,2001-06-09,0.05,0.44,0.798,0.82,-13.454,0.01,148.018,1,7,0.093,4,29,3909266,0,0,0,Sad
Dheere Dheere Kowa Radha,Sibani Dutta,/artist/sibani-dutta,0.0,Assamese,2001-07-06,0.94,0.471,0.82,0.199,-2.71,0.015,150.157,0,7,0.097,4,32,2684819,0,0,0,Energetic
Hari Hey Ahare,Rameshwar Pathak,/artist/rameshwar-pathak,0.0,Assamese,2001-07-08,0.33,0.61,0.762,0.842,-11.676,0.08,150.072,1,11,0.0334,4,71,9951523,0,0,0,Happy
Bihu Bihu Lagichhe Gaat,Bhupen Hazarika,/artist/dr-bhupen-hazarika-2,0.0,Assamese,2001-07-11,0.77,0.843,0.432,0.647,-2.853,0.0339,149.89,0,7,0.0869,4,77,4616636,0,0,0,Sad
Moi Kio Bia Karaichilo - Parody,Nagen Barman|Pranita Barman,/artist/nagen-barman|/artist/pranita-barman,0.0,Assamese,2001-08-03,0.25,0.96,0.894,0.442,-3.578,0.034,149.99,0,5,0.09,4,96,448289,0,0,0,Energetic
Aea Je Dekhicha,Dwipen Baruah|Runjun Phukan,/artist/dwipen-baruah|/artist/runjun-phukan-1,0.0,Assamese,2001-10-09,0.38,0.18,0.412,0.098,-10.829,0.05,149.983,0,7,0.0561,4,42,5235077,0,0,0,Sad
Moi Eti Mukali Pakhi,Arun Das,/artist/arun-das,0.0,Assamese,2001-10-12,0.34,0.63,0.3,0.683,-8.537,0.0593,150.04,0,11,0.0306,4,73,10193434,0,0,0,Sad
A Aaji Beular Biya,Rameshwar Pathak|Dhanada Pathak,/artist/rameshwar-pathak|/artist/dhanada-pathak,0.0,Assamese,2001-11-11,0.84,0.406,0.356,0.297,-8.55,0.0331,155.013,1,5,0.0364,4,56,7609437,0,0,0,Sad
Tritiya Shrenir Jatri,Bhupen Hazarika,/artist/dr-bhupen-hazarika-2,0.0,Assamese,2001-12-02,0.92,0.1,0.633,0.907,-11.146,0.0313,157.021,0,7,0.0337,4,66,1547658,0,0,0,Happy
Alfolia Kopou Phool,Dwipen Baruah|Namita Bhattacharya,/artist/dwipen-baruah|/artist/namita-bhattacharya,0.0,Assamese,2001-12-05,0.05,0.98,0.31,0.21,-4.807,0.01,149.982,0,5,0.059,4,32,8296179,0,0,0,Sad
Madhab Madhab Dukh Taphari,Mitraa Phukan|Namita Bhattacharya,/artist/mitraa-phukan|/artist/namita-bhattacharya,0.0,Assamese,2001-12-06,0.5,0.847,0.628,0.663,-2.899,0.0011,150.021,0,10,0.08,4,69,7938705,0,0,0,Sad
Samsun Salito Jora,Anima Choudhury,/artist/anima-choudhury,0.0,Assamese,2001-12-06,0.39,0.992,0.336,0.94,-12.769,0.09,149.963,1,8,0.06,4,79,883933,0,0,0,Sad
Nai Hoya Sesh,Dwipen Baruah|Namita Bhattacharya,/artist/dwipen-baruah|/artist/namita-bhattacharya,0.0,Assamese,2002-01-06,0.29,0.163,0.118,0.132,-2.263,0.07,150.02,0,10,0.081,4,84,6368796,0,0,0,Sad
Girip Garap,Anima Talukdar|Archana Mahanta,/artist/anima-talukdar|/artist/archana-mahanta,0.0,Assamese,2002-02-05,0.21,0.06,0.494,0.865,-10.115,0.021,149.904,0,9,0.0287,4,64,7712812,0,0,0,Sad
Jeevan Gharir Pratita Pol Kanchghar,Suman Kalyanpur,/artist/suman-kalyanpur,0.0,Assamese,2002-02-05,0.64,0.436,0.808,0.128,-4.558,0.081,149.92,1,9,0.07,4,31,9745065,0,0,0,Energetic
Piriti Aru Bimurto Mur,Bhupen Hazarika,/artist/bhupen-hazarika,0.0,Assamese,2002-03-10,0.06,0.038,0.205,0.55,-6.615,0.047,150.602,1,1,0.081,4,52,1251003,0,0,0,Sad
Aji Kino Pulakate,Aarti Mukherji,/artist/aarti-mukherji,0.0,Assamese,2002-04-02,0.99,0.557,0.455,0.901,-4.8,0.019,149.939,0,11,0.05,4,53,641653,0,0,0,Sad
Chulat Mad Khopa - Parody,Nagen Barman|Pranita Barman,/artist/nagen-barman|/artist/pranita-barman,0.0,Assamese,2002-04-07,0.09,0.372,0.006,0.513,-10.95,0.044,150.055,0,6,0.098,4,51,9023165,0,0,0,Sad
Jiwan Sundar Maram Sundar,Anju Devi|Bhupen Hazarika,/artist/anju-devi|/artist/dr-bhupen-hazarika-2,0.0,Assamese,2002-04-07,0.69,0.76,0.609,0.9,-6.877,0.07,149.841,0,7,0.02,4,62,4550136,0,0,0,Happy
Dekha Nai,Jayanta Hazarika,/artist/jayanta-hazarika,0.0,Assamese,2002-04-08,0.19,0.1,0.899,0.08,-9.077,0.0747,149.827,0,0,0.01,4,25,9460083,0,0,0,Energetic
Gopini Pran,Rameshwar Pathak,/artist/rameshwar-pathak,0.0,Assamese,2002-05-04,0.64,0.4,0.129,0.76,-13.306,0.001,150.028,0,1,0.04,4,89,11036930,0,0,0,Sad
Dayamoyee Hey Ma,Mitali Chowdhury,/artist/mitali-chowdhury,0.0,Assamese,2002-05-07,0.28,0.181,0.297,0.199,-8.67,0.0444,150.019,1,4,0.063,4,47,2610286,0,0,0,Sad
Maati Phuti Olaale,Namita Bhattacharya|Dwipen Baruah,/artist/namita-bhattacharya|/artist/dwipen-baruah,0.0,Assamese,2002-05-07,0.77,0.12,0.269,0.71,-3.121,0.01,155.088,0,1,0.068,4,58,3387906,0,0,0,Sad
Oi Babitoi Dhulia,Bhupen Hazarika,/artist/dr-bhupen-hazarika-2,0.0,Assamese,2002-05-12,0.57,0.25,0.639,0.616,-11.563,0.02,149.842,1,11,0.08,4,95,4380345,0,0,0,Happy
Arey Orey More Bhaber Deora,Pranita Barman,/artist/pranita-barman,0.0,Assamese,2002-06-03,0.18,0.66,0.432,0.067,-8.685,0.041,150.07,1,1,0.069,4,41,2859838,0,0,0,Sad
Tumi Uzanir Ney Namonir,Dijen Kakati,/artist/dijen-kakati-4,0.0,Assamese,2002-06-04,0.53,0.926,0.672,0.069,-4.09,0.09,150.052,1,0,0.027,4,81,10447877,0,0,0,Energetic
O Raghupati,Kalpana Bhuyan|Nibha Deka|Siba Prasad Nath|Nomi Gayan,/artist/kalpana-bhuyan|/artist/nibha-deka|/artist/siba-prasad-nath|/artist/nomi-gayan,0.0,Assamese,2002-06-06,0.4,0.15,0.894,0.592,-12.889,0.063,150.047,1,1,0.02,4,97,7565430,0,0,0,Energetic
Abor Song No.6A,Male Assam soloist|singers with percussion from Damroh|Arbor Hills,/artist/male-assam-soloist|/artist/singers-with-percussion-from-damroh|/artist/arbor-hills,0.0,Assamese,2002-07-10,0.65,0.203,0.097,0.866,-2.673,0.0014,150.053,0,0,0.0565,4,62,9646243,0,0,0,Sad
Hey Narayan,Jiten Deka|Nirmali Das,/artist/jiten-deka|/artist/nirmali-das,0.0,Assamese,2002-08-02,0.02,0.36,0.047,0.092,-5.939,0.02,149.935,1,9,0.02,4,74,2250100,0,0,0,Sad
O Dukhiya Man Mara,Digen Mahanta|Khagen Mahanta,/artist/digen-mahanta|/artist/khagen-mahanta,0.0,Assamese,2002-08-05,0.26,0.54,0.921,0.203,-6.773,0.0766,155.026,1,2,0.09,4,27,3388887,0,0,0,Energetic
A Aaji Beular Biya,Rameshwar Pathak,/artist/rameshwar-pathak,0.0,Assamese,2002-08-11,0.72,0.778,0.752,0.182,-7.496,0.08,150.056,0,9,0.0461,4,63,3159646,0,0,0,Happy
Dhng Dhari Dhng,Rameshwar Pathak,/artist/rameshwar-pathak,0.0,Assamese,2002-08-12,0.13,0.17,0.101,0.877,-11.703,0.05,150.04,1,0,0.072,4,76,5196618,0,0,0,Sad
Adite Akale,Dwipen Baruah,/artist/dwipen-baruah,0.0,Assamese,2002-09-12,0.6,0.12,0.036,0.114,-4.9,0.054,149.935,0,5,0.0544,4,91,81347,0,0,0,Sad
Maanuhe Maanuhara,Bhupen Hazarika,/artist/dr-bhupen-hazarika-2,0.0,Assamese,2002-09-12,0.1,0.521,0.899,0.405,-3.875,0.0458,150.05,0,9,0.004,4,61,634185,0,0,0,Energetic
Banda Debnarayan,Rameshwar Pathak,/artist/rameshwar-pathak,0.0,Assamese,2002-10-02,0.72,0.918,0.144,0.687,-11.424,0.0313,149.843,0,5,0.08,4,78,10792316,0,0,0,Sad
Seujaya,Biman|Chorus,/artist/biman-8|/artist/chorus,0.0,Assamese,2002-10-03,0.73,0.56,0.303,0.266,-12.835,0.0739,149.748,1,8,0.0285,4,29,1570748,0,0,0,Sad
Radhar Aoasher Majhey,Pranita Barman,/artist/pranita-barman,0.0,Assamese,2002-10-10,0.22,0.531,0.098,0.69,-10.959,0.081,150.008,0,4,0.1,4,81,5216396,0,0,0,Sad
Aamare Moina,Malabika Bora|Samar Hazarika,/artist/malabika-bora|/artist/samar-hazarika,0.0,Assamese,2002-11-01,0.46,0.255,0.372,0.486,-6.442,0.01,149.916,0,0,0.0552,4,75,59701,0,0,0,Sad
Ei Nadikhani,Dwipen Baruah|Debjani Barua,/artist/dwipen-baruah|/artist/debjani-barua,0.0,Assamese,2002-11-02,0.41,0.18,0.425,0.621,-12.942,0.0066,150.144,1,0,0.07,4,96,8076,0,0,0,Sad
Dolani Lagiche,Mridula Das Dewan,/artist/mridula-das-dewan,0.0,Assamese,2002-11-10,0.21,0.52,0.413,0.327,-3.549,0.05,150.099,0,11,0.04,4,100,2003716,0,0,0,Sad
Mor Haon Phaon Dhar Phar Korey,Nagen Barman,/artist/nagen-barman,0.0,Assamese,2002-12-02,0.18,0.97,0.857,0.124,-3.219,0.0058,153.997,1,8,0.022,4,83,9895424,0,0,0,Energetic
Akou Ubhati Jadi Aha,Anima Choudhury,/artist/anima-choudhury,0.0,Assamese,2002-12-04,0.33,0.05,0.3,0.505,-10.291,0.0745,150.017,1,6,0.067,4,36,11187188,0,0,0,Sad
Ukhakoi Gara Oi,Lokeswar Deka|Lakshmi Bordoloi|Sibprasad Nath|Iru Saika|Puna Saika,/artist/lokeswar-deka|/artist/lakshmi-bordoloi|/artist/sibprasad-nath-2|/artist/iru-saika-2|/artist/puna-saika-2,0.0,Assamese,2002-12-08,0.77,0.973,0.608,0.727,-11.312,0.0161,150.05,1,1,0.0926,4,93,2346634,0,0,0,Happy
Ei Son Barania,Dwipen Baruah|Namita Bhattacharya,/artist/dwipen-baruah|/artist/namita-bhattacharya,0.0,Assamese,2002-12-11,0.62,0.521,0.928,0.599,-3.471,0.0442,149.983,0,10,0.0985,4,76,3373912,0,0,0,Energetic
Jal Anibake Jnao,Dhanada Pathak,/artist/dhanada-pathak,0.0,Assamese,2003-01-01,0.1,0.771,0.222,0.648,-13.709,0.073,150.016,0,1,0.03,4,32,5420019,0,0,0,Sad
Ki Rang Dila Halo Utala,Namita Bhattacharya|Dwipen Barua,/artist/namita-bhattacharya|/artist/dwipen-barua-10,0.0,Assamese,2003-01-02,0.1,0.64,0.375,0.036,-11.115,0.1,149.996,1,1,0.1,4,66,4451749,0,0,0,Sad
Dehai Amoni Korichhe,Bhupen Hazarika,/artist/dr-bhupen-hazarika-2,0.0,Assamese,2003-01-06,0.05,0.18,0.742,0.523,-8.885,0.0332,149.981,1,1,0.0389,4,29,11141871,0,0,0,Sad
Moi Geet Rachina,sibcharan das,/artist/sibcharan-das,0.0,Assamese,2003-01-11,0.91,0.92,0.601,0.95,-3.843,0.028,155.199,0,11,0.09,4,54,4243506,0,0,0,Sad
Ahinor,Aftab Ahmad,/artist/aftab-ahmad,0.0,Assamese,2003-02-01,0.02,0.081,0.849,0.919,-2.241,0.0074,149.777,1,8,0.043,4,72,6407920,0,0,0,Energetic
Nakanda Nakanda Monai O,Rameshwar Pathak,/artist/rameshwar-pathak,0.0,Assamese,2003-02-07,0.02,0.643,0.085,0.2,-8.976,0.0883,150.024,0,11,0.06,4,45,6632956,0,0,0,Sad
Kamalakoi Bahanre Oi,Khagen Mahanta|Archana Mahanta|Nikunjalata Mohanta|Digen Mohanta,/artist/khagen-mahanta|/artist/archana-mahanta|/artist/nikunjalata-mohanta|/artist/digen-mohanta,0.0,Assamese,2003-02-12,0.57,0.836,0.153,0.391,-6.204,0.01,149.962,0,10,0.008,4,91,9481956,0,0,0,Sad
O Sham Kaliyara,Pranita Barman,/artist/pranita-barman,0.0,Assamese,2003-03-04,0.05,0.35,0.169,0.674,-13.952,0.011,149.995,0,9,0.036,4,26,4620201,0,0,0,Sad
Tomar Hatera Roba,Anima Choudhury,/artist/anima-choudhury,0.0,Assamese,2003-04-10,0.12,0.664,0.689,0.636,-9.245,0.0873,149.876,0,9,0.03,4,89,9128500,0,0,0,Happy
Loilase Tneo,Rituparna Sharma,/artist/rituparna-sharma,0.0,Assamese,2003-05-02,0.57,0.59,0.652,0.923,-10.158,0.0418,148.008,1,2,0.025,4,85,1516214,0,0,0,Happy
Aghunare Pathare Aai,Sarat Sharma|Lakshmi Bordoloi|Others|Bibha Barua|Anu Barkakati,/artist/sarat-sharma|/artist/lakshmi-bordoloi|/artist/others|/artist/bibha-barua-2|/artist/anu-barkakati-2,0.0,Assamese,2003-05-05,0.51,0.86,0.298,0.204,-11.967,0.029,150.031,1,7,0.071,4,64,9103316,0,0,0,Sad
Aei Mitha,Aftab Ahmad,/artist/aftab-ahmad,0.0,Assamese,2003-06-05,0.72,0.274,0.473,0.522,-10.21,0.0469,150.086,0,7,0.057,4,88,2392147,0,0,0,Sad
Joy Joy Srimanta Shankar,Rameshwar Pathak,/artist/rameshwar-pathak,0.0,Assamese,2003-06-07,0.94,0.31,0.821,0.793,-8.345,0.0652,150.026,0,7,0.016,4,40,8065538,0,0,0,Happy
Ma Tumi Khelibane,Bhupinder Singh|Suman Kalyanpur,/artist/bhupinder-singh|/artist/suman-kalyanpur,0.0,Assamese,2003-06-09,0.55,0.85,0.344,0.919,-13.494,0.02,150.403,0,9,0.08,4,97,8247391,0,0,0,Sad
Saraju Kande Re,Naren Das,/artist/naren-das,0.0,Assamese,2003-07-02,0.01,0.799,0.735,0.364,-10.749,0.0799,150.028,0,7,0.07,4,82,10583167,0,0,0,Happy
Sali Mari Nasoni (Bihu Geet) (Introduction),Samar Hazarika,/artist/samar-hazarika,0.0,Assamese,2003-07-12,0.15,0.845,0.948,0.176,-11.427,0.04,149.982,0,6,0.03,4,83,2971456,0,0,0,Happy
Guwahati Loi Gaichhilo - Parody,Nagen Barman|Udoy Barman,/artist/nagen-barman|/artist/udoy-barman,0.0,Assamese,2003-09-03,0.25,0.684,0.075,0.644,-5.229,0.01,149.977,0,11,0.0447,4,95,2210836,0,0,0,Sad
A Mayabhara,Khagen Mahanta,/artist/khagen-mahanta,0.0,Assamese,2003-09-11,0.42,0.27,0.934,0.151,-13.501,0.068,154.977,1,6,0.052,4,85,8217669,0,0,0,Happy
Deha Kola Hole,Khagen Mahanta,/artist/khagen-mahanta,0.0,Assamese,2003-11-02,0.64,0.8,0.683,0.228,-10.631,0.0894,150.014,1,11,0.0201,4,87,2559416,0,0,0,Happy
Ek Achhila Raja,Khagen Mahanta,/artist/khagen-mahanta,0.0,Assamese,2003-11-04,0.71,0.06,0.298,0.667,-2.947,0.0417,149.96,1,0,0.06,4,95,940506,0,0,0,Sad
O Aji Bihu Bihu,Mahananda Majinder Barua,/artist/mahananda-majinder-barua,0.0,Assamese,2003-11-10,0.39,0.25,0.011,0.694,-4.128,0.005,149.966,0,5,0.0008,4,80,11384270,0,0,0,Sad
Meghnathar Saktishel,sibcharan das|Others,/artist/sibcharan-das|/artist/others,0.0,Assamese,2003-11-12,0.43,0.86,0.456,0.022,-7.575,0.0654,149.996,0,10,0.051,4,55,7253906,0,0,0,Sad
Bhukhut Khabuti Lai,Aftab Ahmad,/artist/aftab-ahmad,0.0,Assamese,2003-11-12,0.44,0.99,0.496,0.105,-5.467,0.0766,150.044,1,9,0.0618,4,100,1687185,0,0,0,Sad
Sagar Dekhi,Madhumati Goswami,/artist/madhumati-goswami,0.0,Assamese,2004-01-02,0.75,0.312,0.496,0.646,-12.916,0.04,149.902,0,11,0.007,4,40,4701590,0,0,0,Sad
Ramjanare Roja Galo,Mohammed Rafi|Bhupen Hazarika,/artist/mohammad-rafi|/artist/dr-bhupen-hazarika-2,0.0,Assamese,2004-01-03,0.12,0.36,0.24,0.244,-3.437,0.036,149.897,1,5,0.04,4,74,8100252,0,0,0,Sad
Natun Natun Sah,Bhupen Hazarika,/artist/dr-bhupen-hazarika-2,0.0,Assamese,2004-01-04,0.44,0.47,0.095,0.377,-2.869,0.0665,149.985,0,0,0.01,4,44,2542196,0,0,0,Sad
Purba Bharatir,Shyamal Mitra,/artist/shyamal-mitra,0.0,Assamese,2004-02-05,0.11,0.652,0.479,0.04,-2.496,0.0113,150.167,1,5,0.015,4,67,8766045,0,0,0,Sad
Shankar Guru,Rameshwar Pathak|Dhanada Pathak,/artist/rameshwar-pathak|/artist/dhanada-pathak,0.0,Assamese,2004-02-06,0.07,0.681,0.056,0.135,-9.201,0.03,150.044,1,8,0.0049,4,49,5062202,0,0,0,Sad
Palasar Rang Palasar Rang,Bhupen Hazarika|Usha Mangeshkar,/artist/dr-bhupen-hazarika-2|/artist/usha-mangeshkar-2,0.0,Assamese,2004-03-01,0.72,0.7,0.253,0.2,-6.064,0.017,150.021,1,10,0.05,4,60,2095757,0,0,0,Sad
Agalati Kalapat Lare Ki Chare,Jayanta Hazarika,/artist/jayanta-hazarika,0.0,Assamese,2004-03-05,0.77,0.866,0.377,0.64,-7.527,0.0563,149.961,1,0,0.09,4,94,4809586,0,0,0,Sad
Abor Song No.2,Female Assam soloist|singers from Siluk|Arbor Hills,/artist/female-assam-soloist|/artist/singers-from-siluk|/artist/arbor-hills,0.0,Assamese,2004-03-06,0.08,0.376,0.15,0.676,-8.039,0.0607,150.049,1,0,0.051,4,99,10938315,0,0,0,Sad
Malita,Late Gahan Goswami,/artist/late-gahan-goswami,0.0,Assamese,2004-03-07,0.88,0.68,0.333,0.577,-12.292,0.078,150.259,0,11,0.09,4,91,6157449,0,0,0,Sad
Bheem Kal Badadi,Lokeswar Deka,/artist/lokeswar-deka,0.0,Assamese,2004-03-10,0.58,0.51,0.307,0.136,-6.979,0.04,150.052,0,5,0.049,4,55,11123740,0,0,0,Sad
Suorani Kuwaliya,Jayanta Hazarika,/artist/jayanta-hazarika,0.0,Assamese,2004-04-05,0.38,0.971,0.883,0.092,-9.364,0.1,150.054,1,8,0.03,4,34,10088739,0,0,0,Energetic
O He Mon Bhai,Naren Das,/artist/naren-das,0.0,Assamese,2004-04-12,0.0,0.4,0.409,0.398,-13.055,0.0605,149.964,0,10,0.044,4,82,5466773,0,0,0,Sad
Rati Je Holo Baro,Manisha Hazarika,/artist/manisha-hazarika,0.0,Assamese,2004-05-01,0.54,0.95,0.355,0.311,-13.875,0.08,150.017,0,9,0.0841,4,88,3479195,0,0,0,Sad
Ashwin Mashe Durga Puja,Mridula Das Dewan|Bhupen Hazarika,/artist/mridula-das-dewan|/artist/dr-bhupen-hazarika-2,0.0,Assamese,2004-05-01,0.96,0.97,0.689,0.004,-4.044,0.038,149.964,0,1,0.002,4,49,9418313,0,0,0,Energetic
Ki Naam Di Matim,Nirmal Mishra|Dwipen Baruah,/artist/nirmal-mishra|/artist/dwipen-baruah,0.0,Assamese,2004-05-02,0.28,0.46,0.228,0.974,-13.46,0.06,149.553,0,7,0.06,4,53,10203250,0,0,0,Sad
Aami Pani Ona Ghat,Bhupen Hazarika,/artist/dr-bhupen-hazarika-2,0.0,Assamese,2004-06-01,0.49,0.08,0.921,0.694,-9.268,0.02,149.982,1,10,0.032,4,69,10412327,0,0,0,Happy
Asom Amar Desh,Jiten Deka|Nirmali Das,/artist/jiten-deka|/artist/nirmali-das,0.0,Assamese,2004-06-10,0.39,0.024,0.859,0.847,-5.384,0.058,150.031,0,10,0.04,4,98,6471338,0,0,0,Happy
Ei To Lagan Aji,Anima Bhattacharya|Hemen Das,/artist/anima-bhattacharya|/artist/hemen-das,0.0,Assamese,2004-07-04,0.46,0.53,0.872,0.717,-13.663,0.008,149.946,0,5,0.0611,4,32,5608791,0,0,0,Sad
Sham Kanu Duraihai Najaba,Usha Mangeshkar,/artist/usha-mangeshkar-2,0.0,Assamese,2004-08-02,0.21,0.25,0.249,0.675,-4.667,0.0319,149.755,0,9,0.039,4,25,8925587,0,0,0,Sad
Nil Nil Sagn,Jiten Deka,/artist/jiten-deka,0.0,Assamese,2004-08-11,0.19,0.27,0.887,0.95,-11.598,0.1,150.031,1,1,0.036,4,70,3874166,0,0,0,Energetic
Kerasene Dilane - Parody,Nagen Barman|Pranita Barman,/artist/nagen-barman|/artist/pranita-barman,0.0,Assamese,2004-09-01,0.02,0.883,0.306,0.78,-7.517,0.014,147.827,1,0,0.0858,4,96,10614206,0,0,0,Sad
Jibon Sundar,Anju Devi|Bhupen Hazarika,/artist/anju-devi|/artist/dr-bhupen-hazarika-2,0.0,Assamese,2004-09-11,0.49,0.637,0.574,0.274,-7.819,0.038,150.012,0,2,0.096,4,73,9838311,0,0,0,Sad
Nao Chapan Nao Chapan,Dhanada Pathak,/artist/dhanada-pathak,0.0,Assamese,2004-10-01,0.55,0.538,0.865,0.183,-9.099,0.042,150.041,1,7,0.1,4,85,9003320,0,0,0,Happy
Nahor Phoole,Namita Goswami|Samar Hazarika,/artist/namita-goswami|/artist/samar-hazarika,0.0,Assamese,2004-10-07,0.65,0.02,0.477,0.305,-13.56,0.0335,149.971,0,11,0.066,4,72,9769005,0,0,0,Sad
